EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,FTDefRebounds,ShootingFouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,SecondChanceFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,BadPassSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceCorner3FGA,SelfOReb,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Fg3aBlocked,ThreePtShootingFoulsDrawn,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedCorner3,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101138-1718-200765-200797-202340,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Ryan Hollins, Avery Bradley","Bass, Pierce, Rondo, Hollins, Bradley",101138-1718-200765-200797-202340,BOS,485.0,2,8.0,-4.0,18.0,18.0,7.0,2.0,36.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,7.0,9.0,3.0,2.0,16.0,20.0,2.0,3.0,4.0,12.0,2.0,2.0,6.0,6.0,4.0,1.0,1.0,12.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,16.0,4.0,7.0,0.8571428571428571,0.8571428571428571,0.7777777777777778,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.25,0.75,0.6,0.5,0.5714285714285714,0.5,1.0,1.0,106.88659793814432,14.5,12.444444444444445,14.5,10.11111111111111,0.3333333333333333,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,1.0,0.5833333333333334,0.5288375,0.5208,0.07692307692307693,0.1,0.25,8.31111111111111,25.166666666666668,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-200797-2039,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Ryan Hollins, Keyon Dooling","Bass, Pierce, Rondo, Hollins, Dooling",101138-1718-200765-200797-2039,BOS,186.0,1,3.0,9.0,6.0,6.0,6.0,2.0,12.0,,,,,2.0,2.0,1.0,1.0,2.0,,3.0,3.0,2.0,3.0,12.0,3.0,3.0,3.0,12.0,,6.0,,,1.0,,,,3.0,,3.0,4.0,4.0,,,,,,,,,,1.0,,1.0,3.0,1.0,12.0,12.0,6.0,,,1.0,1.0,0.9,0.9,0.9166666666666666,0.9166666666666666,0.4,,0.75,,0.75,,1.0,,92.90322580645162,16.5,14.5,16.5,14.166666666666666,,,,,0.4,1.0,1.0,,0.2,1.0,1.0,,0.4,,,,0.4,0.47202,0.47202,0.16666666666666666,0.25,1.0,10.966666666666667,23.85,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-200797-951,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Ryan Hollins, Ray Allen","Bass, Pierce, Rondo, Hollins, Allen",101138-1718-200765-200797-951,BOS,336.0,2,6.0,1.0,12.0,11.0,4.0,11.0,23.0,2.0,3.0,,,1.0,2.0,2.0,4.0,,1.0,5.0,9.0,1.0,3.0,13.0,12.0,1.0,2.0,2.0,6.0,4.0,1.0,3.0,3.0,,1.0,2.0,6.0,1.0,2.0,3.0,4.0,,,1.0,,1.0,,,1.0,1.0,2.0,,4.0,5.0,3.0,10.0,2.0,4.0,0.6,0.6,0.5555555555555556,0.5,0.5,0.3333333333333333,0.5416666666666666,0.3333333333333333,0.1,1.0,0.6666666666666666,1.0,0.75,,1.0,,98.57142857142858,16.25,12.818181818181818,15.25,12.636363636363637,0.3,0.6666666666666666,0.6666666666666666,,0.2,0.5,0.5,1.0,0.4,0.5,0.5,1.0,,0.1,,,0.4,0.46031500000000003,0.37821666666666665,0.25,0.2727272727272727,0.15384615384615385,10.166666666666666,25.8,0.3333333333333333,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.25,0.2,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5382,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201157-202340,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Sean Williams, Avery Bradley","Bass, Pierce, Rondo, Williams, Bradley",101138-1718-200765-201157-202340,BOS,264.0,1,4.0,4.0,8.0,8.0,2.0,8.0,16.0,3.0,3.0,1.0,1.0,,,1.0,4.0,,2.0,4.0,7.0,2.0,2.0,13.0,9.0,2.0,2.0,4.0,8.0,,2.0,4.0,5.0,3.0,,1.0,11.0,,4.0,4.0,6.0,,,,,,,,,,,,1.0,2.0,1.0,10.0,4.0,2.0,1.0,1.0,0.5714285714285714,1.0,0.6111111111111112,1.0,0.65,1.0,0.2222222222222222,,1.0,,1.0,1.0,1.0,,87.27272727272727,17.25,15.75,15.125,15.75,0.3333333333333333,1.0,1.0,1.0,,,,,0.4444444444444444,0.25,0.25,1.0,,0.2222222222222222,0.5,1.0,0.5555555555555556,0.5242888888888889,0.5491,0.1,0.125,0.3076923076923077,10.328571428571427,25.8,0.25,,,,1.0,,,,3.0,1.0,,,,,1.0,0.5,,0.5,,,,,,,2.0,,,,,1.0,,3.0,1.0,2.0,,,,,,,,,0.75,0.75,0.3333333333333333,0.5,,1.0,,,,,,0.3925,0.23076923076923078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-202340,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Avery Bradley","Bass, Pierce, Rondo, Stiemsma, Bradley",101138-1718-200765-201880-202340,BOS,4300.0,14,72.0,1.0,138.0,139.0,49.0,36.0,277.0,16.0,34.0,9.0,13.0,6.0,17.0,16.0,38.0,8.0,19.0,38.0,89.0,27.0,26.0,129.0,128.0,16.0,29.0,51.0,52.0,24.0,19.0,26.0,34.0,11.0,2.0,13.0,76.0,11.0,46.0,60.0,75.0,13.0,5.0,8.0,2.0,5.0,12.0,3.0,20.0,6.0,35.0,3.0,27.0,35.0,13.0,123.0,51.0,49.0,0.6842105263157895,0.7027027027027027,0.42696629213483145,0.5517241379310345,0.44396551724137934,0.4375,0.48484848484848486,0.5,0.23275862068965517,0.4,0.7301587301587301,0.7857142857142857,0.7402597402597403,0.6,0.8,0.6666666666666666,92.76279069767442,15.44927536231884,15.597122302158274,14.920289855072463,14.62589928057554,0.29310344827586204,0.47058823529411764,0.5714285714285714,0.6875,0.14655172413793102,0.35294117647058826,0.4,0.3333333333333333,0.3275862068965517,0.42105263157894735,0.43243243243243246,0.8125,0.06896551724137931,0.16379310344827586,0.325,0.6923076923076923,0.5258620689655172,0.5142655172413794,0.5236500000000001,0.10236220472440945,0.13,0.3953488372093023,9.739325842696628,25.04074074074074,0.35507246376811596,5.0,,1.0,9.0,1.0,11.0,16.0,24.0,8.0,5.0,3.0,20.0,1.0,0.8888888888888888,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.42857142857142855,0.625,0.625,1.0,0.025,,12.0,1.0,9.0,10.0,1.0,11.0,1.0,6.0,11.0,15.0,1.0,2.0,11.0,5.0,11.0,6.0,,0.09090909090909091,0.17857142857142858,0.17857142857142858,0.21568627450980393,0.21739130434782608,0.2777777777777778,0.782608695652174,0.875,0.5454545454545454,0.6428571428571429,0.1111111111111111,0.25,0.571965,0.046511627906976744,4.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,0.3333333333333333,0.2222222222222222,0.13636363636363635,0.2,0.21052631578947367,0.21052631578947367,0.75,0.21428571428571427,0.3333333333333333,1.0,0.21052631578947367,1.0,3.0,2.0,9.0,8.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,0.10112359550561797,0.17647058823529413,0.11764705882352941,0.02631578947368421,0.2727272727272727,0.3333333333333333,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-2039,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Keyon Dooling","Bass, Pierce, Rondo, Stiemsma, Dooling",101138-1718-200765-201880-2039,BOS,1444.0,8,24.0,-1.0,47.0,47.0,5.0,11.0,94.0,5.0,7.0,,1.0,5.0,8.0,5.0,16.0,4.0,2.0,15.0,31.0,6.0,11.0,50.0,51.0,1.0,4.0,2.0,10.0,20.0,2.0,5.0,8.0,2.0,1.0,2.0,19.0,6.0,8.0,17.0,19.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,7.0,1.0,12.0,,7.0,13.0,5.0,47.0,2.0,5.0,0.3333333333333333,0.3333333333333333,0.4838709677419355,0.25,0.527027027027027,0.25,0.5813953488372093,0.25,0.16216216216216217,0.42857142857142855,0.42105263157894735,0.8571428571428571,0.5384615384615384,0.3333333333333333,0.6666666666666666,1.0,93.73961218836565,16.106382978723403,14.617021276595745,15.851063829787234,13.340425531914894,0.1891891891891892,0.7142857142857143,0.7142857142857143,0.4,0.21621621621621623,0.625,0.625,0.2,0.43243243243243246,0.3125,0.3333333333333333,0.4,0.10810810810810811,0.05405405405405406,0.25,,0.35135135135135137,0.49478378378378374,0.4707,0.11904761904761904,0.1388888888888889,0.04,12.393548387096773,24.083333333333332,0.10638297872340426,3.0,,,3.0,,,,9.0,3.0,3.0,3.0,9.0,1.0,1.0,0.5,,0.5,1.0,0.75,0.75,1.0,,,2.0,,,,1.0,1.0,1.0,3.0,1.0,2.0,,,3.0,1.0,4.0,2.0,,1.0,1.0,0.75,0.0625,0.1111111111111111,,0.42857142857142855,0.8333333333333334,0.5,,,,,0.06,,,,,,,,1.0,,0.5,0.09090909090909091,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,,,,,0.03225806451612903,,,0.0625,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-2554,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Mickael Pietrus","Bass, Pierce, Rondo, Stiemsma, Pietrus",101138-1718-200765-201880-2554,BOS,1860.0,12,31.0,-2.0,64.0,61.0,32.0,19.0,125.0,6.0,10.0,6.0,8.0,5.0,9.0,4.0,18.0,2.0,6.0,15.0,37.0,8.0,12.0,51.0,53.0,12.0,19.0,35.0,24.0,6.0,6.0,12.0,15.0,4.0,5.0,3.0,33.0,8.0,17.0,26.0,30.0,4.0,1.0,6.0,4.0,5.0,10.0,1.0,16.0,7.0,14.0,2.0,15.0,18.0,6.0,50.0,35.0,32.0,0.8,0.8,0.40540540540540543,0.631578947368421,0.43333333333333335,0.6521739130434783,0.4716981132075472,0.6481481481481481,0.17777777777777778,0.375,0.7391304347826086,1.0,0.8064516129032258,0.6666666666666666,0.7142857142857143,1.0,96.7741935483871,14.828125,14.934426229508198,14.40625,14.60655737704918,0.2222222222222222,0.6,0.75,0.6666666666666666,0.2,0.5555555555555556,0.5555555555555556,1.0,0.4,0.2222222222222222,0.23529411764705882,0.75,0.044444444444444446,0.13333333333333333,0.34782608695652173,0.75,0.4,0.47037777777777784,0.5135217391304348,0.11764705882352941,0.13953488372093023,0.6862745098039216,11.924324324324324,24.8,0.5,1.0,,,3.0,2.0,4.0,5.0,9.0,3.0,1.0,1.0,4.0,2.0,1.0,0.375,0.5,0.375,1.0,0.5,0.5,1.0,,,3.0,,1.0,4.0,,2.0,1.0,1.0,3.0,4.0,2.0,,4.0,1.0,4.0,3.0,,,,0.16666666666666666,0.14285714285714285,0.15384615384615385,,0.8571428571428571,1.0,0.75,0.5,,0.17391304347826086,0.3723,0.0196078431372549,2.0,,,,,2.0,2.0,1.0,,0.2,0.21428571428571427,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,2.0,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,3.0,,,,2.0,0.08108108108108109,0.2,,0.05555555555555555,,,0.5,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-2605,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Marquis Daniels","Bass, Pierce, Rondo, Stiemsma, Daniels",101138-1718-200765-201880-2605,BOS,240.0,1,4.0,-9.0,8.0,7.0,3.0,,15.0,,,,,1.0,2.0,1.0,2.0,,,2.0,4.0,,,4.0,13.0,1.0,1.0,2.0,4.0,,,2.0,2.0,,1.0,1.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,,3.0,1.0,4.0,2.0,,,3.0,,,4.0,2.0,3.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,,0.25,0.5,,0.5,,1.0,,90.0,17.375,14.428571428571429,17.375,14.428571428571429,,,,,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,,,,,,0.437325,0.4296,,,0.5,15.275,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-951,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Ray Allen","Bass, Pierce, Rondo, Stiemsma, Allen",101138-1718-200765-201880-951,BOS,5788.0,20,96.0,14.0,186.0,186.0,50.0,54.0,372.0,29.0,46.0,6.0,14.0,6.0,19.0,28.0,59.0,9.0,19.0,63.0,124.0,28.0,33.0,195.0,181.0,15.0,30.0,56.0,72.0,54.0,19.0,36.0,45.0,17.0,3.0,16.0,99.0,16.0,50.0,70.0,86.0,17.0,8.0,19.0,5.0,12.0,16.0,7.0,35.0,7.0,50.0,,34.0,38.0,14.0,174.0,56.0,50.0,0.5714285714285714,0.6,0.5080645161290323,0.5,0.5328947368421053,0.5833333333333334,0.5739644970414202,0.625,0.18421052631578946,0.5428571428571428,0.6944444444444444,0.7272727272727273,0.7021276595744681,0.5625,0.75,0.9,92.55010366275052,15.231182795698924,15.887096774193548,14.682795698924732,15.091397849462366,0.3026315789473684,0.6304347826086957,0.7837837837837838,0.5862068965517241,0.125,0.3157894736842105,0.375,0.5,0.3881578947368421,0.4745762711864407,0.49122807017543857,0.5714285714285714,0.05921052631578947,0.125,0.3888888888888889,0.42857142857142855,0.4868421052631579,0.5072174342105263,0.5073583333333334,0.08536585365853659,0.10294117647058823,0.28717948717948716,10.608064516129033,24.767857142857142,0.26881720430107525,4.0,,1.0,12.0,4.0,6.0,14.0,27.0,9.0,3.0,4.0,24.0,2.0,0.75,0.42857142857142855,0.6666666666666666,0.42857142857142855,1.0,0.4444444444444444,0.4444444444444444,0.75,0.027777777777777776,,16.0,5.0,6.0,5.0,7.0,10.0,4.0,21.0,13.0,16.0,2.0,2.0,13.0,6.0,13.0,6.0,6.0,0.7,0.6538461538461539,0.7,0.21666666666666667,0.21052631578947367,0.23529411764705882,0.7083333333333334,0.5833333333333334,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.1388888888888889,0.5322954545454546,0.1076923076923077,8.0,1.0,2.0,1.0,3.0,8.0,6.0,3.0,0.3333333333333333,0.1875,0.2,0.18181818181818182,0.42105263157894735,0.42105263157894735,0.75,0.15384615384615385,0.5,1.0,0.42105263157894735,4.0,9.0,6.0,14.0,9.0,,1.0,2.0,,2.0,5.0,1.0,,5.0,6.0,1.0,,,4.0,0.11290322580645161,0.1956521739130435,0.15789473684210525,0.03389830508474576,0.23076923076923078,0.2,0.8,,,1.0,2.0,1.0,3.0,0.04838709677419355,0.4,0.07692307692307693,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-202340-2404,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Avery Bradley, Chris Wilcox","Bass, Pierce, Rondo, Bradley, Wilcox",101138-1718-200765-202340-2404,BOS,63.0,1,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0,,1.0,,2.0,,,,,,3.0,,1.0,1.0,,,3.0,1.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,1.0,2.0,,,1.0,2.0,,,,,,,0.125,0.125,,,1.0,,1.0,,1.0,,68.57142857142857,23.5,16.0,20.0,16.0,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3881333333333334,0.3881333333333334,,,1.0,8.700000000000001,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,0.25,1.0,1.0,1.0,,,,1.0,,,0.5708,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
