EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,DeadBallTurnovers,Offensive Fouls,BlockedLongMidRange,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,Corner3Assists,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFtPoints,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SelfOReb,SelfORebPct,PenaltyArc3FGM,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,AtRimPctBlocked,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls,BlockedArc3,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1515-1712-200789-200797-202681,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Ryan Hollins, Kyrie Irving","Parker, Jamison, Gibson, Hollins, Irving",1515-1712-200789-200797-202681,CLE,480.0,2,8.0,6.0,16.0,17.0,4.0,1.0,33.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,7.0,11.0,2.0,4.0,2.0,22.0,16.0,1.0,1.0,2.0,12.0,2.0,3.0,3.0,4.0,2.0,6.0,1.0,7.0,1.0,2.0,2.0,2.0,15.0,1.0,2.0,4.0,1.0,7.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,20.0,0.8571428571428571,0.8571428571428571,0.5,0.5,0.5,0.6363636363636364,1.0,0.6666666666666666,1.0,0.6875,1.0,0.26666666666666666,1.0,1.0,0.8,1.0,0.5,0.8571428571428571,0.16666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,99.0,0.6666666666666666,16.0,13.176470588235293,14.75,12.352941176470589,0.2,0.6666666666666666,0.6666666666666666,1.0,0.26666666666666666,0.5,0.5,1.0,0.26666666666666666,0.75,0.75,0.6666666666666666,0.26666666666666666,0.5,0.5,0.5,0.4666666666666667,0.5,0.4917866666666667,0.0625,0.08333333333333333,0.09090909090909091,10.372727272727273,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-201196-202087,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Ramon Sessions, Alonzo Gee","Parker, Jamison, Gibson, Sessions, Gee",1515-1712-200789-201196-202087,CLE,3.0,1,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.5654,,,,0.4,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5654,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-201956-202396,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Omri Casspi, Samardo Samuels","Parker, Jamison, Gibson, Casspi, Samuels",1515-1712-200789-201956-202396,CLE,114.0,1,2.0,6.0,4.0,3.0,,1.0,7.0,2.0,2.0,,,1.0,1.0,,1.0,3.0,3.0,,1.0,,6.0,,1.0,1.0,2.0,2.0,4.0,,,1.0,,1.0,,1.0,,1.0,,,2.0,1.0,,2.0,,2.0,1.0,3.0,,,,,1.0,,1.0,,,,2.0,1.0,,2.0,2.0,4.0,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,0.75,1.0,0.75,1.0,0.25,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,88.42105263157895,1.0,14.0,19.333333333333332,13.0,19.333333333333332,0.5,1.0,1.0,0.5,,,,,0.25,1.0,1.0,,0.25,,,,0.75,,0.6248625,,,0.3333333333333333,6.566666666666666,24.1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-201956-202681,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Omri Casspi, Kyrie Irving","Parker, Jamison, Gibson, Casspi, Irving",1515-1712-200789-201956-202681,CLE,14.0,1,,3.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,3.0,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,1.0,1.0,1.0,,,1.5,,1.5,,1.0,,,,,,,,,,,,,102.85714285714286,,13.0,,13.0,,,,,,,,,,,,,,,,,,1.0,,0.47055,,,,,22.5,1.0,,,,,3.0,3.0,1.0,,1.5,1.5,,,0.47055,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-202087-202681,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Alonzo Gee, Kyrie Irving","Parker, Jamison, Gibson, Gee, Irving",1515-1712-200789-202087-202681,CLE,397.0,4,7.0,-2.0,19.0,21.0,19.0,1.0,40.0,8.0,11.0,,1.0,,1.0,,2.0,8.0,13.0,,3.0,5.0,21.0,23.0,1.0,1.0,3.0,8.0,8.0,,,2.0,,4.0,,4.0,,4.0,,,8.0,1.0,2.0,,2.0,4.0,1.0,5.0,5.0,3.0,1.0,,2.0,2.0,5.0,4.0,7.0,3.0,,,,,,18.0,0.5,0.5,,,,0.6153846153846154,1.0,0.5,1.0,0.5526315789473685,1.5,0.1875,0.5,1.0,,1.0,0.3333333333333333,1.0,0.125,,,,,1.0,145.088161209068,,9.736842105263158,10.095238095238095,9.31578947368421,10.095238095238095,0.6875,0.7272727272727273,0.7272727272727273,0.5,0.0625,,,,0.0625,,,,0.125,,,,0.875,,0.6543375,0.16666666666666666,0.2,0.14285714285714285,3.0461538461538464,24.233333333333334,19.0,8.0,11.0,8.0,13.0,21.0,19.0,18.0,0.6153846153846154,0.5,0.5526315789473685,0.6875,0.7272727272727273,0.6543375,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,3.0,,,0.0625,,,,0.0625,,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.125,0.5626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-202087-202684,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Alonzo Gee, Tristan Thompson","Parker, Jamison, Gibson, Gee, Thompson",1515-1712-200789-202087-202684,CLE,177.0,1,3.0,5.0,5.0,5.0,5.0,,10.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,,2.0,1.0,7.0,2.0,,,,2.0,4.0,,,1.0,,1.0,,1.0,,,,1.0,2.0,,2.0,2.0,,4.0,,4.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,7.0,0.3333333333333333,0.3333333333333333,,,,1.0,,0.6,,0.7,,0.4,,,1.0,0.6666666666666666,,0.8,,,1.0,,1.0,0.6666666666666666,81.35593220338983,1.0,16.6,18.8,16.6,18.2,0.2,1.0,1.0,,0.2,1.0,1.0,,0.2,1.0,1.0,1.0,0.2,,,,0.6,,0.52086,0.2,0.3333333333333333,,8.566666666666666,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.2,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-202388-202396,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Donald Sloan, Samardo Samuels","Parker, Jamison, Gibson, Sloan, Samuels",1515-1712-200789-202388-202396,CLE,79.0,1,1.0,-6.0,2.0,2.0,2.0,,4.0,,,,,,,,1.0,,,,2.0,,,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,72.9113924050633,,20.0,19.5,20.0,14.5,,,,,,,,,,,,,0.5,,,,1.0,,0.59295,,,,,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-202388-202684,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Donald Sloan, Tristan Thompson","Parker, Jamison, Gibson, Sloan, Thompson",1515-1712-200789-202388-202684,CLE,20.0,1,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,0.25,0.5,1.0,,,,,1.0,,1.0,1.0,,,,,72.0,,20.0,,18.0,,,,,,,,,,,,,,1.0,,,,1.0,,0.49845,0.5,1.0,1.0,,24.3,1.0,,,,,1.0,1.0,1.0,,,0.25,,,0.49845,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-202681-202684,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Kyrie Irving, Tristan Thompson","Parker, Jamison, Gibson, Irving, Thompson",1515-1712-200789-202681-202684,CLE,133.0,1,2.0,,4.0,5.0,3.0,,9.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,,1.0,,2.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,2.0,,2.0,,2.0,1.0,,,,1.0,,2.0,,,,,,,,,2.0,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,1.0,,,1.0,,,1.0,1.0,,,97.44360902255639,,9.25,19.2,9.25,19.2,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,0.60785,,,,5.05,24.7,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.60785,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
1515-1712-200789-202681-2760,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Kyrie Irving, Anderson Varejao","Parker, Jamison, Gibson, Irving, Varejao",1515-1712-200789-202681-2760,CLE,1488.0,8,25.0,-18.0,61.0,64.0,54.0,6.0,125.0,6.0,9.0,2.0,7.0,6.0,16.0,2.0,5.0,14.0,32.0,2.0,5.0,32.0,66.0,84.0,2.0,5.0,7.0,16.0,12.0,6.0,,5.0,2.0,8.0,2.0,10.0,2.0,2.0,1.0,5.0,22.0,2.0,9.0,8.0,1.0,18.0,8.0,26.0,1.0,1.0,3.0,1.0,8.0,4.0,12.0,26.0,46.0,3.0,,,,,,59.0,0.5714285714285714,0.6666666666666666,1.0,0.4,0.4,0.4375,0.4,0.4594594594594595,0.4,0.5508474576271186,0.5,0.13513513513513514,0.375,1.0,0.5,0.6923076923076923,0.6666666666666666,0.5862068965517241,0.38095238095238093,0.6666666666666666,0.375,,1.0,0.75,120.96774193548387,,12.21311475409836,11.609375,11.819672131147541,10.828125,0.24324324324324326,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.1891891891891892,0.2857142857142857,0.3333333333333333,0.5,0.43243243243243246,0.375,0.375,0.8333333333333334,0.13513513513513514,0.4,0.4,1.0,0.3783783783783784,0.4,0.47053918918918913,0.07692307692307693,0.08823529411764706,0.10606060606060606,11.665625,25.56,51.0,5.0,8.0,11.0,27.0,57.0,55.0,49.0,0.4074074074074074,0.4032258064516129,0.5283018867924528,0.25806451612903225,0.625,0.4672935483870968,0.8636363636363636,0.8360655737704918,1.0,2.0,5.0,1.0,,0.4,0.5,,,,,,1.0,4.0,,0.25,,,,,,,4.0,3.0,32.0,,2.0,4.0,1.0,20.0,,5.0,,,0.12903225806451613,0.50615,2.0,0.1,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,0.03125,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.4,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,True
