EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,BadPassOutOfBoundsTurnovers,PenaltyFg3Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Offensive Fouls,Charge Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Loose Ball Fouls,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,HeaveAttempts,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Assists,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,team_id,year,season,team_vs
101150-1882-201150-201950-202323,1610612755,"Lou Williams, Elton Brand, Spencer Hawes, Jrue Holiday, Evan Turner","Williams, Brand, Hawes, Holiday, Turner",101150-1882-201150-201950-202323,PHI,541.0,5,9.0,-3.0,16.0,17.0,1.0,3.0,33,4.0,4.0,1.0,2.0,1.0,5.0,1.0,6.0,11.0,1.0,1.0,13.0,16.0,1.0,4.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,13.0,1.0,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.5,0.4642857142857143,0.08333333333333333,0.09090909090909091,0.2,1.0,1.0,0.6666666666666666,0.5,0.625,1.0,0.75,0.5,87.83733826247689,15.875,16.88235294117647,15.875,16.294117647058822,0.3333333333333333,1.0,1.0,0.25,0.16666666666666666,0.5,0.5,0.4166666666666667,0.2,0.25,1.0,0.08333333333333333,0.4166666666666667,0.44930833333333337,0.3563,0.14285714285714285,0.15384615384615385,9.827272727272726,24.7,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201150-201950-2738,1610612755,"Lou Williams, Elton Brand, Spencer Hawes, Jrue Holiday, Andre Iguodala","Williams, Brand, Hawes, Holiday, Iguodala",101150-1882-201150-201950-2738,PHI,2235.0,9,37.0,10.0,69.0,69.0,10.0,26.0,138,8.0,18.0,2.0,15.0,8.0,16.0,9.0,18.0,49.0,11.0,15.0,66.0,56.0,6.0,22.0,14.0,9.0,5.0,11.0,13.0,5.0,6.0,28.0,7.0,20.0,3.0,30.0,41.0,4.0,2.0,5.0,4.0,1.0,9.0,7.0,13.0,16.0,2.0,22.0,8.0,60.0,10.0,0.6111111111111112,0.6470588235294118,0.3673469387755102,0.425,0.4714285714285714,0.18333333333333332,0.10204081632653061,,0.5555555555555556,1.0,0.6060606060606061,0.875,0.6585365853658537,0.5,0.8181818181818182,0.8333333333333334,88.91275167785236,16.057971014492754,16.333333333333332,15.08695652173913,15.318840579710145,0.3,0.4444444444444444,0.5333333333333333,0.625,0.25,0.13333333333333333,0.15384615384615385,0.26666666666666666,0.5,0.5,0.75,0.15,0.48333333333333334,0.47837,0.4075,0.1323529411764706,0.14285714285714285,9.081632653061224,25.59090909090909,0.14492753623188406,9.0,2.0,5.0,1.0,2.0,4.0,5.0,2.0,8.0,2.0,6.0,3.0,6.0,12.0,6.0,9.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,11.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,2.0,7.0,3.0,12.0,1.0,2.0,0.4,0.45454545454545453,0.45454545454545453,0.25,0.5,0.25,0.5,0.3,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.25,0.25806451612903225,0.3333333333333333,0.2702702702702703,0.5,0.23076923076923078,0.4,0.5,1.0,0.0625,0.42857142857142855,0.03333333333333333,0.5,0.5,0.4444444444444444,0.4444444444444444,0.5,0.625,0.4,0.5,0.4444444444444444,0.5197666666666666,0.08333333333333333,0.09090909090909091,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201150-201975-2738,1610612755,"Lou Williams, Elton Brand, Spencer Hawes, Jodie Meeks, Andre Iguodala","Williams, Brand, Hawes, Meeks, Iguodala",101150-1882-201150-201975-2738,PHI,31.0,1,1.0,2.0,1.0,,,,1,,,1.0,1.0,,,,1.0,1.0,,,2.0,,,2.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,46.4516129032258,20.0,,20.0,,,,,,1.0,1.0,1.0,,,,,,,0.3923,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201150-202323-2738,1610612755,"Lou Williams, Elton Brand, Spencer Hawes, Evan Turner, Andre Iguodala","Williams, Brand, Hawes, Turner, Iguodala",101150-1882-201150-202323-2738,PHI,592.0,3,10.0,9.0,18.0,17.0,18.0,13.0,35,3.0,3.0,3.0,4.0,2.0,3.0,1.0,8.0,10.0,2.0,4.0,23.0,14.0,10.0,10.0,6.0,1.0,,5.0,6.0,3.0,1.0,13.0,2.0,7.0,1.0,10.0,10.0,,,1.0,1.0,,4.0,,3.0,5.0,1.0,6.0,1.0,23.0,18.0,0.625,0.625,0.8,0.7916666666666666,0.7666666666666667,0.16666666666666666,,,0.25,0.5,0.6363636363636364,1.0,0.6923076923076923,0.5,0.5,1.0,85.13513513513513,14.88888888888889,19.058823529411764,14.88888888888889,17.941176470588236,0.25,1.0,1.0,1.0,0.3333333333333333,0.75,0.75,0.25,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,0.4166666666666667,0.508475,0.508475,0.07692307692307693,0.09090909090909091,8.76,24.5,1.0,,,,,1.0,1.0,1.0,,,,,8.0,4.0,23.0,3.0,,,1.0,1.0,1.0,,,,,,,3.0,,,4.0,,,,,2.0,,,,,,,23.0,3.0,2.0,1.0,0.5,0.5,,0.8,,0.7916666666666666,,0.7666666666666667,,,,,,,,,,1.0,1.0,,,0.08333333333333333,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,0.3333333333333333,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.5,0.25,1.0,0.08333333333333333,0.08333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201152-201950-201975,1610612755,"Lou Williams, Elton Brand, Thaddeus Young, Jrue Holiday, Jodie Meeks","Williams, Brand, Young, Holiday, Meeks",101150-1882-201152-201950-201975,PHI,41.0,1,1.0,,2.0,1.0,2.0,1.0,3,1.0,1.0,,,,1.0,,1.0,2.0,,,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,0.5,0.5,0.5,,,,,,,,,,,,105.36585365853658,11.5,18.0,11.5,18.0,0.5,1.0,1.0,,,,,0.5,,,,,0.5,0.42625,0.42625,,,11.55,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.5,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201152-201950-202323,1610612755,"Lou Williams, Elton Brand, Thaddeus Young, Jrue Holiday, Evan Turner","Williams, Brand, Young, Holiday, Turner",101150-1882-201152-201950-202323,PHI,197.0,4,3.0,-2.0,6.0,6.0,2.0,,12,1.0,1.0,,2.0,,2.0,,1.0,5.0,,,2.0,4.0,2.0,2.0,,,,1.0,1.0,1.0,,2.0,1.0,2.0,,3.0,4.0,,,1.0,,1.0,2.0,,1.0,2.0,,,,2.0,2.0,1.0,1.0,0.2,0.2,0.2,,,,0.5,,0.5,1.0,0.6,,0.6666666666666666,,87.71573604060914,14.833333333333334,18.0,14.666666666666666,13.666666666666666,0.2,1.0,1.0,1.0,0.4,,,0.4,,,,,0.2,0.40512,0.4049,,,11.540000000000001,,0.3333333333333333,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,0.5,,0.5,,0.5,,,,0.25,,0.25,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,0.5,1.0,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201152-201950-2738,1610612755,"Lou Williams, Elton Brand, Thaddeus Young, Jrue Holiday, Andre Iguodala","Williams, Brand, Young, Holiday, Iguodala",101150-1882-201152-201950-2738,PHI,1186.0,5,20.0,,37.0,36.0,17.0,21.0,73,7.0,13.0,2.0,4.0,1.0,6.0,10.0,10.0,23.0,10.0,10.0,39.0,39.0,13.0,10.0,10.0,10.0,5.0,5.0,7.0,3.0,1.0,16.0,1.0,10.0,,11.0,16.0,4.0,3.0,3.0,3.0,,4.0,4.0,9.0,13.0,1.0,15.0,6.0,30.0,17.0,0.5,0.625,0.43478260869565216,0.4393939393939394,0.48717948717948717,0.30303030303030304,0.21739130434782608,,0.75,,0.5263157894736842,0.5,0.5238095238095238,0.5,0.5,1.0,88.63406408094436,14.08108108108108,18.47222222222222,12.837837837837839,17.11111111111111,0.3939393939393939,0.5384615384615384,0.7777777777777778,0.42857142857142855,0.12121212121212122,0.5,0.6666666666666666,0.18181818181818182,0.16666666666666666,0.16666666666666666,1.0,0.30303030303030304,0.696969696969697,0.5014969696969697,0.50775,0.16216216216216217,0.2222222222222222,6.695652173913044,25.46,0.4594594594594595,7.0,1.0,1.0,,,3.0,3.0,2.0,3.0,2.0,9.0,7.0,6.0,26.0,6.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,,5.0,,1.0,1.0,,,1.0,,,2.0,,2.0,4.0,2.0,,2.0,4.0,1.0,26.0,1.0,2.0,0.6666666666666666,0.3,0.3,0.6666666666666666,0.5384615384615384,0.7,0.5882352941176471,0.75,0.6190476190476191,0.3076923076923077,0.25,,0.3076923076923077,0.14285714285714285,0.25,0.6666666666666666,,0.14285714285714285,0.5714285714285714,,,0.25,,,,0.3,0.3,0.6666666666666666,0.2,1.0,,0.3,0.5287333333333334,,0.23076923076923078,0.6666666666666666,1.0,0.5,5.0,8.0,,2.0,4.0,2.0,4.0,,0.5,0.47058823529411764,0.625,,0.23529411764705882,0.5,,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.4,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201152-201975-202323,1610612755,"Lou Williams, Elton Brand, Thaddeus Young, Jodie Meeks, Evan Turner","Williams, Brand, Young, Meeks, Turner",101150-1882-201152-201975-202323,PHI,370.0,2,6.0,-3.0,11.0,12.0,,2.0,23,2.0,4.0,,,3.0,4.0,,5.0,8.0,,2.0,12.0,15.0,,6.0,4.0,,1.0,3.0,3.0,1.0,2.0,6.0,2.0,3.0,,5.0,5.0,1.0,,1.0,,1.0,2.0,2.0,5.0,1.0,,2.0,1.0,12.0,,0.6,0.6,0.625,0.625,0.6666666666666666,,0.125,,0.5,,0.42857142857142855,1.0,0.5555555555555556,0.3333333333333333,0.5,1.0,89.51351351351352,12.545454545454545,19.333333333333332,12.545454545454545,17.833333333333332,0.5,0.5,0.6666666666666666,0.5,,,,0.5,0.75,0.75,0.6666666666666666,,0.5,0.4986625,,0.1111111111111111,0.1111111111111111,9.7875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201152-201975-2738,1610612755,"Lou Williams, Elton Brand, Thaddeus Young, Jodie Meeks, Andre Iguodala","Williams, Brand, Young, Meeks, Iguodala",101150-1882-201152-201975-2738,PHI,261.0,2,4.0,-1.0,9.0,7.0,3.0,2.0,16,,1.0,,,1.0,4.0,2.0,1.0,5.0,2.0,4.0,6.0,7.0,1.0,,2.0,2.0,1.0,,,,,,,3.0,,3.0,4.0,,,,,,,,1.0,3.0,,6.0,3.0,6.0,3.0,,,0.2,0.14285714285714285,0.3,0.2857142857142857,0.2,,,,0.75,,0.75,,0.75,,88.27586206896552,15.88888888888889,16.857142857142858,15.222222222222221,16.714285714285715,0.14285714285714285,,,,,,,0.5714285714285714,0.25,0.25,,0.2857142857142857,0.42857142857142855,0.41612857142857146,0.43313333333333337,0.3,0.375,14.1,26.4,0.3333333333333333,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,0.5,0.16666666666666666,,,0.5,,,,1.0,,,,,,,0.5,,,,0.4071,,,,,,,1.0,,,2.0,,2.0,,,0.3333333333333333,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
101150-1882-201152-202323-2738,1610612755,"Lou Williams, Elton Brand, Thaddeus Young, Evan Turner, Andre Iguodala","Williams, Brand, Young, Turner, Iguodala",101150-1882-201152-202323-2738,PHI,809.0,5,13.0,14.0,27.0,26.0,9.0,7.0,53,5.0,9.0,2.0,4.0,3.0,8.0,1.0,10.0,21.0,1.0,13.0,33.0,19.0,7.0,10.0,10.0,1.0,,5.0,5.0,3.0,2.0,10.0,1.0,10.0,,11.0,14.0,3.0,1.0,,,,,1.0,2.0,14.0,1.0,19.0,8.0,29.0,9.0,0.5,0.625,0.47619047619047616,0.45454545454545453,0.55,0.045454545454545456,,,,,0.8333333333333334,0.5,0.7857142857142857,1.0,1.0,,94.33868974042028,14.25925925925926,16.307692307692307,14.074074074074074,15.884615384615385,0.4090909090909091,0.5555555555555556,0.5555555555555556,0.6,0.18181818181818182,0.5,0.5,0.36363636363636365,0.375,0.375,0.6666666666666666,0.045454545454545456,0.45454545454545453,0.49384999999999996,0.5376285714285715,0.3103448275862069,0.2962962962962963,8.742857142857142,24.9,0.3333333333333333,2.0,2.0,2.0,,,,,2.0,2.0,,4.0,4.0,5.0,13.0,,,4.0,,,,1.0,2.0,,3.0,,2.0,,,,,,,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,13.0,1.0,1.0,,,,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.65,,,,0.18181818181818182,1.0,0.25,0.25,,1.0,0.6,1.0,,0.5,,,,,,,1.0,1.0,,,0.56405,0.5,0.12121212121212122,0.3939393939393939,,,3.0,4.0,,,,,,,,0.5714285714285714,0.75,,,,,,0.2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,False
