EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,SecondChanceOffPoss,SecondChanceAtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,PtsUnassisted2s,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyFtPoints,DefThreePtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,LiveBallTurnoverPct,OffLongMidRangeReboundPct,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,FTDefRebounds,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Defensive 3 Seconds Violations,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,SecondChanceTurnovers,BlockingFouls,PenaltyFg3Pct,OffShortMidRangeReboundPct,PenaltyArc3Accuracy,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,FTOffRebounds,Travels,Loose Ball Fouls,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,PtsUnassisted3s,LostBallSteals,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,BlockedShortMidRange,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,HeaveAttempts,PenaltyCorner3Frequency,OffensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,DefensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101249-1888-200758-201149-201959,1610612741,"John Lucas III, Richard Hamilton, Ronnie Brewer, Joakim Noah, Taj Gibson","Lucas III, Hamilton, Brewer, Noah, Gibson",101249-1888-200758-201149-201959,CHI,157.0,2,3.0,7.0,6.0,6.0,3.0,6.0,12.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,9.0,2.0,3.0,3.0,6.0,8.0,4.0,4.0,2.0,2.0,8.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.8,0.8,1.0,0.75,110.06369426751593,11.5,14.666666666666666,11.5,14.666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.510575,0.5206333333333334,0.2,0.2,0.6666666666666666,9.825,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-200758-201149-2430,1610612741,"John Lucas III, Richard Hamilton, Ronnie Brewer, Joakim Noah, Carlos Boozer","Lucas III, Hamilton, Brewer, Noah, Boozer",101249-1888-200758-201149-2430,CHI,162.0,1,3.0,-6.0,5.0,4.0,,,9.0,,,,,1.0,4.0,1.0,4.0,,2.0,8.0,,,,2.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,2.0,,,1.0,1.0,0.25,,0.25,,0.25,,,,,,80.0,23.2,11.5,23.2,11.5,,,,,1.0,0.25,0.25,1.0,,,,0.38335,,,,,18.975,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-201149-201228-2594,1610612741,"John Lucas III, Richard Hamilton, Joakim Noah, C.J. Watson, Kyle Korver","Lucas III, Hamilton, Noah, Watson, Korver",101249-1888-201149-201228-2594,CHI,15.0,1,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,96.0,15.0,,10.0,,0.3333333333333333,,,,,,,,0.3333333333333333,,1.0,0.36946666666666667,0.36946666666666667,,,,1.1,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.1926,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-201149-201959-2736,1610612741,"John Lucas III, Richard Hamilton, Joakim Noah, Taj Gibson, Luol Deng","Lucas III, Hamilton, Noah, Gibson, Deng",101249-1888-201149-201959-2736,CHI,96.0,1,2.0,-2.0,2.0,3.0,2.0,,5.0,,,,,,,1.0,1.0,,2.0,4.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,2.0,2.0,,,1.0,1.0,0.5,0.5,0.5,0.5,,,,,75.0,21.5,17.666666666666668,21.5,17.666666666666668,,,,,,,,,,,0.5,0.5036,0.5036,,,1.0,6.9,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,0.5,,,,,,,,0.5,,,0.5,,24.3,1.0,1.0,2.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-201149-2430-2594,1610612741,"John Lucas III, Richard Hamilton, Joakim Noah, Carlos Boozer, Kyle Korver","Lucas III, Hamilton, Noah, Boozer, Korver",101249-1888-201149-2430-2594,CHI,46.0,1,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,2.0,,,,,,,,1.0,,2.0,,1.0,1.0,2.0,,,,,,,0.25,0.25,,1.0,,,125.21739130434781,3.0,20.0,3.0,20.0,,,,,,,,,,,1.0,0.5919,0.5919,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,,25.5,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-201149-2430-2736,1610612741,"John Lucas III, Richard Hamilton, Joakim Noah, Carlos Boozer, Luol Deng","Lucas III, Hamilton, Noah, Boozer, Deng",101249-1888-201149-2430-2736,CHI,390.0,2,6.0,3.0,13.0,11.0,7.0,,24.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,11.0,8.0,2.0,2.0,6.0,6.0,3.0,3.0,3.0,,6.0,6.0,6.0,7.0,1.0,1.0,2.0,3.0,6.0,,1.0,3.0,,4.0,2.0,11.0,6.0,7.0,0.75,0.75,0.8,1.0,0.6666666666666666,1.0,0.6875,1.0,0.75,0.6666666666666666,0.8,1.0,88.61538461538461,13.923076923076923,19.0,13.538461538461538,16.545454545454547,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,0.5,1.0,0.6666666666666666,0.6016833333333333,0.6018,0.25,0.2857142857142857,0.5454545454545454,7.56,0.5384615384615384,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,0.16666666666666666,,,1.0,,0.5,,,0.16666666666666666,,1.0,,0.5487,25.0,,,2.0,,,,2.0,,,,,,3.0,2.0,1.0,4.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-201600-201959-2594,1610612741,"John Lucas III, Richard Hamilton, Omer Asik, Taj Gibson, Kyle Korver","Lucas III, Hamilton, Asik, Gibson, Korver",101249-1888-201600-201959-2594,CHI,186.0,1,3.0,,5.0,6.0,,4.0,11.0,,,,,,1.0,1.0,2.0,,5.0,5.0,,,,,,1.0,,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,5.0,,,,,0.5,,0.8333333333333334,,0.8333333333333334,,1.0,1.0,1.0,1.0,85.16129032258064,17.4,16.5,17.4,16.5,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.47015,,,,,16.55,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,24.0,1.0,1.0,2.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-201600-201959-2736,1610612741,"John Lucas III, Richard Hamilton, Omer Asik, Taj Gibson, Luol Deng","Lucas III, Hamilton, Asik, Gibson, Deng",101249-1888-201600-201959-2736,CHI,267.0,1,4.0,,9.0,10.0,7.0,9.0,19.0,1.0,1.0,,,2.0,4.0,3.0,6.0,3.0,9.0,9.0,1.0,3.0,4.0,4.0,2.0,2.0,,2.0,4.0,2.0,4.0,5.0,1.0,1.0,,,,1.0,2.0,3.0,,5.0,2.0,6.0,4.0,7.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.375,0.2,0.45,0.2857142857142857,1.0,0.75,,1.0,102.47191011235955,16.444444444444443,11.9,16.333333333333332,11.6,0.125,1.0,1.0,,0.5,0.5,0.5,1.0,,,0.375,0.4665,0.4648,0.2222222222222222,0.2857142857142857,0.4444444444444444,14.466666666666667,0.7777777777777778,,1.0,1.0,2.0,,2.0,2.0,1.0,,2.0,2.0,,,1.0,1.0,0.25,,,0.3333333333333333,,0.2,,,0.25,1.0,,0.4,0.5967,24.7,,1.0,2.0,0.125,,,2.0,1.0,1.0,1.0,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-201959-202710-2243,1610612741,"John Lucas III, Richard Hamilton, Taj Gibson, Jimmy Butler, Brian Scalabrine","Lucas III, Hamilton, Gibson, Butler, Scalabrine",101249-1888-201959-202710-2243,CHI,51.0,1,1.0,,3.0,3.0,3.0,,6.0,,,,,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,169.41176470588235,7.666666666666667,9.333333333333334,7.666666666666667,7.333333333333333,,,,,,,,,,,,0.413,0.413,0.5,0.5,1.0,9.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
101249-1888-2243-2430-2736,1610612741,"John Lucas III, Richard Hamilton, Brian Scalabrine, Carlos Boozer, Luol Deng","Lucas III, Hamilton, Scalabrine, Boozer, Deng",101249-1888-2243-2430-2736,CHI,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2012,2011-12,False
