EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedAtRim,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffArc3ReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockingFouls,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,NonHeaveArc3FGM,Arc3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,Charge Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Frequency,BlockedLongMidRange,SecondChanceCorner3FGM,FTOffRebounds,Clear Path Fouls,Blocked3s,BlockedCorner3,3SecondViolations,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Corner3PctBlocked,OffensiveGoaltends,BlockedArc3,team_id,year,season,team_vs
101138-1718-200765-200797-202340,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Ryan Hollins, Avery Bradley","Bass, Pierce, Rondo, Hollins, Bradley",101138-1718-200765-200797-202340,BOS,515.0,3,9.0,-3.0,13.0,15.0,5.0,2.0,2.0,28.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,6.0,10.0,4.0,1.0,13.0,16.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,10.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,4.0,2.0,6.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,11.0,2.0,5.0,0.8333333333333334,0.8333333333333334,0.6,1.0,0.3333333333333333,0.42857142857142855,0.5,0.25,0.4642857142857143,0.5,0.25,0.2857142857142857,0.1,0.3333333333333333,1.0,0.6,0.5,0.5,0.2857142857142857,1.0,1.0,0.6666666666666666,78.29126213592232,19.53846153846154,17.4,17.384615384615383,16.6,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.21428571428571427,0.6666666666666666,1.0,0.5,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.14285714285714285,0.5,0.25,0.5,0.46589642857142854,0.4155625,0.07142857142857142,0.1,0.15384615384615385,0.15384615384615385,10.11,25.225,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-200797-2554,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Ryan Hollins, Mickael Pietrus","Bass, Pierce, Rondo, Hollins, Pietrus",101138-1718-200765-200797-2554,BOS,361.0,2,6.0,,11.0,10.0,6.0,5.0,2.0,21.0,1.0,2.0,1.0,2.0,1.0,4.0,,2.0,,1.0,3.0,8.0,2.0,2.0,8.0,8.0,1.0,2.0,,2.0,1.0,5.0,1.0,4.0,,6.0,2.0,,,,,,,,,3.0,,4.0,2.0,6.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,2.0,2.0,,,6.0,4.0,6.0,,,0.375,0.5,0.2,0.3,0.5,0.16666666666666666,0.36363636363636365,0.5,0.2857142857142857,0.2,,,,0.75,,0.8,0.2857142857142857,,0.5,1.0,83.76731301939058,19.818181818181817,14.3,19.0,14.0,0.2,0.5,0.5,,0.2,0.5,0.5,,0.4,0.25,0.25,,,0.2,,0.16666666666666666,0.4,0.41509999999999997,0.4308166666666667,,,0.25,0.5,11.8875,25.35,0.5454545454545454,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.5,0.4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-200797-951,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Ryan Hollins, Ray Allen","Bass, Pierce, Rondo, Hollins, Allen",101138-1718-200765-200797-951,BOS,1392.0,8,23.0,-31.0,43.0,46.0,15.0,14.0,4.0,89.0,1.0,9.0,2.0,6.0,5.0,12.0,1.0,4.0,,,8.0,27.0,5.0,8.0,27.0,58.0,,2.0,,,4.0,10.0,1.0,13.0,12.0,4.0,4.0,5.0,6.0,7.0,1.0,1.0,4.0,15.0,1.0,11.0,1.0,15.0,3.0,18.0,1.0,1.0,,3.0,,10.0,3.0,8.0,12.0,6.0,9.0,,4.0,27.0,13.0,15.0,0.75,0.75,0.2962962962962963,,0.4,0.296875,,0.5,0.375,,0.5416666666666666,0.15625,0.18518518518518517,0.3333333333333333,1.0,0.7333333333333333,0.25,0.7368421052631579,0.13043478260869565,,0.5,0.875,92.06896551724138,17.0,14.369565217391305,16.46511627906977,13.652173913043478,0.28125,0.1111111111111111,0.16666666666666666,1.0,0.1875,0.3333333333333333,0.5,0.5,0.375,0.4166666666666667,0.4166666666666667,0.8,0.03125,0.125,,,0.4375,0.4599859375,0.4456772727272727,0.1111111111111111,0.12903225806451613,,0.48148148148148145,10.192592592592591,25.5,0.3488372093023256,,2.0,1.0,2.0,2.0,,2.0,3.0,7.0,3.0,4.0,,,1.0,,1.0,1.0,2.0,,0.7,0.10526315789473684,0.75,0.25,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,1.0,,0.18181818181818182,0.5,0.3821,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.2,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-202340,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Avery Bradley","Bass, Pierce, Rondo, Stiemsma, Bradley",101138-1718-200765-201880-202340,BOS,503.0,4,8.0,-8.0,15.0,16.0,3.0,5.0,3.0,31.0,4.0,7.0,,1.0,1.0,4.0,,1.0,,1.0,5.0,12.0,1.0,,10.0,18.0,1.0,2.0,,2.0,,2.0,1.0,,6.0,4.0,1.0,2.0,3.0,3.0,2.0,,1.0,6.0,1.0,4.0,1.0,7.0,3.0,10.0,,,,1.0,,5.0,1.0,3.0,5.0,2.0,,,,8.0,,3.0,0.6,0.6,0.4166666666666667,0.5,,0.38461538461538464,0.5,,0.38461538461538464,0.5,,0.07692307692307693,0.16666666666666666,,1.0,0.6666666666666666,1.0,0.6666666666666666,0.375,,1.0,0.75,88.74751491053678,16.733333333333334,15.75,15.666666666666666,13.0,0.5384615384615384,0.5714285714285714,0.8,0.5,0.07692307692307693,,,,0.3076923076923077,0.25,0.25,1.0,,0.07692307692307693,,0.3333333333333333,0.6153846153846154,0.49899615384615387,0.49241666666666667,,,0.2,,8.075000000000001,26.4,0.2,1.0,1.0,,1.0,,,2.0,2.0,4.0,3.0,1.0,,,1.0,,1.0,,,,0.8,0.2857142857142857,0.6666666666666666,,0.3333333333333333,,,,0.5,1.0,0.3333333333333333,,0.7309,,,,,,,,,,1.0,,,,,1.0,,,,,0.2857142857142857,1.0,1.0,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-2554,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Mickael Pietrus","Bass, Pierce, Rondo, Stiemsma, Pietrus",101138-1718-200765-201880-2554,BOS,886.0,8,15.0,-3.0,25.0,26.0,7.0,15.0,6.0,51.0,2.0,6.0,5.0,7.0,5.0,11.0,1.0,2.0,,2.0,12.0,24.0,3.0,3.0,27.0,30.0,2.0,3.0,,4.0,4.0,7.0,2.0,10.0,6.0,18.0,2.0,1.0,3.0,3.0,2.0,,1.0,6.0,1.0,7.0,1.0,8.0,5.0,13.0,1.0,1.0,,,,3.0,,4.0,6.0,7.0,5.0,2.0,2.0,23.0,10.0,7.0,0.25,0.25,0.5,0.6666666666666666,0.5714285714285714,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.4642857142857143,0.6666666666666666,0.5,0.1111111111111111,0.041666666666666664,,1.0,0.7,0.3333333333333333,0.5833333333333334,0.3333333333333333,,1.0,0.5,82.88939051918736,18.76,16.03846153846154,15.32,13.384615384615385,0.2222222222222222,0.3333333333333333,0.4,1.0,0.25925925925925924,0.7142857142857143,0.7142857142857143,,0.4074074074074074,0.45454545454545453,0.45454545454545453,0.2,0.037037037037037035,0.07407407407407407,,0.2222222222222222,0.3333333333333333,0.4481981481481481,0.4592111111111111,0.07407407407407407,0.08333333333333333,0.14814814814814814,0.37037037037037035,10.845833333333333,24.733333333333334,0.28,1.0,2.0,1.0,2.0,2.0,,4.0,,3.0,1.0,2.0,,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.6666666666666666,,1.0,0.6666666666666666,0.5,0.2222222222222222,0.5,0.4168,,,,,,,,,,3.0,,1.0,,1.0,2.0,,,,,0.16666666666666666,0.5,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-2562,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Sasha Pavlovic","Bass, Pierce, Rondo, Stiemsma, Pavlovic",101138-1718-200765-201880-2562,BOS,72.0,1,1.0,,3.0,2.0,3.0,,,5.0,,,,1.0,,1.0,,,,,,2.0,,2.0,2.0,2.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,2.0,2.0,3.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,100.0,12.333333333333334,17.5,12.333333333333334,16.5,,,,,0.5,,,,0.5,,,,,,,,,0.3747,0.3747,0.3333333333333333,0.3333333333333333,,1.0,13.6,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-201880-951,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Greg Stiemsma, Ray Allen","Bass, Pierce, Rondo, Stiemsma, Allen",101138-1718-200765-201880-951,BOS,3040.0,14,51.0,-15.0,91.0,90.0,14.0,20.0,8.0,181.0,17.0,26.0,3.0,9.0,12.0,29.0,3.0,12.0,2.0,3.0,32.0,64.0,15.0,19.0,89.0,104.0,1.0,8.0,2.0,5.0,3.0,10.0,4.0,14.0,36.0,28.0,12.0,4.0,18.0,20.0,12.0,2.0,4.0,42.0,5.0,16.0,3.0,25.0,13.0,38.0,8.0,6.0,2.0,10.0,,16.0,3.0,14.0,26.0,20.0,22.0,,9.0,84.0,14.0,14.0,0.5625,0.5806451612903226,0.5,0.125,0.3,0.4430379746835443,0.25,0.42857142857142855,0.5,0.25,0.4666666666666667,0.189873417721519,0.0625,0.2222222222222222,1.0,0.5925925925925926,0.38461538461538464,0.5945945945945946,0.29545454545454547,,0.5555555555555556,0.6923076923076923,85.73684210526316,16.52747252747253,17.066666666666666,15.857142857142858,16.333333333333332,0.3291139240506329,0.6538461538461539,0.7083333333333334,0.7058823529411765,0.11392405063291139,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.3670886075949367,0.41379310344827586,0.41379310344827586,0.3333333333333333,0.0379746835443038,0.1518987341772152,0.2,0.21428571428571427,0.5189873417721519,0.5019911392405063,0.5002821428571428,0.11235955056179775,0.1232876712328767,0.056179775280898875,0.15730337078651685,9.95625,24.959999999999997,0.15384615384615385,1.0,4.0,2.0,4.0,2.0,2.0,8.0,6.0,6.0,5.0,1.0,,,7.0,2.0,7.0,2.0,2.0,,0.375,0.25806451612903225,0.6,0.6,0.17647058823529413,0.4,0.8333333333333334,0.2857142857142857,0.4,0.25,0.2857142857142857,0.5,0.46566,,,1.0,2.0,2.0,6.0,2.0,,1.0,,2.0,,,1.0,5.0,1.0,0.13333333333333333,0.5,0.13333333333333333,0.07692307692307693,0.5,0.25,,,,0.07142857142857142,,2.0,0.2222222222222222,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.5,0.024390243902439025,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,0.6666666666666666,0.16666666666666666,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-202340-708,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Avery Bradley, Kevin Garnett","Bass, Pierce, Rondo, Bradley, Garnett",101138-1718-200765-202340-708,BOS,7387.0,9,123.0,50.0,231.0,231.0,22.0,25.0,15.0,462.0,38.0,60.0,16.0,31.0,32.0,83.0,12.0,19.0,1.0,2.0,86.0,174.0,31.0,44.0,255.0,205.0,5.0,14.0,3.0,15.0,8.0,20.0,3.0,23.0,122.0,50.0,19.0,9.0,61.0,71.0,23.0,12.0,26.0,152.0,3.0,72.0,2.0,96.0,20.0,116.0,25.0,18.0,7.0,7.0,,24.0,2.0,17.0,39.0,43.0,52.0,4.0,20.0,240.0,23.0,22.0,0.7093023255813954,0.7349397590361446,0.4942528735632184,0.35714285714285715,0.4,0.5146341463414634,0.29411764705882354,0.41304347826086957,0.5594713656387665,0.375,0.46,0.15121951219512195,0.05172413793103448,0.0967741935483871,1.0,0.6990291262135923,0.16666666666666666,0.734375,0.18867924528301888,0.125,0.7,0.8095238095238095,90.06091782861785,14.978354978354979,17.0,14.571428571428571,16.17748917748918,0.2926829268292683,0.6333333333333333,0.6785714285714286,0.6052631578947368,0.15121951219512195,0.5161290322580645,0.5714285714285714,0.75,0.40487804878048783,0.3855421686746988,0.3950617283950617,0.8125,0.05853658536585366,0.09268292682926829,0.058823529411764705,0.08695652173913043,0.44390243902439025,0.4925492682926829,0.5006086956521739,0.09865470852017937,0.10526315789473684,0.058823529411764705,0.09019607843137255,10.839080459770114,24.548387096774192,0.09523809523809523,3.0,8.0,3.0,10.0,4.0,6.0,17.0,22.0,17.0,11.0,6.0,3.0,4.0,12.0,4.0,12.0,6.0,1.0,2.0,0.7083333333333334,0.19318181818181818,0.88,0.13333333333333333,0.13725490196078433,0.5483870967741935,0.9444444444444444,0.5,0.47058823529411764,0.375,0.43478260869565216,0.3,0.49697857142857144,4.0,,1.0,13.0,1.0,30.0,10.0,4.0,2.0,,1.0,1.0,1.0,2.0,8.0,0.7692307692307693,0.41935483870967744,0.3333333333333333,0.41935483870967744,0.06666666666666667,0.2,0.7142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.043478260869565216,,2.0,0.36363636363636365,,1.0,9.0,,1.0,,9.0,6.0,6.0,2.0,,2.0,4.0,2.0,,0.061855670103092786,0.47368421052631576,0.47368421052631576,0.6666666666666666,,,0.5,0.47368421052631576,0.06060606060606061,2.0,5.0,9.0,1.0,1.0,0.024096385542168676,0.11764705882352941,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-202340-951,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Avery Bradley, Ray Allen","Bass, Pierce, Rondo, Bradley, Allen",101138-1718-200765-202340-951,BOS,487.0,2,8.0,1.0,15.0,16.0,11.0,8.0,,31.0,2.0,4.0,,1.0,4.0,5.0,1.0,,,,6.0,10.0,1.0,4.0,16.0,15.0,,,,,5.0,7.0,1.0,12.0,6.0,6.0,,,3.0,3.0,2.0,,1.0,6.0,,4.0,,7.0,,7.0,1.0,,1.0,1.0,,2.0,2.0,,4.0,2.0,4.0,,1.0,16.0,12.0,11.0,0.5,0.5,0.6,,0.7142857142857143,0.5454545454545454,,0.625,0.6153846153846154,,0.6666666666666666,0.09090909090909091,,,,0.8,,0.875,,,0.6666666666666666,1.0,91.66324435318275,14.466666666666667,16.875,14.466666666666667,16.75,0.36363636363636365,0.5,0.5,1.0,0.09090909090909091,,,,0.45454545454545453,0.8,0.8,0.25,0.09090909090909091,,,,0.45454545454545453,0.4987409090909091,0.51121875,0.08333333333333333,0.09090909090909091,,0.75,10.17,23.0,0.7333333333333333,,,2.0,2.0,2.0,,,3.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,0.5,,1.0,,,1.0,1.0,1.0,,,0.25,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,0.125,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
101138-1718-200765-2039-2554,1610612738,"Brandon Bass, Paul Pierce, Rajon Rondo, Keyon Dooling, Mickael Pietrus","Bass, Pierce, Rondo, Dooling, Pietrus",101138-1718-200765-2039-2554,BOS,59.0,2,1.0,-3.0,1.0,2.0,1.0,1.0,,3.0,,1.0,,,,1.0,,,,,,2.0,,,,3.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,0.5,,,,73.22033898305085,36.0,11.5,36.0,11.5,0.5,,,,,,,,0.5,,,,,,,,0.5,0.4748,0.4748,,,,,10.3,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2012,2011-12,False
