EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,BlockingFouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyDefPoss,PenaltyFG2M,PenaltyFg2Pct,OffLongMidRangeReboundPct,OffThreePtRebounds,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFtPoints,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,Charge Fouls,Travels,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockingFoulsDrawn,Blocked3s,BlockedArc3,HeaveAttempts,Arc3PctBlocked,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
101109-200746-200783-201587-202083,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Nicolas Batum, Wesley Matthews","Felton, Aldridge, Smith, Batum, Matthews",101109-200746-200783-201587-202083,POR,235.0,1,4.0,-2.0,6.0,7.0,2.0,13.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,0.5,0.5,0.5,0.4,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,79.65957446808511,19.666666666666668,16.714285714285715,19.666666666666668,16.428571428571427,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,0.2,0.5,0.5,0.8,0.60903,0.582625,0.16666666666666666,0.2,4.1,27.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-200783-201587-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Nicolas Batum, Jamal Crawford","Felton, Aldridge, Smith, Batum, Crawford",101109-200746-200783-201587-2037,POR,829.0,4,14.0,,24.0,24.0,3.0,48.0,2.0,5.0,,4.0,3.0,2.0,8.0,15.0,5.0,3.0,28.0,28.0,1.0,2.0,10.0,6.0,3.0,5.0,8.0,1.0,19.0,7.0,8.0,11.0,2.0,1.0,5.0,5.0,2.0,,4.0,2.0,22.0,3.0,0.625,0.7142857142857143,0.5333333333333333,0.625,0.6363636363636364,0.25,0.6363636363636364,0.6153846153846154,0.8,83.37756332931242,18.75,15.791666666666666,17.375,13.291666666666666,0.25,0.4,0.6666666666666666,0.5,0.2,0.15,,0.6666666666666666,0.5,0.4740375,0.4627833333333333,0.09090909090909091,0.11764705882352941,8.373333333333333,25.0,0.125,3.0,1.0,1.0,3.0,6.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,3.0,9.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.6,0.5,0.6,1.0,1.0,0.5,1.0,0.5,0.13333333333333333,0.4,0.4,0.42857142857142855,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.2857142857142857,0.3,0.5,0.5,0.3333333333333333,0.75,0.75,1.0,0.1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.46246666666666664,0.21428571428571427,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-200783-202083-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Wesley Matthews, Jamal Crawford","Felton, Aldridge, Smith, Matthews, Crawford",101109-200746-200783-202083-2037,POR,138.0,2,2.0,2.0,4.0,4.0,1.0,8.0,1.0,1.0,,3.0,,,2.0,4.0,,2.0,6.0,4.0,2.0,,,4.0,,,,,,1.0,1.0,2.0,,,,,2.0,,2.0,1.0,4.0,1.0,,,0.5,0.5,0.6,,1.0,1.0,,83.47826086956522,20.75,13.75,16.75,13.75,0.25,1.0,1.0,,0.75,,,,0.25,0.47715,0.4171,0.2,0.2,15.075,,0.25,1.0,,,,,1.0,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,0.5,1.0,0.5,,,,0.5,,0.5,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,0.4118,0.3333333333333333,0.3333333333333333,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-200783-202083-2222,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Wesley Matthews, Gerald Wallace","Felton, Aldridge, Smith, Matthews, Wallace",101109-200746-200783-202083-2222,POR,511.0,2,9.0,2.0,16.0,17.0,1.0,33.0,4.0,5.0,1.0,2.0,3.0,,7.0,12.0,4.0,2.0,19.0,17.0,1.0,,12.0,2.0,3.0,6.0,7.0,3.0,15.0,5.0,7.0,8.0,2.0,,4.0,5.0,2.0,,2.0,1.0,19.0,1.0,0.8571428571428571,0.8571428571428571,0.5833333333333334,0.53125,0.5588235294117647,0.25,0.7142857142857143,0.75,1.0,92.9941291585127,16.9375,14.117647058823529,16.6875,13.764705882352942,0.3125,0.8,0.8,0.75,0.125,0.1875,1.0,,0.5625,0.524840625,0.7554,0.058823529411764705,0.07692307692307693,6.741666666666667,25.1,0.0625,1.0,,,2.0,5.0,1.0,1.0,1.0,,,1.0,,1.0,,,,3.0,,,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,1.0,0.25,,0.25,,,,,,,,,,1.0,0.125,,,,,0.125,0.3125,0.4,0.4,1.0,0.5,0.5,1.0,0.0625,1.0,1.0,1.0,,,,,,,,,,,12.0,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-200783-2037-2222,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Jamal Crawford, Gerald Wallace","Felton, Aldridge, Smith, Crawford, Wallace",101109-200746-200783-2037-2222,POR,669.0,2,11.0,-20.0,19.0,22.0,5.0,41.0,6.0,7.0,,4.0,1.0,1.0,8.0,15.0,2.0,3.0,19.0,39.0,2.0,2.0,12.0,4.0,1.0,6.0,6.0,5.0,12.0,2.0,3.0,4.0,1.0,,3.0,5.0,7.0,,7.0,2.0,18.0,5.0,0.75,0.75,0.5333333333333333,0.47058823529411764,0.475,0.11764705882352941,0.5,0.5,,88.25112107623318,20.842105263157894,12.409090909090908,20.842105263157894,11.727272727272727,0.4117647058823529,0.8571428571428571,1.0,0.8333333333333334,0.23529411764705882,0.058823529411764705,,0.25,0.5294117647058824,0.5340294117647059,0.457925,0.1111111111111111,0.125,8.533333333333333,24.6,0.2631578947368421,,,,1.0,4.0,1.0,,1.0,,,,,,1.0,,3.0,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,,,,,,,3.0,,,,,,,0.25,0.5,0.25,0.06666666666666667,0.14285714285714285,0.5,,0.5,0.1111111111111111,,,1.0,,,0.23529411764705882,0.25,0.25,,0.25,0.25,1.0,0.058823529411764705,,,,,,,,,,,,0.05263157894736842,0.15789473684210525,11.0,1.0,0.5,,1.0,,1.0,,0.5,,0.3333333333333333,0.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-201581-201587-202083,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Nicolas Batum, Wesley Matthews","Felton, Aldridge, Hickson, Batum, Matthews",101109-200746-201581-201587-202083,POR,4092.0,7,68.0,44.0,129.0,127.0,39.0,256.0,34.0,50.0,8.0,26.0,22.0,5.0,55.0,93.0,34.0,20.0,172.0,128.0,18.0,10.0,56.0,54.0,22.0,28.0,38.0,20.0,86.0,30.0,50.0,74.0,12.0,9.0,11.0,23.0,25.0,,25.0,9.0,140.0,39.0,0.509090909090909,0.56,0.5913978494623656,0.5984251968503937,0.6277372262773723,0.2677165354330709,0.7142857142857143,0.7230769230769231,0.8666666666666667,90.08797653958943,15.627906976744185,16.346456692913385,14.286821705426357,15.771653543307087,0.3937007874015748,0.68,0.723404255319149,0.5882352941176471,0.2047244094488189,0.1732283464566929,0.2857142857142857,0.17857142857142858,0.6614173228346457,0.564384251968504,0.5234910714285714,0.07575757575757576,0.09183673469387756,7.370967741935484,24.226470588235294,0.3023255813953488,22.0,8.0,12.0,10.0,17.0,11.0,5.0,12.0,9.0,2.0,14.0,10.0,17.0,32.0,3.0,40.0,30.0,10.0,9.0,4.0,10.0,6.0,4.0,3.0,5.0,17.0,17.0,24.0,4.0,3.0,11.0,2.0,7.0,3.0,4.0,14.0,,9.0,4.0,3.0,9.0,,40.0,0.7142857142857143,0.4117647058823529,0.3,0.4117647058823529,0.5882352941176471,0.6304347826086957,0.48214285714285715,0.64,0.5555555555555556,0.043010752688172046,0.06,0.7857142857142857,0.4594594594594595,0.7391304347826086,0.39285714285714285,0.5,0.2857142857142857,0.7142857142857143,0.7777777777777778,0.07692307692307693,0.13385826771653545,0.5882352941176471,0.625,0.3,0.4230769230769231,0.4230769230769231,0.45454545454545453,0.09448818897637795,0.4166666666666667,0.45454545454545453,0.8,0.4090909090909091,0.4090909090909091,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.4,0.4090909090909091,0.6110473684210526,0.18604651162790697,0.23255813953488372,33.0,9.0,0.5,0.5,5.0,3.0,4.0,1.0,0.2631578947368421,0.3076923076923077,0.6,0.6,5.0,3.0,13.0,5.0,,4.0,4.0,5.0,5.0,0.16666666666666666,0.17857142857142858,5.0,2.0,3.0,1.0,1.0,3.0,3.0,6.0,12.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,6.0,0.5,0.029411764705882353,0.058823529411764705,0.08333333333333333,1.0,0.6666666666666666,0.375,0.13043478260869565,0.6666666666666666,0.5,0.13043478260869565,0.3333333333333333,0.625,0.2,0.029411764705882353,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-201581-202083-202337,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Wesley Matthews, Luke Babbitt","Felton, Aldridge, Hickson, Matthews, Babbitt",101109-200746-201581-202083-202337,POR,56.0,1,1.0,,2.0,2.0,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,102.85714285714286,16.5,11.5,16.5,8.0,,,,,1.0,,,,,0.4145,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-201581-202083-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Wesley Matthews, Jamal Crawford","Felton, Aldridge, Hickson, Matthews, Crawford",101109-200746-201581-202083-2037,POR,1749.0,6,29.0,-4.0,51.0,48.0,18.0,99.0,13.0,25.0,8.0,10.0,9.0,4.0,21.0,45.0,12.0,7.0,61.0,65.0,14.0,6.0,18.0,24.0,9.0,9.0,12.0,5.0,27.0,7.0,12.0,26.0,3.0,2.0,4.0,9.0,7.0,,9.0,4.0,47.0,18.0,0.42857142857142855,0.6,0.4666666666666667,0.47368421052631576,0.5,0.21052631578947367,0.7,0.6470588235294118,0.8,81.50943396226415,18.254901960784313,17.041666666666668,17.45098039215686,16.125,0.43859649122807015,0.52,0.52,0.38461538461538464,0.17543859649122806,0.15789473684210525,0.4,0.2,0.6491228070175439,0.5150245614035088,0.521915,0.06666666666666667,0.08333333333333333,7.162222222222223,25.016666666666666,0.35294117647058826,12.0,6.0,10.0,3.0,10.0,5.0,1.0,3.0,3.0,2.0,4.0,6.0,10.0,14.0,2.0,24.0,9.0,12.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,10.0,4.0,14.0,,1.0,2.0,1.0,1.0,2.0,1.0,4.0,,2.0,1.0,1.0,2.0,,24.0,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.5,0.5,0.5384615384615384,0.5454545454545454,0.022222222222222223,,0.5,0.4166666666666667,0.5714285714285714,0.4375,0.5,0.42857142857142855,0.6666666666666666,0.5,,0.17543859649122806,0.3,0.3333333333333333,0.6666666666666666,0.5,0.5,0.4,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6,0.5,0.3333333333333333,0.60840625,0.22950819672131148,0.39344262295081966,15.0,7.0,0.5,0.2,4.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,2.0,2.0,4.0,,,,1.0,1.0,1.0,,0.1,4.0,,1.0,,,1.0,,2.0,3.0,,,,,,,,,,,,0.1,,,,,0.08333333333333333,,,0.08333333333333333,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-201581-202337-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Luke Babbitt, Jamal Crawford","Felton, Aldridge, Hickson, Babbitt, Crawford",101109-200746-201581-202337-2037,POR,284.0,2,5.0,3.0,10.0,10.0,7.0,20.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,6.0,1.0,4.0,13.0,10.0,4.0,1.0,6.0,,1.0,3.0,4.0,2.0,9.0,3.0,5.0,6.0,1.0,,,2.0,3.0,,4.0,2.0,13.0,7.0,1.0,1.0,0.5,0.6428571428571429,0.7222222222222222,0.14285714285714285,1.0,1.0,1.0,101.40845070422534,18.0,10.4,17.3,10.4,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.14285714285714285,0.6,0.2,0.5714285714285714,0.5682357142857143,0.63315,0.2222222222222222,0.25,7.466666666666666,26.1,0.7,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,11.0,3.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,,1.0,2.0,,,,,,,11.0,1.0,1.0,1.0,1.0,,,0.7,,0.7857142857142857,,,1.0,0.3333333333333333,1.0,0.3333333333333333,,1.0,,,,0.14285714285714285,,,,0.5,0.5,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.6944,,0.8461538461538461,4.0,2.0,0.5,,,1.0,1.0,1.0,,,1.0,1.0,,,4.0,1.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
101109-200746-201587-202083-202337,1610612757,"Raymond Felton, LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Luke Babbitt","Felton, Aldridge, Batum, Matthews, Babbitt",101109-200746-201587-202083-202337,POR,501.0,4,8.0,-6.0,15.0,15.0,1.0,30.0,3.0,6.0,1.0,3.0,3.0,,4.0,10.0,3.0,2.0,13.0,19.0,1.0,,8.0,,3.0,4.0,5.0,3.0,11.0,3.0,4.0,6.0,2.0,1.0,3.0,5.0,3.0,,4.0,2.0,13.0,1.0,1.0,1.0,0.4,0.4230769230769231,0.43333333333333335,0.23076923076923078,1.0,0.8,1.0,86.22754491017965,16.733333333333334,16.666666666666668,16.466666666666665,15.8,0.46153846153846156,0.5,0.6,1.0,0.23076923076923078,0.23076923076923078,1.0,,0.6923076923076923,0.5523307692307692,0.6912,0.13333333333333333,0.16666666666666666,6.36,24.7,0.06666666666666667,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,3.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,,1.0,,,,2.0,,2.0,,1.0,,1.0,1.0,1.0,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,0.1,0.16666666666666666,,0.3333333333333333,0.5,0.25,,1.0,1.0,0.5,,0.07692307692307693,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,0.3333333333333333,0.6125,,,9.0,,,0.5,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,False
