EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,TwoPtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassTurnovers,BlockingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,AtRimAssists,ShortMidRangeAssists,SelfOReb,BadPassSteals,SecondChanceTurnovers,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,FTDefRebounds,DefFTReboundPct,OffThreePtRebounds,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,PtsPutbacks,BlockingFoulsDrawn,Travels,NonShootingPenaltyNonTakeFouls,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,team_id,year,season,team_vs
101133-1713-1717-1891-2753,1610612742,"Ian Mahinmi, Vince Carter, Dirk Nowitzki, Jason Terry, Delonte West","Mahinmi, Carter, Nowitzki, Terry, West",101133-1713-1717-1891-2753,DAL,505.0,2,8.0,5.0,14.0,14.0,1.0,28.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,4.0,5.0,15.0,10.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,7.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,8.0,1.0,6.0,3.0,15.0,1.0,1.0,0.5,0.5,0.5,0.4,0.5555555555555556,0.625,0.5,0.4444444444444444,0.2,0.25,0.25,0.5,1.0,0.7777777777777778,0.3333333333333333,1.0,1.0,79.84158415841584,19.428571428571427,16.642857142857142,19.428571428571427,15.714285714285714,0.4444444444444444,0.25,0.3333333333333333,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.5417222222222222,0.25,0.375,0.06666666666666667,3.8600000000000003,24.05,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1713-1717-1891-467,1610612742,"Ian Mahinmi, Vince Carter, Dirk Nowitzki, Jason Terry, Jason Kidd","Mahinmi, Carter, Nowitzki, Terry, Kidd",101133-1713-1717-1891-467,DAL,484.0,4,8.0,4.0,14.0,14.0,7.0,28.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,9.0,22.0,18.0,6.0,14.0,2.0,6.0,3.0,2.0,2.0,,2.0,3.0,1.0,8.0,2.0,3.0,5.0,7.0,,,2.0,,,1.0,2.0,1.0,3.0,4.0,,8.0,,10.0,2.0,19.0,14.0,7.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.7222222222222222,0.7857142857142857,1.0,0.3333333333333333,,,1.0,0.6,0.6666666666666666,0.625,1.0,0.3333333333333333,0.5,83.30578512396694,16.928571428571427,17.642857142857142,16.928571428571427,15.857142857142858,0.1111111111111111,1.0,1.0,0.1111111111111111,,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,1.0,1.0,0.4444444444444444,1.0,0.48095,0.18181818181818182,0.25,0.6363636363636364,13.049999999999999,23.5,0.5,10.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,0.5,0.5,1.0,0.5,1.0,0.75,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.4444444444444444,0.25,0.25,1.0,0.5,0.25,1.0,0.25,1.0,0.25,1.0,0.5418375,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1713-1717-2753-467,1610612742,"Ian Mahinmi, Vince Carter, Dirk Nowitzki, Delonte West, Jason Kidd","Mahinmi, Carter, Nowitzki, West, Kidd",101133-1713-1717-2753-467,DAL,120.0,1,2.0,3.0,6.0,6.0,6.0,12.0,,,,,1.0,1.0,1.0,1.0,,,2.0,2.0,4.0,10.0,7.0,4.0,10.0,,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,2.0,,4.0,,10.0,10.0,6.0,0.5,1.0,1.0,,1.5,1.25,1.25,1.0,,,1.0,1.0,1.0,1.0,,,1.0,144.0,7.166666666666667,12.833333333333334,7.166666666666667,12.833333333333334,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.62055,,,1.0,,23.85,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,1.0,,1.5,,,,,,1.0,,,,,,,,,0.5,1.0,0.5,1.0,0.62055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1713-1890-1891-2753,1610612742,"Ian Mahinmi, Vince Carter, Shawn Marion, Jason Terry, Delonte West","Mahinmi, Carter, Marion, Terry, West",101133-1713-1890-1891-2753,DAL,19.0,1,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,13.0,,13.0,,,,,,,,,,,,,,,,,0.4067,,,,15.7,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1713-1890-1891-467,1610612742,"Ian Mahinmi, Vince Carter, Shawn Marion, Jason Terry, Jason Kidd","Mahinmi, Carter, Marion, Terry, Kidd",101133-1713-1890-1891-467,DAL,1380.0,4,23.0,5.0,45.0,45.0,6.0,90.0,6.0,12.0,5.0,13.0,,1.0,4.0,11.0,12.0,31.0,4.0,12.0,4.0,40.0,35.0,1.0,4.0,10.0,12.0,,11.0,4.0,5.0,4.0,11.0,,26.0,4.0,13.0,17.0,23.0,7.0,3.0,4.0,1.0,2.0,2.0,6.0,1.0,6.0,10.0,1.0,8.0,,6.0,2.0,38.0,4.0,6.0,1.0,0.3333333333333333,0.3333333333333333,0.3870967741935484,0.4186046511627907,0.43478260869565216,0.3333333333333333,0.27906976744186046,0.16129032258064516,0.25,0.6666666666666666,0.7647058823529411,1.0,0.8095238095238095,0.5,0.75,1.0,93.91304347826087,15.533333333333333,15.133333333333333,15.0,14.8,0.27906976744186046,0.5,0.6666666666666666,0.3023255813953488,0.38461538461538464,0.45454545454545453,0.023255813953488372,,,,0.2558139534883721,0.36363636363636365,0.36363636363636365,0.5581395348837209,0.36363636363636365,0.4819116279069768,0.044444444444444446,0.06060606060606061,0.1,8.009677419354839,24.391666666666666,0.13333333333333333,,5.0,,2.0,1.0,6.0,,,1.0,2.0,,2.0,,3.0,1.0,2.0,14.0,7.0,4.0,,6.0,6.0,2.0,1.0,1.0,1.0,0.5833333333333334,0.5833333333333334,0.5,,0.3,0.2,0.3157894736842105,0.2222222222222222,0.5,0.2,1.0,,0.13953488372093023,0.16666666666666666,0.16666666666666666,,1.0,0.4,,,,0.4,0.5,0.43303,0.05,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.25,0.2,0.15384615384615385,0.16666666666666666,0.045454545454545456,1.0,0.5,0.8,0.4,0.5,1.0,0.2,0.49654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1713-1890-2753-467,1610612742,"Ian Mahinmi, Vince Carter, Shawn Marion, Delonte West, Jason Kidd","Mahinmi, Carter, Marion, West, Kidd",101133-1713-1890-2753-467,DAL,50.0,1,1.0,,2.0,1.0,,3.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,86.39999999999999,18.0,14.0,14.5,14.0,0.3333333333333333,,,0.3333333333333333,,,,,,,0.3333333333333333,,,0.6666666666666666,,0.5630333333333334,,,,3.85,24.4,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,1.0,,,,0.6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1713-1891-2073-2753,1610612742,"Ian Mahinmi, Vince Carter, Jason Terry, Brian Cardinal, Delonte West","Mahinmi, Carter, Terry, Cardinal, West",101133-1713-1891-2073-2753,DAL,22.0,1,,-1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1717-1890-1891-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Jason Terry, Jason Kidd","Mahinmi, Nowitzki, Marion, Terry, Kidd",101133-1717-1890-1891-467,DAL,957.0,4,16.0,-12.0,31.0,32.0,21.0,63.0,4.0,5.0,2.0,5.0,,1.0,1.0,7.0,9.0,13.0,1.0,8.0,12.0,33.0,45.0,6.0,19.0,8.0,3.0,,7.0,1.0,,1.0,6.0,,13.0,2.0,8.0,10.0,13.0,3.0,2.0,5.0,,3.0,2.0,8.0,7.0,6.0,9.0,3.0,8.0,,13.0,6.0,31.0,19.0,21.0,1.0,0.125,0.125,0.6923076923076923,0.5,0.6346153846153846,0.59375,0.38095238095238093,,,0.625,1.0,0.6666666666666666,0.9090909090909091,1.0,1.0,1.0,94.79623824451411,15.161290322580646,15.21875,14.580645161290322,15.15625,0.23809523809523808,0.8,0.8,0.23809523809523808,0.4,0.4,0.047619047619047616,,,,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.6190476190476191,0.14285714285714285,0.5057285714285714,0.25,0.375,0.5757575757575758,7.507692307692308,24.3375,0.6774193548387096,4.0,3.0,2.0,2.0,3.0,3.0,,,1.0,6.0,,2.0,5.0,7.0,1.0,6.0,10.0,5.0,1.0,2.0,1.0,3.0,3.0,,2.0,2.0,0.5555555555555556,0.5555555555555556,0.16666666666666666,0.7142857142857143,0.5,0.5,0.25,0.2727272727272727,0.3333333333333333,,1.0,0.5,0.14285714285714285,1.0,1.0,0.6666666666666666,1.0,0.15384615384615385,1.0,,,0.46153846153846156,0.16666666666666666,0.5169730769230769,0.06060606060606061,,,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,3.0,1.0,3.0,3.0,1.0,0.5,,,,1.0,0.75,,,,,0.5,,,,2.0,1.0,3.0,1.0,1.0,0.2857142857142857,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1717-1890-2753-467,1610612742,"Ian Mahinmi, Dirk Nowitzki, Shawn Marion, Delonte West, Jason Kidd","Mahinmi, Nowitzki, Marion, West, Kidd",101133-1717-1890-2753-467,DAL,627.0,2,10.0,7.0,20.0,19.0,8.0,39.0,5.0,8.0,,1.0,1.0,3.0,,3.0,5.0,11.0,1.0,6.0,11.0,24.0,17.0,8.0,12.0,6.0,3.0,,3.0,,3.0,1.0,3.0,1.0,7.0,2.0,8.0,10.0,12.0,1.0,1.0,,,,,,,3.0,3.0,,9.0,,11.0,4.0,20.0,12.0,8.0,1.0,0.16666666666666666,0.16666666666666666,0.45454545454545453,0.38235294117647056,0.5454545454545454,0.6,0.35294117647058826,0.2727272727272727,0.25,,0.8888888888888888,1.0,0.9090909090909091,0.5,1.0,1.0,89.56937799043062,16.25,15.894736842105264,16.15,15.842105263157896,0.47058823529411764,0.625,0.8333333333333334,0.058823529411764705,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,,,0.8235294117647058,,0.5429794117647059,0.2,0.2857142857142857,0.5,5.3545454545454545,23.616666666666664,0.4,,2.0,2.0,4.0,,2.0,,,,2.0,2.0,4.0,2.0,4.0,,2.0,4.0,2.0,,,1.0,2.0,,,2.0,2.0,0.4,0.5,,0.5,0.3333333333333333,1.0,0.16666666666666666,0.18181818181818182,,,1.0,1.0,0.11764705882352941,,,,,0.6666666666666666,0.5,,,0.3333333333333333,,0.5708166666666666,0.16666666666666666,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,0.4,,1.0,1.0,,,0.6603,,,1.0,2.0,1.0,,,0.2,0.3333333333333333,,2.0,1.0,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
101133-1890-1891-201148-467,1610612742,"Ian Mahinmi, Shawn Marion, Jason Terry, Brandan Wright, Jason Kidd","Mahinmi, Marion, Terry, Wright, Kidd",101133-1890-1891-201148-467,DAL,12.0,1,,-3.0,,1.0,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2012,2011-12,False
