EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG3M,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,Loose Ball Fouls,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,BlockingFouls,Charge Fouls,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1730-200752-201144-201564-202347,1610612763,"Brian Skinner, Rudy Gay, Mike Conley, O.J. Mayo, Quincy Pondexter","Skinner, Gay, Conley, Mayo, Pondexter",1730-200752-201144-201564-202347,MEM,68.0,1,1.0,-1.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,105.88235294117648,15.0,12.666666666666666,15.0,12.666666666666666,0.5,1.0,1.0,0.5,0.5,0.5,0.316175,0.316175,0.3333333333333333,0.5,1.0,19.5,28.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
1730-200752-201564-202347-202951,1610612763,"Brian Skinner, Rudy Gay, O.J. Mayo, Quincy Pondexter, Jeremy Pargo","Skinner, Gay, Mayo, Pondexter, Pargo",1730-200752-201564-202347-202951,MEM,20.0,1,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,0.5,,,72.0,20.0,,20.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
1730-201564-201967-201970-202951,1610612763,"Brian Skinner, O.J. Mayo, Dante Cunningham, Sam Young, Jeremy Pargo","Skinner, Mayo, Cunningham, Young, Pargo",1730-201564-201967-201970-202951,MEM,174.0,1,3.0,7.0,5.0,6.0,,,11.0,2.0,2.0,,,3.0,4.0,1.0,,9.0,2.0,,,,,,4.0,,2.0,,,,9.0,,,0.75,,0.9,,0.9,,0.2,91.0344827586207,17.8,14.166666666666666,17.8,13.166666666666666,0.4,1.0,1.0,,,0.6,0.55207,,,,,10.025,23.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.75,0.75,1.0,0.5,0.4,0.5,0.5,0.5,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
200752-201144-201188-201564-201578,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, O.J. Mayo, Marreese Speights","Gay, Conley, Gasol, Mayo, Speights",200752-201144-201188-201564-201578,MEM,5870.0,30,98.0,24.0,181.0,189.0,44.0,43.0,370.0,20.0,41.0,21.0,7.0,71.0,139.0,30.0,26.0,207.0,183.0,22.0,30.0,11.0,4.0,69.0,80.0,21.0,33.0,1.0,38.0,19.0,175.0,69.0,44.0,0.5107913669064749,0.7333333333333333,0.5355029585798816,0.7926829268292683,0.5567567567567567,0.7666666666666667,0.17751479289940827,90.76660988074958,15.640883977900552,16.07936507936508,14.98342541436464,15.174603174603174,0.24260355029585798,0.4878048780487805,0.4878048780487805,0.1242603550295858,0.17073170731707318,0.46745562130177515,0.4969618343195266,0.5376012195121951,0.10382513661202186,0.12418300653594772,0.3333333333333333,8.959712230215828,25.116666666666667,0.2430939226519337,27.0,49.0,5.0,9.0,13.0,62.0,33.0,31.0,11.0,42.0,5.0,14.0,95.0,55.0,75.0,107.0,16.0,9.0,31.0,4.0,1.0,0.43661971830985913,0.49206349206349204,0.8461538461538461,0.43333333333333335,0.43333333333333335,0.6470588235294118,0.6571428571428571,0.6666666666666666,0.6538461538461539,0.28994082840236685,0.5510204081632653,0.6428571428571429,0.7,0.05325443786982249,0.5555555555555556,0.5555555555555556,1.0,23.0,9.0,17.0,11.0,13.0,24.0,49.0,3.0,4.0,8.0,4.0,14.0,26.0,4.0,32.0,7.0,6.0,16.0,8.0,7.0,6.0,13.0,4.0,6.0,25.0,1.0,14.0,6.0,32.0,8.0,7.0,18.0,3.0,12.0,10.0,1.0,6.0,4.0,28.0,2.0,7.0,16.0,1.0,1.0,3.0,5.0,1.0,2.0,9.0,8.0,1.0,9.0,3.0,3.0,2.0,0.6363636363636364,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.050359712230215826,0.14285714285714285,0.6428571428571429,1.0,0.2,0.36764705882352944,0.7,0.35294117647058826,0.36470588235294116,0.4090909090909091,0.32,0.38095238095238093,0.3076923076923077,0.5,0.6086956521739131,0.7692307692307693,0.5714285714285714,0.10256410256410256,0.3333333333333333,0.48148148148148145,0.28994082840236685,0.4897959183673469,0.4897959183673469,0.16666666666666666,0.38095238095238093,0.38095238095238093,0.75,0.6538461538461539,0.5294117647058824,0.1111111111111111,0.3170731707317073,0.8461538461538461,0.0975609756097561,0.75,0.5714285714285714,0.38095238095238093,0.5471318181818181,0.15458937198067632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
200752-201144-201188-201564-201632,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, O.J. Mayo, Hamed Haddadi","Gay, Conley, Gasol, Mayo, Haddadi",200752-201144-201188-201564-201632,MEM,194.0,1,3.0,-5.0,5.0,6.0,,,11.0,,,2.0,,1.0,2.0,3.0,,5.0,10.0,,,,,,,2.0,,,,,5.0,,,0.5,,0.5,,0.5,,0.6,81.64948453608247,24.4,12.0,21.2,12.0,,,,0.4,,0.8,0.5832499999999999,,,,,3.05,24.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,,2.0,1.0,1.0,2.0,,,,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.5,,1.0,0.2,1.0,1.0,,0.2,1.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,3.0,,,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,0.3333333333333333,,,,0.5,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
200752-201144-201188-201564-201967,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, O.J. Mayo, Dante Cunningham","Gay, Conley, Gasol, Mayo, Cunningham",200752-201144-201188-201564-201967,MEM,10252.0,41,171.0,-7.0,322.0,321.0,144.0,129.0,643.0,21.0,62.0,50.0,21.0,90.0,199.0,72.0,77.0,338.0,345.0,35.0,92.0,28.0,43.0,131.0,100.0,50.0,68.0,1.0,96.0,39.0,290.0,130.0,143.0,0.45226130653266333,0.3804347826086957,0.48154981549815495,0.36666666666666664,0.5365079365079365,0.4486301369863014,0.2656826568265683,90.31603589543504,15.79503105590062,16.093457943925234,14.84472049689441,15.423676012461058,0.22878228782287824,0.3387096774193548,0.3387096774193548,0.18450184501845018,0.175,0.5608856088560885,0.5071987037037037,0.49361386554621844,0.12956810631229235,0.1703056768558952,0.3875739644970414,8.822613065326633,25.00277777777778,0.4472049689440994,49.0,80.0,10.0,22.0,27.0,80.0,78.0,40.0,26.0,66.0,9.0,11.0,158.0,86.0,122.0,174.0,21.0,12.0,79.0,4.0,1.0,0.4444444444444444,0.4878048780487805,0.9629629629629629,0.375,0.375,0.7288135593220338,0.7419354838709677,0.7954545454545454,0.8222222222222222,0.2952029520295203,0.6125,0.7101449275362319,0.5238095238095238,0.08118081180811808,0.45454545454545453,0.45454545454545453,0.9,46.0,9.0,18.0,22.0,38.0,20.0,57.0,1.0,7.0,17.0,5.0,16.0,35.0,13.0,48.0,6.0,3.0,16.0,17.0,17.0,17.0,23.0,6.0,13.0,38.0,1.0,29.0,7.0,52.0,8.0,9.0,30.0,6.0,16.0,29.0,2.0,14.0,6.0,59.0,5.0,31.0,39.0,8.0,8.0,2.0,9.0,,14.0,15.0,8.0,6.0,15.0,6.0,8.0,12.0,0.21428571428571427,0.45714285714285713,0.4268292682926829,0.48,0.08542713567839195,0.1375,0.5084745762711864,0.875,0.1111111111111111,0.35514018691588783,0.7837837837837838,0.325,0.3469387755102041,0.3548387096774194,0.3333333333333333,0.375,0.3103448275862069,0.36363636363636365,0.4827586206896552,0.8928571428571429,0.4444444444444444,0.06153846153846154,0.4,0.46938775510204084,0.21033210332103322,0.3508771929824561,0.39215686274509803,0.3,0.34,0.3695652173913043,1.0,0.43902439024390244,0.5,0.1111111111111111,0.31666666666666665,0.5789473684210527,0.058333333333333334,0.14285714285714285,0.23809523809523808,0.34,0.48916081081081075,0.14201183431952663,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,1.0,1.0,0.16666666666666666,0.05555555555555555,0.10526315789473684,0.08,0.024390243902439025,0.12195121951219512,0.2,1.0,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
200752-201144-201188-201564-201970,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, O.J. Mayo, Sam Young","Gay, Conley, Gasol, Mayo, Young",200752-201144-201188-201564-201970,MEM,1295.0,6,22.0,-7.0,38.0,42.0,10.0,11.0,80.0,4.0,12.0,5.0,2.0,11.0,29.0,10.0,6.0,34.0,41.0,4.0,11.0,2.0,,11.0,12.0,5.0,6.0,,7.0,3.0,32.0,11.0,10.0,0.3793103448275862,0.36363636363636365,0.358974358974359,0.4230769230769231,0.3902439024390244,0.4230769230769231,0.2564102564102564,88.95752895752896,17.18421052631579,15.285714285714286,15.552631578947368,15.19047619047619,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.1282051282051282,0.15384615384615385,0.5384615384615384,0.5025653846153846,0.49054230769230767,0.07317073170731707,0.0967741935483871,0.3235294117647059,10.203448275862069,24.77,0.2631578947368421,7.0,11.0,,5.0,2.0,10.0,3.0,5.0,1.0,6.0,,2.0,13.0,15.0,18.0,25.0,,,5.0,,1.0,0.45454545454545453,0.5,0.5,0.2,0.2,0.75,0.7727272727272727,0.875,0.6666666666666666,0.28205128205128205,0.6363636363636364,0.7,0.5,0.1282051282051282,,,,5.0,1.0,5.0,2.0,4.0,,6.0,,,2.0,1.0,1.0,6.0,,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,,3.0,4.0,,2.0,1.0,7.0,2.0,,2.0,1.0,2.0,3.0,,,1.0,5.0,,1.0,4.0,,1.0,,1.0,2.0,,4.0,1.0,3.0,4.0,3.0,,,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.06896551724137931,0.09090909090909091,0.4,0.5,,0.23529411764705882,1.0,0.375,0.28,0.5,0.4,,0.3333333333333333,0.4,0.6666666666666666,1.0,,0.08695652173913043,0.75,0.42857142857142855,0.15384615384615385,,,,0.4,0.4,0.5,0.7142857142857143,0.2,,0.3076923076923077,0.5,,,0.5,0.4,0.557025,0.058823529411764705,,,1.0,,1.0,,,,,,,,0.16666666666666666,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
200752-201144-201188-201564-201991,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, O.J. Mayo, Lester Hudson","Gay, Conley, Gasol, Mayo, Hudson",200752-201144-201188-201564-201991,MEM,271.0,1,5.0,8.0,8.0,8.0,8.0,,16.0,,,1.0,1.0,2.0,3.0,4.0,3.0,10.0,2.0,2.0,3.0,4.0,3.0,10.0,2.0,1.0,2.0,,4.0,,5.0,10.0,8.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5555555555555556,0.5555555555555556,0.5714285714285714,85.01845018450184,11.125,22.75,9.5,20.625,,,,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.5434928571428571,0.5434928571428571,,,1.0,5.0,23.95,1.0,2.0,2.0,,3.0,1.0,2.0,3.0,1.0,1.0,2.0,,,5.0,6.0,6.0,8.0,,,1.0,1.0,,0.5,1.0,1.0,0.25,0.25,0.8571428571428571,0.8571428571428571,1.0,0.75,0.2857142857142857,1.0,1.0,,0.42857142857142855,,,,2.0,1.0,1.0,2.0,2.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,5.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,2.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,2.0,,,,,,,2.0,0.25,1.0,1.25,1.25,,,,,,1.0,,0.3333333333333333,0.5,,1.0,,,0.3333333333333333,1.0,,,0.25,,0.5,0.14285714285714285,,,,1.0,1.0,1.0,0.5,1.0,,0.2857142857142857,1.0,0.42857142857142855,,1.0,1.0,0.6139,0.5,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
200752-201144-201188-201564-202347,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, O.J. Mayo, Quincy Pondexter","Gay, Conley, Gasol, Mayo, Pondexter",200752-201144-201188-201564-202347,MEM,2476.0,13,41.0,-24.0,82.0,90.0,39.0,52.0,172.0,6.0,16.0,6.0,3.0,22.0,46.0,12.0,15.0,80.0,104.0,11.0,19.0,6.0,7.0,44.0,14.0,6.0,15.0,1.0,21.0,6.0,76.0,39.0,36.0,0.4782608695652174,0.5789473684210527,0.5603448275862069,0.74,0.5882352941176471,0.7586206896551724,0.20689655172413793,100.03231017770598,13.939024390243903,14.811111111111112,13.853658536585366,13.488888888888889,0.27586206896551724,0.375,0.375,0.10344827586206896,0.12,0.5517241379310345,0.4918336206896552,0.487028,0.09523809523809523,0.11764705882352941,0.55,9.571739130434782,24.625,0.47560975609756095,14.0,20.0,4.0,6.0,7.0,30.0,15.0,15.0,5.0,20.0,3.0,4.0,45.0,21.0,30.0,34.0,6.0,1.0,20.0,,2.0,0.6818181818181818,0.75,0.7142857142857143,0.5833333333333334,0.5833333333333334,0.7,0.6818181818181818,0.7692307692307693,0.7,0.3448275862068966,0.7,0.8235294117647058,0.6666666666666666,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.75,5.0,2.0,2.0,6.0,8.0,2.0,10.0,2.0,3.0,3.0,3.0,2.0,2.0,,4.0,5.0,6.0,4.0,3.0,4.0,2.0,9.0,2.0,,4.0,,9.0,,4.0,1.0,5.0,12.0,1.0,9.0,4.0,,3.0,,16.0,1.0,8.0,9.0,,,1.0,1.0,,5.0,7.0,3.0,4.0,7.0,5.0,5.0,1.0,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.08695652173913043,0.15,0.75,,,0.16666666666666666,0.6428571428571429,,0.14285714285714285,0.3333333333333333,0.25,,,,0.5714285714285714,0.6153846153846154,1.0,0.041666666666666664,0.7142857142857143,0.6428571428571429,0.1724137931034483,0.2,0.2222222222222222,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,,0.32,0.75,0.12,0.6666666666666666,1.0,0.5,0.5616666666666666,0.05,1.0,,,,1.0,,,1.0,,1.0,,,0.1,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
200752-201144-201188-201564-202729,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, O.J. Mayo, Josh Selby","Gay, Conley, Gasol, Mayo, Selby",200752-201144-201188-201564-202729,MEM,11.0,2,,-3.0,,2.0,,2.0,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,261.8181818181818,,5.5,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2012,2011-12,True
