EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,Fouls,Offensive Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Corner3FGA,SecondChanceFG2A,PtsUnassisted2s,OffThreePtRebounds,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,AtRimAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,LostBallSteals,Loose Ball Fouls,Charge Fouls Drawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3FGM,PenaltyArc3FGA,PtsUnassisted3s,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,TwoPtShootingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,SecondChancePoints,Offensive Fouls Drawn,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,2pt And 1 Free Throw Trips,SecondChanceTurnovers,Fg2aBlocked,SelfOReb,LostBallTurnovers,StepOutOfBoundsTurnovers,FG2APctBlocked,LongMidRangePctBlocked,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffArc3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,AtRimPctBlocked,SecondChanceCorner3FGA,Loose Ball Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,ShortMidRangePctBlocked,BlockingFouls,Defensive 3 Seconds Violations,Charge Fouls,BlockedShortMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1710-200779-202361-202366-202725,1610612752,"Mike Bibby, Steve Novak, Landry Fields, Jerome Jordan, Josh Harrellson","Bibby, Novak, Fields, Jordan, Harrellson",1710-200779-202361-202366-202725,NYK,222.0,1,4.0,3.0,8.0,7.0,7.0,1.0,15.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,7.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.5,0.5,1.0,0.5,1.0,97.29729729729729,15.25,14.285714285714286,14.375,13.571428571428571,0.8333333333333334,0.4,0.4,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,0.3849,19.1,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-202361-202725-2747,1610612752,"Mike Bibby, Steve Novak, Landry Fields, Josh Harrellson, JR Smith","Bibby, Novak, Fields, Harrellson, Smith",1710-200779-202361-202725-2747,NYK,317.0,1,5.0,-6.0,9.0,9.0,9.0,1.0,18.0,1.0,2.0,,2.0,2.0,5.0,,4.0,4.0,10.0,2.0,,2.0,,1.0,,1.0,,1.0,2.0,,,3.0,3.0,1.0,4.0,1.0,1.0,,,,,,4.0,0.5,0.5,,,,0.4,0.2222222222222222,0.2222222222222222,0.4444444444444444,1.0,,,1.0,0.14285714285714285,,1.0,,,81.76656151419559,21.22222222222222,14.0,19.444444444444443,14.0,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,,,,0.7777777777777778,,0.5347166666666667,9.040000000000001,23.6,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-202361-2199-2546,1610612752,"Mike Bibby, Steve Novak, Landry Fields, Tyson Chandler, Carmelo Anthony","Bibby, Novak, Fields, Chandler, Anthony",1710-200779-202361-2199-2546,NYK,268.0,1,4.0,-5.0,8.0,8.0,6.0,1.0,16.0,1.0,3.0,,,2.0,5.0,1.0,1.0,9.0,14.0,4.0,3.0,,,2.0,1.0,3.0,,1.0,7.0,1.0,,1.0,3.0,1.0,4.0,,,,,1.0,2.0,,9.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5833333333333334,0.6428571428571429,0.16666666666666666,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5,,,,85.97014925373134,22.25,11.25,19.625,11.25,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,,0.42365,13.4,23.2,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,0.16666666666666666,1.0,1.0,0.16666666666666666,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,8.0,1.0,1.0,0.4,0.5833333333333334,0.6428571428571429,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.42365,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-202361-2199-2747,1610612752,"Mike Bibby, Steve Novak, Landry Fields, Tyson Chandler, JR Smith","Bibby, Novak, Fields, Chandler, Smith",1710-200779-202361-2199-2747,NYK,171.0,1,3.0,2.0,6.0,5.0,,,11.0,,,,,2.0,3.0,,2.0,4.0,2.0,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,,4.0,,,,,,0.6666666666666666,0.4,0.4,0.4,0.6666666666666666,,,0.6666666666666666,,,,,,92.63157894736842,16.833333333333332,14.0,16.833333333333332,14.0,,,,,,,,,0.4,,0.48240999999999995,11.466666666666667,23.7,,,,2.0,,4.0,,1.0,1.0,1.0,1.0,1.0,,,0.6666666666666666,,1.0,,,,0.4,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-202361-2405-2546,1610612752,"Mike Bibby, Steve Novak, Landry Fields, Amar'e Stoudemire, Carmelo Anthony","Bibby, Novak, Fields, Stoudemire, Anthony",1710-200779-202361-2405-2546,NYK,91.0,1,2.0,-2.0,2.0,3.0,3.0,,5.0,,,1.0,2.0,,,1.0,2.0,3.0,5.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,0.5,0.5,,0.75,0.75,1.0,,,,,,,,,,79.12087912087912,24.0,14.333333333333334,24.0,14.333333333333334,,,,,1.0,0.5,0.5,,1.0,0.5,0.444,,24.95,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,3.0,,,,,,,,,,3.0,2.0,,0.5,,0.75,0.75,,,,,,,,,,,,0.444,1.0,1.0,,,,,,,1.0,2.0,3.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-202361-2405-2747,1610612752,"Mike Bibby, Steve Novak, Landry Fields, Amar'e Stoudemire, JR Smith","Bibby, Novak, Fields, Stoudemire, Smith",1710-200779-202361-2405-2747,NYK,345.0,2,6.0,2.0,9.0,11.0,,1.0,20.0,1.0,2.0,,2.0,6.0,8.0,,2.0,13.0,11.0,4.0,,2.0,,2.0,,2.0,,,4.0,1.0,2.0,2.0,5.0,1.0,6.0,2.0,1.0,,,,3.0,,13.0,0.3333333333333333,0.3333333333333333,,,,0.75,0.6,0.5909090909090909,0.2,0.6666666666666666,0.5,1.0,0.8,0.25,1.0,,,1.0,83.47826086956522,17.77777777777778,16.818181818181817,17.11111111111111,15.727272727272727,0.2,0.5,0.5,,0.2,,,,0.4,,0.47952000000000006,8.6,24.65,1.0,2.0,,,,8.0,,2.0,1.0,1.0,1.0,,,,,1.0,,0.2,0.5,0.5,,,,,,4.0,,,,1.0,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,1.0,,0.4,,,,,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,0.5,1.0,0.54765,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-202725-2407-2747,1610612752,"Mike Bibby, Steve Novak, Josh Harrellson, Jared Jeffries, JR Smith","Bibby, Novak, Harrellson, Jeffries, Smith",1710-200779-202725-2407-2747,NYK,159.0,1,3.0,6.0,6.0,5.0,,1.0,11.0,,,,2.0,2.0,3.0,,2.0,6.0,,2.0,,2.0,,1.0,,1.0,,,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,,,,,1.0,,4.0,0.5,0.5,,,,0.6666666666666666,0.4,0.42857142857142855,0.4,1.0,1.0,0.5,0.75,0.3333333333333333,,,,0.5,99.62264150943396,12.166666666666666,17.2,12.0,16.2,,,,,0.4,,,,0.8,,0.56188,3.8000000000000003,24.75,2.0,2.0,,,,2.0,,4.0,,,,,,,1.0,1.0,,0.4,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,0.5,0.2,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,0.2857142857142857,0.4,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-2199-2407-2747,1610612752,"Mike Bibby, Steve Novak, Tyson Chandler, Jared Jeffries, JR Smith","Bibby, Novak, Chandler, Jeffries, Smith",1710-200779-2199-2407-2747,NYK,207.0,1,3.0,-1.0,6.0,5.0,,,11.0,,,,1.0,1.0,1.0,,2.0,6.0,7.0,2.0,,1.0,,1.0,,1.0,,,2.0,,,2.0,2.0,,2.0,,,1.0,,1.0,1.0,,6.0,1.0,1.0,,,,1.0,0.3333333333333333,0.5,0.6666666666666666,0.2857142857142857,,,0.25,,,0.5,,,76.52173913043478,14.5,24.0,14.5,18.4,,,,,0.3333333333333333,,,,1.0,,0.6075166666666666,1.5,23.7,1.0,1.0,,1.0,,,,3.0,,,,,,,0.25,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,4.0,,,,,,,,1.0,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.4,0.6666666666666666,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-2199-2546-2747,1610612752,"Mike Bibby, Steve Novak, Tyson Chandler, Carmelo Anthony, JR Smith","Bibby, Novak, Chandler, Anthony, Smith",1710-200779-2199-2546-2747,NYK,572.0,4,10.0,2.0,16.0,16.0,6.0,1.0,32.0,2.0,3.0,,2.0,5.0,8.0,2.0,5.0,19.0,17.0,2.0,3.0,2.0,,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,4.0,6.0,1.0,7.0,,,1.0,,1.0,6.0,,17.0,0.2,0.25,0.5,0.4,0.4,0.625,0.6153846153846154,0.6333333333333333,0.38461538461538464,0.6666666666666666,0.3333333333333333,0.5,0.625,0.2,,1.0,1.0,,80.55944055944056,14.375,21.375,14.375,20.875,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.15384615384615385,,,,0.6153846153846154,,0.4677692307692308,10.425,23.82,2.0,3.0,1.0,3.0,1.0,8.0,,3.0,,,,,,,0.3333333333333333,1.0,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.23076923076923078,1.0,3.0,,,2.0,2.0,,,3.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,4.0,4.0,,1.0,3.0,,,,,0.25,,1.0,,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.5,,,,,0.39405,0.05263157894736842,0.1875,1.0,,,1.0,0.5,0.5,,1.0,3.0,1.0,,,,,2.0,,,0.4714,0.13333333333333333,0.2,,2.0,,1.0,,0.10526315789473684,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
1710-200779-2405-2407-2747,1610612752,"Mike Bibby, Steve Novak, Amar'e Stoudemire, Jared Jeffries, JR Smith","Bibby, Novak, Stoudemire, Jeffries, Smith",1710-200779-2405-2407-2747,NYK,57.0,1,1.0,2.0,3.0,3.0,,,6.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,1.0,,151.57894736842107,10.333333333333334,8.666666666666666,10.333333333333334,8.666666666666666,,,,,,,,,,,0.42165,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2012,2011-12,True
