EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,PlusMinus,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,PenaltyPointsPct,Minutes,OffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,Corner3FGM,Corner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,DefAtRimReboundPct,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,ShortMidRangeAssists,ShortMidRangePctAssisted,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3FGM,Offensive Fouls,Blocked2s,BlockedLongMidRange,DefensiveGoaltends,PenaltyArc3Accuracy,HeaveMakes,LongMidRangeAssists,FTOffRebounds,OffFTReboundPct,LongMidRangePctAssisted,Offensive Fouls Drawn,Technical Free Throw Trips,BlockingFouls,BlockedShortMidRange,SecondChanceArc3FGM,SecondChanceFG3M,Travels,BlockedAtRim,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,SecondChanceTurnovers,SecondChanceFtPoints,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,LongMidRangePctBlocked,BlockedCorner3,StepOutOfBoundsTurnovers,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101108-101155-1497-200751-201933,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Randy Foye, Blake Griffin","Paul, Gomes, Billups, Foye, Griffin",101108-101155-1497-200751-201933,LAC,14.0,1,1.0,1.0,1.0,102.85714285714286,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-200751-2590,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Randy Foye, Mo Williams","Paul, Gomes, Billups, Foye, Williams",101108-101155-1497-200751-2590,LAC,2.0,1,1.0,1.0,1.0,720.0,,,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-200780-201933,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Solomon Jones, Blake Griffin","Paul, Gomes, Billups, Jones, Griffin",101108-101155-1497-200780-201933,LAC,315.0,1,11.0,2.0,23.0,105.14285714285714,15.727272727272727,13.272727272727273,-1.0,2.0,14.0,15.0,,,2.0,2.0,3.0,,14.0,,,,0.7,,,5.0,12.0,4.0,6.0,2.0,2.0,1.0,6.0,8.0,1.0,8.0,4.0,1.0,1.0,4.0,4.0,4.0,8.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.1111111111111111,0.125,0.16666666666666666,1.0,0.6666666666666666,0.5,0.6,1.0,1.0,1.0,11.833333333333334,11.833333333333334,0.6666666666666666,0.6666666666666666,0.8,1.0,0.2222222222222222,1.0,1.0,0.1111111111111111,0.7777777777777778,0.5638388888888889,0.2,0.2222222222222222,4.4125,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-201599-201933,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Blake Griffin","Paul, Gomes, Billups, Jordan, Griffin",101108-101155-1497-201599-201933,LAC,558.0,2,18.0,,36.0,92.9032258064516,14.777777777777779,14.333333333333334,-6.0,2.0,10.0,16.0,,,6.0,4.0,4.0,,8.0,,,,0.25,,,9.0,18.0,4.0,6.0,,5.0,2.0,4.0,16.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,5.0,9.0,11.0,1.0,,1.0,1.0,,1.0,3.0,,2.0,,0.5,0.6666666666666666,0.25,0.2222222222222222,0.1111111111111111,0.0625,,1.0,0.8333333333333334,1.0,0.8888888888888888,0.6666666666666666,1.0,1.0,16.22222222222222,15.722222222222221,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2777777777777778,,,0.1111111111111111,0.4444444444444444,0.45964444444444447,0.1,0.1111111111111111,10.25625,25.25,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2,1.0,0.16666666666666666,0.14285714285714285,0.5,0.2,1.0,0.07692307692307693,1.0,0.2777777777777778,0.5,1.0,0.48175,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-201599-2406,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Caron Butler","Paul, Gomes, Billups, Jordan, Butler",101108-101155-1497-201599-2406,LAC,408.0,3,12.0,3.0,26.0,91.76470588235294,14.166666666666666,13.916666666666666,-9.0,1.0,13.0,22.0,1.0,1.0,3.0,1.0,2.0,,11.0,1.0,1.0,,0.5,0.125,0.07692307692307693,7.0,14.0,3.0,3.0,,3.0,2.0,3.0,8.0,4.0,4.0,2.0,2.0,,2.0,4.0,2.0,10.0,,,1.0,2.0,1.0,1.0,,2.0,,2.0,2.0,,1.0,,0.6666666666666666,1.0,0.375,0.5,0.3333333333333333,,,1.0,,,,,,,17.0,16.142857142857142,0.25,1.0,1.0,0.6666666666666666,0.25,,,0.16666666666666666,0.5833333333333334,0.46284166666666665,0.07692307692307693,0.1111111111111111,8.025,24.8,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,,,,0.5,0.5,0.5,,1.0,0.25,0.16666666666666666,,0.5,,,,0.16666666666666666,0.5,1.0,0.5468,0.15384615384615385,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,4.0,1.0,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,0.3474,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-201599-2501,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Reggie Evans","Paul, Gomes, Billups, Jordan, Evans",101108-101155-1497-201599-2501,LAC,205.0,1,7.0,5.0,14.0,98.34146341463415,15.857142857142858,15.285714285714286,4.0,,12.0,8.0,,,2.0,1.0,,,12.0,,,,0.8571428571428571,,,3.0,7.0,5.0,5.0,,,1.0,6.0,6.0,1.0,8.0,4.0,1.0,,4.0,4.0,4.0,8.0,1.0,2.0,3.0,3.0,,,,,,,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,0.8571428571428571,0.14285714285714285,,,,0.6666666666666666,1.0,0.75,,1.0,,13.428571428571429,13.428571428571429,0.7142857142857143,1.0,1.0,0.8,,,,0.14285714285714285,0.8571428571428571,0.6390857142857144,,,3.8833333333333333,27.4,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-201599-2567,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Brian Cook","Paul, Gomes, Billups, Jordan, Cook",101108-101155-1497-201599-2567,LAC,47.0,1,2.0,,3.0,91.91489361702128,14.0,14.0,2.0,,2.0,,,,,,,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,19.0,19.0,1.0,1.0,1.0,1.0,,,,,1.0,0.6076,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-201599-2590,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Mo Williams","Paul, Gomes, Billups, Jordan, Williams",101108-101155-1497-201599-2590,LAC,128.0,1,4.0,,8.0,90.0,14.75,11.25,-6.0,,,6.0,,,3.0,1.0,,,,,,,,,,2.0,4.0,,,,,,,1.0,,,,,,,,,,,1.0,2.0,2.0,,,,2.0,,3.0,2.0,,,,,,,,,,,0.6666666666666666,0.5,,0.5,,0.5,,17.25,17.25,,,,,,,,,,0.3859,,,14.8,,,,,1.0,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-201933-2406,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Blake Griffin, Caron Butler","Paul, Gomes, Billups, Griffin, Butler",101108-101155-1497-201933-2406,LAC,237.0,2,9.0,6.0,17.0,103.29113924050633,11.222222222222221,11.222222222222221,-6.0,,8.0,14.0,,2.0,4.0,,,,8.0,2.0,,,0.6666666666666666,0.25,0.25,4.0,8.0,1.0,2.0,,1.0,2.0,1.0,4.0,2.0,2.0,,2.0,,1.0,2.0,1.0,5.0,1.0,,1.0,1.0,,,,1.0,,2.0,3.0,,,,1.0,1.0,0.25,0.6666666666666666,0.3333333333333333,,,0.5,,1.0,1.0,,,1.0,17.0,17.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,0.3333333333333333,0.6666666666666666,0.473225,,,8.125,24.35,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,5.0,,,2.0,,2.0,4.0,,3.0,2.0,1.0,1.0,,5.0,0.5,1.0,1.0,,,,,1.0,1.0,0.5,,1.0,0.44745,0.625,,,,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,0.25,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
101108-101155-1497-201933-2501,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Blake Griffin, Reggie Evans","Paul, Gomes, Billups, Griffin, Evans",101108-101155-1497-201933-2501,LAC,50.0,1,1.0,1.0,3.0,86.39999999999999,20.0,20.0,-3.0,,,3.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,15.0,14.5,0.3333333333333333,,,,0.3333333333333333,,,,0.6666666666666666,0.5807166666666667,,,2.9,22.4,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,0.5,0.3333333333333333,,1.0,,,,,1.0,,0.7152,,2.0,,1.0,,,,2.0,1.0,,,,,,2.0,,,,0.3333333333333333,,,,,,,,,0.5807166666666667,1.0,,,,,,,,1.0,,,,,,,0.3333333333333333,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,True
