PLAYER_ID,date,team_poss,pullup_PULL_UP_FGM,pullup_PULL_UP_FGA,pullup_PULL_UP_FG_PCT,pullup_PULL_UP_PTS,pullup_PULL_UP_FG3M,pullup_PULL_UP_FG3A,pullup_PULL_UP_FG3_PCT,pullup_PULL_UP_EFG_PCT,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
202681,20240518,95,4,10,0.4,10,2.0,5.0,0.4,0.5,14935.0,2.8,1.5,1.3,3.75,4.11,3.41
203501,20240518,95,0,0,,0,0.0,0.0,,,2288.0,0.4,0.2,0.2,3.81,4.49,3.31
1627884,20240518,95,1,1,1.0,2,0.0,0.0,,1.0,16147.0,3.1,1.5,1.6,4.3,4.43,4.18
1628983,20240518,96,11,20,0.55,25,3.0,4.0,0.75,0.625,16500.0,3.1,1.8,1.3,4.07,4.54,3.55
1629023,20240518,95,0,1,0.0,0,0.0,1.0,0.0,0.0,11858.0,2.2,1.1,1.1,4.17,4.4,3.96
1629026,20240518,96,0,0,,0,,,,,1494.0,0.3,0.2,0.1,4.6,5.35,3.6
1629029,20240518,95,6,10,0.6,15,3.0,5.0,0.6,0.75,14464.0,2.7,1.5,1.3,3.38,3.84,3.19
1629652,20240518,96,0,2,0.0,0,0.0,1.0,0.0,0.0,12000.0,2.3,1.2,1.1,3.98,4.06,3.89
1629655,20240518,95,0,0,,0,,,,,7497.0,1.4,0.7,0.8,4.28,4.6,4.56
1630182,20240518,95,1,1,1.0,2,0.0,0.0,,1.0,7586.0,1.4,0.7,0.7,4.18,4.25,4.1
1630198,20240518,96,2,2,1.0,5,1.0,1.0,1.0,1.25,12283.0,2.3,1.3,1.0,4.44,4.65,4.19
1630581,20240518,96,0,0,,0,0.0,0.0,,,4250.0,0.8,0.4,0.4,4.34,4.44,4.25
1630598,20240518,96,0,1,0.0,0,0.0,0.0,,0.0,3141.0,0.6,0.3,0.3,4.31,4.33,4.29
1630702,20240518,95,0,1,0.0,0,0.0,0.0,,0.0,4554.0,0.9,0.5,0.4,4.67,4.76,4.58
1631096,20240518,96,0,0,,0,0.0,0.0,,,13552.0,2.6,1.4,1.2,4.21,4.44,3.98
1631114,20240518,96,1,4,0.25,3,1.0,1.0,1.0,0.375,15107.0,2.9,1.7,1.2,4.4,5.02,3.73
1631119,20240518,96,0,0,,0,0.0,0.0,,,7370.0,1.4,0.7,0.7,4.26,4.14,4.39
1641717,20240518,96,0,0,,0,0.0,0.0,,,10004.0,1.9,0.9,0.9,4.4,4.07,4.27
1641726,20240518,95,0,0,,0,,,,,12235.0,2.3,1.2,1.1,4.35,4.58,4.12
