EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,Corner3Assists,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Travels,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,PtsPutbacks,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyArc3FGM,PenaltyFG3M,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceCorner3FGA,Offensive Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,BlockedShortMidRange,LongMidRangeAssists,FTOffRebounds,OffFTReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,BlockedArc3,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101150-1626149-1626155-1627787-201628,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Kyle Wiltjer, Bobby Brown","Williams, Harrell, Dekker, Wiltjer, Brown",101150-1626149-1626155-1627787-201628,HOU,339.0,2,6.0,3.0,17.0,17.0,6.0,34.0,4.0,4.0,1.0,1.0,1.0,3.0,6.0,5.0,6.0,3.0,6.0,19.0,16.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,5.0,2.0,3.0,12.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,19.0,0.6,0.6,0.6666666666666666,0.5,0.5,0.8333333333333334,0.7916666666666666,0.7916666666666666,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144.42477876106193,9.764705882352942,10.176470588235293,9.764705882352942,10.176470588235293,0.3333333333333333,1.0,1.0,0.75,0.08333333333333333,1.0,1.0,0.08333333333333333,0.5,0.5,0.5,0.6666666666666666,0.8333333333333334,0.5,0.6285458333333334,4.8,25.316666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1626155-201569-201628,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Eric Gordon, Bobby Brown","Williams, Harrell, Dekker, Gordon, Brown",101150-1626149-1626155-201569-201628,HOU,128.0,1,2.0,4.0,5.0,5.0,,10.0,3.0,3.0,,,,,,3.0,3.0,1.0,2.0,9.0,5.0,,6.0,3.0,,,,,1.0,1.0,,,3.0,2.0,1.0,3.0,3.0,,,,,,,,,,9.0,,,1.0,0.5,0.5,1.0,0.9,0.9,0.4,,0.3333333333333333,1.0,0.6,,0.5,1.0,,112.5,11.6,14.0,11.6,11.6,0.6,1.0,1.0,,,,,,,,,,1.0,,0.66572,0.5666666666666667,22.7,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1626155-201569-201935,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Eric Gordon, James Harden","Williams, Harrell, Dekker, Gordon, Harden",101150-1626149-1626155-201569-201935,HOU,98.0,1,2.0,-5.0,3.0,3.0,,6.0,,,,,1.0,,,,1.0,,1.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.3333333333333333,0.5,,,,,,,,,88.16326530612245,19.0,13.666666666666666,19.0,12.333333333333334,,,,,,,,0.5,,,,,0.5,,0.5115,15.6,23.4,,1.0,,,,1.0,2.0,,1.0,,,,0.5,,,,0.3333333333333333,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1626155-201569-201976,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Eric Gordon, Patrick Beverley","Williams, Harrell, Dekker, Gordon, Beverley",101150-1626149-1626155-201569-201976,HOU,1437.0,6,24.0,-1.0,51.0,50.0,,101.0,14.0,18.0,1.0,5.0,,4.0,14.0,15.0,23.0,6.0,19.0,60.0,61.0,20.0,10.0,18.0,,14.0,4.0,10.0,6.0,16.0,4.0,9.0,38.0,3.0,8.0,11.0,14.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,,6.0,58.0,0.6666666666666666,0.6666666666666666,1.0,0.3157894736842105,0.3157894736842105,0.6521739130434783,0.5714285714285714,0.625,0.4523809523809524,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.5789473684210527,1.0,0.6666666666666666,0.5,,101.21085594989562,12.568627450980392,15.92,12.352941176470589,14.98,0.42857142857142855,0.7777777777777778,0.8235294117647058,0.6428571428571429,0.11904761904761904,0.2,0.2,,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.8809523809523809,0.2857142857142857,0.5592261904761905,2.760869565217391,25.11578947368421,2.0,5.0,2.0,6.0,14.0,12.0,16.0,3.0,8.0,2.0,2.0,2.0,0.11904761904761904,0.4,0.4,1.0,0.1875,0.2857142857142857,12.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.043478260869565216,0.05555555555555555,0.125,0.15384615384615385,0.14285714285714285,0.25,0.1,0.3333333333333333,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.6948,0.05,0.03333333333333333,0.06666666666666667,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1626155-201628-203991,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Bobby Brown, Clint Capela","Williams, Harrell, Dekker, Brown, Capela",101150-1626149-1626155-201628-203991,HOU,180.0,1,3.0,2.0,6.0,6.0,6.0,12.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,2.0,3.0,8.0,6.0,,2.0,6.0,,2.0,1.0,,2.0,2.0,1.0,,6.0,2.0,1.0,3.0,3.0,,,,1.0,,,,1.0,1.0,8.0,,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,0.5,0.6666666666666666,0.6,,,0.6666666666666666,,96.0,16.166666666666668,13.833333333333334,16.166666666666668,11.166666666666666,0.25,1.0,1.0,,,,,,0.5,0.5,0.5,1.0,1.0,0.5,0.5650375,1.2,25.266666666666666,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1626155-201628-2772,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Bobby Brown, Trevor Ariza","Williams, Harrell, Dekker, Brown, Ariza",101150-1626149-1626155-201628-2772,HOU,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1626155-201935-2772,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, James Harden, Trevor Ariza","Williams, Harrell, Dekker, Harden, Ariza",101150-1626149-1626155-201935-2772,HOU,847.0,2,14.0,-10.0,28.0,27.0,19.0,55.0,4.0,12.0,1.0,3.0,,2.0,6.0,5.0,15.0,3.0,8.0,24.0,34.0,6.0,4.0,9.0,,6.0,2.0,3.0,3.0,6.0,2.0,3.0,15.0,4.0,3.0,8.0,13.0,1.0,1.0,,4.0,1.0,2.0,3.0,2.0,7.0,20.0,0.6,0.75,1.0,0.375,0.375,0.3333333333333333,0.41304347826086957,0.46153846153846156,0.34782608695652173,0.5714285714285714,0.6,0.6666666666666666,0.6363636363636364,1.0,0.3333333333333333,0.6666666666666666,,93.5064935064935,16.535714285714285,14.222222222222221,15.071428571428571,13.62962962962963,0.5217391304347826,0.3333333333333333,0.4444444444444444,0.75,0.13043478260869565,0.3333333333333333,0.5,,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.8695652173913043,0.3333333333333333,0.5134282608695652,2.82,24.675,1.0,2.0,1.0,2.0,2.0,6.0,8.0,1.0,3.0,1.0,1.0,1.0,0.08695652173913043,0.5,0.5,1.0,0.15384615384615385,0.17647058823529413,5.0,11.0,6.0,1.0,3.0,,,3.0,,2.0,4.0,1.0,3.0,3.0,4.0,6.0,4.0,,1.0,4.0,5.0,,,,,,,1.0,1.0,6.0,11.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.26666666666666666,0.25,0.4444444444444444,0.2,0.35714285714285715,0.375,0.25,,1.0,1.0,,,0.5,0.3333333333333333,,0.5134,0.1111111111111111,0.16666666666666666,0.25,0.39285714285714285,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.1,0.6666666666666666,0.5,0.49289999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1627786-1627819-2403,1610612745,"Lou Williams, Montrezl Harrell, Troy Williams, Isaiah Taylor, Nene","Williams, Harrell, Williams, Taylor, Nene",101150-1626149-1627786-1627819-2403,HOU,171.0,1,3.0,2.0,6.0,6.0,1.0,12.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,3.0,6.0,4.0,2.0,,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,,2.0,2.0,1.0,1.0,,,,,,,,6.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.6,,,0.6666666666666666,0.5,,,0.5,1.0,101.05263157894737,13.166666666666666,15.333333333333334,13.166666666666666,14.166666666666666,0.4,0.5,0.5,1.0,,,,,0.2,1.0,1.0,1.0,1.0,1.0,0.6148100000000001,1.1,25.166666666666668,,2.0,,,1.0,2.0,2.0,,,,,,0.4,,,,,,1.0,4.0,,,1.0,1.0,,,,,,,1.0,2.0,1.0,4.0,,,,,,,,,,,1.0,,,4.0,4.0,,0.5,,0.5,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.54305,,,0.6666666666666666,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1627786-201569-2403,1610612745,"Lou Williams, Montrezl Harrell, Troy Williams, Eric Gordon, Nene","Williams, Harrell, Williams, Gordon, Nene",101150-1626149-1627786-201569-2403,HOU,213.0,1,4.0,-2.0,8.0,8.0,8.0,16.0,1.0,3.0,,1.0,2.0,,1.0,2.0,6.0,,2.0,4.0,6.0,,4.0,,,1.0,,,,,,,,2.0,1.0,4.0,6.0,,,,,,,1.0,,1.0,2.0,,,,,,0.3333333333333333,0.25,0.2222222222222222,0.25,,1.0,1.0,1.0,,,1.0,,108.16901408450705,14.875,11.75,14.375,11.75,0.375,0.3333333333333333,0.5,,0.125,,,0.25,0.125,,,,0.625,,0.5209875,7.283333333333334,25.8,,1.0,,2.0,3.0,1.0,2.0,,1.0,,,,0.125,,,,0.1111111111111111,0.14285714285714285,,,2.0,,,,,1.0,1.0,,2.0,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,0.5,,0.16666666666666666,0.3333333333333333,0.5,,0.3333333333333333,1.0,,,1.0,,,,,,,,,0.5,,,1.0,,1.0,2.0,1.0,,,,,1.0,1.0,0.5,,1.0,,,0.5,,0.56225,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
101150-1626149-1627786-201628-201935,1610612745,"Lou Williams, Montrezl Harrell, Troy Williams, Bobby Brown, James Harden","Williams, Harrell, Williams, Brown, Harden",101150-1626149-1627786-201628-201935,HOU,237.0,1,4.0,7.0,9.0,8.0,8.0,17.0,2.0,2.0,1.0,3.0,,1.0,4.0,3.0,5.0,1.0,4.0,12.0,5.0,,6.0,,3.0,4.0,1.0,,,,,,,3.0,1.0,4.0,6.0,1.0,1.0,,,1.0,,1.0,,1.0,9.0,,,,0.25,0.25,0.6,0.5,0.6,0.4444444444444444,,1.0,1.0,1.0,,1.0,1.0,,103.29113924050633,14.88888888888889,12.875,12.11111111111111,12.875,0.2222222222222222,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.4444444444444444,0.25,0.25,,0.6666666666666666,0.25,0.46207777777777775,5.74,25.05,,,,,1.0,1.0,3.0,,,,,,,,,,0.1,,3.0,4.0,1.0,,,,1.0,1.0,1.0,,3.0,,1.0,4.0,,3.0,,,1.0,1.0,2.0,,,,,,,1.0,,3.0,4.0,,0.3,0.75,0.3,,,0.5,0.3333333333333333,0.4,,0.3333333333333333,,,,,0.5,,,,0.48997999999999997,0.2,0.25,0.25,0.4444444444444444,,4.0,,,,,,,1.0,,,0.75,,,0.5,,,0.8,0.414,1.0,1.0,,,0.25,0.25,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,False
