EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,AtRimAssists,FTOffRebounds,SelfOReb,Travels,BlockingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTDefRebounds,DefFTReboundPct,ShortMidRangeFGM,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,Arc3Assists,Charge Fouls,2pt And 1 Free Throw Trips,Arc3PctAssisted,LostBallTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,BlockingFouls,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,StepOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Arc3PctBlocked,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,3SecondViolations,ShortMidRangePctBlocked,SecondChanceArc3PctAssisted,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1626153-1626181-200782-201586-202709,1610612761,"Delon Wright, Norman Powell, PJ Tucker, Serge Ibaka, Cory Joseph","Wright, Powell, Tucker, Ibaka, Joseph",1626153-1626181-200782-201586-202709,TOR,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-200782-201960-202335,1610612761,"Delon Wright, Norman Powell, PJ Tucker, DeMarre Carroll, Patrick Patterson","Wright, Powell, Tucker, Carroll, Patterson",1626153-1626181-200782-201960-202335,TOR,137.0,1,2.0,-3.0,4.0,4.0,,,8.0,2.0,3.0,,,,,,,2.0,3.0,,,4.0,7.0,,,,,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,4.0,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,1.0,,,,1.0,,,,,,84.08759124087592,,16.75,17.5,16.75,17.5,1.0,0.6666666666666666,0.6666666666666666,,,,,,,1.0,0.49993333333333334,,,,,,,2.1,,,,,,2.0,1.0,1.0,,2.0,1.0,2.0,0.5,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-201942-201960-202335,1610612761,"Delon Wright, Norman Powell, DeMar DeRozan, DeMarre Carroll, Patrick Patterson","Wright, Powell, DeRozan, Carroll, Patterson",1626153-1626181-201942-201960-202335,TOR,85.0,1,1.0,2.0,3.0,3.0,,,6.0,1.0,1.0,,,,,1.0,,2.0,2.0,1.0,,4.0,2.0,,,,,,,,,2.0,,1.0,,,,,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,,4.0,,,,1.0,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,0.6666666666666666,,,,0.6666666666666666,,,,0.5,,101.6470588235294,,10.333333333333334,18.0,10.333333333333334,17.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,0.6666666666666666,0.6135166666666666,,,,,,,10.75,25.4,,,1.0,1.0,2.0,1.0,1.0,,2.0,,,0.5,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-201942-202335-202685,1610612761,"Delon Wright, Norman Powell, DeMar DeRozan, Patrick Patterson, Jonas Valanciunas","Wright, Powell, DeRozan, Patterson, Valanciunas",1626153-1626181-201942-202335-202685,TOR,164.0,1,3.0,-2.0,5.0,6.0,5.0,2.0,11.0,1.0,3.0,,1.0,1.0,3.0,,,1.0,5.0,2.0,,2.0,4.0,,2.0,,1.0,5.0,2.0,,2.0,2.0,,,1.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,,,,,,,,,,,,,2.0,2.0,5.0,,0.2,,0.2,0.14285714285714285,,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0.2857142857142857,0.2,0.3333333333333333,1.0,0.25,1.0,0.5,1.0,0.3333333333333333,0.5,,1.0,1.0,96.58536585365853,,14.0,15.666666666666666,13.2,15.666666666666666,0.42857142857142855,0.3333333333333333,0.5,,0.5,,0.42857142857142855,0.3333333333333333,,0.7142857142857143,0.5803785714285714,0.3713,0.5803785714285714,,,,1.0,7.42,23.9,1.0,6.0,,2.0,,,,,,1.0,1.0,,,0.2857142857142857,,,,,2.0,2.0,,,,,,,,0.5,,,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1627751-1627783-1627832-202709,1610612761,"Delon Wright, Jakob Poeltl, Pascal Siakam, Fred VanVleet, Cory Joseph","Wright, Poeltl, Siakam, VanVleet, Joseph",1626153-1627751-1627783-1627832-202709,TOR,100.0,1,2.0,4.0,4.0,4.0,4.0,,8.0,2.0,2.0,,,2.0,2.0,,,2.0,3.0,,2.0,6.0,2.0,,,,2.0,3.0,,2.0,6.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,,,6.0,6.0,4.0,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.75,,0.75,,,,1.0,,,,1.0,,,,1.0,,115.19999999999999,,7.75,17.25,7.75,17.25,0.6666666666666666,1.0,1.0,,,,0.6666666666666666,1.0,,0.6666666666666666,0.6336333333333334,,0.6336333333333334,0.25,0.25,,1.0,2.6666666666666665,,1.0,4.0,,,2.0,1.0,1.0,,2.0,,,0.5,0.5,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1627751-1627783-201960-202709,1610612761,"Delon Wright, Jakob Poeltl, Pascal Siakam, DeMarre Carroll, Cory Joseph","Wright, Poeltl, Siakam, Carroll, Joseph",1626153-1627751-1627783-201960-202709,TOR,272.0,1,5.0,2.0,8.0,9.0,8.0,1.0,17.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,6.0,4.0,,12.0,10.0,1.0,2.0,2.0,3.0,6.0,4.0,,12.0,6.0,2.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,,1.0,1.0,,,,,,,,,10.0,12.0,8.0,,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.4,,,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.4,1.0,,,,90.0,,11.375,20.11111111111111,11.25,17.555555555555557,0.2,0.5,0.5,0.2,1.0,0.5,0.2,0.5,0.2,0.6,0.503565,0.6456,0.503565,,,0.16666666666666666,1.0,10.4,24.825,1.0,,2.0,3.0,,,2.0,,6.0,1.0,1.0,,,0.3,0.6666666666666666,0.6666666666666666,,1.0,2.0,2.0,,,,,,,,0.5,1.0,0.1,0.2,0.2,,,,2.0,,,2.0,2.0,,,2.0,6.0,,2.0,2.0,,,,,,,1.0,0.5,,0.5,0.5,,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1627751-200768-201942-202335,1610612761,"Delon Wright, Jakob Poeltl, Kyle Lowry, DeMar DeRozan, Patrick Patterson","Wright, Poeltl, Lowry, DeRozan, Patterson",1626153-1627751-200768-201942-202335,TOR,33.0,1,1.0,-2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27272727272727,,18.0,15.0,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1627751-200768-202335-202709,1610612761,"Delon Wright, Jakob Poeltl, Kyle Lowry, Patrick Patterson, Cory Joseph","Wright, Poeltl, Lowry, Patterson, Joseph",1626153-1627751-200768-202335-202709,TOR,156.0,1,3.0,-5.0,4.0,4.0,,1.0,8.0,1.0,2.0,,,,,,,1.0,4.0,1.0,,2.0,7.0,,1.0,,,,,,,2.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,3.0,1.0,,1.0,,,,,,2.0,,,,0.25,,,0.2,,,0.2,,,0.2,,,1.0,,,1.0,1.0,0.25,,,1.0,,73.84615384615384,,26.25,12.75,21.75,12.75,0.4,0.5,0.5,,,,,,,0.6,0.53359,,,0.2,0.25,,,4.625,24.0,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,1.0,,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1627783-201586-201960-202709,1610612761,"Delon Wright, Pascal Siakam, Serge Ibaka, DeMarre Carroll, Cory Joseph","Wright, Siakam, Ibaka, Carroll, Joseph",1626153-1627783-201586-201960-202709,TOR,33.0,1,1.0,-1.0,2.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,,2.0,3.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,,,,,,,,,,,130.9090909090909,,11.5,10.0,7.0,10.0,0.5,1.0,1.0,,1.0,1.0,,,,0.5,0.56375,0.7289,,,,1.0,,11.0,,,,,1.0,,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200768-200782-201586-201942,1610612761,"Delon Wright, Kyle Lowry, PJ Tucker, Serge Ibaka, DeMar DeRozan","Wright, Lowry, Tucker, Ibaka, DeRozan",1626153-200768-200782-201586-201942,TOR,369.0,2,6.0,4.0,12.0,11.0,9.0,,23.0,,,,,,,4.0,3.0,1.0,2.0,4.0,6.0,11.0,7.0,,,,,,3.0,6.0,9.0,,,4.0,,,,,6.0,6.0,,6.0,,,,6.0,6.0,,2.0,1.0,2.0,1.0,2.0,2.0,11.0,9.0,9.0,1.0,0.5,,,0.4166666666666667,,0.5,0.6111111111111112,,0.75,0.6666666666666666,,,0.75,,,,0.75,,,,0.75,,89.7560975609756,1.0,13.916666666666666,18.363636363636363,13.916666666666666,16.636363636363637,,,,0.6666666666666666,,,,,1.0,0.6666666666666666,0.40936666666666666,,0.4095,0.25,0.5,,0.8181818181818182,20.2,26.575,0.75,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,2.0,3.0,3.0,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,3.0,1.0,,,,,,,1.0,,0.25,,0.3333333333333333,0.25,,1.0,0.5,,,,,,0.25,0.25,,,,,0.3333333333333333,0.25,,,,,1.0,1.0,0.3333333333333333,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200768-200782-201586-202335,1610612761,"Delon Wright, Kyle Lowry, PJ Tucker, Serge Ibaka, Patrick Patterson","Wright, Lowry, Tucker, Ibaka, Patterson",1626153-200768-200782-201586-202335,TOR,119.0,1,2.0,2.0,4.0,3.0,,,7.0,,1.0,,,,,1.0,,,1.0,2.0,,6.0,4.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,6.0,,,,,,,1.0,,,1.0,,,0.6666666666666666,,,0.5,,,,0.5,,,,1.0,,84.70588235294117,,15.0,19.666666666666668,15.0,17.666666666666668,0.3333333333333333,,,0.3333333333333333,,,,,,1.0,0.6145833333333334,,,,,,,1.0,24.55,,,,,,,1.0,,3.0,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,0.3333333333333333,,1.0,,,1.0,,,,2.0,,,,3.0,3.0,1.0,1.0,1.0,,,,,,0.5,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200768-200782-202335-202685,1610612761,"Delon Wright, Kyle Lowry, PJ Tucker, Patrick Patterson, Jonas Valanciunas","Wright, Lowry, Tucker, Patterson, Valanciunas",1626153-200768-200782-202335-202685,TOR,123.0,1,2.0,,4.0,4.0,,,8.0,1.0,1.0,,,,,,,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,93.65853658536587,,19.0,11.75,19.0,11.75,0.5,1.0,1.0,,,,,,,0.5,0.57155,,,,,,,7.1,,,,,1.0,2.0,1.0,1.0,,2.0,,,1.0,1.0,0.5,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200768-201586-201942-202335,1610612761,"Delon Wright, Kyle Lowry, Serge Ibaka, DeMar DeRozan, Patrick Patterson","Wright, Lowry, Ibaka, DeRozan, Patterson",1626153-200768-201586-201942-202335,TOR,149.0,1,2.0,1.0,5.0,4.0,2.0,,9.0,,1.0,,,,,,,1.0,3.0,,4.0,6.0,5.0,,,,,1.0,,2.0,2.0,2.0,,,,,,1.0,,2.0,,2.0,,,,2.0,4.0,,2.0,,,,,,6.0,2.0,2.0,,0.3333333333333333,,,0.3333333333333333,,,0.6,,0.5,,,,,,1.0,,1.0,,,,,,86.97986577181207,,15.0,18.5,15.0,18.5,0.3333333333333333,,,,,,,,,0.3333333333333333,0.4603,,0.4088,0.4,0.4,,0.3333333333333333,11.733333333333334,,0.4,1.0,1.0,2.0,,,,,,2.0,4.0,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200768-201586-202335-202709,1610612761,"Delon Wright, Kyle Lowry, Serge Ibaka, Patrick Patterson, Cory Joseph","Wright, Lowry, Ibaka, Patterson, Joseph",1626153-200768-201586-202335-202709,TOR,263.0,1,4.0,,8.0,8.0,,2.0,16.0,2.0,4.0,1.0,1.0,,,2.0,,3.0,6.0,2.0,2.0,8.0,8.0,2.0,2.0,4.0,,,,,,6.0,2.0,2.0,,1.0,1.0,2.0,2.0,4.0,2.0,6.0,,,,1.0,2.0,,1.0,,,,,,4.0,,,,0.5,1.0,,0.375,1.0,,0.4444444444444444,1.0,,0.25,,,0.5,0.3333333333333333,1.0,0.5,0.6666666666666666,0.4,0.5,0.5,0.5,1.0,87.60456273764258,,16.25,16.625,15.25,14.75,0.5,0.5,0.5,0.25,0.5,1.0,,,,0.75,0.50293125,0.566,,0.1111111111111111,0.14285714285714285,0.5,,4.766666666666667,26.35,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200768-201942-202335-202685,1610612761,"Delon Wright, Kyle Lowry, DeMar DeRozan, Patrick Patterson, Jonas Valanciunas","Wright, Lowry, DeRozan, Patterson, Valanciunas",1626153-200768-201942-202335-202685,TOR,350.0,2,6.0,,11.0,12.0,1.0,1.0,23.0,,2.0,,,,,2.0,,2.0,4.0,5.0,7.0,11.0,11.0,1.0,1.0,2.0,,,1.0,,,2.0,,2.0,1.0,2.0,,1.0,1.0,4.0,2.0,6.0,1.0,1.0,,5.0,9.0,,3.0,,,,,,9.0,,1.0,,0.5,1.0,,0.2222222222222222,1.0,,0.4230769230769231,1.0,,0.5555555555555556,0.25,0.5,0.3333333333333333,,1.0,0.4,0.5,0.2857142857142857,,0.5,,,94.62857142857143,,18.454545454545453,12.25,18.0,12.0,0.2222222222222222,,,0.2222222222222222,,,,,,0.7777777777777778,0.49168333333333336,,0.53775,0.3076923076923077,0.42857142857142855,0.18181818181818182,,3.0,24.46,0.09090909090909091,3.0,,,2.0,1.0,1.0,,2.0,1.0,2.0,0.5,0.5,,,,,2.0,3.0,1.0,,,,,,1.0,,0.3333333333333333,1.0,0.2222222222222222,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,,,,1.0,1.0,0.5,,,,,,,,,,,1.0,,,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200768-202335-202685-202709,1610612761,"Delon Wright, Kyle Lowry, Patrick Patterson, Jonas Valanciunas, Cory Joseph","Wright, Lowry, Patterson, Valanciunas, Joseph",1626153-200768-202335-202685-202709,TOR,71.0,1,1.0,3.0,2.0,1.0,,,3.0,,,,,,,1.0,,,1.0,1.0,,3.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,3.0,,,,,,,0.75,,,0.75,,,0.5,,,0.5,,,,0.5,,,,0.5,,60.84507042253521,,17.0,37.0,17.0,37.0,,,,0.5,,,,,,0.5,0.3885,,,,,,,12.4,26.0,,,,,,,1.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,1.0,,,,1.0,,,,3.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200782-201586-201942-202335,1610612761,"Delon Wright, PJ Tucker, Serge Ibaka, DeMar DeRozan, Patrick Patterson","Wright, Tucker, Ibaka, DeRozan, Patterson",1626153-200782-201586-201942-202335,TOR,114.0,1,2.0,,4.0,4.0,,,8.0,1.0,1.0,,,,,,,3.0,4.0,,,6.0,6.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,6.0,,,,0.75,,,0.75,,,0.75,,,,,,,,,,,,,,,,101.05263157894737,,16.5,12.0,16.5,11.25,0.25,1.0,1.0,,,,,,,0.25,0.468175,,,,,,,6.875,,,4.0,,1.0,2.0,1.0,1.0,,2.0,,,0.3333333333333333,0.3333333333333333,0.25,,,,2.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200782-201942-202335-202685,1610612761,"Delon Wright, PJ Tucker, DeMar DeRozan, Patrick Patterson, Jonas Valanciunas","Wright, Tucker, DeRozan, Patterson, Valanciunas",1626153-200782-201942-202335-202685,TOR,86.0,1,1.0,-3.0,3.0,3.0,3.0,,6.0,,1.0,,,,1.0,,,1.0,2.0,1.0,,5.0,8.0,,,,1.0,2.0,1.0,,5.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,5.0,5.0,3.0,,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,,,,,,,,,,,100.46511627906976,,15.333333333333334,13.333333333333334,15.333333333333334,13.333333333333334,0.3333333333333333,,,,,,0.3333333333333333,,,0.6666666666666666,0.4746666666666666,,0.4746666666666666,,,,1.0,3.7,23.0,1.0,3.0,,,,,1.0,,3.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,,,1.0,,,1.0,3.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-200782-201942-202685-202709,1610612761,"Delon Wright, PJ Tucker, DeMar DeRozan, Jonas Valanciunas, Cory Joseph","Wright, Tucker, DeRozan, Valanciunas, Joseph",1626153-200782-201942-202685-202709,TOR,244.0,2,4.0,-3.0,8.0,7.0,5.0,1.0,15.0,,1.0,,1.0,,1.0,1.0,1.0,,5.0,3.0,,3.0,6.0,,2.0,3.0,,4.0,2.0,,3.0,,,1.0,,,2.0,1.0,2.0,5.0,2.0,7.0,,,,1.0,1.0,1.0,,,,,,,,3.0,5.0,,,,,0.1875,0.5,0.25,0.1875,0.5,0.25,0.375,,,0.6666666666666666,0.4,0.5,,0.6,0.3333333333333333,1.0,,1.0,1.0,88.52459016393443,,18.625,13.571428571428571,13.5,13.0,0.125,,,0.125,0.3333333333333333,,0.16666666666666666,,0.16666666666666666,0.5,0.44584375,0.5328833333333333,0.42906666666666665,,,1.0,1.0,11.379999999999999,25.900000000000002,0.625,4.0,,3.0,,,1.0,,3.0,1.0,3.0,,,0.375,,,,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,0.125,0.25,0.16666666666666666,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,,,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,,0.5,,0.16666666666666666,,0.5,0.5,1.0,,,0.3333333333333333,,,1.0,,,2.0,1.0,,,1.0,,0.5,,,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
