EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,Fg2aBlocked,SelfOReb,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,SelfORebPct,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,BadPassSteals,Travels,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,BlockingFouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,Loose Ball Fouls,BlockedLongMidRange,StepOutOfBoundsTurnovers,Charge Fouls,BlockedShortMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,LongMidRangePctBlocked,PtsUnassisted3s,OffensiveGoaltends,SecondChanceCorner3FGA,HeaveMakes,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,DefensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626169-1626199-1626246-1627740-1627771,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Michael Gbinije","Johnson, Hilliard, Marjanovic, Ellenson, Gbinije",1626169-1626199-1626246-1627740-1627771,DET,148.0,1,2.0,-4.0,6.0,7.0,1.0,3.0,1.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.6,0.25,1.0,1.0,0.6666666666666666,126.48648648648648,12.333333333333334,10.571428571428571,11.666666666666666,10.0,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.412425,0.2936,8.3,26.95,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-1627740-202397,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Ish Smith","Johnson, Hilliard, Marjanovic, Ellenson, Smith",1626169-1626199-1626246-1627740-202397,DET,807.0,4,13.0,4.0,26.0,24.0,8.0,5.0,4.0,50.0,5.0,2.0,3.0,7.0,2.0,4.0,4.0,8.0,16.0,6.0,26.0,22.0,3.0,8.0,4.0,4.0,7.0,2.0,,17.0,4.0,5.0,11.0,5.0,16.0,1.0,3.0,6.0,1.0,1.0,2.0,3.0,21.0,8.0,0.5,0.5714285714285714,0.5,0.5681818181818182,0.5652173913043478,0.2727272727272727,0.7142857142857143,0.5,0.7142857142857143,0.45454545454545453,0.25,1.0,1.0,89.2193308550186,17.384615384615383,14.791666666666666,16.5,13.25,0.22727272727272727,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.18181818181818182,0.5,0.5,,0.18181818181818182,0.5,0.5,0.4661931818181818,0.4693375,8.26875,24.883333333333336,0.3076923076923077,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,6.0,1.0,6.0,8.0,9.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,1.0,0.7142857142857143,0.3333333333333333,0.5,1.0,0.5,0.5,0.8,0.5,0.6,0.6,0.6666666666666666,0.09090909090909091,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.25,0.2857142857142857,0.5,0.14285714285714285,0.5,0.45659285714285713,0.043478260869565216,0.058823529411764705,0.19230769230769232,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-1627740-203493,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Reggie Bullock","Johnson, Hilliard, Marjanovic, Ellenson, Bullock",1626169-1626199-1626246-1627740-203493,DET,343.0,1,6.0,,10.0,10.0,10.0,10.0,2.0,20.0,3.0,2.0,1.0,2.0,,,2.0,2.0,5.0,3.0,9.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,,5.0,3.0,3.0,4.0,3.0,7.0,,1.0,2.0,2.0,1.0,2.0,2.0,7.0,10.0,0.5,0.5,0.4,0.4375,0.45,0.375,0.6,1.0,0.5714285714285714,0.6,1.0,,0.5,83.96501457725947,16.2,18.1,15.6,16.6,0.375,0.25,0.5,0.5,1.0,,,,,0.25,1.0,0.75,0.47966875,0.56035,3.78,24.7,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,2.0,1.0,2.0,1.0,,,2.0,2.0,5.0,3.0,9.0,2.0,3.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,4.0,,1.0,1.0,1.0,9.0,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5,0.4375,0.5,0.45,0.5,,0.5,,1.0,,,0.6666666666666666,0.5,,0.3333333333333333,0.5,,0.125,,,,0.5,0.5,1.0,0.5,,0.375,0.3333333333333333,0.25,0.5,0.47966875,,,0.2222222222222222,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.2,0.3333333333333333,0.5,1.0,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-1627740-2757,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Beno Udrih","Johnson, Hilliard, Marjanovic, Ellenson, Udrih",1626169-1626199-1626246-1627740-2757,DET,1317.0,4,22.0,6.0,43.0,41.0,22.0,9.0,6.0,84.0,9.0,3.0,2.0,4.0,5.0,7.0,9.0,13.0,20.0,15.0,43.0,37.0,4.0,8.0,9.0,4.0,8.0,,,20.0,4.0,12.0,17.0,7.0,24.0,1.0,3.0,11.0,5.0,3.0,5.0,4.0,39.0,22.0,0.3076923076923077,0.3333333333333333,0.65,0.5428571428571428,0.581081081081081,0.42857142857142855,0.8,0.5714285714285714,0.85,0.3888888888888889,,0.6666666666666666,1.0,91.84510250569477,15.093023255813954,16.29268292682927,14.325581395348838,16.024390243902438,0.2571428571428571,0.11428571428571428,0.5,0.6666666666666666,,0.2,0.7142857142857143,0.7142857142857143,,0.2571428571428571,0.6,0.6857142857142857,0.4997185714285714,0.47933333333333333,9.125,24.333333333333332,0.5116279069767442,6.0,1.0,3.0,3.0,1.0,6.0,3.0,1.0,7.0,4.0,5.0,2.0,1.0,,4.0,6.0,8.0,9.0,17.0,18.0,12.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,5.0,,3.0,1.0,8.0,7.0,1.0,1.0,,,5.0,3.0,2.0,2.0,2.0,17.0,,1.0,0.26666666666666666,0.26666666666666666,0.5,0.75,0.4,0.4411764705882353,0.4,0.4722222222222222,0.7272727272727273,,1.0,0.2727272727272727,0.6666666666666666,1.0,0.3333333333333333,0.8333333333333334,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.17142857142857143,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,0.17647058823529413,1.0,0.4117647058823529,0.3333333333333333,0.5069470588235294,0.08108108108108109,0.13636363636363635,0.09302325581395349,0.3953488372093023,2.0,1.0,1.0,2.0,2.0,4.0,2.0,,,2.0,,0.1111111111111111,0.1,0.1111111111111111,0.25,1.0,0.11764705882352941,0.14285714285714285,2.0,1.0,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-1627771-202699,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Michael Gbinije, Tobias Harris","Johnson, Hilliard, Marjanovic, Gbinije, Harris",1626169-1626199-1626246-1627771-202699,DET,129.0,1,2.0,-1.0,4.0,5.0,4.0,5.0,1.0,9.0,2.0,1.0,1.0,2.0,,,,2.0,4.0,,6.0,7.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,4.0,4.0,,,0.5,0.5,0.6,,1.0,0.5,1.0,0.5,,,1.0,100.46511627906978,15.5,13.4,15.5,13.4,0.5,0.5,0.5,0.5,,,,,,,1.0,0.5,0.50735,0.6325,6.95,,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,1.0,,,2.0,2.0,4.0,,6.0,4.0,,2.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,6.0,1.0,,,,1.0,0.5,1.0,0.5,1.0,0.6,,,,,1.0,,,,,,0.5,0.5,,,,,,,,,1.0,,0.5,0.5,,,0.50735,0.2,0.2,0.3333333333333333,1.0,,,,2.0,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-1627771-202720,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Michael Gbinije, Jon Leuer","Johnson, Hilliard, Marjanovic, Gbinije, Leuer",1626169-1626199-1626246-1627771-202720,DET,228.0,1,4.0,5.0,8.0,8.0,4.0,8.0,2.0,16.0,1.0,,1.0,1.0,,2.0,4.0,1.0,4.0,4.0,9.0,4.0,,2.0,4.0,1.0,3.0,1.0,,8.0,1.0,2.0,5.0,2.0,7.0,,,,,1.0,3.0,1.0,6.0,4.0,1.0,1.0,0.25,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,0.4,,1.0,1.0,101.05263157894737,16.375,12.125,15.375,12.125,0.125,0.125,1.0,1.0,1.0,0.25,,,,0.5,,0.625,0.48768125,0.58875,11.125,24.875,0.5,,,,1.0,,,2.0,2.0,1.0,2.0,1.0,,2.0,,3.0,,3.0,1.0,,,6.0,,2.0,2.0,2.0,,,1.0,3.0,,,,,,,,,,2.0,1.0,,,,,2.0,1.0,0.5,0.5,,,0.75,,0.75,,,,1.0,0.5,,0.5,0.5,,1.0,1.0,,,,,,,,0.5,0.5,1.0,,1.0,0.25,,0.25,0.5,0.4737875,0.1111111111111111,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202397-202694,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Ish Smith, Marcus Morris","Johnson, Hilliard, Marjanovic, Smith, Morris",1626169-1626199-1626246-202397-202694,DET,309.0,1,5.0,-7.0,11.0,12.0,4.0,4.0,3.0,23.0,3.0,1.0,2.0,4.0,,3.0,2.0,3.0,10.0,3.0,7.0,14.0,3.0,4.0,1.0,2.0,2.0,1.0,,4.0,3.0,3.0,3.0,4.0,7.0,,,2.0,1.0,,1.0,2.0,3.0,4.0,0.6666666666666666,1.0,0.3,0.23076923076923078,0.25,0.23076923076923078,1.0,0.42857142857142855,0.75,0.3333333333333333,0.5,,1.0,107.18446601941747,16.454545454545453,10.666666666666666,14.636363636363637,9.583333333333334,0.23076923076923078,0.3076923076923077,0.5,0.6666666666666666,0.5,0.23076923076923078,,,,0.15384615384615385,0.25,0.46153846153846156,0.4248083333333333,0.4422625,9.5,39.199999999999996,0.36363636363636365,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,1.0,2.0,1.0,,4.0,1.0,3.0,1.0,2.0,2.0,,2.0,,,,,1.0,,,,1.0,,2.0,2.0,,,,,3.0,2.0,1.0,1.0,1.0,2.0,,,,,0.6666666666666666,0.3333333333333333,0.5,0.25,0.5,0.2,1.0,,,,0.5,0.3333333333333333,,1.0,,,0.3333333333333333,1.0,1.0,0.07692307692307693,,,,,,,1.0,0.25,0.5,0.5,0.25,,0.4114,0.14285714285714285,0.18181818181818182,0.5714285714285714,0.2857142857142857,,,,,3.0,,,,,1.0,,,0.3,0.6666666666666666,,1.0,,,1.0,,,1.0,0.25,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202397-202699,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Ish Smith, Tobias Harris","Johnson, Hilliard, Marjanovic, Smith, Harris",1626169-1626199-1626246-202397-202699,DET,271.0,2,5.0,-14.0,11.0,12.0,4.0,7.0,1.0,23.0,3.0,,,,1.0,2.0,2.0,2.0,5.0,2.0,6.0,20.0,,4.0,2.0,2.0,2.0,,1.0,4.0,,1.0,3.0,1.0,4.0,,1.0,4.0,2.0,,1.0,1.0,6.0,4.0,1.0,1.0,0.4,0.2857142857142857,0.375,0.2857142857142857,1.0,,1.0,0.25,,,,122.2140221402214,13.0,10.666666666666666,13.0,10.666666666666666,0.42857142857142855,,,,,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,,0.7142857142857143,0.43767142857142854,,8.940000000000001,29.85,0.36363636363636365,1.0,,,,,,,,1.0,,2.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,2.0,,,,3.0,2.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,0.5,,0.5,0.75,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,0.5,,0.26255,0.125,0.16666666666666666,,0.3333333333333333,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202694-2757,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Marcus Morris, Beno Udrih","Johnson, Hilliard, Marjanovic, Morris, Udrih",1626169-1626199-1626246-202694-2757,DET,259.0,1,4.0,7.0,9.0,8.0,,,1.0,17.0,2.0,1.0,,1.0,2.0,3.0,1.0,4.0,6.0,1.0,13.0,6.0,1.0,6.0,1.0,3.0,4.0,,2.0,9.0,1.0,1.0,4.0,1.0,5.0,,1.0,2.0,,1.0,2.0,1.0,11.0,,0.75,1.0,0.6666666666666666,0.7857142857142857,0.8125,0.14285714285714285,1.0,0.5,0.75,0.5,1.0,,1.0,94.51737451737452,14.444444444444445,16.125,14.444444444444445,15.625,0.2857142857142857,0.14285714285714285,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,1.0,0.42857142857142855,0.46947857142857147,0.574,11.433333333333332,24.9,,2.0,1.0,,,,,1.0,,,1.0,2.0,1.0,,,2.0,,,,,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,1.0,1.0,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.5,1.0,0.6666666666666666,,,,,,0.6666666666666666,,1.0,1.0,0.5,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,0.125,0.14285714285714285,0.15384615384615385,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202699-203484,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Tobias Harris, Kentavious Caldwell-Pope","Johnson, Hilliard, Marjanovic, Harris, Caldwell-Pope",1626169-1626199-1626246-202699-203484,DET,246.0,1,4.0,,6.0,7.0,2.0,4.0,3.0,13.0,2.0,1.0,,3.0,1.0,1.0,2.0,3.0,6.0,3.0,9.0,9.0,2.0,2.0,1.0,1.0,2.0,,,5.0,3.0,2.0,3.0,3.0,6.0,,,1.0,1.0,,1.0,1.0,5.0,2.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.75,1.0,,1.0,76.09756097560977,21.166666666666668,17.0,15.0,17.0,0.2222222222222222,0.3333333333333333,,,,0.1111111111111111,1.0,1.0,,0.2222222222222222,0.5,0.5555555555555556,0.5163125,0.48895,7.1000000000000005,30.133333333333336,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,2.0,,,4.0,1.0,1.0,,2.0,4.0,3.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,,2.0,,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,0.5,0.1111111111111111,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,0.8684,,,0.4444444444444444,0.2222222222222222,,,,,1.0,,1.0,,,,,,0.16666666666666666,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
