EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,PenaltyFtPoints,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyArc3FGM,SecondChanceFtPoints,SelfOReb,BlockingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonShootingPenaltyNonTakeFouls,HeaveAttempts,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,LongMidRangePctAssisted,Blocked3s,BlockedArc3,Offensive Fouls,BlockedShortMidRange,Travels,Offensive Fouls Drawn,Loose Ball Fouls Drawn,SecondChanceTurnovers,BlockedLongMidRange,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Loose Ball Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Charge Fouls,BlockedCorner3,LongMidRangePctBlocked,Clear Path Fouls,Charge Fouls Drawn,3SecondViolations,team_id,year,season,team_vs
1627745-1627775-203546-203949-2440,1610612744,"Damian Jones, Patrick McCaw, Ian Clark, James Michael McAdoo, Matt Barnes","Jones, McCaw, Clark, Michael McAdoo, Barnes",1627745-1627775-203546-203949-2440,GSW,506.0,2,8.0,1.0,19.0,20.0,14.0,9.0,3.0,39.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,9.0,2.0,7.0,4.0,20.0,19.0,1.0,2.0,1.0,2.0,4.0,8.0,1.0,6.0,11.0,4.0,6.0,6.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,2.0,4.0,1.0,7.0,3.0,10.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,18.0,11.0,14.0,0.4,0.5,1.0,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.5555555555555556,0.5,0.5,0.5,0.3333333333333333,0.39285714285714285,0.5555555555555556,0.3333333333333333,0.39285714285714285,0.4375,0.2222222222222222,0.25,0.5,0.6666666666666666,1.0,0.8,0.5,1.0,0.2,0.8571428571428571,0.3333333333333333,1.0,1.0,0.25,1.0,0.6666666666666666,1.0,1.0,1.0,110.98814229249011,14.210526315789474,11.8,13.631578947368421,11.8,0.25,0.75,1.0,0.3333333333333333,0.125,0.5,1.0,1.0,0.1875,0.3333333333333333,0.3333333333333333,0.125,0.5,0.5,1.0,0.3125,0.2,0.2,1.0,0.3333333333333333,1.0,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.14285714285714285,0.5,0.2857142857142857,0.6875,0.2,0.51706875,0.6433,0.4875357142857143,0.1111111111111111,0.18181818181818182,0.1,0.55,7.977777777777778,25.47142857142857,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627745-1627775-203546-203949-2561,1610612744,"Damian Jones, Patrick McCaw, Ian Clark, James Michael McAdoo, David West","Jones, McCaw, Clark, Michael McAdoo, West",1627745-1627775-203546-203949-2561,GSW,152.0,2,3.0,-5.0,5.0,5.0,2.0,,1.0,10.0,,,,,,,,,,2.0,,,,,,,1.0,,,2.0,,1.0,2.0,2.0,7.0,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,3.0,,,,1.0,,,,1.0,1.0,3.0,3.0,1.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,0.25,,1.0,0.3333333333333333,,,,1.0,1.0,1.0,0.5,,,1.0,0.3333333333333333,,,,,,1.0,,,94.73684210526316,16.8,13.6,15.2,13.6,,,,,,,,,0.6666666666666666,,,,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,0.4066,0.4887,,,,,1.0,17.1,25.3,0.4,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627745-1627775-203546-203949-2585,1610612744,"Damian Jones, Patrick McCaw, Ian Clark, James Michael McAdoo, Zaza Pachulia","Jones, McCaw, Clark, Michael McAdoo, Pachulia",1627745-1627775-203546-203949-2585,GSW,589.0,2,10.0,-4.0,19.0,19.0,14.0,14.0,4.0,38.0,3.0,4.0,,,2.0,3.0,2.0,5.0,,5.0,,1.0,,,1.0,1.0,5.0,4.0,5.0,14.0,1.0,6.0,5.0,18.0,22.0,1.0,2.0,1.0,5.0,3.0,9.0,1.0,5.0,14.0,4.0,6.0,3.0,2.0,5.0,1.0,,2.0,1.0,3.0,1.0,,2.0,,7.0,1.0,4.0,7.0,1.0,,8.0,5.0,13.0,1.0,,1.0,,,,,,,2.0,2.0,4.0,6.0,2.0,13.0,14.0,14.0,0.4,0.5,1.0,0.16666666666666666,0.2,0.16666666666666666,0.35714285714285715,0.5,0.3333333333333333,0.325,0.3333333333333333,0.32142857142857145,0.391304347826087,0.5,0.4117647058823529,0.3,,,,,,1.0,0.4444444444444444,1.0,0.2,1.0,0.35714285714285715,1.0,0.3333333333333333,0.25,1.0,,,1.0,1.0,92.90322580645162,17.736842105263158,13.263157894736842,16.0,13.263157894736842,0.2,0.75,0.75,0.6666666666666666,0.25,0.4,0.4,,0.25,,,0.05,,,,0.25,0.2,0.2,1.0,,,,0.21428571428571427,0.6666666666666666,0.07142857142857142,,0.2857142857142857,0.5,0.2,0.4602775,0.4395166666666667,0.44873214285714286,0.09090909090909091,0.125,0.2777777777777778,0.7777777777777778,9.450000000000001,24.883333333333336,0.7368421052631579,1.0,5.0,,1.0,1.0,0.4,0.3333333333333333,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627775-201142-201580-201939-202691,1610612744,"Patrick McCaw, Kevin Durant, JaVale McGee, Stephen Curry, Klay Thompson","McCaw, Durant, McGee, Curry, Thompson",1627775-201142-201580-201939-202691,GSW,341.0,2,6.0,12.0,11.0,11.0,6.0,,1.0,22.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,5.0,2.0,20.0,8.0,,,1.0,3.0,2.0,2.0,2.0,2.0,12.0,6.0,,9.0,,4.0,3.0,,3.0,3.0,6.0,2.0,1.0,2.0,1.0,15.0,,1.0,2.0,4.0,,6.0,1.0,7.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,2.0,2.0,,17.0,12.0,6.0,1.0,1.0,0.75,0.8,1.0,0.8,0.75,,1.0,1.0,1.5,1.25,1.0,1.5,1.2,0.5555555555555556,,,,0.5,,0.6666666666666666,1.0,0.6666666666666666,,0.6666666666666666,0.5,,,,0.6666666666666666,0.5,1.0,1.0,,92.90322580645162,13.090909090909092,17.90909090909091,12.636363636363637,17.454545454545453,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,,,0.1111111111111111,1.0,1.0,1.0,0.4444444444444444,0.75,0.75,0.6666666666666666,,,,0.25,1.0,0.25,1.0,0.25,0.7777777777777778,0.75,0.5282277777777779,0.55785,0.536225,,,0.15,0.6,6.0,26.98,0.5454545454545454,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627775-201142-201580-201939-2733,1610612744,"Patrick McCaw, Kevin Durant, JaVale McGee, Stephen Curry, Shaun Livingston","McCaw, Durant, McGee, Curry, Livingston",1627775-201142-201580-201939-2733,GSW,19.0,1,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,2.0,,,,,,,,,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,1.0,1.0,,1.0,,,,1.5,,,1.5,,,1.0,,,,,,,,,,,,,,,,,,,,151.57894736842107,11.0,8.0,11.0,8.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.4443,,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627775-201142-201939-202691-203110,1610612744,"Patrick McCaw, Kevin Durant, Stephen Curry, Klay Thompson, Draymond Green","McCaw, Durant, Curry, Thompson, Green",1627775-201142-201939-202691-203110,GSW,1476.0,5,25.0,16.0,54.0,55.0,8.0,9.0,6.0,109.0,10.0,10.0,1.0,1.0,1.0,1.0,5.0,10.0,2.0,5.0,3.0,8.0,1.0,,,3.0,13.0,3.0,17.0,25.0,6.0,21.0,11.0,63.0,47.0,1.0,2.0,3.0,4.0,4.0,4.0,,3.0,10.0,14.0,20.0,12.0,,12.0,3.0,2.0,7.0,4.0,11.0,1.0,3.0,5.0,2.0,26.0,4.0,2.0,8.0,19.0,1.0,28.0,6.0,34.0,6.0,5.0,1.0,6.0,3.0,3.0,3.0,9.0,1.0,6.0,9.0,11.0,12.0,6.0,59.0,10.0,8.0,0.4117647058823529,0.4117647058823529,0.6666666666666666,0.2857142857142857,,0.3,0.68,0.5,1.0,0.5652173913043478,0.2,0.5714285714285714,0.6176470588235294,0.3333333333333333,0.625,0.45652173913043476,0.08,,0.2,0.6666666666666666,1.0,0.7307692307692307,0.25,0.8,0.2857142857142857,0.75,0.2727272727272727,,0.2,0.1111111111111111,0.7272727272727273,0.625,0.8571428571428571,1.0,0.6,106.34146341463413,12.518518518518519,14.545454545454545,11.981481481481481,13.763636363636364,0.21739130434782608,1.0,1.0,0.5,0.21739130434782608,0.5,0.625,0.4,0.10869565217391304,0.4,0.4,0.17391304347826086,0.375,0.375,1.0,0.2826086956521739,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.2,1.0,0.2,0.14285714285714285,1.0,,,0.42857142857142855,0.6739130434782609,0.25,0.5021955555555556,0.4056,0.45095,0.13725490196078433,0.2,0.06349206349206349,0.15873015873015872,7.888,27.085714285714282,0.14814814814814814,2.0,2.0,3.0,,,0.3333333333333333,0.4,,2.0,,1.0,2.0,2.0,2.0,2.0,,1.0,,,,6.0,,,,,1.0,1.0,1.0,1.0,1.0,0.6,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627775-201142-201939-202691-2561,1610612744,"Patrick McCaw, Kevin Durant, Stephen Curry, Klay Thompson, David West","McCaw, Durant, Curry, Thompson, West",1627775-201142-201939-202691-2561,GSW,119.0,1,2.0,7.0,4.0,3.0,4.0,,,7.0,2.0,2.0,,,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,,,,,2.0,2.0,2.0,2.0,12.0,4.0,,3.0,,1.0,1.0,,2.0,1.0,3.0,,1.0,2.0,,7.0,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,12.0,12.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.25,,1.25,1.5,,1.5,0.5,,,,,,0.5,,,,0.5,,,,,,1.0,,,,84.70588235294117,13.75,21.333333333333332,13.75,21.0,0.5,1.0,1.0,1.0,,,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,,,,0.5,1.0,0.25,1.0,0.25,1.0,1.0,0.6312125,,0.6312125,0.5,0.5,,1.0,0.8,25.1,1.0,,2.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,3.0,,,,,,,1.0,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627775-201142-201939-203110-2733,1610612744,"Patrick McCaw, Kevin Durant, Stephen Curry, Draymond Green, Shaun Livingston","McCaw, Durant, Curry, Green, Livingston",1627775-201142-201939-203110-2733,GSW,118.0,2,2.0,8.0,4.0,4.0,3.0,3.0,,8.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,2.0,2.0,3.0,9.0,1.0,,,,,,,1.0,1.0,6.0,,,3.0,,2.0,2.0,,,1.0,1.0,1.0,,,,3.0,,,1.0,1.0,,2.0,,2.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,9.0,6.0,3.0,,,0.5,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,97.6271186440678,8.5,21.0,8.5,21.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,1.0,1.0,1.0,0.514125,,0.51825,0.3333333333333333,,,0.6666666666666666,,25.9,0.75,,3.0,,,,,,1.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627775-201142-201939-203546-2561,1610612744,"Patrick McCaw, Kevin Durant, Stephen Curry, Ian Clark, David West","McCaw, Durant, Curry, Clark, West",1627775-201142-201939-203546-2561,GSW,407.0,2,7.0,,13.0,14.0,,,,27.0,2.0,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,,5.0,6.0,2.0,3.0,1.0,17.0,17.0,,,,,,,,,,8.0,2.0,6.0,,2.0,1.0,,4.0,2.0,6.0,1.0,1.0,2.0,1.0,14.0,,,1.0,2.0,1.0,4.0,,4.0,2.0,1.0,1.0,3.0,,2.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,17.0,,,0.8,0.8,1.0,0.6666666666666666,,0.6666666666666666,0.8333333333333334,,,0.8888888888888888,,,0.9444444444444444,,,0.3333333333333333,,,,0.75,1.0,0.6666666666666666,,0.5,,0.6,,,,,,,1.0,0.5,,95.52825552825553,15.846153846153847,14.357142857142858,15.846153846153847,14.142857142857142,0.2222222222222222,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,,,,,,,,,0.5555555555555556,0.5,0.5126388888888889,,,0.1111111111111111,0.16666666666666666,,,10.483333333333333,26.266666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1627775-201142-201939-203546-2738,1610612744,"Patrick McCaw, Kevin Durant, Stephen Curry, Ian Clark, Andre Iguodala","McCaw, Durant, Curry, Clark, Iguodala",1627775-201142-201939-203546-2738,GSW,29.0,1,,3.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,1.0,2.0,,3.0,,,,,,,,1.0,2.0,3.0,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,1.0,0.5,0.5,1.0,,,,0.75,,0.75,0.75,,0.75,1.0,,,,,,,,,,,,,,,,,,,,99.3103448275862,25.0,4.0,25.0,4.0,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,1.0,1.0,1.0,0.29835,,0.29835,,,,1.0,,44.85,1.0,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
