EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,FTOffRebounds,SelfOReb,LostBallTurnovers,PenaltyTurnovers,OffFTReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,RecoveredBlocks,SecondChanceFg3Pct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Fg3aBlocked,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Travels,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls Drawn,Loose Ball Fouls,3SecondViolations,HeaveAttempts,BlockingFouls,Charge Fouls,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,BlockedLongMidRange,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,Arc3PctBlocked,team_id,year,season,team_vs
1626148-1626209-201228-202687-204014,1610612753,"Anthony Brown, Mario Hezonja, C.J. Watson, Bismack Biyombo, Damjan Rudez","Brown, Hezonja, Watson, Biyombo, Rudez",1626148-1626209-201228-202687-204014,ORL,760.0,2,13.0,-16.0,24.0,25.0,9.0,5.0,3.0,49.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,5.0,3.0,1.0,4.0,1.0,2.0,6.0,13.0,2.0,9.0,3.0,21.0,37.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,7.0,6.0,6.0,6.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,2.0,1.0,4.0,3.0,1.0,8.0,3.0,11.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,7.0,9.0,0.5,0.5,1.0,0.2222222222222222,0.2,0.2222222222222222,0.46153846153846156,0.5,0.6666666666666666,0.4090909090909091,0.5,0.4375,0.4375,0.5,0.4375,0.4090909090909091,0.15384615384615385,0.16666666666666666,0.3333333333333333,1.0,1.0,0.5,0.14285714285714285,0.6666666666666666,0.2857142857142857,0.5833333333333334,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.25,1.0,0.3333333333333333,0.6666666666666666,92.8421052631579,16.583333333333332,14.48,15.583333333333334,13.76,0.2727272727272727,0.5,0.6,0.6666666666666666,0.13636363636363635,0.3333333333333333,0.5,0.18181818181818182,0.5,0.5,0.5,0.22727272727272727,0.2,0.2,1.0,0.18181818181818182,0.25,0.25,1.0,0.125,1.0,0.375,0.25,0.5,0.6818181818181818,0.25,0.5303113636363637,0.35155,0.5093,0.08333333333333333,0.07142857142857142,0.1,0.09523809523809523,0.3333333333333333,9.2,24.733333333333334,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626148-1626209-201571-202687-204014,1610612753,"Anthony Brown, Mario Hezonja, D.J. Augustin, Bismack Biyombo, Damjan Rudez","Brown, Hezonja, Augustin, Biyombo, Rudez",1626148-1626209-201571-202687-204014,ORL,147.0,1,2.0,-1.0,5.0,5.0,,,,10.0,1.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,2.0,2.0,2.0,,8.0,9.0,,,,,,,,,2.0,,6.0,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,8.0,,,1.0,1.0,1.0,1.0,,1.0,0.5,,,1.0,,,1.0,,,0.5,,,,,,1.0,,,,1.0,,,,,1.0,,,97.95918367346938,12.4,17.0,12.4,17.0,0.5,0.5,0.5,1.0,,,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,1.0,1.0,0.66465,,,,,,,,0.85,25.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626148-201228-201571-202687-204014,1610612753,"Anthony Brown, C.J. Watson, D.J. Augustin, Bismack Biyombo, Damjan Rudez","Brown, Watson, Augustin, Biyombo, Rudez",1626148-201228-201571-202687-204014,ORL,82.0,1,1.0,2.0,2.0,2.0,,,,4.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,70.2439024390244,21.5,19.5,21.5,19.5,0.5,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,0.5,,0.59815,,,,,,,,8.75,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626209-1627757-1627868-1627875-201571,1610612753,"Mario Hezonja, Stephen Zimmerman, Patricio Garino, Marcus Georges-Hunt, D.J. Augustin","Hezonja, Zimmerman, Garino, Georges-Hunt, Augustin",1626209-1627757-1627868-1627875-201571,ORL,307.0,1,5.0,5.0,8.0,8.0,,,,16.0,2.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,4.0,,,4.0,5.0,1.0,4.0,1.0,12.0,7.0,1.0,1.0,2.0,,,,,,,8.0,3.0,4.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,,,4.0,,4.0,1.0,5.0,1.0,1.0,,,,,,1.0,4.0,,3.0,2.0,,2.0,1.0,2.0,,10.0,,,,,1.0,0.25,,0.25,0.8,1.0,,0.6111111111111112,1.0,,0.6,1.0,,0.4444444444444444,,,,,,0.5,,,0.3333333333333333,0.4444444444444444,0.25,,0.3333333333333333,,0.75,0.3333333333333333,,75.04885993485343,13.125,25.25,12.125,18.375,0.2222222222222222,1.0,1.0,,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,1.0,,,,,,0.4444444444444444,0.25,0.25,1.0,,,,,,0.6666666666666666,0.25,0.49818888888888885,,,0.2,0.3333333333333333,,0.16666666666666666,,7.1,25.275,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626209-1627757-1627868-203901-203932,1610612753,"Mario Hezonja, Stephen Zimmerman, Patricio Garino, Elfrid Payton, Aaron Gordon","Hezonja, Zimmerman, Garino, Payton, Gordon",1626209-1627757-1627868-203901-203932,ORL,146.0,1,2.0,-2.0,5.0,5.0,5.0,2.0,2.0,10.0,2.0,3.0,2.0,3.0,,,,1.0,,1.0,1.0,,2.0,,2.0,2.0,4.0,,3.0,2.0,6.0,8.0,2.0,4.0,6.0,2.0,4.0,,3.0,6.0,,4.0,,2.0,,,,,,,,,,,1.0,2.0,1.0,,,1.0,4.0,5.0,,,1.0,,1.0,,,1.0,3.0,,4.0,3.0,,,,,,,6.0,5.0,,,,,,,0.5,0.5,0.5,0.2857142857142857,0.5,0.2857142857142857,0.375,0.75,0.375,0.42857142857142855,,,,1.0,,,1.0,1.0,0.3333333333333333,1.0,0.6,1.0,0.5,,,,,98.63013698630138,16.4,12.8,14.8,12.8,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,0.14285714285714285,,,,0.14285714285714285,,,,0.2857142857142857,,,,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.2857142857142857,,0.8571428571428571,,0.5695642857142857,0.6049666666666667,0.5695642857142857,0.375,0.6,,1.0,1.0,5.775,24.733333333333334,1.0,,,,2.0,,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626209-1627757-1627875-201571-201975,1610612753,"Mario Hezonja, Stephen Zimmerman, Marcus Georges-Hunt, D.J. Augustin, Jodie Meeks","Hezonja, Zimmerman, Georges-Hunt, Augustin, Meeks",1626209-1627757-1627875-201571-201975,ORL,356.0,2,6.0,10.0,13.0,10.0,2.0,,1.0,23.0,,,,,2.0,3.0,,2.0,,1.0,,3.0,4.0,,,2.0,5.0,3.0,5.0,3.0,16.0,6.0,,,3.0,,1.0,,,,2.0,2.0,9.0,4.0,3.0,,1.0,3.0,4.0,3.0,,,,11.0,1.0,,2.0,4.0,,6.0,1.0,7.0,1.0,1.0,,,1.0,,,2.0,3.0,,5.0,1.0,1.0,1.0,,1.0,,13.0,,2.0,0.5,0.5,1.0,0.6,,0.6,0.4,,,0.65,1.5,,0.6666666666666666,1.5,,0.5,,,,,,1.0,,0.6666666666666666,0.5,0.8571428571428571,0.2,,,1.0,1.0,,0.6666666666666666,93.03370786516854,12.615384615384615,19.2,12.307692307692308,18.2,,,,,0.3,0.6666666666666666,0.6666666666666666,0.2,,,,0.1,,,,0.4,0.75,0.75,1.0,,,,,,0.5,0.75,0.46116999999999997,,0.3811,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,,12.379999999999999,25.18,0.15384615384615385,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,0.2,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626209-1627757-1627875-201975-203901,1610612753,"Mario Hezonja, Stephen Zimmerman, Marcus Georges-Hunt, Jodie Meeks, Elfrid Payton","Hezonja, Zimmerman, Georges-Hunt, Meeks, Payton",1626209-1627757-1627875-201975-203901,ORL,62.0,1,1.0,3.0,2.0,3.0,2.0,,,5.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,1.0,3.0,,,,,1.0,2.0,,,3.0,,2.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,2.0,1.0,,,,,,3.0,3.0,2.0,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,0.5,0.5,,,,1.0,,,,1.0,,,,,,1.0,,116.1290322580645,13.5,11.666666666666666,13.5,11.666666666666666,1.0,0.5,1.0,,,,,,,,,,,,,,,,,1.0,0.5,,,,1.0,,0.57585,,0.57585,0.3333333333333333,0.3333333333333333,,,1.0,1.8,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626209-1627757-1627875-203901-203932,1610612753,"Mario Hezonja, Stephen Zimmerman, Marcus Georges-Hunt, Elfrid Payton, Aaron Gordon","Hezonja, Zimmerman, Georges-Hunt, Payton, Gordon",1626209-1627757-1627875-203901-203932,ORL,114.0,1,2.0,-2.0,4.0,3.0,,,1.0,7.0,,2.0,,,1.0,2.0,,,,,,,,,,1.0,4.0,,,,2.0,4.0,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,0.25,,,0.25,,,0.25,,,,0.25,0.5,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,,,,,88.42105263157895,14.75,18.333333333333332,14.25,18.0,0.5,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,0.4324,0.5508,,,,,,,3.125,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626209-1627757-201145-201228-201571,1610612753,"Mario Hezonja, Stephen Zimmerman, Jeff Green, C.J. Watson, D.J. Augustin","Hezonja, Zimmerman, Green, Watson, Augustin",1626209-1627757-201145-201228-201571,ORL,1000.0,3,17.0,,33.0,32.0,,,3.0,65.0,7.0,9.0,,,2.0,4.0,1.0,2.0,2.0,4.0,,,5.0,,,10.0,15.0,2.0,9.0,6.0,32.0,32.0,1.0,1.0,5.0,,,,,,16.0,4.0,3.0,5.0,,,8.0,1.0,9.0,,1.0,7.0,1.0,19.0,2.0,1.0,9.0,7.0,,16.0,3.0,19.0,1.0,,6.0,4.0,8.0,1.0,1.0,2.0,6.0,,9.0,5.0,,1.0,1.0,1.0,,27.0,,,0.8,0.8,0.5,0.2222222222222222,,0.2222222222222222,0.6666666666666666,1.0,,0.5416666666666666,1.25,,0.5714285714285714,1.25,,0.375,,,,0.75,,0.875,0.2,0.8181818181818182,0.2857142857142857,0.8421052631578947,0.25,0.5,0.4,,1.0,0.6666666666666666,0.7777777777777778,93.6,15.606060606060606,15.15625,15.181818181818182,13.5625,0.375,0.7777777777777778,0.7777777777777778,1.0,0.16666666666666666,0.5,0.5,0.08333333333333333,0.5,0.5,1.0,0.16666666666666666,0.5,0.6666666666666666,0.5,0.20833333333333334,,,,,,,,,0.75,,0.530425,0.55275,,0.17857142857142858,0.2631578947368421,,0.15625,,5.086666666666667,25.477777777777778,,2.0,,,1.0,,1.0,1.0,,,,,,2.0,,,,1.0,,0.5,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.25,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
1626209-1627757-201145-201228-203912,1610612753,"Mario Hezonja, Stephen Zimmerman, Jeff Green, C.J. Watson, CJ Wilcox","Hezonja, Zimmerman, Green, Watson, Wilcox",1626209-1627757-201145-201228-203912,ORL,297.0,1,5.0,-2.0,10.0,11.0,1.0,3.0,1.0,21.0,1.0,2.0,,,2.0,4.0,1.0,1.0,1.0,1.0,,,2.0,,,4.0,7.0,1.0,3.0,,11.0,13.0,,1.0,,,,,,,8.0,,3.0,2.0,,,4.0,1.0,5.0,,1.0,1.0,1.0,11.0,,1.0,1.0,4.0,,5.0,1.0,6.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,11.0,,1.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5714285714285714,,,0.55,,,0.55,,,0.3,,,,,,0.8,0.3333333333333333,0.5,,0.7142857142857143,0.2,,,,1.0,0.6666666666666666,,101.81818181818181,16.1,12.363636363636363,15.7,12.0,0.2,0.5,0.5,1.0,0.4,0.5,0.5,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.2,,,,,,,,,0.5,,0.44360999999999995,0.2936,,,,,,,8.128571428571428,26.03333333333333,0.1,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,2.0,,,,,1.0,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2017,2016-17,True
