EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGA,Fg2aBlocked,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChancePoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,PenaltyDefPoss,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,NonHeaveArc3FGM,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DeadBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,LostBallTurnovers,DefAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,FTDefRebounds,Travels,DefFTReboundPct,PtsPutbacks,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,PenaltyTurnovers,SecondChanceArc3FGM,Arc3Assists,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,SelfORebPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedShortMidRange,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,HeaveAttempts,Charge Fouls Drawn,FTOffRebounds,OffFTReboundPct,BlockedArc3,Arc3PctBlocked,Defensive 3 Seconds Violations,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,3SecondViolations,HeaveMakes,OffensiveGoaltends,team_id,year,season,team_vs
101150-101181-1626204-1627742-2736,1610612747,"Lou Williams, Jose Calderon, Larry Nance Jr., Brandon Ingram, Luol Deng","Williams, Calderon, Nance Jr., Ingram, Deng",101150-101181-1626204-1627742-2736,LAL,74.0,1,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.83783783783784,19.0,18.0,19.0,18.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.447,0.447,1.0,4.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1626204-203903-204028,1610612747,"Lou Williams, Jose Calderon, Larry Nance Jr., Jordan Clarkson, Tarik Black","Williams, Calderon, Nance Jr., Clarkson, Black",101150-101181-1626204-203903-204028,LAL,636.0,3,11.0,-6.0,22.0,20.0,5.0,42.0,3.0,6.0,,,,4.0,8.0,15.0,24.0,30.0,2.0,3.0,8.0,4.0,12.0,2.0,2.0,,4.0,2.0,3.0,7.0,2.0,2.0,24.0,8.0,5.0,0.25,0.25,0.5333333333333333,0.6666666666666666,0.475,0.6666666666666666,0.5217391304347826,0.8,0.6666666666666666,0.5,0.5,95.09433962264151,15.409090909090908,14.85,14.272727272727273,14.25,0.3,0.5,0.75,0.2,,,,,,0.55,0.50498,0.4063666666666667,0.3333333333333333,8.753333333333334,0.22727272727272727,3.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,0.2,0.2,0.25,0.2,0.3333333333333333,0.25,1.0,0.2857142857142857,0.3333333333333333,0.5,0.36363636363636365,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.25,1.0,1.0,0.2,0.1,0.5,0.5,0.15,0.3333333333333333,0.6666666666666666,0.4278,0.047619047619047616,0.0625,24.759999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627742-1627826-203903,1610612747,"Lou Williams, Jose Calderon, Brandon Ingram, Ivica Zubac, Jordan Clarkson","Williams, Calderon, Ingram, Zubac, Clarkson",101150-101181-1627742-1627826-203903,LAL,96.0,1,2.0,1.0,3.0,2.0,,5.0,,,,,,1.0,,2.0,3.0,2.0,,,,,,,1.0,,3.0,,1.0,2.0,,,,,,,,,,0.375,,0.375,,,1.0,,75.0,20.666666666666668,17.0,18.333333333333332,17.0,,,,0.25,,,,,,0.5,0.4495875,,,14.55,,1.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,,1.0,1.0,0.3333333333333333,,,1.0,,,1.0,,0.25,,,,0.25,1.0,1.0,0.25,,,0.52395,,,24.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627742-202389-203903,1610612747,"Lou Williams, Jose Calderon, Brandon Ingram, Timofey Mozgov, Jordan Clarkson","Williams, Calderon, Ingram, Mozgov, Clarkson",101150-101181-1627742-202389-203903,LAL,13.0,1,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.3206,,,3.7,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627742-203080-203903,1610612747,"Lou Williams, Jose Calderon, Brandon Ingram, Thomas Robinson, Jordan Clarkson","Williams, Calderon, Ingram, Robinson, Clarkson",101150-101181-1627742-203080-203903,LAL,389.0,1,6.0,-3.0,13.0,14.0,10.0,27.0,4.0,7.0,4.0,7.0,1.0,2.0,5.0,9.0,16.0,19.0,4.0,8.0,11.0,6.0,4.0,3.0,3.0,,6.0,1.0,2.0,4.0,2.0,3.0,16.0,11.0,10.0,0.6,0.6,0.5555555555555556,0.5,0.5,0.4583333333333333,0.5333333333333333,0.4583333333333333,1.0,0.6666666666666666,1.0,99.94858611825192,13.461538461538462,15.285714285714286,12.384615384615385,15.285714285714286,0.5384615384615384,0.5714285714285714,0.6666666666666666,0.15384615384615385,0.5,1.0,,0.5833333333333334,0.5714285714285714,0.8461538461538461,0.5869423076923077,0.6023375,0.6875,2.4222222222222225,0.7692307692307693,2.0,2.0,,,,,4.0,,1.0,4.0,3.0,2.0,,,3.0,4.0,2.0,3.0,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,,,,,2.0,,,4.0,1.0,1.0,,,,,0.25,0.25,0.3076923076923077,0.2222222222222222,0.14285714285714285,0.5,,0.25,0.5,0.3333333333333333,0.2857142857142857,,1.0,0.3333333333333333,,,0.5,0.75,,,,,,,,0.3076923076923077,1.0,,0.6045,0.07142857142857142,0.1,24.95,,,,,,,,,,,,,,,,,3.0,1.0,1.0,4.0,1.0,4.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627742-203080-204028,1610612747,"Lou Williams, Jose Calderon, Brandon Ingram, Thomas Robinson, Tarik Black","Williams, Calderon, Ingram, Robinson, Black",101150-101181-1627742-203080-204028,LAL,228.0,1,4.0,-3.0,8.0,7.0,3.0,15.0,2.0,5.0,,1.0,,1.0,2.0,6.0,10.0,13.0,,2.0,3.0,4.0,,2.0,2.0,,4.0,1.0,1.0,4.0,1.0,3.0,10.0,3.0,3.0,1.0,1.0,0.3333333333333333,,0.3888888888888889,0.375,0.5,0.375,1.0,1.0,1.0,94.73684210526316,17.25,12.857142857142858,14.875,12.857142857142858,0.5555555555555556,0.4,0.6666666666666666,0.1111111111111111,,,,0.25,,0.8888888888888888,0.4987666666666667,0.3822625,0.3,2.1666666666666665,0.375,3.0,1.0,,,,,3.0,,1.0,3.0,3.0,2.0,,,3.0,3.0,2.0,2.0,,1.0,2.0,,3.0,1.0,,1.0,,,1.0,1.0,3.0,,,3.0,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,,,0.5,,0.5,0.5,0.6666666666666666,,0.5,,,,1.0,,,,,,,,0.3333333333333333,0.5,,0.37865,0.2,0.2857142857142857,25.900000000000002,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627742-203903-204028,1610612747,"Lou Williams, Jose Calderon, Brandon Ingram, Jordan Clarkson, Tarik Black","Williams, Calderon, Ingram, Clarkson, Black",101150-101181-1627742-203903-204028,LAL,197.0,1,3.0,,7.0,9.0,,16.0,1.0,2.0,,,1.0,2.0,3.0,5.0,6.0,6.0,,,,,6.0,,,,,3.0,4.0,4.0,,,6.0,,,,,0.6,,0.6,,0.6,,1.0,1.0,1.0,116.95431472081219,11.571428571428571,12.88888888888889,11.571428571428571,12.88888888888889,0.4,0.5,1.0,0.4,0.5,0.5,,,,0.4,0.5443,,,6.720000000000001,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,0.2,0.5,,1.0,,1.0,,,,,,,1.0,1.0,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627742-203944-204028,1610612747,"Lou Williams, Jose Calderon, Brandon Ingram, Julius Randle, Tarik Black","Williams, Calderon, Ingram, Randle, Black",101150-101181-1627742-203944-204028,LAL,29.0,1,,-1.0,1.0,2.0,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,148.9655172413793,12.0,8.5,12.0,2.5,,,,,,,,,,1.0,0.54525,0.54525,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,25.7,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627742-204028-2736,1610612747,"Lou Williams, Jose Calderon, Brandon Ingram, Tarik Black, Luol Deng","Williams, Calderon, Ingram, Black, Deng",101150-101181-1627742-204028-2736,LAL,48.0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,60.0,23.0,25.0,12.0,25.0,0.5,1.0,1.0,,,,,1.0,1.0,0.5,0.52615,0.6464,1.0,8.05,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,0.5,,,,,,,,1.0,,0.6464,,,,,,,2.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
101150-101181-1627826-201156-2736,1610612747,"Lou Williams, Jose Calderon, Ivica Zubac, Nick Young, Luol Deng","Williams, Calderon, Zubac, Young, Deng",101150-101181-1627826-201156-2736,LAL,148.0,1,2.0,,5.0,6.0,,11.0,,2.0,,,,1.0,,3.0,2.0,2.0,,,,,,,,,,4.0,5.0,6.0,,,2.0,,,,,,,,,0.2,,1.0,1.0,1.0,107.02702702702702,15.6,11.666666666666666,11.8,11.666666666666666,0.5,,,0.25,,,,,,0.75,0.4358375,,,4.6000000000000005,,1.0,1.0,,,,,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,2.0,,,2.0,1.0,,,,,,,,0.25,0.3333333333333333,0.5,,1.0,,1.0,1.0,0.25,,,1.0,,1.0,1.0,,,,,,,,,0.25,1.0,,,0.2,0.25,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2017,2016-17,False
