EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,BlockedCorner3,OffensiveGoaltends,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,3SecondViolations,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
200752-201167-201585-201951-202326,1610612758,"Rudy Gay, Arron Afflalo, Kosta Koufos, Ty Lawson, DeMarcus Cousins","Gay, Afflalo, Koufos, Lawson, Cousins",200752-201167-201585-201951-202326,SAC,8687.0,14,145,7.0,281,280,30.0,19.0,27.0,561,40.0,82.0,6.0,12.0,3.0,8.0,24.0,55.0,26.0,55.0,9.0,18.0,2.0,5.0,1.0,3.0,12.0,38.0,2.0,4.0,1.0,8.0,90.0,192.0,21.0,56.0,61.0,304.0,297.0,9.0,19.0,4.0,9.0,4.0,34.0,6.0,18.0,2.0,11.0,10.0,28.0,88.0,92.0,57.0,6.0,6.0,1.0,37.0,12.0,23.0,44.0,19.0,63.0,10.0,9.0,23.0,9.0,12.0,145.0,9.0,22.0,1.0,38.0,72.0,6.0,116.0,32.0,148.0,3.0,25.0,16.0,9.0,14.0,5.0,10.0,20.0,2.0,4.0,2.0,34.0,2.0,2.0,26.0,2.0,56.0,2.0,3.0,7.0,63.0,1.0,1.0,2.0,7.0,74.0,9.0,1.0,36.0,5.0,10.0,7.0,3.0,10.0,7.0,270.0,28.0,30.0,2.0,3.0,0.4888888888888889,0.5057471264367817,0.9047619047619048,0.375,0.4444444444444444,0.18181818181818182,0.38181818181818183,0.46875,0.47368421052631576,0.3333333333333333,0.4899193548387097,0.5357142857142857,0.3103448275862069,0.5410714285714285,0.5666666666666667,0.4117647058823529,0.22580645161290322,0.11979166666666667,0.2073170731707317,0.10909090909090909,0.4117647058823529,0.8571428571428571,0.2,0.7912087912087912,0.21568627450980393,0.8444444444444444,0.2647058823529412,0.8088235294117647,0.22794117647058823,0.2857142857142857,0.1935483870967742,0.13793103448275862,0.28,0.2222222222222222,0.7727272727272727,0.7142857142857143,0.8536585365853658,0.7931034482758621,0.9375,0.02654867256637168,92.99412915851272,0.7,16.10320284697509,14.864285714285714,15.395017793594306,14.275,0.33064516129032256,0.4878048780487805,0.6153846153846154,0.575,0.2217741935483871,0.43636363636363634,0.4897959183673469,0.375,0.2217741935483871,0.4727272727272727,0.4727272727272727,0.46153846153846156,0.07258064516129033,0.5,0.5,1.0,0.1532258064516129,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.42857142857142855,0.5,0.3333333333333333,0.17857142857142858,0.4,1.0,0.14285714285714285,0.5,0.5,0.27586206896551724,0.375,0.10344827586206896,0.3333333333333333,0.27586206896551724,0.125,0.5564516129032258,0.32432432432432434,0.48238943089430897,0.5150714285714285,0.48023035714285717,0.13090909090909092,0.1643835616438356,0.1118421052631579,0.09210526315789473,8.523958333333333,25.339285714285715,0.10676156583629894,,,,,,,,,,,,,,,,,,,,1610612758,2017,2016-17,False
201167-201585-201954-202066-202326,1610612758,"Arron Afflalo, Kosta Koufos, Darren Collison, Garrett Temple, DeMarcus Cousins","Afflalo, Koufos, Collison, Temple, Cousins",201167-201585-201954-202066-202326,SAC,6826.0,10,114,-7.0,205,208,15.0,20.0,16.0,413,25.0,46.0,5.0,9.0,2.0,4.0,18.0,32.0,20.0,42.0,11.0,18.0,,,2.0,2.0,12.0,36.0,,3.0,,2.0,63.0,120.0,23.0,54.0,36.0,231.0,238.0,6.0,11.0,,3.0,4.0,16.0,4.0,7.0,2.0,4.0,5.0,19.0,62.0,64.0,63.0,6.0,6.0,,36.0,12.0,8.0,31.0,21.0,52.0,10.0,11.0,13.0,9.0,9.0,125.0,7.0,12.0,,36.0,32.0,5.0,73.0,19.0,92.0,1.0,15.0,8.0,7.0,16.0,4.0,10.0,11.0,1.0,6.0,2.0,27.0,2.0,2.0,25.0,1.0,46.0,1.0,3.0,1.0,50.0,,1.0,2.0,2.0,52.0,3.0,1.0,25.0,2.0,11.0,8.0,3.0,12.0,5.0,215.0,19.0,15.0,,2.0,0.49206349206349204,0.5166666666666667,0.9130434782608695,0.42592592592592593,,0.5,0.42592592592592593,0.525,0.5454545454545454,0.5714285714285714,0.5603448275862069,0.42857142857142855,0.6363636363636364,0.5833333333333334,0.47058823529411764,0.6785714285714286,0.3103448275862069,0.06666666666666667,0.13043478260869565,0.03125,0.5925925925925926,1.0,,0.6037735849056604,0.21052631578947367,0.8571428571428571,0.22580645161290322,0.7157894736842105,0.2159090909090909,0.14285714285714285,0.21428571428571427,0.2727272727272727,0.25,0.14285714285714285,0.5555555555555556,0.6875,0.5789473684210527,0.8461538461538461,0.875,0.0125,87.12569586873718,0.4166666666666667,18.507317073170732,14.576923076923077,17.882926829268293,13.754807692307692,0.26436781609195403,0.5434782608695652,0.625,0.52,0.1839080459770115,0.5625,0.5806451612903226,0.5,0.2413793103448276,0.47619047619047616,0.4878048780487805,0.45,0.10344827586206896,0.6111111111111112,0.6111111111111112,1.0,0.20689655172413793,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.6428571428571429,0.5555555555555556,0.2,,,,0.21428571428571427,,,0.36363636363636365,0.5,0.18181818181818182,1.0,0.18181818181818182,,0.5747126436781609,0.3333333333333333,0.4895962643678161,0.5369611111111111,0.5827681818181818,0.12755102040816327,0.176056338028169,0.06926406926406926,0.08225108225108226,9.1075,24.975925925925928,0.07317073170731707,1.0,1.0,0.023809523809523808,,,,,,,,,,,,,,,,,1610612758,2017,2016-17,False
201585-201954-202326-203463-2440,1610612758,"Kosta Koufos, Darren Collison, DeMarcus Cousins, Ben McLemore, Matt Barnes","Koufos, Collison, Cousins, McLemore, Barnes",201585-201954-202326-203463-2440,SAC,5449.0,10,91,-44.0,167,169,17.0,8.0,15.0,336,30.0,47.0,5.0,8.0,2.0,4.0,8.0,31.0,11.0,32.0,6.0,12.0,,1.0,2.0,2.0,13.0,36.0,,3.0,1.0,3.0,49.0,110.0,19.0,48.0,17.0,172.0,216.0,7.0,11.0,,4.0,,14.0,8.0,12.0,3.0,5.0,1.0,26.0,56.0,42.0,48.0,9.0,10.0,,36.0,13.0,7.0,28.0,16.0,44.0,10.0,6.0,19.0,2.0,7.0,104.0,4.0,12.0,,28.0,31.0,2.0,61.0,16.0,77.0,1.0,10.0,5.0,5.0,9.0,1.0,6.0,9.0,,3.0,,18.0,1.0,,17.0,,37.0,,2.0,3.0,38.0,,1.0,2.0,1.0,23.0,6.0,2.0,12.0,2.0,6.0,4.0,2.0,7.0,5.0,158.0,26.0,17.0,1.0,1.0,0.5714285714285714,0.6363636363636364,0.8421052631578947,0.3958333333333333,,0.6,0.3958333333333333,0.44545454545454544,0.6363636363636364,0.6666666666666666,0.49050632911392406,0.4666666666666667,0.7352941176470589,0.5120481927710844,0.4666666666666667,0.7222222222222222,0.3037974683544304,0.06363636363636363,0.0851063829787234,0.06451612903225806,0.5,0.6666666666666666,,0.8157894736842105,0.19672131147540983,0.7777777777777778,0.13793103448275862,0.7972972972972973,0.17777777777777778,0.4117647058823529,0.21739130434782608,,0.13043478260869565,0.16666666666666666,0.7142857142857143,0.7692307692307693,1.0,0.76,0.8181818181818182,0.012048192771084338,88.7942741787484,0.7142857142857143,17.38323353293413,15.065088757396449,16.97005988023952,14.644970414201184,0.2974683544303797,0.6382978723404256,0.6976744186046512,0.6333333333333333,0.1962025316455696,0.25806451612903225,0.27586206896551724,0.25,0.20253164556962025,0.34375,0.3548387096774194,0.6363636363636364,0.0759493670886076,0.5,0.5,1.0,0.22784810126582278,0.3611111111111111,0.3611111111111111,0.7692307692307693,0.5333333333333333,0.625,,0.06666666666666667,,,0.2,,,0.23529411764705882,0.5,0.11764705882352941,1.0,0.17647058823529413,0.3333333333333333,0.6012658227848101,0.3611111111111111,0.49624240506329115,0.4967,0.48768529411764705,0.07317073170731707,0.10344827586206896,0.08139534883720931,0.1511627906976744,8.532727272727273,24.5125,0.10179640718562874,1.0,,0.03125,1.0,1.0,1.0,,,,,,,,,,,,,,1610612758,2017,2016-17,False
201167-201585-201954-202326-203463,1610612758,"Arron Afflalo, Kosta Koufos, Darren Collison, DeMarcus Cousins, Ben McLemore","Afflalo, Koufos, Collison, Cousins, McLemore",201167-201585-201954-202326-203463,SAC,5289.0,7,88,-36.0,175,177,14.0,17.0,15.0,352,24.0,36.0,6.0,10.0,3.0,3.0,12.0,33.0,10.0,23.0,5.0,13.0,1.0,2.0,,,15.0,42.0,1.0,1.0,2.0,4.0,46.0,92.0,20.0,55.0,21.0,173.0,209.0,7.0,15.0,2.0,3.0,,20.0,6.0,9.0,2.0,4.0,1.0,19.0,42.0,50.0,54.0,6.0,8.0,,42.0,15.0,2.0,21.0,18.0,39.0,13.0,5.0,9.0,6.0,6.0,96.0,7.0,14.0,,21.0,34.0,6.0,61.0,21.0,82.0,7.0,16.0,14.0,2.0,19.0,7.0,10.0,19.0,4.0,9.0,3.0,38.0,1.0,1.0,19.0,1.0,33.0,,1.0,4.0,24.0,,4.0,,,27.0,1.0,4.0,12.0,,6.0,3.0,3.0,6.0,2.0,153.0,19.0,14.0,1.0,,0.45652173913043476,0.5,0.9,0.36363636363636365,0.6666666666666666,0.5,0.36363636363636365,0.5,0.4666666666666667,0.6666666666666666,0.5170068027210885,0.5555555555555556,0.6923076923076923,0.5379746835443038,0.5555555555555556,0.6785714285714286,0.3741496598639456,0.021739130434782608,0.027777777777777776,0.030303030303030304,0.5,1.0,,0.723404255319149,0.30434782608695654,0.875,0.2,0.7746478873239436,0.25925925925925924,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.2222222222222222,0.125,0.45454545454545453,0.75,0.875,0.8235294117647058,1.0,0.08974358974358974,95.8366420873511,0.3333333333333333,16.577142857142857,13.491525423728813,16.125714285714285,13.01129943502825,0.24489795918367346,0.6666666666666666,0.6857142857142857,0.375,0.22448979591836735,0.36363636363636365,0.375,0.5,0.1564625850340136,0.43478260869565216,0.43478260869565216,0.6,0.08843537414965986,0.38461538461538464,0.38461538461538464,1.0,0.2857142857142857,0.35714285714285715,0.36585365853658536,0.8666666666666667,0.5555555555555556,0.6,0.16666666666666666,0.1111111111111111,0.5,1.0,0.05555555555555555,1.0,1.0,0.23076923076923078,1.0,,,0.3076923076923077,0.5,0.6190476190476191,0.35714285714285715,0.4997626712328767,0.48819166666666663,0.5302923076923076,0.0759493670886076,0.11650485436893204,0.11560693641618497,0.10982658959537572,8.380434782608695,24.880000000000003,0.08,,,,,,,1.0,1.0,0.01818181818181818,0.023809523809523808,,,,,,,,,,1610612758,2017,2016-17,False
200752-201229-201954-202066-202326,1610612758,"Rudy Gay, Anthony Tolliver, Darren Collison, Garrett Temple, DeMarcus Cousins","Gay, Tolliver, Collison, Temple, Cousins",200752-201229-201954-202066-202326,SAC,4725.0,6,79,-25.0,158,161,37.0,22.0,8.0,319,31.0,48.0,4.0,6.0,11.0,15.0,6.0,18.0,8.0,24.0,4.0,10.0,,,,,17.0,34.0,,2.0,3.0,7.0,45.0,90.0,21.0,44.0,26.0,179.0,204.0,4.0,8.0,,2.0,1.0,9.0,16.0,26.0,3.0,7.0,7.0,48.0,46.0,44.0,57.0,6.0,8.0,1.0,33.0,17.0,7.0,23.0,19.0,42.0,15.0,4.0,18.0,3.0,2.0,103.0,5.0,8.0,,19.0,20.0,4.0,43.0,13.0,56.0,1.0,20.0,14.0,6.0,17.0,5.0,14.0,11.0,2.0,3.0,,28.0,1.0,4.0,19.0,3.0,32.0,,2.0,2.0,35.0,4.0,2.0,2.0,2.0,33.0,5.0,,18.0,1.0,6.0,4.0,2.0,6.0,1.0,170.0,48.0,37.0,,1.0,0.5111111111111111,0.5609756097560976,0.9047619047619048,0.4772727272727273,,0.42857142857142855,0.4883720930232558,0.5,0.5,0.6153846153846154,0.5708955223880597,0.4,0.6212121212121212,0.6047297297297297,0.4090909090909091,0.6486486486486487,0.3283582089552239,0.07777777777777778,0.10416666666666667,0.1111111111111111,0.6071428571428571,0.6666666666666666,,0.6896551724137931,0.18181818181818182,0.7037037037037037,0.25,0.6964285714285714,0.203125,0.29411764705882354,0.08333333333333333,0.13333333333333333,0.21428571428571427,0.3333333333333333,0.375,0.8888888888888888,0.75,0.7727272727272727,0.4,0.017543859649122806,97.21904761904761,0.16666666666666666,15.727848101265822,13.91304347826087,15.373417721518987,13.167701863354038,0.3582089552238806,0.6458333333333334,0.7209302325581395,0.5806451612903226,0.13432835820895522,0.3333333333333333,0.375,0.5,0.1791044776119403,0.3333333333333333,0.3333333333333333,0.25,0.07462686567164178,0.4,0.4,1.0,0.2537313432835821,0.5,0.5,0.8823529411764706,0.6,0.6666666666666666,,,,,0.2,,,0.45454545454545453,0.7333333333333333,,,0.21212121212121213,0.42857142857142855,0.6865671641791045,0.5151515151515151,0.5031255639097745,0.66345,0.4857015625,0.12244897959183673,0.17475728155339806,0.05027932960893855,0.2681564245810056,7.463333333333334,25.25681818181818,0.23417721518987342,,,,,,,,,,,,,,,,,,,,1610612758,2017,2016-17,False
200752-201167-201585-201954-202326,1610612758,"Rudy Gay, Arron Afflalo, Kosta Koufos, Darren Collison, DeMarcus Cousins","Gay, Afflalo, Koufos, Collison, Cousins",200752-201167-201585-201954-202326,SAC,4270.0,8,71,-2.0,136,140,9.0,11.0,16.0,276,22.0,44.0,2.0,9.0,1.0,2.0,10.0,21.0,10.0,26.0,5.0,6.0,1.0,1.0,2.0,2.0,8.0,22.0,,2.0,,,42.0,91.0,13.0,28.0,24.0,147.0,149.0,3.0,13.0,1.0,3.0,3.0,12.0,1.0,5.0,2.0,2.0,4.0,12.0,50.0,34.0,33.0,6.0,6.0,,22.0,8.0,7.0,25.0,11.0,36.0,6.0,5.0,14.0,5.0,6.0,83.0,3.0,17.0,1.0,15.0,37.0,,52.0,21.0,73.0,4.0,13.0,8.0,5.0,14.0,3.0,7.0,12.0,3.0,7.0,1.0,26.0,2.0,1.0,9.0,1.0,23.0,,3.0,3.0,30.0,1.0,2.0,2.0,,27.0,,3.0,10.0,2.0,7.0,5.0,1.0,7.0,6.0,135.0,12.0,9.0,,2.0,0.5952380952380952,0.6410256410256411,0.8461538461538461,0.4642857142857143,0.3333333333333333,1.0,0.4642857142857143,0.46153846153846156,0.23076923076923078,0.2,0.5168067226890757,0.28125,0.5714285714285714,0.549618320610687,0.3235294117647059,0.6666666666666666,0.23529411764705882,0.07692307692307693,0.11363636363636363,0.09523809523809523,0.5384615384615384,,1.0,0.7708333333333334,0.3469387755102041,0.7142857142857143,0.2,0.7536231884057971,0.3125,0.45454545454545453,0.45454545454545453,0.125,0.21428571428571427,,0.8235294117647058,0.5384615384615384,0.8888888888888888,0.7333333333333333,0.6666666666666666,0.07017543859649122,93.07728337236533,0.8571428571428571,17.198529411764707,13.792857142857143,16.5,13.1,0.3697478991596639,0.5,0.5641025641025641,0.6363636363636364,0.17647058823529413,0.47619047619047616,0.5263157894736842,0.5,0.2184873949579832,0.38461538461538464,0.38461538461538464,0.6,0.05042016806722689,0.8333333333333334,0.8333333333333334,1.0,0.18487394957983194,0.36363636363636365,0.36363636363636365,0.75,0.5625,0.2222222222222222,,0.0625,1.0,1.0,0.125,,,0.2857142857142857,0.5,0.2857142857142857,1.0,,,0.6050420168067226,0.36363636363636365,0.5091529411764706,0.5277533333333333,0.5261642857142858,0.07751937984496124,0.09900990099009901,0.08163265306122448,0.08163265306122448,7.94945054945055,24.88214285714286,0.0661764705882353,,,,,,,,,,,1.0,1.0,,,,,,,,1610612758,2017,2016-17,False
1626161-1627781-201229-201951-2440,1610612758,"Willie Cauley-Stein, Malachi Richardson, Anthony Tolliver, Ty Lawson, Matt Barnes","Cauley-Stein, Richardson, Tolliver, Lawson, Barnes",1626161-1627781-201229-201951-2440,SAC,3991.0,11,67,9.0,133,133,7.0,19.0,13.0,266,29.0,37.0,4.0,8.0,1.0,1.0,10.0,21.0,9.0,26.0,4.0,7.0,,1.0,1.0,1.0,6.0,22.0,,,,4.0,48.0,84.0,10.0,29.0,17.0,143.0,134.0,6.0,11.0,,1.0,1.0,13.0,1.0,3.0,1.0,5.0,,5.0,54.0,42.0,27.0,3.0,2.0,1.0,21.0,6.0,5.0,27.0,9.0,36.0,5.0,4.0,19.0,6.0,2.0,81.0,2.0,10.0,,29.0,22.0,5.0,56.0,12.0,68.0,,14.0,11.0,3.0,14.0,4.0,12.0,13.0,3.0,2.0,,27.0,1.0,1.0,11.0,,32.0,2.0,2.0,2.0,24.0,,2.0,1.0,,24.0,6.0,,14.0,1.0,8.0,3.0,5.0,8.0,6.0,130.0,5.0,7.0,3.0,,0.5625,0.574468085106383,0.9,0.3448275862068966,,0.2,0.35714285714285715,0.5714285714285714,0.5454545454545454,0.3333333333333333,0.5575221238938053,0.5,0.3125,0.5860655737704918,0.5416666666666666,0.3125,0.25663716814159293,0.05952380952380952,0.13513513513513514,,0.5185185185185185,0.7142857142857143,,0.8148148148148148,0.2857142857142857,0.8787878787878788,0.11764705882352941,0.85,0.23076923076923078,0.25,0.36363636363636365,0.25,0.14285714285714285,,0.7777777777777778,0.75,1.0,0.8461538461538461,1.0,,95.97594587822601,0.75,15.06766917293233,14.93984962406015,14.578947368421053,14.518796992481203,0.3274336283185841,0.7837837837837838,0.90625,0.6551724137931034,0.18584070796460178,0.47619047619047616,0.47619047619047616,0.6,0.23008849557522124,0.34615384615384615,0.34615384615384615,0.2222222222222222,0.061946902654867256,0.5714285714285714,0.5714285714285714,1.0,0.19469026548672566,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.6666666666666666,0.5,0.25,0.08333333333333333,,,,,,0.125,1.0,0.125,1.0,0.5,,0.584070796460177,0.2857142857142857,0.5070508928571429,0.5259699999999999,0.3883857142857143,0.11570247933884298,0.15217391304347827,0.09090909090909091,0.03496503496503497,8.110714285714286,26.717241379310344,0.05263157894736842,,,,2.0,,,,,,,,,,,,,,,,1610612758,2017,2016-17,False
1626161-1627741-1627746-201936-201954,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, Tyreke Evans, Darren Collison","Cauley-Stein, Hield, Labissiere, Evans, Collison",1626161-1627741-1627746-201936-201954,SAC,3474.0,5,58,-6.0,112,113,14.0,7.0,11.0,225,11.0,29.0,1.0,5.0,1.0,3.0,9.0,25.0,14.0,27.0,1.0,2.0,,,,,5.0,22.0,1.0,3.0,,,34.0,81.0,6.0,24.0,23.0,109.0,115.0,1.0,7.0,1.0,3.0,3.0,8.0,6.0,12.0,,,4.0,16.0,30.0,38.0,15.0,3.0,2.0,,22.0,5.0,9.0,15.0,5.0,20.0,4.0,1.0,4.0,5.0,6.0,45.0,4.0,11.0,,25.0,22.0,,47.0,15.0,62.0,1.0,10.0,7.0,3.0,6.0,,6.0,2.0,2.0,,,8.0,,,5.0,2.0,14.0,,,,21.0,,2.0,2.0,3.0,31.0,,1.0,11.0,1.0,3.0,2.0,1.0,3.0,1.0,101.0,16.0,14.0,,1.0,0.4411764705882353,0.45454545454545453,0.8333333333333334,0.25,0.3333333333333333,,0.25,0.41975308641975306,0.14285714285714285,0.5,0.4095238095238095,0.25,0.5,0.453781512605042,0.3076923076923077,0.5333333333333333,0.22857142857142856,0.1111111111111111,0.20689655172413793,0.12,0.75,,,0.7586206896551724,0.23404255319148937,0.8620689655172413,0.2222222222222222,0.8103448275862069,0.23076923076923078,0.4444444444444444,0.0625,0.15384615384615385,0.23529411764705882,,0.8,0.6363636363636364,0.875,0.8636363636363636,0.8571428571428571,0.017857142857142856,93.26424870466322,0.3333333333333333,16.455357142857142,14.43362831858407,15.776785714285714,13.991150442477876,0.2761904761904762,0.3793103448275862,0.4782608695652174,0.36363636363636365,0.23809523809523808,0.36,0.4090909090909091,0.5555555555555556,0.2571428571428571,0.5185185185185185,0.5185185185185185,0.42857142857142855,0.01904761904761905,0.5,0.5,1.0,0.20952380952380953,0.22727272727272727,0.22727272727272727,0.8,0.5,0.2,,,,,0.3,0.3333333333333333,1.0,0.25,0.3333333333333333,,,,,0.5047619047619047,0.22727272727272727,0.4747619047619048,0.5028277777777778,0.43006666666666665,0.11016949152542373,0.11956521739130435,0.07339449541284404,0.14678899082568808,9.019753086419753,25.599999999999998,0.125,,,,,,,,1.0,,,,,2.0,0.07692307692307693,,,,,,1610612758,2017,2016-17,False
200752-201167-201951-202326-2440,1610612758,"Rudy Gay, Arron Afflalo, Ty Lawson, DeMarcus Cousins, Matt Barnes","Gay, Afflalo, Lawson, Cousins, Barnes",200752-201167-201951-202326-2440,SAC,3395.0,14,57,-17.0,109,108,44.0,49.0,11.0,217,21.0,36.0,,7.0,7.0,16.0,6.0,21.0,3.0,14.0,4.0,10.0,,,1.0,3.0,6.0,14.0,1.0,3.0,2.0,6.0,30.0,71.0,10.0,24.0,26.0,116.0,133.0,1.0,8.0,1.0,3.0,4.0,9.0,8.0,25.0,3.0,9.0,18.0,43.0,26.0,34.0,27.0,3.0,,,14.0,6.0,6.0,13.0,9.0,22.0,5.0,4.0,10.0,,3.0,53.0,6.0,8.0,,12.0,20.0,3.0,35.0,14.0,49.0,3.0,6.0,5.0,1.0,7.0,2.0,3.0,4.0,,4.0,,11.0,1.0,3.0,13.0,3.0,24.0,1.0,,1.0,29.0,,2.0,,2.0,35.0,2.0,1.0,8.0,10.0,4.0,2.0,2.0,4.0,3.0,107.0,42.0,43.0,4.0,8.0,0.43333333333333335,0.43333333333333335,0.9,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4225352112676056,0.125,0.32,0.47368421052631576,0.22727272727272727,0.36764705882352944,0.5180180180180181,0.34615384615384615,0.4673913043478261,0.25263157894736843,0.08450704225352113,0.1111111111111111,0.09523809523809523,0.6363636363636364,1.0,,0.7407407407407407,0.1951219512195122,0.75,0.42857142857142855,0.7441860465116279,0.2545454545454545,0.26666666666666666,0.13333333333333333,0.18181818181818182,0.5,0.3333333333333333,0.7,0.7142857142857143,0.8,1.0,0.3333333333333333,0.061224489795918366,92.04123711340206,0.75,16.40366972477064,14.87962962962963,15.779816513761467,14.527777777777779,0.37894736842105264,0.5833333333333334,0.65625,0.47619047619047616,0.22105263157894736,0.2857142857142857,0.3157894736842105,,0.14736842105263157,0.21428571428571427,0.21428571428571427,1.0,0.10526315789473684,0.4,0.4,1.0,0.14736842105263157,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.6363636363636364,,,,,,0.2727272727272727,0.3333333333333333,1.0,0.47058823529411764,0.4375,0.08823529411764706,0.3333333333333333,0.17647058823529413,0.3333333333333333,0.631578947368421,0.42857142857142855,0.5070189473684211,0.5678071428571428,0.5030191176470589,0.07920792079207921,0.1038961038961039,0.07758620689655173,0.3706896551724138,7.074647887323944,24.55,0.4036697247706422,,,,,,,,1.0,,,,,,,,,,,,1610612758,2017,2016-17,False
