EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,FTDefRebounds,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,LostBallTurnovers,BlockingFouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,PenaltyFtPoints,PtsUnassisted3s,SelfOReb,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SelfORebPct,PenaltyCorner3Frequency,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,SecondChanceFtPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,ShortMidRangePctAssisted,3SecondViolations,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,Offensive Fouls,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,LongMidRangePctBlocked,team_id,year,season,team_vs
1626166-1626171-1627756-201627-203530,1610612741,"Cameron Payne, Bobby Portis, Denzel Valentine, Anthony Morrow, Joffrey Lauvergne","Payne, Portis, Valentine, Morrow, Lauvergne",1626166-1626171-1627756-201627-203530,CHI,251.0,1,4.0,-3.0,9.0,9.0,1.0,18,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,7.0,10.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.4375,0.4375,0.375,0.5,1.0,0.6666666666666666,0.5,1.0,103.26693227091633,15.222222222222221,12.666666666666666,15.222222222222221,12.222222222222221,0.375,0.6666666666666666,0.6666666666666666,1.0,0.125,0.125,0.125,0.25,0.5,0.5,1.0,0.75,0.5,0.56779375,7.26,24.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1626245-1627835-202710,1610612741,"Jerian Grant, Bobby Portis, Cristiano Felicio, Paul Zipser, Jimmy Butler","Grant, Portis, Felicio, Zipser, Butler",1626170-1626171-1626245-1627835-202710,CHI,207.0,1,3.0,-1.0,7.0,6.0,1.0,13,1.0,1.0,,1.0,,1.0,3.0,1.0,2.0,1.0,3.0,6.0,7.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,,,,,6.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.6,0.5,0.5,0.5,,1.0,90.43478260869564,14.714285714285714,17.333333333333332,14.714285714285714,14.166666666666666,0.2,1.0,1.0,1.0,,0.2,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.8,0.3333333333333333,0.43141999999999997,10.4,25.53333333333333,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,0.5,1.0,0.8333333333333334,0.8333333333333334,1.0,0.5,0.3333333333333333,1.0,0.6666666666666666,0.5,0.41591666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1626245-1627835-2548,1610612741,"Jerian Grant, Bobby Portis, Cristiano Felicio, Paul Zipser, Dwyane Wade","Grant, Portis, Felicio, Zipser, Wade",1626170-1626171-1626245-1627835-2548,CHI,493.0,2,8.0,-3.0,13.0,13.0,,26,3.0,6.0,3.0,2.0,,2.0,2.0,3.0,11.0,2.0,2.0,14.0,17.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,3.0,4.0,5.0,1.0,1.0,,4.0,12.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.2727272727272727,0.46153846153846156,0.4642857142857143,0.15384615384615385,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,75.94320486815415,17.923076923076923,20.0,17.923076923076923,19.615384615384617,0.46153846153846156,0.5,0.6,0.6666666666666666,0.23076923076923078,0.15384615384615385,,0.15384615384615385,1.0,1.0,1.0,0.6153846153846154,1.0,0.48760384615384617,6.463636363636363,25.4,,,,,,2.0,,,,,,,,1.0,,4.0,3.0,1.0,,,,,,,,,,,,,,0.07142857142857142,0.08333333333333333,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.125,0.125,0.3333333333333333,1.0,1.0,1.0,0.5331,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1627756-203487-203530,1610612741,"Jerian Grant, Bobby Portis, Denzel Valentine, Michael Carter-Williams, Joffrey Lauvergne","Grant, Portis, Valentine, Carter-Williams, Lauvergne",1626170-1626171-1627756-203487-203530,CHI,309.0,1,5.0,-5.0,12.0,12.0,9.0,24,3.0,3.0,,2.0,2.0,,1.0,3.0,5.0,,3.0,8.0,13.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,,3.0,8.0,0.3333333333333333,0.3333333333333333,,,,0.6,0.375,0.4444444444444444,0.375,0.5,0.6666666666666666,0.6,1.0,0.5,111.84466019417475,15.833333333333334,9.916666666666666,15.833333333333334,9.916666666666666,0.375,1.0,1.0,0.3333333333333333,,0.25,0.25,0.125,,,,0.75,,0.543375,9.24,24.433333333333334,3.0,2.0,2.0,,,2.0,2.0,2.0,,,4.0,1.0,1.0,2.0,,2.0,3.0,2.0,4.0,3.0,,1.0,1.0,1.0,0.5,,1.0,1.0,,,0.7134,0.2222222222222222,0.3333333333333333,0.5,0.25,,,,,,,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1627835-200765-202710,1610612741,"Jerian Grant, Bobby Portis, Paul Zipser, Rajon Rondo, Jimmy Butler","Grant, Portis, Zipser, Rondo, Butler",1626170-1626171-1627835-200765-202710,CHI,4.0,1,,,1.0,,,1,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,360.0,4.0,,4.0,,,,,,,,,1.0,,,,1.0,,0.2808,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1627835-201577-202710,1610612741,"Jerian Grant, Bobby Portis, Paul Zipser, Robin Lopez, Jimmy Butler","Grant, Portis, Zipser, Lopez, Butler",1626170-1626171-1627835-201577-202710,CHI,261.0,2,4.0,8.0,9.0,7.0,4.0,16,2.0,2.0,,2.0,,2.0,6.0,2.0,4.0,2.0,6.0,10.0,2.0,2.0,6.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,4.0,5.0,8.0,,,,1.0,5.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.6,1.0,1.0,1.0,1.0,,88.27586206896552,15.666666666666666,17.142857142857142,13.11111111111111,17.142857142857142,0.2,1.0,1.0,0.5,,0.2,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.8,0.3333333333333333,0.53223,10.825,25.483333333333334,3.0,,,1.0,2.0,,,1.0,1.0,2.0,3.0,1.0,,2.0,,1.0,,,3.0,3.0,0.5,,0.5,0.5,0.5,1.0,,,0.6666666666666666,0.5,0.4899166666666666,,,0.3,0.3333333333333333,3.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,,1.0,3.0,1.0,1.0,,,,,1.0,0.8333333333333334,0.8333333333333334,,,0.5,0.5,,1.0,0.3333333333333333,1.0,0.487075,0.5,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-201577-202710-2548,1610612741,"Jerian Grant, Bobby Portis, Robin Lopez, Jimmy Butler, Dwyane Wade","Grant, Portis, Lopez, Butler, Wade",1626170-1626171-201577-202710-2548,CHI,323.0,1,5.0,-7.0,12.0,14.0,9.0,26,2.0,4.0,,,2.0,2.0,4.0,2.0,4.0,2.0,6.0,12.0,19.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,1.0,2.0,1.0,1.0,,6.0,12.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5454545454545454,0.6,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,115.91331269349844,12.0,12.785714285714286,11.666666666666666,12.428571428571429,0.4,0.5,1.0,0.5,,,0.2,0.4,0.5,0.5,0.5,1.0,0.5,0.499175,2.3,24.95,12.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,6.0,12.0,1.0,1.0,2.0,2.0,3.0,2.0,,12.0,12.0,0.3333333333333333,0.5,0.5,0.5454545454545454,0.5,,0.4,0.5,0.4,0.5,0.499175,,,1.0,1.0,1.0,,,,,,2.0,,2.0,,1.0,1.0,,1.0,1.0,,,,,,0.5,0.5,,0.16666666666666666,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,,,0.25,,0.5,1.0,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626245-1627756-200765-203487,1610612741,"Jerian Grant, Cristiano Felicio, Denzel Valentine, Rajon Rondo, Michael Carter-Williams","Grant, Felicio, Valentine, Rondo, Carter-Williams",1626170-1626245-1627756-200765-203487,CHI,32.0,1,1.0,,1.0,1.0,1.0,2,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,90.0,11.0,21.0,11.0,21.0,,,,,,,1.0,,,,,1.0,,0.50475,,23.4,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,0.50475,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1627835-200765-201577-2548,1610612741,"Jerian Grant, Paul Zipser, Rajon Rondo, Robin Lopez, Dwyane Wade","Grant, Zipser, Rondo, Lopez, Wade",1626170-1627835-200765-201577-2548,CHI,63.0,1,1.0,3.0,2.0,3.0,2.0,5,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,1.0,1.0,,,,,5.0,,,1.0,1.0,1.0,1.0,1.25,1.25,0.5,,,,,,114.28571428571428,9.5,14.666666666666666,9.5,14.666666666666666,0.5,1.0,1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,0.619325,0.7,26.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,,,,,,,,5.0,2.0,1.0,1.0,1.25,1.25,,,0.5,1.0,0.5,1.0,0.619325,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1627835-201577-202703-202710,1610612741,"Jerian Grant, Paul Zipser, Robin Lopez, Nikola Mirotic, Jimmy Butler","Grant, Zipser, Lopez, Mirotic, Butler",1626170-1627835-201577-202703-202710,CHI,171.0,2,3.0,4.0,5.0,5.0,,10,3.0,3.0,1.0,2.0,,,,5.0,6.0,,,10.0,6.0,6.0,,,,3.0,,3.0,,2.0,6.0,2.0,,2.0,2.0,,,,,10.0,0.6,0.6,,,,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,0.6666666666666666,0.4,,0.5,84.21052631578947,18.8,15.4,18.8,15.2,0.5,1.0,1.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,,,,,,0.5,,0.3936,9.0,,1.0,,,,,,1.0,2.0,,,2.0,,,,,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,0.5,,,,,,,0.34395,0.16666666666666666,0.16666666666666666,0.2,0.2,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
