EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGM,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,LiveBallTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Fouls,Offensive Fouls,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,SecondChanceFtPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,OffThreePtRebounds,BadPassSteals,BadPassTurnovers,ShootingFouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Avg3ptShotDistance,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,Arc3FGM,PenaltyArc3FGA,PenaltyFG3A,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PtsUnassisted3s,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,LongMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,BlockingFouls,NonShootingPenaltyNonTakeFouls,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,3SecondViolations,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends,Blocked3s,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
1626144-1627736-1627750-1627823-201579,1610612743,"Emmanuel Mudiay, Malik Beasley, Jamal Murray, Juan Hernangomez, Roy Hibbert","Mudiay, Beasley, Murray, Hernangomez, Hibbert",1626144-1627736-1627750-1627823-201579,DEN,158.0,1,3.0,7.0,7.0,7.0,7.0,1.0,14.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,6.0,6.0,1.0,1.0,2.0,2.0,5.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,6.0,7.0,1.0,0.4,1.0,0.4,0.4,1.0,0.4,0.35714285714285715,1.0,0.35714285714285715,0.4,0.5,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,127.59493670886076,10.714285714285714,11.857142857142858,10.714285714285714,11.857142857142858,0.4,0.5,1.0,0.4,0.5,1.0,0.2,1.0,1.0,0.4,0.5,0.4,0.5644,0.7529,0.5644,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,6.88,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627736-1627750-1627823-203948,1610612743,"Emmanuel Mudiay, Malik Beasley, Jamal Murray, Juan Hernangomez, Johnny O'Bryant III","Mudiay, Beasley, Murray, Hernangomez, O'Bryant III",1626144-1627736-1627750-1627823-203948,DEN,190.0,1,3.0,7.0,7.0,,,,14.0,2.0,5.0,,,,,,,1.0,3.0,6.0,,6.0,8.0,,,,,,,,4.0,,,,2.0,4.0,,4.0,,,,,1.0,,,,,,,6.0,,,,0.5,,,0.5,,,0.5,,,,,,,1.0,1.0,,,1.0,106.10526315789474,14.714285714285714,12.428571428571429,14.714285714285714,12.428571428571429,0.8333333333333334,0.4,0.4,,,,0.16666666666666666,,,,,0.8333333333333334,0.5270666666666667,,,,,,,4.783333333333333,,-2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627736-202087-202702-203999,1610612743,"Emmanuel Mudiay, Malik Beasley, Alonzo Gee, Kenneth Faried, Nikola Jokic","Mudiay, Beasley, Gee, Faried, Jokic",1626144-1627736-202087-202702-203999,DEN,63.0,1,1.0,4.0,3.0,,,,7.0,,1.0,,,,,,,1.0,1.0,2.0,2.0,4.0,,,,,,,,,2.0,,,,2.0,3.0,,3.0,,,1.0,,1.0,,1.0,2.0,,1.0,,4.0,,,,0.5,,,0.5,,,0.6666666666666666,,,,,,,1.0,1.0,,,1.0,160.0,6.0,13.0,6.0,13.0,0.5,,,,,,0.5,,,,,0.5,0.5923,,,0.3333333333333333,0.3333333333333333,,,8.45,,4.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-202702,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Kenneth Faried","Mudiay, Murray, Hernangomez, Chandler, Faried",1626144-1627750-1627823-201163-202702,DEN,315.0,2,5.0,12.0,11.0,3.0,,4.0,23.0,4.0,8.0,3.0,5.0,1.0,2.0,,,1.0,4.0,9.0,8.0,19.0,14.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,6.0,6.0,2.0,4.0,,3.0,5.0,8.0,2.0,,,,2.0,,7.0,9.0,,3.0,2.0,12.0,6.0,3.0,2.0,0.4444444444444444,0.6,0.5,0.5,0.6,0.5,0.6333333333333333,0.7,0.75,0.2222222222222222,0.25,,0.8,,0.6,0.8333333333333334,0.75,,105.14285714285714,12.666666666666666,14.818181818181818,11.583333333333334,13.636363636363637,0.7272727272727273,0.5,0.6666666666666666,,,,0.09090909090909091,1.0,0.6,1.0,0.5,0.9090909090909091,0.5912272727272727,0.63015,0.75805,0.23076923076923078,0.2727272727272727,0.3684210526315789,0.3157894736842105,3.466666666666667,0.25,5.0,,2.0,1.0,2.0,1.0,5.0,3.0,2.0,,3.0,1.0,3.0,2.0,0.25,1.0,1.0,0.6,0.5,0.6666666666666666,0.25,,,4.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.18181818181818182,1.0,1.0,1.0,0.6666666666666666,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-203486,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Mason Plumlee","Mudiay, Murray, Hernangomez, Chandler, Plumlee",1626144-1627750-1627823-201163-203486,DEN,985.0,3,16.0,35.0,33.0,6.0,5.0,5.0,68.0,6.0,18.0,1.0,6.0,2.0,2.0,1.0,3.0,4.0,10.0,25.0,8.0,31.0,29.0,2.0,7.0,4.0,3.0,4.0,5.0,11.0,10.0,2.0,3.0,6.0,7.0,15.0,8.0,23.0,2.0,1.0,3.0,,6.0,,5.0,8.0,,,1.0,27.0,11.0,6.0,1.0,0.4,0.2857142857142857,0.75,0.3382352941176471,0.2857142857142857,0.75,0.4189189189189189,0.2857142857142857,0.9166666666666666,0.12,0.16666666666666666,,0.4,0.7777777777777778,0.7222222222222222,0.34782608695652173,0.4166666666666667,0.75,99.41116751269035,13.685714285714285,15.333333333333334,12.8,14.545454545454545,0.5294117647058824,0.3333333333333333,0.4,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.11764705882352941,0.8571428571428571,0.16666666666666666,0.5,1.0,0.7941176470588235,0.5524044117647059,0.5105999999999999,0.517725,0.05555555555555555,,0.12903225806451613,0.3548387096774194,4.404,0.17142857142857143,2.0,3.0,10.0,5.0,6.0,3.0,13.0,6.0,3.0,1.0,1.0,,1.0,,0.5,0.5555555555555556,0.5,0.6666666666666666,0.75,,0.5,0.75,0.75,6.0,1.0,0.75,1.0,1.0,4.0,5.0,1.0,9.0,,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,1.0,0.1111111111111111,0.1111111111111111,0.2647058823529412,0.25,,,,0.11764705882352941,0.25,0.25,1.0,0.14705882352941177,24.51111111111111,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.05,0.6666666666666666,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Chandler, Nurkic",1626144-1627750-1627823-201163-203994,DEN,89.0,2,1.0,4.0,3.0,1.0,,,7.0,2.0,2.0,,,1.0,1.0,,,2.0,2.0,4.0,,4.0,4.0,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,,,,,,,113.25842696629213,15.25,9.333333333333334,15.25,9.333333333333334,0.5,1.0,1.0,,,,0.5,,,1.0,1.0,0.5,0.502325,,0.5874,,,,0.5,11.0,0.25,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,0.5,0.5,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-203999,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Nikola Jokic","Mudiay, Murray, Hernangomez, Chandler, Jokic",1626144-1627750-1627823-201163-203999,DEN,598.0,3,10.0,20.0,21.0,7.0,8.0,1.0,41.0,4.0,6.0,,,1.0,2.0,1.0,1.0,4.0,5.0,11.0,5.0,21.0,15.0,,,,1.0,4.0,5.0,7.0,6.0,,1.0,1.0,2.0,7.0,1.0,8.0,6.0,4.0,1.0,,2.0,1.0,7.0,9.0,1.0,2.0,2.0,21.0,7.0,7.0,1.0,0.45454545454545453,,0.25,0.5,,0.2,0.525,,0.4375,0.09090909090909091,0.16666666666666666,,0.16666666666666666,0.6666666666666666,0.75,0.125,,0.6666666666666666,98.72909698996655,13.7,15.428571428571429,13.55,15.19047619047619,0.375,0.6666666666666666,0.8,0.0625,1.0,1.0,0.25,,,0.4,0.5,0.6875,0.5476625,,0.52764,0.1111111111111111,0.15384615384615385,,0.3333333333333333,8.445454545454545,0.35,6.0,,4.0,2.0,4.0,1.0,10.0,4.0,1.0,,,,,,0.4,0.4,0.5,0.8,0.6666666666666666,,0.25,,,2.0,,,,1.0,3.0,2.0,2.0,5.0,,6.0,2.0,2.0,1.0,,2.0,1.0,1.0,,,,,1.0,0.4,0.4,0.3125,,0.25,,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.125,23.9,,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201568-201579,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Roy Hibbert","Mudiay, Murray, Hernangomez, Gallinari, Hibbert",1626144-1627750-1627823-201568-201579,DEN,66.0,1,1.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,2.0,,2.0,2.0,,,,1.0,2.0,,2.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,2.0,2.0,2.0,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,1.0,,,,87.27272727272727,16.0,17.0,16.0,17.0,0.5,1.0,1.0,,,,0.5,,,0.5,1.0,0.5,0.5219,,0.5219,,,,1.0,8.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201568-202702,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Kenneth Faried","Mudiay, Murray, Hernangomez, Gallinari, Faried",1626144-1627750-1627823-201568-202702,DEN,302.0,2,5.0,9.0,11.0,2.0,3.0,,20.0,3.0,5.0,,,1.0,1.0,,,1.0,3.0,6.0,2.0,11.0,11.0,,,,1.0,1.0,1.0,3.0,,,,1.0,2.0,6.0,1.0,7.0,,,,,,,2.0,3.0,,2.0,,11.0,3.0,2.0,,0.5,,1.0,0.5,,0.5,0.55,,0.75,,,,0.3333333333333333,0.5,0.5454545454545454,0.2,0.5,0.5,95.36423841059603,13.444444444444445,16.454545454545453,12.444444444444445,14.0,0.5555555555555556,0.6,0.6,,,,0.1111111111111111,,,0.5,1.0,0.8888888888888888,0.5975833333333334,,0.435225,0.2,0.2857142857142857,,0.2727272727272727,4.033333333333333,0.2222222222222222,,,6.0,3.0,3.0,3.0,6.0,4.0,,,1.0,1.0,1.0,,1.0,1.0,,0.5714285714285714,0.25,,1.0,,,1.0,,1.0,,,,3.0,1.0,3.0,,,3.0,,,,,,1.0,,,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,0.3333333333333333,27.2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,0.5,0.3333333333333333,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201568-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Gallinari, Nurkic",1626144-1627750-1627823-201568-203994,DEN,76.0,1,1.0,2.0,3.0,,,,5.0,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,3.0,1.0,1.0,,2.0,,,,,,,,,,0.25,,,,,,,1.0,0.5,,,1.0,94.73684210526316,19.0,12.666666666666666,19.0,10.333333333333334,,,,,,,,,,,,1.0,0.4701,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
