EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,OffTwoPtRebounds,OffRebounds,FoulsDrawn,BlockingFoulsDrawn,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,FtPoints,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,FTOffRebounds,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGA,BadPassTurnovers,Offensive Fouls Drawn,Corner3Frequency,Corner3FGM,Corner3Assists,OffThreePtRebounds,SelfOReb,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsPutbacks,DeadBallTurnovers,Travels,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,PenaltyCorner3FGA,Fg3aBlocked,LongMidRangeAssists,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedShortMidRange,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,Charge Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Loose Ball Fouls Drawn,Charge Fouls Drawn,BadPassOutOfBoundsTurnovers,BlockingFouls,HeaveAttempts,FTDefRebounds,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,DefFTReboundPct,DefensiveGoaltends,SecondChanceArc3FGM,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Arc3PctBlocked,team_id,year,season,team_vs
101135-1627749-1938-200746-201980,1610612759,"David Lee, Dejounte Murray, Manu Ginobili, LaMarcus Aldridge, Danny Green","Lee, Murray, Ginobili, Aldridge, Green",101135-1627749-1938-200746-201980,SAS,103.0,1,2.0,4.0,4.0,3.0,3.0,7.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,0.5,0.5,0.5,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,97.86407766990291,13.75,16.0,13.75,15.666666666666666,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.61955,4.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-1938-200746-203613,1610612759,"David Lee, Dejounte Murray, Manu Ginobili, LaMarcus Aldridge, Jonathon Simmons","Lee, Murray, Ginobili, Aldridge, Simmons",101135-1627749-1938-200746-203613,SAS,223.0,2,4.0,10.0,8.0,9.0,9.0,17.0,2.0,3.0,1.0,1.0,4.0,5.0,14.0,6.0,,3.0,4.0,2.0,1.0,9.0,1.0,3.0,3.0,2.0,1.0,14.0,0.75,0.75,0.8,1.0,1.0,,,1.0,1.0,1.0,,109.77578475336323,12.5,13.666666666666666,12.5,13.666666666666666,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,1.0,1.0,1.0,0.7142857142857143,0.5421571428571429,5.9,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,1.0,0.5,1.0,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-1938-201980-203613,1610612759,"David Lee, Dejounte Murray, Manu Ginobili, Danny Green, Jonathon Simmons","Lee, Murray, Ginobili, Green, Simmons",101135-1627749-1938-201980-203613,SAS,40.0,1,1.0,-2.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,36.0,,20.0,,20.0,,,,,,,,,,0.4198,18.1,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-1938-203473-203613,1610612759,"David Lee, Dejounte Murray, Manu Ginobili, Dewayne Dedmon, Jonathon Simmons","Lee, Murray, Ginobili, Dedmon, Simmons",101135-1627749-1938-203473-203613,SAS,6.0,1,,2.0,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,240.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-1938-203473-203937,1610612759,"David Lee, Dejounte Murray, Manu Ginobili, Dewayne Dedmon, Kyle Anderson","Lee, Murray, Ginobili, Dedmon, Anderson",101135-1627749-1938-203473-203937,SAS,211.0,1,4.0,-7.0,8.0,8.0,3.0,16.0,1.0,3.0,,3.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,0.14285714285714285,0.125,0.2222222222222222,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,,109.19431279620854,14.5,11.875,13.125,11.875,0.375,0.3333333333333333,0.5,1.0,0.375,,,,0.5,0.41241875,7.928571428571429,,1.0,,1.0,,1.0,11.0,,,,1.0,,,,1.0,,,,,1.0,3.0,,,,,,,,0.125,,1.0,1.0,,,0.125,,,0.125,,,,,26.4,,1.0,2.0,,,,,,2.0,3.0,1.0,0.125,0.14285714285714285,8.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,8.0,1.0,0.14285714285714285,0.125,0.2222222222222222,1.0,0.375,0.3333333333333333,0.125,0.4344,0.41241875,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-200746-202695-203613,1610612759,"David Lee, Dejounte Murray, LaMarcus Aldridge, Kawhi Leonard, Jonathon Simmons","Lee, Murray, Aldridge, Leonard, Simmons",101135-1627749-200746-202695-203613,SAS,105.0,1,2.0,5.0,4.0,3.0,3.0,7.0,2.0,2.0,,,2.0,3.0,5.0,,,,,,,,2.0,3.0,3.0,,,3.0,,,0.6666666666666666,0.5,0.625,,,1.0,1.0,1.0,,96.0,13.0,17.666666666666668,10.25,17.666666666666668,0.5,1.0,1.0,,,,,,0.75,0.577125,5.7,,1.0,,1.0,,1.0,,4.0,,,1.0,,,,1.0,,,,,,,,,,,,,,0.25,,1.0,1.0,,,0.25,,,0.25,,,,,24.5,,,1.0,,,,,,1.0,1.0,1.0,0.25,0.3333333333333333,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-201980-202695-2200,1610612759,"David Lee, Dejounte Murray, Danny Green, Kawhi Leonard, Pau Gasol","Lee, Murray, Green, Leonard, Gasol",101135-1627749-201980-202695-2200,SAS,221.0,1,4.0,3.0,6.0,6.0,,12.0,2.0,2.0,1.0,1.0,3.0,3.0,6.0,2.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,1.0,1.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,,,,0.5,,,78.19004524886878,16.666666666666668,20.166666666666668,16.666666666666668,17.833333333333332,0.5,1.0,1.0,0.5,0.25,1.0,1.0,,0.75,0.5609875,5.266666666666667,,,,,,1.0,3.0,4.0,,,,,,,2.0,,2.0,1.0,2.0,,,,,,,,,,0.25,1.0,0.5,0.6666666666666666,,,,,,,,,,,23.7,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-201988-202695-203613,1610612759,"David Lee, Dejounte Murray, Patty Mills, Kawhi Leonard, Jonathon Simmons","Lee, Murray, Mills, Leonard, Simmons",101135-1627749-201988-202695-203613,SAS,143.0,1,2.0,3.0,4.0,3.0,,7.0,2.0,2.0,1.0,1.0,3.0,4.0,6.0,6.0,,3.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,,,6.0,1.0,1.0,0.75,0.75,0.75,,,1.0,1.0,1.0,,70.4895104895105,19.75,21.333333333333332,19.75,21.333333333333332,0.5,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.505875,7.625,,1.0,,,,,3.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,2.0,,,3.0,4.0,,,6.0,,,,6.0,4.0,,0.75,0.75,0.75,,0.5,1.0,,,0.505875,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-201988-203613-203937,1610612759,"David Lee, Dejounte Murray, Patty Mills, Jonathon Simmons, Kyle Anderson","Lee, Murray, Mills, Simmons, Anderson",101135-1627749-201988-203613-203937,SAS,158.0,1,3.0,13.0,5.0,4.0,,9.0,1.0,1.0,1.0,1.0,2.0,2.0,13.0,2.0,,1.0,3.0,1.0,,8.0,,4.0,5.0,,,11.0,0.5,0.5,1.0,1.0833333333333333,1.0833333333333333,,,,1.0,,,82.0253164556962,21.8,12.25,18.4,12.25,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,0.8333333333333334,0.514775,6.35,,,2.0,3.0,3.0,4.0,,2.0,6.0,3.0,3.0,2.0,2.0,1.0,4.0,,,,,,,,,,,0.6666666666666666,0.75,0.75,0.6666666666666666,,1.0,1.0,1.0,,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,25.05,,1.0,1.0,,,,1.0,,,1.0,1.0,0.16666666666666666,0.5,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,0.15384615384615385,1.0,,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
101135-1627749-202722-203613-203937,1610612759,"David Lee, Dejounte Murray, Davis Bertans, Jonathon Simmons, Kyle Anderson","Lee, Murray, Bertans, Simmons, Anderson",101135-1627749-202722-203613-203937,SAS,598.0,2,10.0,9.0,21.0,22.0,16.0,43.0,5.0,7.0,,2.0,5.0,12.0,27.0,4.0,,2.0,5.0,2.0,,13.0,6.0,10.0,14.0,1.0,,20.0,0.4,0.5,0.4166666666666667,0.5277777777777778,0.6136363636363636,,,0.8571428571428571,0.7692307692307693,0.75,1.0,103.54515050167224,12.0,15.727272727272727,10.80952380952381,14.954545454545455,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.4,0.1111111111111111,,,,0.7222222222222222,0.5414944444444445,6.733333333333333,,3.0,2.0,5.0,3.0,6.0,18.0,6.0,9.0,,5.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,,,,,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8,,,0.16666666666666666,,,0.2777777777777778,0.4,0.4,1.0,0.4,24.71666666666667,3.0,4.0,7.0,,,0.42857142857142855,0.4,0.3333333333333333,8.0,9.0,5.0,0.22727272727272727,0.3125,15.0,4.0,5.0,7.0,3.0,2.0,5.0,11.0,3.0,6.0,19.0,,1.0,,19.0,15.0,,0.45454545454545453,0.4642857142857143,0.5588235294117647,,0.5,0.7142857142857143,0.21428571428571427,0.5778833333333333,0.5490428571428572,0.7037037037037037,0.7142857142857143,2.0,2.0,2.0,7.0,1.0,0.875,0.875,1.0,0.5,1.0,0.25925925925925924,1.0,1.0,,0.05555555555555555,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.25,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2017,2016-17,False
