EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,NonShootingPenaltyNonTakeFouls,FtPoints,PenaltyFtPoints,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeAssists,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,Charge Fouls Drawn,LiveBallTurnoverPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,DefensiveGoaltends,PtsUnassisted3s,OffThreePtRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangeAssists,FTDefRebounds,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,DefFTReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3FGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,BlockingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Travels,SecondChanceArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,HeaveAttempts,SecondChanceArc3PctAssisted,BlockedLongMidRange,Blocked3s,BlockedCorner3,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,BlockedArc3,HeaveMakes,team_id,year,season,team_vs
101249-1626145-1627739-202357-203940,1610612750,"John Lucas III, Tyus Jones, Kris Dunn, Nemanja Bjelica, Adreian Payne","Lucas III, Jones, Dunn, Bjelica, Payne",101249-1626145-1627739-202357-203940,MIN,153.0,2,3.0,-9.0,6.0,5.0,6.0,4.0,1.0,11.0,2.0,2.0,1.0,3.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,1.0,103.52941176470588,10.5,18.0,10.166666666666666,18.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.331,0.331,9.366666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
101249-1626145-201941-203498-203940,1610612750,"John Lucas III, Tyus Jones, Jordan Hill, Shabazz Muhammad, Adreian Payne","Lucas III, Jones, Hill, Muhammad, Payne",101249-1626145-201941-203498-203940,MIN,138.0,1,2.0,,4.0,4.0,4.0,4.0,1.0,8.0,5.0,5.0,,5.0,6.0,5.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,4.0,0.2,0.2,0.5,,,0.5,0.5,,83.47826086956522,15.5,19.0,15.5,16.5,1.0,,1.0,1.0,0.62446,0.62446,1.52,1.0,3.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,0.6666666666666666,1.0,0.6,1.0,0.6,0.6,1.0,0.6,0.6,1.0,0.6,0.6,0.75,0.6666666666666666,1.0,1.0,0.6,0.6313,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
101249-1626145-202332-202357-203940,1610612750,"John Lucas III, Tyus Jones, Cole Aldrich, Nemanja Bjelica, Adreian Payne","Lucas III, Jones, Aldrich, Bjelica, Payne",101249-1626145-202332-202357-203940,MIN,36.0,1,1.0,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,80.0,24.0,12.0,24.0,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
101249-1627739-202357-203476-203940,1610612750,"John Lucas III, Kris Dunn, Nemanja Bjelica, Gorgui Dieng, Adreian Payne","Lucas III, Dunn, Bjelica, Dieng, Payne",101249-1627739-202357-203476-203940,MIN,33.0,1,1.0,4.0,3.0,2.0,3.0,2.0,,5.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,3.0,,,,1.0,1.0,,,1.0,218.18181818181816,2.3333333333333335,13.0,2.3333333333333335,13.0,1.0,,1.0,1.0,0.977,0.977,0.1,1.0,1.0,,,1.0,1.0,4.0,,,,1.0,4.0,,2.0,,,,,,4.0,4.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
101249-1627739-202357-203498-203940,1610612750,"John Lucas III, Kris Dunn, Nemanja Bjelica, Shabazz Muhammad, Adreian Payne","Lucas III, Dunn, Bjelica, Muhammad, Payne",101249-1627739-202357-203498-203940,MIN,43.0,1,1.0,-1.0,1.0,2.0,1.0,2.0,,3.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,100.46511627906976,10.0,16.5,10.0,16.5,,,,1.0,0.4302,0.4302,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
101249-201575-201941-203498-203940,1610612750,"John Lucas III, Brandon Rush, Jordan Hill, Shabazz Muhammad, Adreian Payne","Lucas III, Rush, Hill, Muhammad, Payne",101249-201575-201941-203498-203940,MIN,237.0,1,4.0,-4.0,8.0,9.0,8.0,6.0,1.0,17.0,5.0,5.0,,7.0,8.0,7.0,,1.0,2.0,4.0,1.0,5.0,,,,2.0,,2.0,1.0,2.0,8.0,,,0.2,0.6666666666666666,0.8,0.2,,1.0,103.29113924050633,14.375,13.555555555555555,14.25,12.222222222222221,0.7142857142857143,,0.7142857142857143,0.7142857142857143,0.4978714285714286,0.4978714285714286,4.1,1.0,1.0,,1.0,1.0,2.0,4.0,,1.0,,2.0,4.0,2.0,2.0,,1.0,1.0,,2.0,4.0,4.0,0.5,0.5,0.2857142857142857,,0.2857142857142857,0.2857142857142857,,0.2857142857142857,0.2857142857142857,,0.2857142857142857,0.2,0.2,,1.0,,0.2,0.5161,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
1626145-1626157-1627739-201575-202357,1610612750,"Tyus Jones, Karl-Anthony Towns, Kris Dunn, Brandon Rush, Nemanja Bjelica","Jones, Towns, Dunn, Rush, Bjelica",1626145-1626157-1627739-201575-202357,MIN,253.0,2,4.0,3.0,10.0,8.0,2.0,1.0,1.0,18.0,2.0,,,2.0,11.0,,,2.0,1.0,1.0,2.0,3.0,,,,,,,,1.0,2.0,,,1.0,1.0,0.5,0.3333333333333333,1.0,,102.45059288537549,13.8,14.375,13.6,14.375,0.2,,,1.0,0.5345449999999999,0.46695,1.95,0.2,,,1.0,,,14.0,,1.0,2.0,,3.0,,,,,4.0,,12.0,12.0,3.0,,,,,,0.6,,1.5,0.6363636363636364,0.5,1.5,,,,1.0,,,0.5391,0.14285714285714285,0.21428571428571427,,2.0,,2.0,1.0,3.0,2.0,1.0,0.09090909090909091,0.3333333333333333,6.0,1.0,8.0,1.0,6.0,0.8,0.6,1.0,25.225,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,3.0,1.0,4.0,2.0,1.0,12.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.16666666666666666,0.2,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
1626145-1626157-1627739-201575-203498,1610612750,"Tyus Jones, Karl-Anthony Towns, Kris Dunn, Brandon Rush, Shabazz Muhammad","Jones, Towns, Dunn, Rush, Muhammad",1626145-1626157-1627739-201575-203498,MIN,1140.0,4,19.0,10.0,38.0,38.0,,,5.0,76.0,14.0,,3.0,28.0,41.0,,3.0,6.0,4.0,14.0,6.0,20.0,,2.0,,6.0,1.0,,6.0,7.0,,0.10714285714285714,0.14285714285714285,0.6,1.0,0.7368421052631579,0.42857142857142855,1.0,1.0,96.0,14.473684210526315,15.526315789473685,13.763157894736842,14.736842105263158,0.3888888888888889,0.08333333333333333,,0.6111111111111112,0.5368208333333333,,5.889285714285714,,9.0,2.0,3.0,,18.0,51.0,2.0,4.0,6.0,,,12.0,24.0,4.0,6.0,10.0,4.0,24.0,45.0,,0.3333333333333333,0.375,0.6428571428571429,0.5,,0.6666666666666666,0.5,,0.6710526315789473,0.6,,0.6428571428571429,0.75,0.4444444444444444,0.75,0.6666666666666666,,0.5847,0.11764705882352941,,,3.0,,3.0,,5.0,5.0,3.0,0.07894736842105263,0.1,6.0,,8.0,,6.0,0.2222222222222222,0.16666666666666666,,25.0375,7.0,11.0,2.0,10.0,4.0,1.0,,,0.6666666666666666,0.6666666666666666,0.25,0.75,0.6666666666666666,,0.3055555555555556,0.6363636363636364,0.7,0.2857142857142857,1.0,2.0,3.0,,4.0,2.0,,12.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,0.5,,0.5,0.09090909090909091,0.05555555555555555,0.5,0.5,1.0,0.5,0.5,1.0,,0.5,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.09090909090909091,0.625,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
1626145-1626157-1627739-201937-203476,1610612750,"Tyus Jones, Karl-Anthony Towns, Kris Dunn, Ricky Rubio, Gorgui Dieng","Jones, Towns, Dunn, Rubio, Dieng",1626145-1626157-1627739-201937-203476,MIN,152.0,1,3.0,-13.0,6.0,7.0,,,,13.0,1.0,,,1.0,15.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,123.15789473684211,15.5,8.428571428571429,15.5,8.428571428571429,0.3333333333333333,,,1.0,0.5409333333333334,,2.2,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,0.25,,,,,,,,,,,,,2.0,,,,1.0,2.0,1.0,0.25,0.5,1.0,,2.0,,1.0,0.6666666666666666,0.3333333333333333,,24.75,,,,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
1626145-1626157-1627739-201937-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Kris Dunn, Ricky Rubio, Andrew Wiggins","Jones, Towns, Dunn, Rubio, Wiggins",1626145-1626157-1627739-201937-203952,MIN,363.0,1,6.0,1.0,11.0,9.0,,1.0,2.0,20.0,3.0,,2.0,10.0,13.0,,1.0,2.0,,2.0,3.0,5.0,,,,,,,1.0,2.0,,0.1,,0.2857142857142857,,0.4,0.3333333333333333,0.5,,79.33884297520662,15.545454545454545,21.333333333333332,14.727272727272727,20.333333333333332,0.21428571428571427,0.14285714285714285,,0.5,0.489875,,7.5200000000000005,,1.0,1.0,3.0,,3.0,14.0,1.0,3.0,2.0,,,2.0,4.0,2.0,1.0,2.0,,5.0,12.0,,0.3333333333333333,0.5,0.3,0.3333333333333333,,0.42857142857142855,0.3333333333333333,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,1.0,0.3333333333333333,,0.5665,0.14285714285714285,,,2.0,,,,2.0,2.0,1.0,0.14285714285714285,0.1,4.0,,4.0,,4.0,0.2857142857142857,0.2857142857142857,,25.125,1.0,5.0,1.0,2.0,,,,,,0.5,,,1.0,,0.35714285714285715,0.2,0.25,1.0,,,2.0,,2.0,,,3.0,2.0,1.0,1.0,,,,0.5,0.5,,0.5,,,,,,0.5,0.5,0.5,,0.5,1.0,,,,1.0,,,,,,0.2,,,0.5,0.5,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2017,2016-17,True
