EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,Corner3FGM,PenaltyCorner3FGA,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Corner3Assists,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,LongMidRangeFGA,FTDefRebounds,PenaltyTurnovers,DefFTReboundPct,LongMidRangeFrequency,SecondChanceFtPoints,LostBallSteals,BlockingFouls,NonShootingPenaltyNonTakeFouls,DefAtRimReboundPct,LongMidRangeFGM,SecondChanceArc3FGA,Arc3Assists,LongMidRangeAssists,Loose Ball Fouls,BlockedAtRim,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,LostBallTurnovers,OffLongMidRangeReboundPct,Charge Fouls,RecoveredBlocks,BlocksRecoveredPct,Offensive Fouls Drawn,BlockedLongMidRange,OffensiveGoaltends,BlockingFoulsDrawn,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,Offensive Fouls,SelfORebPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffCorner3ReboundPct,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,3SecondViolations,Defensive 3 Seconds Violations,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Arc3PctBlocked,FTOffRebounds,BlockedCorner3,OffFTReboundPct,team_id,year,season,team_vs
1626173-1626253-1627763-201150-203141,1610612749,"Rashad Vaughn, Axel Toupane, Malcolm Brogdon, Spencer Hawes, Mirza Teletovic","Vaughn, Toupane, Brogdon, Hawes, Teletovic",1626173-1626253-1627763-201150-203141,MIL,94.0,1,2.0,5.0,3.0,4.0,3.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,8.0,3.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.875,1.0,0.875,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107.23404255319149,8.333333333333334,17.25,7.0,17.25,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.25,1.0,0.5,0.5,0.75,0.5,0.5303875,0.5303875,0.25,0.5,0.25,1.0,4.1,26.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-1891-203141,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Jason Terry, Mirza Teletovic","Vaughn, Maker, Brogdon, Terry, Teletovic",1626173-1627748-1627763-1891-203141,MIL,337.0,1,6.0,-10.0,10.0,11.0,,,2.0,21.0,1.0,3.0,,,,,,3.0,,,,,1.0,6.0,,1.0,1.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,2.0,6.0,2.0,1.0,,,3.0,,,,,,,,0.16666666666666666,,,0.14285714285714285,,,0.14285714285714285,,,0.14285714285714285,0.5,0.6666666666666666,,0.5714285714285714,0.3333333333333333,,,1.0,89.73293768545994,17.7,14.545454545454545,17.0,13.636363636363637,0.42857142857142855,0.3333333333333333,0.5,,0.42857142857142855,,,,,,,,,,,,,,0.5714285714285714,,0.4539571428571429,,,,,,3.6999999999999997,23.7,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.2,0.4,0.5,0.3333333333333333,0.6666666666666666,0.14285714285714285,1.0,0.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-200779-201563,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Steve Novak, Michael Beasley","Vaughn, Maker, Brogdon, Novak, Beasley",1626173-1627748-1627763-200779-201563,MIL,214.0,1,4.0,,8.0,8.0,4.0,,1.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,2.0,2.0,1.0,4.0,1.0,8.0,8.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,3.0,2.0,,1.0,,1.0,2.0,1.0,,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,6.0,3.0,4.0,0.5,1.0,0.25,,0.25,1.0,1.0,1.0,0.5833333333333334,1.0,0.3333333333333333,0.5714285714285714,1.0,0.375,0.6666666666666666,1.0,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,,1.0,107.66355140186916,14.375,12.375,14.375,12.375,0.3333333333333333,1.0,1.0,0.5,,,,,0.16666666666666666,,,1.0,1.0,,0.3333333333333333,1.0,0.3333333333333333,,1.0,,0.6612,0.62855,,,0.25,0.375,0.1,24.5,0.5,3.0,,,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,0.5,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-200779-203101,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Steve Novak, Miles Plumlee","Vaughn, Maker, Brogdon, Novak, Plumlee",1626173-1627748-1627763-200779-203101,MIL,330.0,2,6.0,-1.0,9.0,10.0,3.0,5.0,2.0,19.0,,3.0,,1.0,,2.0,2.0,4.0,,1.0,,,2.0,8.0,,1.0,1.0,5.0,6.0,1.0,2.0,2.0,,3.0,,,,,4.0,,1.0,,2.0,2.0,,2.0,4.0,,1.0,2.0,4.0,2.0,6.0,1.0,2.0,,1.0,3.0,,3.0,1.0,1.0,,,,0.25,0.5,,0.2222222222222222,0.5,,0.25,0.5,,0.1111111111111111,1.0,1.0,,1.0,0.2857142857142857,,,1.0,82.9090909090909,18.77777777777778,16.1,18.11111111111111,14.2,0.3333333333333333,,,,0.4444444444444444,0.5,0.5,1.0,0.1111111111111111,,,0.5,,,0.6666666666666666,,,,0.4444444444444444,,0.4578,0.5454333333333333,0.1,0.1111111111111111,0.4,,6.725,26.0,0.3333333333333333,,,,,2.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,,2.0,2.0,,,,,0.25,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.5,1.0,,,0.60635,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-201150-203093,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Spencer Hawes, Terrence Jones","Vaughn, Maker, Brogdon, Hawes, Jones",1626173-1627748-1627763-201150-203093,MIL,403.0,3,7.0,6.0,15.0,14.0,10.0,9.0,1.0,29.0,1.0,3.0,,,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,6.0,1.0,5.0,3.0,12.0,6.0,,,1.0,2.0,4.0,1.0,3.0,3.0,10.0,6.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,6.0,,1.0,5.0,6.0,1.0,7.0,2.0,4.0,,2.0,11.0,10.0,10.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.5,,0.5,0.4090909090909091,,0.5,0.46153846153846156,0.5,0.5555555555555556,0.45454545454545453,1.0,1.0,,1.0,0.14285714285714285,,1.0,1.0,103.62282878411911,13.2,14.642857142857142,13.133333333333333,14.642857142857142,0.2727272727272727,0.3333333333333333,0.5,1.0,0.18181818181818182,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,0.2857142857142857,0.5,0.42857142857142855,0.3333333333333333,0.7272727272727273,0.3333333333333333,0.4824818181818182,0.4680357142857143,0.15384615384615385,0.25,0.08333333333333333,0.8333333333333334,5.8,25.68,0.6666666666666666,2.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,,2.0,,,,,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,1.0,,2.0,,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-201563-202328,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, Greg Monroe","Vaughn, Maker, Brogdon, Beasley, Monroe",1626173-1627748-1627763-201563-202328,MIL,161.0,1,3.0,-3.0,4.0,5.0,,,,9.0,1.0,2.0,,,,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,5.0,8.0,,,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,,,,5.0,,,1.0,1.0,1.0,,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,0.3333333333333333,1.0,,,0.5,,,,,80.4968944099379,16.5,19.0,16.5,17.8,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,,,,1.0,1.0,0.5756166666666667,,,,,,2.3,24.7,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-201563-203089,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, John Henson","Vaughn, Maker, Brogdon, Beasley, Henson",1626173-1627748-1627763-201563-203089,MIL,1097.0,2,18.0,5.0,34.0,35.0,4.0,5.0,3.0,69.0,3.0,8.0,,2.0,1.0,1.0,2.0,2.0,6.0,15.0,2.0,3.0,8.0,16.0,6.0,16.0,6.0,40.0,35.0,,2.0,,1.0,1.0,2.0,3.0,2.0,10.0,14.0,3.0,15.0,6.0,7.0,12.0,3.0,2.0,29.0,2.0,5.0,9.0,14.0,4.0,18.0,6.0,8.0,,4.0,40.0,10.0,4.0,0.875,0.875,0.375,0.6666666666666666,0.375,0.5,,1.0,0.53125,,1.0,0.5555555555555556,,1.0,0.5,0.5294117647058824,0.8333333333333334,0.2222222222222222,0.6086956521739131,0.23529411764705882,0.25,0.5,0.8,90.57429352780309,13.176470588235293,18.542857142857144,12.676470588235293,16.428571428571427,0.25,0.375,0.6,1.0,0.0625,1.0,1.0,1.0,0.46875,0.4,0.4,0.5,,,0.25,1.0,0.75,0.6666666666666666,0.75,0.4,0.4959734375,0.4845625,0.1111111111111111,0.2,,0.25,8.5375,25.61875,0.11764705882352941,1.0,,2.0,2.0,3.0,2.0,4.0,3.0,2.0,,2.0,1.0,,3.0,,3.0,6.0,,1.0,,1.0,0.1875,0.375,0.6666666666666666,0.25,0.4,,0.625,0.03125,,0.45415,,,15.0,,5.0,,,,,0.8333333333333334,,,,,6.0,,,,0.1875,,1.0,,,0.4,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.8333333333333334,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-201563-203101,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, Miles Plumlee","Vaughn, Maker, Brogdon, Beasley, Plumlee",1626173-1627748-1627763-201563-203101,MIL,271.0,3,5.0,-2.0,8.0,10.0,6.0,10.0,2.0,18.0,,1.0,,1.0,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,1.0,2.0,,7.0,9.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,,5.0,4.0,,2.0,1.0,2.0,3.0,,1.0,7.0,,1.0,1.0,2.0,3.0,5.0,,,,,5.0,5.0,6.0,1.0,1.0,0.5,0.5,0.5,0.2857142857142857,0.5,0.25,0.3888888888888889,0.5,0.4166666666666667,0.3888888888888889,0.5,0.4166666666666667,0.2222222222222222,0.5,1.0,,0.6666666666666666,0.5,,,1.0,95.64575645756457,18.5,12.3,15.5,12.2,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,0.5,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4027888888888889,0.3600666666666667,,,0.2857142857142857,0.7142857142857143,13.328571428571427,26.05,0.75,,,,,,3.0,1.0,1.0,2.0,,1.0,,,2.0,1.0,1.0,2.0,,,,,,,1.0,0.6,1.0,1.0,0.5,,,0.5442,,,3.0,,1.0,,,,,1.0,,,,,4.0,,1.0,,0.4444444444444444,,,,,,1.0,,1.0,1.0,,,,0.25,0.25,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-201563-203141,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, Mirza Teletovic","Vaughn, Maker, Brogdon, Beasley, Teletovic",1626173-1627748-1627763-201563-203141,MIL,188.0,1,3.0,1.0,6.0,6.0,6.0,6.0,2.0,12.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,2.0,5.0,,,3.0,7.0,6.0,1.0,1.0,3.0,2.0,5.0,,,3.0,7.0,,,,,,,,,,,,2.0,2.0,2.0,4.0,2.0,4.0,,,4.0,7.0,6.0,,,,,,0.4,1.0,0.4,0.4,1.0,0.4,0.5,0.75,0.5,,1.0,,,1.0,0.6666666666666666,,1.0,,91.91489361702128,13.0,18.333333333333332,12.833333333333334,18.333333333333332,0.4,0.5,0.5,,0.2,1.0,1.0,,,,,1.0,1.0,,0.4,0.5,,,0.4,,0.43163999999999997,0.43163999999999997,,,0.42857142857142855,1.0,10.8,,1.0,,,,4.0,,2.0,,,,,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,,0.6666666666666666,1.0,,1.0,,,0.5587,,,,2.0,,,2.0,,2.0,,,,,,2.0,,1.0,,0.4,1.0,,,1.0,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-203101-203141,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Miles Plumlee, Mirza Teletovic","Vaughn, Maker, Brogdon, Plumlee, Teletovic",1626173-1627748-1627763-203101-203141,MIL,678.0,4,11.0,-9.0,24.0,22.0,9.0,18.0,,46.0,1.0,4.0,,,,1.0,2.0,4.0,2.0,5.0,,1.0,4.0,12.0,2.0,5.0,1.0,15.0,24.0,,,,2.0,5.0,,1.0,1.0,5.0,6.0,,5.0,2.0,3.0,5.0,1.0,1.0,12.0,,4.0,3.0,8.0,,8.0,4.0,2.0,,1.0,15.0,5.0,9.0,0.75,0.75,0.4,,0.4,0.3333333333333333,,0.4,0.4117647058823529,,0.3333333333333333,0.4166666666666667,,0.35714285714285715,0.29411764705882354,0.6,0.8,,0.7,,,,0.75,97.69911504424778,16.916666666666668,12.363636363636363,16.916666666666668,11.772727272727273,0.23529411764705882,0.25,0.25,1.0,0.23529411764705882,0.5,0.5,0.5,0.29411764705882354,0.4,0.4,,,,0.16666666666666666,,0.16666666666666666,,0.5294117647058824,0.4,0.45726176470588237,0.3318583333333333,0.05555555555555555,0.07692307692307693,,0.3333333333333333,9.025,25.580000000000002,0.375,,,,2.0,,,2.0,,2.0,,2.0,2.0,,4.0,,2.0,4.0,,1.0,,1.0,,,0.5,,,,,,,,,,6.0,,2.0,,,,,1.0,,,,,4.0,1.0,1.0,1.0,0.23529411764705882,,2.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,0.25,0.25,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
