EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,FG3APct,DefShortMidRangeReboundPct,Arc3Frequency,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,Points,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FTDefRebounds,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,FtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,BlockingFouls,Corner3Frequency,LongMidRangeFGM,PenaltyCorner3FGA,LongMidRangeAssists,LostBallSteals,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,PtsUnassisted3s,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,OffShortMidRangeReboundPct,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,Fg3aBlocked,OffThreePtRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFtPoints,Corner3FGM,Corner3Assists,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Offensive Fouls,2pt And 1 Free Throw Trips,Travels,Loose Ball Fouls,DefensiveGoaltends,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,Blocked3s,BlockedArc3,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3PctAssisted,BlockingFoulsDrawn,Charge Fouls Drawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,OffensiveGoaltends,HeaveAttempts,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,3pt And 1 Free Throw Trips,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1626154-1626170-1626171-1626245-1627756,1610612741,"RJ Hunter, Jerian Grant, Bobby Portis, Cristiano Felicio, Denzel Valentine","Hunter, Grant, Portis, Felicio, Valentine",1626154-1626170-1626171-1626245-1627756,CHI,125.0,1,2.0,-5.0,5.0,5.0,5.0,1.0,10.0,3.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,0.3333333333333333,1.0,1.0,1.0,0.4,1.0,1.0,0.4,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,115.19999999999999,16.4,8.6,15.8,8.6,0.6,0.2,0.2,1.0,0.6,0.5062,0.51595,6.0600000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626154-1626170-1626245-1627756-1627835,1610612741,"RJ Hunter, Jerian Grant, Cristiano Felicio, Denzel Valentine, Paul Zipser","Hunter, Grant, Felicio, Valentine, Zipser",1626154-1626170-1626245-1627756-1627835,CHI,106.0,1,2.0,-5.0,3.0,4.0,1.0,,7.0,2.0,,,1.0,3.0,5.0,,1.0,,,,,,,,,,,1.0,1.0,,0.3333333333333333,0.5,,,,,,,,,,,,,95.09433962264151,12.333333333333334,17.25,12.333333333333334,13.25,0.6666666666666666,,0.3333333333333333,,0.6666666666666666,0.5050333333333333,,8.566666666666666,3.0,2.0,3.0,3.0,0.6666666666666666,0.5050333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626154-1626170-1626245-1627756-202703,1610612741,"RJ Hunter, Jerian Grant, Cristiano Felicio, Denzel Valentine, Nikola Mirotic","Hunter, Grant, Felicio, Valentine, Mirotic",1626154-1626170-1626245-1627756-202703,CHI,90.0,1,2.0,-2.0,3.0,3.0,3.0,,6.0,,,,2.0,2.0,2.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,96.0,15.333333333333334,14.666666666666666,15.333333333333334,12.666666666666666,,,0.6666666666666666,,0.3333333333333333,0.44406666666666667,,16.9,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626154-1626171-1626245-1627756-1627835,1610612741,"RJ Hunter, Bobby Portis, Cristiano Felicio, Denzel Valentine, Paul Zipser","Hunter, Portis, Felicio, Valentine, Zipser",1626154-1626171-1626245-1627756-1627835,CHI,228.0,1,4.0,2.0,8.0,7.0,6.0,3.0,15.0,5.0,2.0,,2.0,7.0,3.0,4.0,,5.0,3.0,2.0,6.0,5.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,0.8333333333333334,1.0,1.0,0.5555555555555556,1.0,0.5,1.0,1.0,0.1111111111111111,94.73684210526316,17.625,12.428571428571429,14.75,12.428571428571429,0.45454545454545453,,0.18181818181818182,0.4,0.8181818181818182,0.4975863636363636,0.5186499999999999,6.3999999999999995,8.0,5.0,7.0,8.0,0.45454545454545453,0.4975863636363636,1.0,4.0,4.0,4.0,0.36363636363636365,,0.36363636363636365,25.275,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,0.25,0.25,0.25,0.14285714285714285,0.25,0.14285714285714285,0.22727272727272727,0.2,0.22727272727272727,0.22727272727272727,0.2,0.22727272727272727,1.0,1.0,0.2,0.2,0.25,0.25,1.0,0.5,0.2,0.2,0.36363636363636365,0.25,0.25,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-1626171-1626245-1627756,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Denzel Valentine","Payne, Grant, Portis, Felicio, Valentine",1626166-1626170-1626171-1626245-1627756,CHI,300.0,1,5.0,7.0,11.0,11.0,,,22.0,3.0,,1.0,2.0,6.0,8.0,,,,5.0,2.0,7.0,,7.0,,,,,1.0,1.0,,,,,,1.0,,0.8333333333333334,0.875,,,,,0.8,,105.6,11.454545454545455,15.818181818181818,11.454545454545455,15.454545454545455,0.3,0.1,0.2,,0.7,0.588665,,7.333333333333333,,,,,,,,4.0,4.0,4.0,0.4,1.0,0.4,25.65,3.0,,,2.0,,,,4.0,2.0,15.0,,,,,,,,,6.0,,2.0,2.0,6.0,2.0,14.0,,,15.0,,1.0,0.5,,0.5,0.6666666666666666,,,0.7,,,0.6818181818181818,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,0.5,,,1.0,1.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-1626171-1627756-203477,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Denzel Valentine, Isaiah Canaan","Payne, Grant, Portis, Valentine, Canaan",1626166-1626170-1626171-1627756-203477,CHI,97.0,1,2.0,-2.0,4.0,4.0,4.0,,8.0,1.0,,,,1.0,2.0,,,,,3.0,3.0,,3.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,118.76288659793815,12.25,12.0,12.25,12.0,0.3333333333333333,,,,1.0,0.56525,,1.8,,,,,,,,,2.0,,0.6666666666666666,1.0,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-1626171-1627756-203530,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Denzel Valentine, Joffrey Lauvergne","Payne, Grant, Portis, Valentine, Lauvergne",1626166-1626170-1626171-1627756-203530,CHI,132.0,1,2.0,,6.0,6.0,,,12.0,1.0,,1.0,1.0,3.0,4.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,130.9090909090909,13.833333333333334,8.166666666666666,13.833333333333334,8.166666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.6666666666666666,0.5269333333333334,,8.666666666666666,6.0,1.0,3.0,6.0,0.16666666666666666,0.5269333333333334,1.0,2.0,3.0,2.0,0.5,,0.3333333333333333,24.400000000000002,1.0,,1.0,,,,2.0,2.0,,4.0,,,,2.0,,3.0,4.0,2.0,,,,,1.0,,2.0,,,4.0,4.0,,,,,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,1.0,1.0,,,,,,1.0,0.3333333333333333,,,,1.0,,,2.0,1.0,,,1.0,,1.0,,,0.5,0.5,,,,,,,,1.0,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-1626171-201577-202710,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Robin Lopez, Jimmy Butler","Payne, Grant, Portis, Lopez, Butler",1626166-1626170-1626171-201577-202710,CHI,213.0,1,4.0,3.0,7.0,6.0,,2.0,13.0,2.0,1.0,1.0,4.0,7.0,6.0,1.0,,2.0,2.0,,2.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,0.5,0.6666666666666666,0.5,0.5,,0.3333333333333333,,1.0,0.25,87.88732394366198,18.571428571428573,13.833333333333334,17.142857142857142,12.0,0.25,0.125,0.5,1.0,0.375,0.42450625,0.6083,11.328571428571427,2.0,,,2.0,,0.38835,0.2857142857142857,1.0,1.0,1.0,0.125,,0.125,26.4,2.0,1.0,,1.0,,1.0,1.0,3.0,1.0,9.0,1.0,,2.0,,1.0,1.0,3.0,2.0,,2.0,1.0,,2.0,,4.0,,1.0,7.0,3.0,,1.0,1.0,1.0,0.42857142857142855,1.0,,0.5625,1.0,1.5,0.5625,1.0,1.5,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,,,4.0,2.0,1.0,,,,2.0,,,0.6666666666666666,1.0,0.5,0.5,,,,,,,,,1.0,,1.0,,0.25,0.25,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-1626245-1627756-203477,1610612741,"Cameron Payne, Jerian Grant, Cristiano Felicio, Denzel Valentine, Isaiah Canaan","Payne, Grant, Felicio, Valentine, Canaan",1626166-1626170-1626245-1627756-203477,CHI,67.0,1,1.0,-2.0,2.0,2.0,2.0,,4.0,,,,,,2.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,85.97014925373134,22.5,11.0,22.5,11.0,,,,,1.0,0.50595,,,2.0,,,2.0,,0.50595,1.0,1.0,1.0,1.0,1.0,,1.0,25.3,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-1626245-1627835-203477,1610612741,"Cameron Payne, Jerian Grant, Cristiano Felicio, Paul Zipser, Isaiah Canaan","Payne, Grant, Felicio, Zipser, Canaan",1626166-1626170-1626245-1627835-203477,CHI,44.0,1,1.0,-3.0,1.0,1.0,1.0,,2.0,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,65.45454545454545,17.0,27.0,17.0,27.0,,,,,1.0,0.5268,,,1.0,,,1.0,,0.5268,1.0,,1.0,,1.0,,,24.6,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
