EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,Loose Ball Fouls,BlockingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,BadPassTurnovers,SecondChanceTurnovers,OffShortMidRangeReboundPct,DefAtRimReboundPct,Fg3aBlocked,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAssists,2pt And 1 Free Throw Trips,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,BadPassSteals,BadPassOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SelfOReb,StepOutOfBoundsTurnovers,Travels,Charge Fouls,NonShootingPenaltyNonTakeFoulsDrawn,SelfORebPct,LongMidRangeFGM,HeaveAttempts,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3Assists,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,FTOffRebounds,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,Technical Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
1626192-1627774-1627817-203086-203894,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Meyers Leonard, Shabazz Napier","Connaughton, Layman, Quarterman, Leonard, Napier",1626192-1627774-1627817-203086-203894,POR,308.0,1,5.0,3.0,10.0,9.0,10.0,9.0,19,1.0,1.0,1.0,1.0,3.0,6.0,3.0,6.0,1.0,1.0,3.0,6.0,2.0,13.0,10.0,1.0,1.0,3.0,6.0,2.0,13.0,2.0,6.0,3.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,8.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,13.0,13.0,10.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,0.7857142857142857,0.7857142857142857,0.8125,0.8125,0.8571428571428571,1.0,1.0,0.25,0.75,0.5,0.5,0.6666666666666666,1.0,88.83116883116882,12.3,20.555555555555557,12.3,18.11111111111111,0.14285714285714285,1.0,1.0,1.0,0.8571428571428571,0.5,0.5,0.6666666666666666,0.14285714285714285,1.0,0.8571428571428571,0.5,1.0,0.5,0.5082357142857143,0.5082357142857143,0.125,0.5,1.0,1.5,26.233333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-1627817-203086-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Meyers Leonard, Noah Vonleh","Connaughton, Layman, Quarterman, Leonard, Vonleh",1626192-1627774-1627817-203086-203943,POR,119.0,1,2.0,1.0,4.0,5.0,4.0,5.0,9,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,,5.0,4.0,1.0,1.0,1.0,3.0,,5.0,2.0,3.0,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,,2.0,2.0,,,,,1.0,1.0,,,,5.0,5.0,4.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,0.625,0.625,0.625,0.75,,,1.0,,1.0,1.0,,,108.90756302521008,10.0,15.8,10.0,15.8,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.75,0.3333333333333333,1.0,0.3333333333333333,0.5089,0.5089,,,1.0,2.0,25.233333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-203086-203894-203943,1610612757,"Pat Connaughton, Jake Layman, Meyers Leonard, Shabazz Napier, Noah Vonleh","Connaughton, Layman, Leonard, Napier, Vonleh",1626192-1627774-203086-203894-203943,POR,531.0,2,9.0,-1.0,17.0,17.0,,6.0,34,2.0,3.0,,,1.0,5.0,,,2.0,7.0,1.0,6.0,7.0,14.0,15.0,,,,,,,,3.0,,5.0,1.0,,1.0,1.0,1.0,,3.0,3.0,6.0,,9.0,10.0,,,,,2.0,6.0,5.0,10.0,5.0,12.0,,,2.0,,,1.0,0.16666666666666666,,0.16666666666666666,0.2857142857142857,,0.2692307692307692,,0.3888888888888889,,0.46153846153846156,,,0.6,1.0,0.6923076923076923,0.4,1.0,,92.20338983050848,16.352941176470587,14.882352941176471,16.352941176470587,12.058823529411764,0.23076923076923078,0.6666666666666666,1.0,,0.38461538461538464,0.2,0.2,1.0,,,,,0.6923076923076923,0.2,0.4846269230769231,,0.2777777777777778,0.4166666666666667,,9.342857142857143,25.650000000000002,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.2,0.1,0.3333333333333333,0.8,0.07692307692307693,0.23076923076923078,0.07692307692307693,1.0,1.0,0.8871,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202323-203081-203090-203459,1610612757,"Pat Connaughton, Evan Turner, Damian Lillard, Maurice Harkless, Allen Crabbe","Connaughton, Turner, Lillard, Harkless, Crabbe",1626192-202323-203081-203090-203459,POR,57.0,1,1.0,-2.0,1.0,2.0,,2.0,3,,,,,,1.0,,,1.0,1.0,,1.0,,2.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,1.0,,,,,,,1.0,,0.5,,0.5,,0.5,,,,,,,,,75.78947368421053,35.0,11.0,35.0,11.0,,,,,0.5,,,,,,,,0.5,,0.45715,,,,,6.2,25.9,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202323-203081-203090-203468,1610612757,"Pat Connaughton, Evan Turner, Damian Lillard, Maurice Harkless, CJ McCollum","Connaughton, Turner, Lillard, Harkless, McCollum",1626192-202323-203081-203090-203468,POR,78.0,1,1.0,2.0,3.0,2.0,,2.0,5,,,,,1.0,1.0,,,,,1.0,2.0,,3.0,1.0,,,,,,,,,3.0,1.0,1.0,,,,,,,1.0,1.0,,2.0,2.0,1.0,,1.0,,1.0,1.0,,,,3.0,,,,,,,0.5,,0.5,,,0.75,,0.75,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,92.3076923076923,15.0,16.5,14.0,16.5,,,,,0.5,1.0,1.0,,,,,,1.0,1.0,0.48375,,,,,,26.1,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202323-203081-203459-203468,1610612757,"Pat Connaughton, Evan Turner, Damian Lillard, Allen Crabbe, CJ McCollum","Connaughton, Turner, Lillard, Crabbe, McCollum",1626192-202323-203081-203459-203468,POR,99.0,1,2.0,2.0,4.0,3.0,4.0,3.0,7,1.0,1.0,1.0,1.0,,,,,2.0,4.0,,,,4.0,2.0,2.0,4.0,,,,4.0,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,2.0,4.0,4.0,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,1.0,,1.0,,1.0,,,,101.81818181818183,14.0,14.333333333333334,14.0,14.333333333333334,0.25,1.0,1.0,,,,,,0.25,1.0,,,0.25,,0.51245,0.51245,,,1.0,8.5,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,4.0,2.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,0.5,0.5,,,0.5,0.25,,1.0,1.0,0.8682,0.5,1.0,,,,0.5,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202329-203081-203459-203468,1610612757,"Pat Connaughton, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, CJ McCollum","Connaughton, Aminu, Lillard, Crabbe, McCollum",1626192-202329-203081-203459-203468,POR,91.0,1,2.0,1.0,4.0,4.0,,2.0,8,2.0,2.0,,,,2.0,,,2.0,2.0,,2.0,,4.0,3.0,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,2.0,,,1.0,,1.0,1.0,,,,4.0,,,,,,,,,,1.0,,0.5,,0.5,,0.5,,1.0,,,,,,,126.5934065934066,13.25,9.5,13.0,9.5,0.5,1.0,1.0,,0.5,,,,,,,,1.0,,0.5326125,,,,,2.1,25.5,,1.0,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,0.5,0.5,,,,1.0,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202329-203081-203459-203894,1610612757,"Pat Connaughton, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, Shabazz Napier","Connaughton, Aminu, Lillard, Crabbe, Napier",1626192-202329-203081-203459-203894,POR,24.0,1,,,1.0,1.0,1.0,,2,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,120.0,21.0,3.0,21.0,3.0,1.0,,,,,,,,1.0,,,,1.0,,0.4837,0.4837,,,,1.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202329-203081-203459-203943,1610612757,"Pat Connaughton, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, Noah Vonleh","Connaughton, Aminu, Lillard, Crabbe, Vonleh",1626192-202329-203081-203459-203943,POR,125.0,1,2.0,-4.0,5.0,5.0,3.0,5.0,10,,2.0,,2.0,,,,,,3.0,,,2.0,2.0,6.0,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,2.0,3.0,2.0,,2.0,1.0,,,1.0,2.0,,2.0,,3.0,,,,,,,,,,,,0.25,,,1.0,,1.0,1.0,1.0,,1.0,,115.19999999999999,14.6,10.4,14.4,10.4,0.6666666666666666,,,,,,,,0.6666666666666666,,,,0.6666666666666666,,0.4623,0.4623,,,,8.433333333333334,,0.6,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,1.0,,0.5768,,,,,,,,2.0,,,1.0,,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-203081-203459-203468-203894,1610612757,"Pat Connaughton, Damian Lillard, Allen Crabbe, CJ McCollum, Shabazz Napier","Connaughton, Lillard, Crabbe, McCollum, Napier",1626192-203081-203459-203468-203894,POR,3.0,1,,3.0,1.0,,1.0,,1,,,,,,,,,1.0,1.0,,,1.0,3.0,,1.0,1.0,,,1.0,3.0,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.5,1.5,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,,,,0.222,0.222,1.0,1.0,1.0,12.7,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203090-203459,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Maurice Harkless, Allen Crabbe","Turner, Aminu, Lillard, Harkless, Crabbe",202323-202329-203081-203090-203459,POR,445.0,2,7.0,-1.0,16.0,16.0,,6.0,32,2.0,6.0,,,2.0,3.0,,,4.0,12.0,2.0,5.0,2.0,16.0,17.0,,,,,,,4.0,,6.0,3.0,2.0,2.0,,2.0,,1.0,4.0,2.0,2.0,,4.0,7.0,,,1.0,,4.0,6.0,2.0,4.0,2.0,14.0,,,,0.5,0.5,,0.4,,0.4,0.3333333333333333,,0.4117647058823529,,0.42105263157894735,,0.29411764705882354,,,0.4,1.0,0.5714285714285714,1.0,,1.0,103.5505617977528,14.125,13.6875,12.625,12.8125,0.35294117647058826,0.3333333333333333,0.5,0.5,0.17647058823529413,0.6666666666666666,0.6666666666666666,,,,,,0.6470588235294118,0.6666666666666666,0.5041382352941176,,0.10526315789473684,0.14285714285714285,,6.25,25.54,,2.0,,,4.0,2.0,2.0,,2.0,2.0,4.0,,2.0,2.0,3.0,5.0,2.0,,,1.0,,1.0,,,0.25,0.16666666666666666,0.3333333333333333,0.25,0.2727272727272727,,,0.23529411764705882,0.11764705882352941,0.11764705882352941,,,0.46331666666666665,0.125,2.0,1.0,0.3333333333333333,,0.5,0.5,,,0.5,0.25,,1.0,,,,,1.0,,0.25,,1.0,,0.5,1.0,1.0,2.0,3.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203090-203468,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Maurice Harkless, CJ McCollum","Turner, Aminu, Lillard, Harkless, McCollum",202323-202329-203081-203090-203468,POR,839.0,4,14.0,-2.0,32.0,31.0,14.0,10.0,63,4.0,7.0,3.0,5.0,3.0,8.0,2.0,3.0,6.0,15.0,3.0,9.0,9.0,30.0,32.0,3.0,8.0,2.0,3.0,8.0,20.0,4.0,3.0,6.0,8.0,3.0,2.0,1.0,3.0,1.0,,7.0,5.0,8.0,,13.0,16.0,1.0,,7.0,1.0,2.0,3.0,7.0,10.0,2.0,30.0,20.0,14.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4,0.375,0.4375,0.5454545454545454,0.5172413793103449,0.6666666666666666,0.375,0.14285714285714285,,0.8888888888888888,0.8333333333333334,0.8666666666666667,1.0,0.8,1.0,108.12872467222886,13.4375,13.193548387096774,12.71875,13.193548387096774,0.2916666666666667,0.5714285714285714,0.8,,0.3333333333333333,0.375,0.375,0.3333333333333333,0.45454545454545453,0.6,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.375,0.5258708333333334,0.5476818181818182,0.07692307692307693,0.11764705882352941,0.6666666666666666,7.233333333333333,25.533333333333335,0.4375,4.0,,1.0,5.0,3.0,1.0,,3.0,,8.0,,2.0,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,,,0.13333333333333333,0.2857142857142857,0.2222222222222222,0.2,,1.0,0.20833333333333334,0.125,0.041666666666666664,0.3333333333333333,,0.37035,,2.0,1.0,0.16666666666666666,0.2,0.4,0.4,1.0,1.0,0.3333333333333333,0.5,,6.0,,,,3.0,,1.0,0.3333333333333333,1.0,2.0,,1.0,,,,3.0,2.0,,,1.0,1.0,1.0,1.0,2.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203459-203468,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, CJ McCollum","Turner, Aminu, Lillard, Crabbe, McCollum",202323-202329-203081-203459-203468,POR,156.0,1,3.0,-6.0,6.0,6.0,,,12,2.0,3.0,,,,2.0,,,2.0,4.0,,3.0,2.0,6.0,12.0,,,,,,,2.0,,,2.0,,1.0,,1.0,,1.0,2.0,,,,,2.0,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,,,0.5,0.5,,,,,0.5,,0.2857142857142857,,0.375,,0.42857142857142855,,,,,,,,,110.76923076923076,16.666666666666668,9.333333333333334,14.333333333333334,9.333333333333334,0.42857142857142855,0.6666666666666666,1.0,0.5,0.2857142857142857,,,,,,,,0.8571428571428571,,0.5340857142857143,,0.125,0.2,,4.85,24.166666666666668,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,2.0,,1.0,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.4,1.0,,,0.14285714285714285,0.14285714285714285,1.0,1.0,0.4965,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203459-203894,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, Shabazz Napier","Turner, Aminu, Lillard, Crabbe, Napier",202323-202329-203081-203459-203894,POR,30.0,1,,,1.0,1.0,1.0,1.0,2,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,96.0,10.0,20.0,10.0,20.0,,,,,1.0,,,,,,1.0,,1.0,,0.35295,0.35295,,,,,29.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
