EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,FG2M,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsPutbacks,SecondChanceFg2Pct,PenaltyFg2Pct,DefLongMidRangeReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,OffThreePtRebounds,FTDefRebounds,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,2pt And 1 Free Throw Trips,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyCorner3FGM,ShortMidRangeAssists,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,PenaltyCorner3Accuracy,BlockingFouls,Fg2aBlocked,BadPassSteals,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,PtsUnassisted3s,SelfOReb,Charge Fouls Drawn,ShortMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Travels,BlockedShortMidRange,HeaveAttempts,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,3SecondViolations,Arc3PctBlocked,DefensiveGoaltends,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1626168-1627762-202692-202714-203481,1610612762,"Trey Lyles, Joel Bolomboy, Alec Burks, Shelvin Mack, Jeff Withey","Lyles, Bolomboy, Burks, Mack, Withey",1626168-1627762-202692-202714-203481,UTA,175.0,1,3.0,-3.0,4.0,5.0,4.0,3.0,1.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,6.0,9.0,1.0,1.0,3.0,2.0,2.0,3.0,6.0,6.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6,1.5,0.6,0.6,1.5,0.6,0.6,0.5,0.3333333333333333,1.0,74.05714285714286,17.75,20.8,16.5,18.0,0.2,0.2,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.6,0.6666666666666666,0.44776999999999995,0.57555,0.44776999999999995,0.5,1.0,11.65,24.900000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-1627762-202692-203526-203957,1610612762,"Trey Lyles, Joel Bolomboy, Alec Burks, Raul Neto, Dante Exum","Lyles, Bolomboy, Burks, Neto, Exum",1626168-1627762-202692-203526-203957,UTA,515.0,1,9.0,-9.0,18.0,18.0,3.0,7.0,2.0,36.0,1.0,5.0,,1.0,,,,,11.0,,1.0,15.0,24.0,,,2.0,2.0,,,3.0,,1.0,,,2.0,,4.0,2.0,2.0,7.0,3.0,6.0,13.0,3.0,3.0,1.0,,,,,,0.25,,,0.4166666666666667,1.0,0.3,0.08333333333333333,0.25,0.2222222222222222,,100.66019417475728,15.0,13.61111111111111,13.88888888888889,12.833333333333334,0.08333333333333333,0.4166666666666667,0.08333333333333333,,,,,,,,,0.5,,0.5153125,,0.5426,0.13333333333333333,0.2,9.39090909090909,24.2,0.16666666666666666,1.0,5.0,1.0,2.0,3.0,9.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,12.0,5.0,1.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.75,0.6,1.0,0.7142857142857143,0.25,0.3333333333333333,0.6,1.0,1.0,0.5,0.4166666666666667,0.2,0.2,1.0,0.4,0.4,0.5,0.5,0.29411764705882354,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-1627762-202692-203526-204060,1610612762,"Trey Lyles, Joel Bolomboy, Alec Burks, Raul Neto, Joe Ingles","Lyles, Bolomboy, Burks, Neto, Ingles",1626168-1627762-202692-203526-204060,UTA,189.0,1,3.0,1.0,7.0,6.0,3.0,2.0,2.0,13.0,,2.0,,2.0,,,,1.0,6.0,,3.0,4.0,3.0,,,4.0,3.0,,1.0,2.0,,2.0,,,,,,2.0,2.0,5.0,1.0,1.0,,2.0,3.0,,,,,,,0.2222222222222222,1.0,0.25,0.2222222222222222,1.0,0.25,0.3333333333333333,0.5,0.3333333333333333,,99.04761904761905,14.714285714285714,14.333333333333334,14.0,14.333333333333334,,0.2222222222222222,0.2222222222222222,,,,,,,0.25,,0.7777777777777778,,0.43696111111111113,0.44075,0.309125,1.0,0.5,6.716666666666666,26.53333333333333,0.42857142857142855,2.0,4.0,2.0,,2.0,,,,,4.0,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,1.0,1.0,,1.0,1.0,,1.0,,0.4444444444444444,0.5,0.5,,,,,0.5,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-1627762-202692-203957-204060,1610612762,"Trey Lyles, Joel Bolomboy, Alec Burks, Dante Exum, Joe Ingles","Lyles, Bolomboy, Burks, Exum, Ingles",1626168-1627762-202692-203957-204060,UTA,87.0,1,1.0,-1.0,3.0,3.0,1.0,2.0,,6.0,,,,,,,,,1.0,1.0,1.0,5.0,6.0,,,,1.0,,,,3.0,,,1.0,1.0,,3.0,,,,2.0,2.0,5.0,,1.0,,1.0,1.0,,,1.0,0.75,,,0.8333333333333334,,,0.5,,,,99.3103448275862,16.666666666666668,12.333333333333334,16.666666666666668,12.333333333333334,,,,,,,,,,,,1.0,,0.62305,,0.6992,,,0.7,22.9,0.3333333333333333,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,0.3333333333333333,0.5,,,,1.0,,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-1627762-202714-203526-203957,1610612762,"Trey Lyles, Joel Bolomboy, Shelvin Mack, Raul Neto, Dante Exum","Lyles, Bolomboy, Mack, Neto, Exum",1626168-1627762-202714-203526-203957,UTA,104.0,1,2.0,,2.0,3.0,,,1.0,5.0,,,,,,,,,3.0,,,4.0,4.0,,,2.0,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,1.0,1.0,,69.23076923076923,29.5,15.0,28.0,15.0,,,,,,,,,,,,1.0,,0.648,0.6221,,0.5,,1.6333333333333335,,,2.0,3.0,,,2.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.6666666666666666,,,,,1.0,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-1627762-203526-203918-204060,1610612762,"Trey Lyles, Joel Bolomboy, Raul Neto, Rodney Hood, Joe Ingles","Lyles, Bolomboy, Neto, Hood, Ingles",1626168-1627762-203526-203918-204060,UTA,90.0,1,2.0,,3.0,3.0,3.0,,,6.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,5.0,5.0,,,,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,5.0,5.0,3.0,,1.0,0.5,,0.5,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.6666666666666666,,,,96.0,12.0,18.0,12.0,18.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,1.0,0.6666666666666666,1.0,0.47025,,0.47025,,1.0,20.5,24.75,1.0,,,,1.0,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,0.3333333333333333,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-1627762-203526-203957-204060,1610612762,"Trey Lyles, Joel Bolomboy, Raul Neto, Dante Exum, Joe Ingles","Lyles, Bolomboy, Neto, Exum, Ingles",1626168-1627762-203526-203957-204060,UTA,144.0,1,2.0,-7.0,5.0,5.0,,,1.0,10.0,1.0,1.0,,2.0,,,,,2.0,,2.0,,7.0,,,,,,,,,2.0,,,,,,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,0.5,,0.25,,100.0,18.8,10.0,15.0,10.0,0.25,0.25,0.5,,,,,,,,,0.5,,0.36485,,,,,12.25,25.55,,,,,,,,,,,,,,,1.0,,2.0,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-201588-202324-202330-202692,1610612762,"Trey Lyles, George Hill, Derrick Favors, Gordon Hayward, Alec Burks","Lyles, Hill, Favors, Hayward, Burks",1626168-201588-202324-202330-202692,UTA,263.0,1,4.0,-10.0,8.0,9.0,,,,17.0,2.0,2.0,,2.0,,,,,5.0,,2.0,4.0,14.0,,,,,,,,,2.0,,,1.0,,2.0,,,2.0,3.0,4.0,4.0,,,,,,,,,0.14285714285714285,,,0.25,,,0.2857142857142857,,,,93.07984790874524,16.0,15.0,16.0,14.333333333333334,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,0.42857142857142855,,0.45526428571428573,,,,,11.6,25.0,,1.0,1.0,,,1.0,2.0,,,2.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,2.0,,3.0,2.0,,,,,,1.0,1.0,0.2,,,0.6666666666666666,0.6666666666666666,,,,,0.6666666666666666,,0.14285714285714285,1.0,1.0,1.0,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-201588-202324-202330-203918,1610612762,"Trey Lyles, George Hill, Derrick Favors, Gordon Hayward, Rodney Hood","Lyles, Hill, Favors, Hayward, Hood",1626168-201588-202324-202330-203918,UTA,84.0,1,1.0,-2.0,3.0,3.0,,,,6.0,,,,,,,,,2.0,,,2.0,4.0,,,,,,,,,,,,1.0,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,0.5,,,0.5,,,,,,,102.85714285714286,17.0,11.0,17.0,11.0,,,,,,,,,,,,1.0,,0.80665,,,,,0.15,,,1.0,2.0,,,1.0,,,,2.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,,1.0,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
1626168-201588-202324-202330-203957,1610612762,"Trey Lyles, George Hill, Derrick Favors, Gordon Hayward, Dante Exum","Lyles, Hill, Favors, Hayward, Exum",1626168-201588-202324-202330-203957,UTA,33.0,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,43.63636363636363,17.0,,17.0,,1.0,,,,,,,,,,,,,0.4017,,,,,9.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
