EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FirstChancePoints,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,BlockingFouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,2pt And 1 Free Throw Trips,PenaltyCorner3FGM,BlockingFoulsDrawn,PenaltyCorner3Accuracy,Clear Path Fouls,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,OffensiveGoaltends,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
101139-101145-1626167-1626202-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Joe Young, Paul George","Miles, Ellis, Turner, Young, George",101139-101145-1626167-1626202-202331,IND,87.0,1,1.0,2.0,3.0,4.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,115.86206896551724,10.666666666666666,13.75,10.0,13.75,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.4649,0.5683,0.5,11.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201152-201166,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Aaron Brooks","Miles, Ellis, Turner, Young, Brooks",101139-101145-1626167-201152-201166,IND,1014.0,8,17.0,-5.0,32.0,32.0,4.0,64.0,7.0,13.0,2.0,3.0,6.0,11.0,24.0,34.0,39.0,2.0,3.0,4.0,18.0,4.0,4.0,7.0,11.0,4.0,15.0,1.0,1.0,5.0,11.0,30.0,0.4583333333333333,0.6666666666666666,0.5151515151515151,0.5,0.5151515151515151,0.5,0.875,0.3076923076923077,0.7333333333333333,0.23529411764705882,0.4,1.0,1.0,90.88757396449705,15.65625,16.03125,15.34375,14.875,0.3939393939393939,0.5384615384615384,0.7,0.18181818181818182,0.75,0.6666666666666666,0.6666666666666666,0.5030863636363636,0.55955,0.11764705882352941,7.2124999999999995,4.0,3.0,5.0,1.0,3.0,3.0,1.0,6.0,1.0,4.0,9.0,1.0,4.0,12.0,6.0,1.0,4.0,2.0,4.0,6.0,1.0,3.0,2.0,16.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.18181818181818182,0.2222222222222222,1.0,0.4444444444444444,0.4444444444444444,0.2727272727272727,0.16666666666666666,0.23076923076923078,0.2,1.0,0.5714285714285714,0.16666666666666666,0.5,0.5,0.5,1.0,0.6666666666666666,0.2857142857142857,0.15151515151515152,0.6,0.75,0.16666666666666666,0.16666666666666666,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.16666666666666666,0.16666666666666666,1.0,0.25,0.16666666666666666,25.366666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201152-201952,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Jeff Teague","Miles, Ellis, Turner, Young, Teague",101139-101145-1626167-201152-201952,IND,2660.0,11,44.0,-19.0,87.0,96.0,6.0,183.0,10.0,16.0,1.0,2.0,23.0,29.0,53.0,88.0,107.0,2.0,5.0,7.0,32.0,2.0,5.0,19.0,34.0,7.0,41.0,11.0,8.0,8.0,18.0,81.0,0.5471698113207547,0.4,0.5214285714285715,0.5833333333333334,0.55,0.5833333333333334,0.6785714285714286,0.20833333333333334,0.7111111111111111,0.16666666666666666,0.09090909090909091,0.5,0.875,99.06766917293233,14.39080459770115,14.666666666666666,14.160919540229886,14.135416666666666,0.22857142857142856,0.625,0.6666666666666666,0.32857142857142857,0.3333333333333333,0.5,0.4714285714285714,0.4682057142857143,0.5676599999999999,0.07954545454545454,10.31132075471698,37.0,7.0,14.0,12.0,,2.0,5.0,15.0,1.0,5.0,17.0,1.0,26.0,15.0,15.0,5.0,4.0,13.0,5.0,18.0,5.0,,4.0,41.0,13.0,8.0,5.0,14.0,,20.0,1.0,,4.0,3.0,,4.0,3.0,,3.0,0.4482758620689655,0.4642857142857143,1.0,0.29411764705882354,0.29411764705882354,0.24285714285714285,0.07547169811320754,0.0625,0.14285714285714285,0.5714285714285714,0.7647058823529411,0.3333333333333333,0.2857142857142857,0.7,0.75,0.8,0.75,0.4,0.2,0.5,0.5833333333333334,0.5217391304347826,0.5454545454545454,0.02857142857142857,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,25.276470588235295,13.0,1.0,1.0,15.0,1.0,2.0,5.0,1.0,7.0,11.0,1.0,8.0,1.0,1.0,2.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,22.0,5.0,2.0,3.0,1.0,11.0,13.0,3.0,1.0,0.4,0.3333333333333333,0.55,0.043478260869565216,1.0,0.3333333333333333,0.08333333333333333,0.1,0.03125,0.14285714285714285,0.6666666666666666,1.0,1.0,0.16666666666666666,0.35775,0.09090909090909091,0.08620689655172414,0.10526315789473684,0.125,0.14942528735632185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201152-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Paul George","Miles, Ellis, Turner, Young, George",101139-101145-1626167-201152-202331,IND,702.0,5,12.0,-4.0,24.0,23.0,3.0,47.0,2.0,4.0,,,6.0,5.0,12.0,28.0,32.0,,,5.0,8.0,,2.0,2.0,5.0,3.0,8.0,1.0,1.0,2.0,7.0,23.0,0.4166666666666667,,0.5789473684210527,1.5,0.6363636363636364,1.25,0.6666666666666666,0.2857142857142857,0.8333333333333334,0.3,0.25,1.0,,96.41025641025642,14.041666666666666,15.869565217391305,13.75,15.826086956521738,0.21052631578947367,0.5,0.6666666666666666,0.3157894736842105,,,0.5789473684210527,0.48777105263157894,0.5892,0.17857142857142858,11.383333333333333,15.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,,4.0,7.0,1.0,2.0,12.0,4.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,,14.0,3.0,4.0,2.0,5.0,,4.0,,1.0,,,,,,,2.0,0.2,0.2,1.0,0.5714285714285714,0.5714285714285714,0.3684210526315789,0.16666666666666666,0.25,,0.8,1.0,,1.0,0.5,1.0,1.0,,,0.10526315789473684,0.5,0.5,0.3333333333333333,0.4,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.21052631578947367,0.5,0.5,1.0,,0.5,24.442857142857143,6.0,,2.0,6.0,1.0,1.0,2.0,2.0,2.0,7.0,,1.0,1.0,,,1.0,,,1.0,2.0,,1.0,2.0,1.0,,,,6.0,2.0,,1.0,,7.0,6.0,1.0,1.0,0.5,0.625,0.7,0.16666666666666666,,,0.3333333333333333,0.5,0.125,,0.5,,,0.5,0.4764125,0.09523809523809523,0.14285714285714285,,0.25,0.25,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201152-203922,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Glenn Robinson III","Miles, Ellis, Turner, Young, Robinson III",101139-101145-1626167-201152-203922,IND,18.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,80.0,,16.0,,16.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201155-201952,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Rodney Stuckey, Jeff Teague","Miles, Ellis, Turner, Stuckey, Teague",101139-101145-1626167-201155-201952,IND,9.0,1,,-2.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201155-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Rodney Stuckey, Paul George","Miles, Ellis, Turner, Stuckey, George",101139-101145-1626167-201155-202331,IND,1386.0,11,23.0,-24.0,41.0,45.0,2.0,86.0,9.0,12.0,2.0,2.0,8.0,14.0,24.0,43.0,67.0,2.0,2.0,4.0,16.0,2.0,2.0,9.0,13.0,2.0,15.0,3.0,3.0,5.0,11.0,39.0,0.5833333333333334,1.0,0.5555555555555556,1.0,0.5526315789473685,1.0,0.8181818181818182,0.2,0.7692307692307693,0.11764705882352941,0.25,1.0,0.7142857142857143,89.35064935064935,17.121951219512194,15.2,17.048780487804876,14.577777777777778,0.3333333333333333,0.75,0.9,0.2222222222222222,1.0,1.0,0.6666666666666666,0.5167458333333333,0.54605,0.09302325581395349,8.1625,10.0,1.0,4.0,4.0,2.0,6.0,2.0,6.0,,4.0,12.0,,12.0,12.0,6.0,2.0,3.0,6.0,4.0,10.0,2.0,2.0,3.0,24.0,1.0,3.0,2.0,6.0,1.0,5.0,,,1.0,1.0,,1.0,1.0,,2.0,0.42857142857142855,0.46153846153846156,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.125,0.16666666666666666,0.25,0.5,0.5,,0.3333333333333333,1.0,,0.5,1.0,0.3333333333333333,0.1111111111111111,0.25,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,24.275000000000002,12.0,,3.0,3.0,,6.0,8.0,4.0,2.0,14.0,1.0,2.0,,,3.0,,,,3.0,1.0,1.0,,1.0,,3.0,1.0,,5.0,2.0,,,,14.0,12.0,,,0.75,0.5,0.5,,1.0,,,,,1.0,0.5,,,0.25,0.44759166666666667,0.05263157894736842,0.07692307692307693,,0.32558139534883723,0.2926829268292683,,,,,,,,,,,4.0,4.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201155-203922,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Rodney Stuckey, Glenn Robinson III","Miles, Ellis, Turner, Stuckey, Robinson III",101139-101145-1626167-201155-203922,IND,248.0,5,4.0,5.0,9.0,9.0,,18.0,2.0,3.0,,,4.0,3.0,7.0,9.0,4.0,,,,2.0,,,1.0,4.0,,4.0,1.0,1.0,,,9.0,0.42857142857142855,,0.375,,0.45,,0.5,,0.8,,,,1.0,104.51612903225805,12.666666666666666,14.88888888888889,12.666666666666666,14.88888888888889,0.375,0.6666666666666666,0.6666666666666666,0.5,,,0.5,0.47339375,,,11.542857142857143,3.0,,,1.0,,,,1.0,,,1.0,,4.0,,1.0,,,2.0,,2.0,,,1.0,4.0,3.0,,,,,3.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,0.125,,,,,1.0,,,,1.0,1.0,,0.5,,,,0.25,0.25,,,,,0.125,,,,,,25.3,3.0,,,3.0,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,5.0,3.0,,,,1.0,3.0,,,,,0.16666666666666666,,,,,,,,1.0,,,,0.42905,0.3,0.3333333333333333,,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,1.0,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201166-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Aaron Brooks, Paul George","Miles, Ellis, Turner, Brooks, George",101139-101145-1626167-201166-202331,IND,454.0,4,8.0,9.0,15.0,15.0,,30.0,,1.0,,,6.0,3.0,8.0,20.0,11.0,,,,6.0,,,4.0,7.0,,7.0,2.0,1.0,1.0,2.0,20.0,0.375,,0.625,,0.7142857142857143,,0.8,,0.7777777777777778,,,,1.0,95.15418502202644,14.533333333333333,15.733333333333333,14.533333333333333,13.8,0.08333333333333333,,,0.5,,,0.4166666666666667,0.45270000000000005,,,14.2125,,,1.0,3.0,1.0,2.0,2.0,2.0,,3.0,4.0,,,9.0,2.0,2.0,,,3.0,3.0,2.0,1.0,,9.0,3.0,,,1.0,,5.0,,,1.0,,,1.0,,,,,,1.0,0.75,0.75,0.3333333333333333,,,,,0.75,,,0.6666666666666666,1.0,0.6666666666666666,,,0.08333333333333333,,,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,,1.0,24.375,3.0,,,5.0,,,1.0,1.0,,3.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,5.0,3.0,,,1.0,3.0,3.0,,,,0.75,0.75,,,,,,,,,,,,0.458675,0.21428571428571427,0.3,,0.15,0.2,,,,,1.0,1.0,,,,,,,1.0,,,,,0.5,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
101139-101145-1626167-201166-202338,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Aaron Brooks, Kevin Seraphin","Miles, Ellis, Turner, Brooks, Seraphin",101139-101145-1626167-201166-202338,IND,183.0,2,3.0,1.0,6.0,4.0,1.0,10.0,,,,,2.0,1.0,4.0,4.0,3.0,,,,2.0,,1.0,2.0,3.0,1.0,4.0,,,,,4.0,0.25,,0.25,,0.4,,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,1.0,78.68852459016394,18.166666666666668,18.5,13.666666666666666,18.5,,,,0.5,,,,0.382425,,,13.4,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,1.0,,,,0.5,,,0.5,0.5,,,,,,,,,,,,3.0,,,2.0,,1.0,3.0,,,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,,2.0,1.0,,,,2.0,3.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.38143333333333335,0.2,0.2,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,False
