EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Fouls,Charge Fouls,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101139-101145-1626167-1626202-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Joe Young, Paul George","Miles, Ellis, Turner, Young, George",101139-101145-1626167-1626202-202331,IND,87.0,1,1.0,-2.0,4.0,3.0,7.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.3333333333333333,1.0,0.5,0.5,0.5,115.86206896551724,13.75,10.666666666666666,13.75,10.0,0.5,0.5,0.5,0.38595,0.3333333333333333,1.0,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201152-201166,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Aaron Brooks","Miles, Ellis, Turner, Young, Brooks",101139-101145-1626167-201152-201166,IND,1014.0,8,17.0,5.0,32.0,32.0,64.0,12.0,7.0,22.0,7.0,39.0,34.0,9.0,13.0,17.0,1.0,1.0,4.0,11.0,8.0,,34.0,0.5909090909090909,0.25,0.6923076923076923,0.7647058823529411,0.6,90.88757396449705,16.03125,15.65625,14.875,15.34375,0.3870967741935484,0.22580645161290322,0.6774193548387096,0.4786048387096774,0.15625,,7.913636363636363,4.0,3.0,10.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,8.0,1.0,13.0,2.0,9.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,8.0,14.0,12.0,6.0,2.0,8.0,2.0,3.0,7.0,2.0,9.0,2.0,7.0,20.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,4.0,5.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,8.0,4.0,1.0,0.5384615384615384,0.5833333333333334,1.0,0.2222222222222222,0.2222222222222222,0.5909090909090909,0.6666666666666666,1.0,0.5161290322580645,0.6666666666666666,0.75,0.8333333333333334,0.8,0.2903225806451613,0.13636363636363635,0.08333333333333333,0.2857142857142857,0.125,1.0,0.42857142857142855,0.26666666666666666,0.5,0.5,0.8333333333333334,0.5,1.0,1.0,0.8333333333333334,0.9090909090909091,0.7,0.0967741935483871,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.4,0.03225806451612903,0.25806451612903225,0.25,0.25,1.0,0.6666666666666666,1.0,0.5,0.25,1.0,0.25,0.25,0.3793,0.41505,0.21739130434782608,0.1282051282051282,0.20512820512820512,25.77777777777778,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201152-201952,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Jeff Teague","Miles, Ellis, Turner, Young, Teague",101139-101145-1626167-201152-201952,IND,2660.0,11,44.0,19.0,96.0,87.0,183.0,25.0,16.0,54.0,22.0,107.0,88.0,19.0,32.0,45.0,11.0,8.0,15.0,18.0,25.0,1.0,95.0,0.5645161290322581,0.7333333333333333,0.7916666666666666,0.8333333333333334,0.9090909090909091,99.06766917293233,14.666666666666666,14.39080459770115,14.135416666666666,14.160919540229886,0.3048780487804878,0.1951219512195122,0.6463414634146342,0.5205756097560975,0.08888888888888889,0.034482758620689655,7.638888888888889,37.0,12.0,15.0,3.0,6.0,6.0,12.0,3.0,13.0,8.0,11.0,5.0,17.0,9.0,26.0,11.0,28.0,3.0,6.0,3.0,12.0,7.0,19.0,12.0,12.0,41.0,34.0,18.0,30.0,2.0,17.0,5.0,4.0,17.0,10.0,27.0,5.0,10.0,64.0,4.0,9.0,11.0,13.0,8.0,5.0,4.0,20.0,1.0,,,,7.0,3.0,4.0,1.0,2.0,4.0,3.0,,41.0,37.0,3.0,0.6538461538461539,0.68,0.9090909090909091,0.39285714285714285,0.39285714285714285,0.48148148148148145,0.5,0.3684210526315789,0.5182926829268293,0.5,0.46774193548387094,0.5,0.527027027027027,0.34146341463414637,0.07407407407407407,0.12,,0.32142857142857145,0.9166666666666666,0.23529411764705882,0.28888888888888886,0.3,0.25,0.6666666666666666,0.7142857142857143,0.9,0.75,0.6,0.6818181818181818,0.6666666666666666,0.15853658536585366,0.23076923076923078,0.25,0.5,0.5,0.13414634146341464,0.2073170731707317,0.29411764705882354,0.29411764705882354,1.0,0.6666666666666666,0.5,0.3333333333333333,0.3870967741935484,0.5,0.2903225806451613,0.29411764705882354,0.66128,0.5451887096774193,0.11475409836065574,0.11214953271028037,0.38317757009345793,24.810714285714287,0.3854166666666667,13.0,6.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,3.0,5.0,1.0,6.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,7.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.3333333333333333,0.4166666666666667,0.07692307692307693,0.6666666666666666,0.5,0.125,0.2,1.0,0.024390243902439025,0.3333333333333333,0.75,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.2222222222222222,0.5,1.0,0.1111111111111111,0.0967741935483871,0.3333333333333333,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201152-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Paul George","Miles, Ellis, Turner, Young, George",101139-101145-1626167-201152-202331,IND,702.0,5,12.0,4.0,23.0,24.0,47.0,6.0,2.0,12.0,8.0,32.0,28.0,5.0,7.0,8.0,1.0,1.0,2.0,7.0,9.0,1.0,30.0,0.7272727272727273,0.5,0.7142857142857143,0.7,0.75,96.41025641025642,15.869565217391305,14.041666666666666,15.826086956521738,13.75,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.49525555555555556,0.1,0.14285714285714285,7.183333333333334,15.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,9.0,2.0,6.0,1.0,1.0,,2.0,4.0,5.0,4.0,8.0,19.0,6.0,12.0,6.0,2.0,2.0,1.0,,3.0,2.0,5.0,1.0,1.0,12.0,,1.0,2.0,1.0,4.0,2.0,1.0,4.0,,1.0,,,1.0,2.0,2.0,1.0,,2.0,2.0,,19.0,15.0,2.0,0.3333333333333333,0.375,1.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.8,0.6666666666666666,1.0,0.6111111111111112,1.0,0.7307692307692307,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,,0.16666666666666666,0.5,,1.0,,0.5,1.0,0.8333333333333334,0.8333333333333334,0.2,0.2222222222222222,0.5,0.5,1.0,1.0,0.2222222222222222,0.1111111111111111,0.5,0.5,1.0,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.5,0.6662,0.46523888888888887,0.07692307692307693,0.0625,0.59375,24.0,0.6521739130434783,6.0,1.0,,,,3.0,,1.0,,,1.0,,1.0,,2.0,,,2.0,1.0,,,,2.0,2.0,,1.0,,,,1.0,1.0,,0.25,,,,,,1.0,,,1.0,0.25,0.25,1.0,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201152-203922,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Thaddeus Young, Glenn Robinson III","Miles, Ellis, Turner, Young, Robinson III",101139-101145-1626167-201152-203922,IND,18.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,80.0,16.0,,16.0,,,,1.0,0.3243,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,0.3243,,,,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201155-201952,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Rodney Stuckey, Jeff Teague","Miles, Ellis, Turner, Stuckey, Teague",101139-101145-1626167-201155-201952,IND,9.0,1,,2.0,1.0,,1.0,,,,2.0,2.0,,,,,,,,1.0,2.0,,2.0,1.0,,,,,160.0,9.0,,9.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201155-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Rodney Stuckey, Paul George","Miles, Ellis, Turner, Stuckey, George",101139-101145-1626167-201155-202331,IND,1386.0,11,23.0,24.0,45.0,41.0,86.0,13.0,11.0,28.0,9.0,67.0,43.0,8.0,15.0,18.0,3.0,3.0,4.0,11.0,13.0,,59.0,0.7613636363636364,0.75,0.8,0.8823529411764706,0.75,89.35064935064935,15.2,17.121951219512194,14.577777777777778,17.048780487804876,0.34210526315789475,0.2894736842105263,0.6052631578947368,0.5363749999999999,0.11904761904761904,,9.660714285714286,10.0,5.0,12.0,1.0,2.0,5.0,6.0,1.0,4.0,4.0,6.0,4.0,4.0,2.0,17.0,8.0,10.0,1.0,3.0,3.0,8.0,6.0,9.0,3.0,4.0,22.0,14.0,20.0,21.0,,4.0,4.0,1.0,7.0,7.0,14.0,3.0,6.0,35.0,1.0,2.0,7.0,3.0,3.0,2.0,1.0,5.0,,,1.0,1.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,,22.0,10.0,2.0,0.4117647058823529,0.4117647058823529,0.875,0.8,0.8,0.6071428571428571,0.3333333333333333,0.6666666666666666,0.7631578947368421,0.625,0.75,0.6666666666666666,0.7333333333333333,0.2631578947368421,0.03571428571428571,0.07692307692307693,,0.18181818181818182,1.0,0.5,0.23076923076923078,,,1.0,0.6666666666666666,1.0,1.0,0.9230769230769231,1.0,0.5,0.10526315789473684,0.25,0.25,0.36363636363636365,0.36363636363636365,0.15789473684210525,0.10526315789473684,1.0,1.0,0.75,0.5,0.5,1.0,0.5,0.8333333333333334,0.16666666666666666,1.0,0.48266666666666663,0.5676708333333333,0.15625,0.11940298507462686,0.3283582089552239,24.21,0.2222222222222222,12.0,4.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,,1.0,,,1.0,,,,,,2.0,,,3.0,1.0,,,,1.0,0.6666666666666666,,,,0.2857142857142857,0.5,1.0,,,0.25,0.6666666666666666,0.6666666666666666,1.0,,,,0.25,0.08333333333333333,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201155-203922,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Rodney Stuckey, Glenn Robinson III","Miles, Ellis, Turner, Stuckey, Robinson III",101139-101145-1626167-201155-203922,IND,248.0,5,4.0,-5.0,9.0,9.0,18.0,2.0,2.0,6.0,,4.0,9.0,4.0,5.0,6.0,1.0,1.0,1.0,,,,2.0,0.2222222222222222,1.0,1.0,1.0,1.0,104.51612903225805,14.88888888888889,12.666666666666666,14.88888888888889,12.666666666666666,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.4372555555555555,,,10.483333333333333,3.0,1.0,2.0,1.0,1.0,,,,2.0,,1.0,,2.0,,2.0,,3.0,1.0,1.0,,2.0,,2.0,1.0,,,,4.0,,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,1.0,,3.0,,,,,,,0.3333333333333333,1.0,,0.2222222222222222,1.0,,1.0,,0.3333333333333333,,,,0.5,1.0,,0.2,1.0,,1.0,,1.0,,1.0,1.0,,0.2222222222222222,,,,,0.1111111111111111,0.2222222222222222,,,,1.0,1.0,,,,,,0.3784,0.3639666666666667,,0.5,,25.166666666666668,0.3333333333333333,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201166-202331,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Aaron Brooks, Paul George","Miles, Ellis, Turner, Brooks, George",101139-101145-1626167-201166-202331,IND,454.0,4,8.0,-9.0,15.0,15.0,30.0,2.0,2.0,8.0,2.0,11.0,20.0,5.0,6.0,8.0,2.0,1.0,3.0,2.0,2.0,,7.0,0.39285714285714285,0.6666666666666666,1.0,1.0,1.0,95.15418502202644,15.733333333333333,14.533333333333333,13.8,14.533333333333333,0.15384615384615385,0.15384615384615385,0.5384615384615384,0.5163423076923077,0.07142857142857142,,8.2125,,2.0,2.0,1.0,1.0,,,1.0,4.0,,3.0,1.0,2.0,,3.0,1.0,5.0,1.0,1.0,2.0,4.0,,,,,,6.0,,3.0,,2.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,,,1.0,5.0,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,0.2,0.2,0.375,1.0,,0.34615384615384615,1.0,,1.0,,0.38461538461538464,0.125,,,0.2,1.0,0.25,0.2222222222222222,0.3333333333333333,,1.0,1.0,,,1.0,1.0,1.0,0.3076923076923077,0.25,0.3333333333333333,,,0.23076923076923078,0.15384615384615385,0.5,0.5,1.0,1.0,1.0,1.0,,,,0.5,,,0.1111111111111111,0.36363636363636365,,23.8,,3.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,3.0,,1.0,,,,,,,,0.25,,,,0.3333333333333333,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
101139-101145-1626167-201166-202338,1610612754,"CJ Miles, Monta Ellis, Myles Turner, Aaron Brooks, Kevin Seraphin","Miles, Ellis, Turner, Brooks, Seraphin",101139-101145-1626167-201166-202338,IND,183.0,2,3.0,-1.0,4.0,6.0,10.0,,2.0,2.0,,3.0,4.0,2.0,2.0,2.0,,,,,,,3.0,0.375,,0.6666666666666666,0.6666666666666666,,78.68852459016394,18.5,18.166666666666668,18.5,13.666666666666666,,0.5,0.5,0.4760375,,,18.65,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,3.0,,1.0,,,,1.0,1.0,,,3.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,0.375,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,24.35,,3.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2017,2016-17,True
