EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,ShortMidRangePctBlocked,LiveBallTurnoverPct,Corner3FGM,Corner3Assists,OffThreePtRebounds,LostBallTurnovers,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,SecondChanceTurnovers,Charge Fouls,Clear Path Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,SecondChanceAtRimPctAssisted,Travels,BlockedShortMidRange,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Blocked3s,BlockedArc3,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Arc3PctBlocked,BlockedCorner3,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1626153-1626181-1627751-1627783-1627832,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet","Wright, Powell, Poeltl, Siakam, VanVleet",1626153-1626181-1627751-1627783-1627832,TOR,854.0,4,14.0,8.0,29.0,28.0,22.0,20.0,4.0,57.0,9.0,12.0,3.0,3.0,6.0,6.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,10.0,19.0,1.0,5.0,9.0,32.0,24.0,4.0,5.0,8.0,6.0,11.0,1.0,4.0,5.0,20.0,10.0,10.0,3.0,2.0,4.0,1.0,2.0,5.0,1.0,6.0,1.0,5.0,13.0,5.0,3.0,4.0,1.0,8.0,5.0,13.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,10.0,1.0,7.0,1.0,12.0,4.0,2.0,2.0,2.0,2.0,1.0,24.0,20.0,22.0,3.0,1.0,0.5,0.5555555555555556,1.0,0.2,0.25,0.2,0.5263157894736842,0.8,0.5454545454545454,0.4791666666666667,0.8,0.5,0.5333333333333333,0.8,0.5263157894736842,0.20833333333333334,0.10526315789473684,0.16666666666666666,0.5,0.5714285714285714,0.625,0.6,0.5833333333333334,0.4166666666666667,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,1.0,96.11241217798596,0.5,14.206896551724139,15.785714285714286,12.689655172413794,14.071428571428571,0.5,0.75,0.9,0.5555555555555556,0.16666666666666666,0.25,0.25,0.125,0.041666666666666664,0.16666666666666666,0.25,0.25,1.0,0.6,1.0,0.4,1.0,0.06666666666666667,0.2,0.3333333333333333,0.7083333333333334,0.25,0.5314895833333334,0.4633,0.5549333333333333,0.14285714285714285,0.17391304347826086,0.25,0.625,5.473684210526316,25.380000000000003,0.7586206896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627783-201960,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, DeMarre Carroll","Wright, Powell, Poeltl, Siakam, Carroll",1626153-1626181-1627751-1627783-201960,TOR,97.0,1,2.0,,4.0,4.0,4.0,,,8.0,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,1.0,0.6666666666666666,,,,,,,,1.0,1.0,118.76288659793815,,10.75,13.5,10.75,13.0,,,,,0.5,,,,0.5,,,,,,,,,0.5,,,0.5,,0.47015,,0.47015,,,,,4.1,22.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627783-203998,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, Bruno Caboclo","Wright, Powell, Poeltl, Siakam, Caboclo",1626153-1626181-1627751-1627783-203998,TOR,286.0,1,5.0,2.0,9.0,8.0,6.0,2.0,1.0,17.0,2.0,4.0,1.0,1.0,1.0,3.0,,1.0,,1.0,,2.0,3.0,1.0,2.0,2.0,5.0,2.0,4.0,,10.0,8.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,,5.0,,4.0,6.0,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,,6.0,1.0,1.0,2.0,,3.0,1.0,4.0,,,,,,,1.0,1.0,3.0,2.0,3.0,,,,,,,,,,,8.0,5.0,6.0,,,,,1.0,0.5,0.5,0.5,0.4,1.0,0.25,0.5555555555555556,1.0,0.4166666666666667,0.5555555555555556,1.0,0.4166666666666667,0.4444444444444444,0.4,0.5,,1.0,0.3333333333333333,1.0,1.0,0.2,0.5,,,1.0,1.0,,,1.0,85.5944055944056,,15.444444444444445,18.375,15.444444444444445,18.375,0.4444444444444444,0.5,1.0,,0.1111111111111111,,,,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,,0.3333333333333333,0.5,0.8888888888888888,0.6666666666666666,0.5760166666666666,0.7515,0.58875,,,0.2,0.5,2.38,24.225,0.6666666666666666,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627832-200782,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Fred VanVleet, PJ Tucker","Wright, Powell, Poeltl, VanVleet, Tucker",1626153-1626181-1627751-1627832-200782,TOR,56.0,1,1.0,1.0,1.0,2.0,,,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,77.14285714285714,,19.0,18.5,16.0,10.5,1.0,0.5,0.5,,,,,,,,,,,1.0,1.0,,,,,,1.0,,0.67805,0.6452,,,,1.0,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627832-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Fred VanVleet, Patrick Patterson","Wright, Powell, Poeltl, VanVleet, Patterson",1626153-1626181-1627751-1627832-202335,TOR,332.0,1,6.0,2.0,11.0,11.0,,2.0,2.0,22.0,4.0,6.0,2.0,2.0,,,,1.0,,3.0,,,,,,4.0,7.0,2.0,3.0,4.0,18.0,16.0,2.0,2.0,4.0,,,,,,,2.0,6.0,6.0,,,,1.0,1.0,2.0,3.0,,1.0,8.0,1.0,2.0,1.0,1.0,4.0,2.0,6.0,1.0,,1.0,,,,1.0,,4.0,1.0,4.0,,3.0,,4.0,2.0,,1.0,1.0,1.0,,14.0,,,,,0.25,0.25,1.0,0.6666666666666666,,0.6666666666666666,0.5714285714285714,1.0,,0.7,1.0,,0.75,1.0,,0.3,0.14285714285714285,0.16666666666666666,1.0,0.5,0.3333333333333333,1.0,0.75,0.5,,1.0,,,,1.0,1.0,,95.42168674698796,,16.818181818181817,13.363636363636363,15.272727272727273,13.181818181818182,0.6,0.6666666666666666,0.8,0.25,0.1,,,,0.3,,,,,1.0,1.0,,,,,,0.9,,0.55786,0.493,,0.16666666666666666,0.2222222222222222,0.2222222222222222,,3.4714285714285715,22.433333333333334,,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627832-202709,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Fred VanVleet, Cory Joseph","Wright, Powell, Poeltl, VanVleet, Joseph",1626153-1626181-1627751-1627832-202709,TOR,54.0,1,1.0,2.0,2.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2.0,,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,80.0,,18.0,18.0,11.0,18.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,0.6319,0.6319,,,,1.0,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627832-203512,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Fred VanVleet, Lucas Nogueira","Wright, Powell, Poeltl, VanVleet, Nogueira",1626153-1626181-1627751-1627832-203512,TOR,164.0,2,3.0,2.0,7.0,6.0,6.0,,,13.0,1.0,2.0,,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,2.0,3.0,,2.0,,4.0,2.0,,,,2.0,3.0,,2.0,,4.0,,4.0,,,1.0,,,,,,,,,,1.0,4.0,,5.0,,5.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,6.0,,,,,,,,,0.6666666666666666,,0.6666666666666666,0.4,,0.4,0.4,,0.4,0.4,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,114.14634146341463,1.0,12.857142857142858,12.333333333333334,12.857142857142858,12.333333333333334,0.4,0.5,0.5,,,,,0.2,0.2,0.2,,,,,,0.4,0.5,0.2,0.2,,0.8,,0.5556,,0.5556,,,,1.0,6.233333333333333,25.1,0.8571428571428571,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-200782-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, PJ Tucker, Patrick Patterson","Wright, Powell, Poeltl, Tucker, Patterson",1626153-1626181-1627751-200782-202335,TOR,4113.0,15,69.0,-20.0,128.0,127.0,15.0,13.0,24.0,255.0,18.0,46.0,5.0,11.0,3.0,5.0,8.0,26.0,9.0,14.0,2.0,4.0,23.0,1.0,3.0,28.0,81.0,12.0,37.0,28.0,120.0,140.0,7.0,15.0,25.0,3.0,8.0,2.0,5.0,6.0,18.0,16.0,40.0,33.0,6.0,23.0,4.0,14.0,8.0,11.0,19.0,3.0,3.0,49.0,26.0,15.0,21.0,1.0,37.0,33.0,70.0,19.0,11.0,8.0,1.0,11.0,,23.0,,17.0,5.0,38.0,5.0,33.0,4.0,42.0,20.0,,6.0,6.0,6.0,2.0,95.0,18.0,15.0,1.0,,0.2857142857142857,0.32,0.9166666666666666,0.32432432432432434,0.4,0.32432432432432434,0.345679012345679,0.4666666666666667,0.375,0.3898305084745763,0.47619047619047616,0.46153846153846156,0.43478260869565216,0.4807692307692308,0.5625,0.3135593220338983,0.1728395061728395,0.17391304347826086,1.0,0.6774193548387096,0.49056603773584906,0.9375,0.7659574468085106,0.4342105263157895,0.42857142857142855,0.5,0.7142857142857143,0.36363636363636365,0.8571428571428571,0.8461538461538461,1.0,0.8333333333333334,89.27789934354486,0.3333333333333333,17.1484375,15.10236220472441,15.671875,14.669291338582678,0.3898305084745763,0.391304347826087,0.47368421052631576,0.16666666666666666,0.22033898305084745,0.3076923076923077,0.38095238095238093,0.07627118644067797,0.11864406779661017,0.19491525423728814,0.17391304347826086,0.17391304347826086,0.75,0.5238095238095238,0.45454545454545453,0.38461538461538464,0.6,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.7033898305084746,0.17391304347826086,0.4853707627118644,0.47369999999999995,0.45140384615384616,0.15217391304347827,0.2,0.20833333333333334,0.15,5.4753086419753085,24.783783783783782,0.1171875,12.0,5.0,0.19230769230769232,0.5217391304347826,8.0,8.0,7.0,7.0,0.30434782608695654,0.16666666666666666,0.5714285714285714,0.5714285714285714,1.0,2.0,0.2222222222222222,0.25,1.0,1.0,1.0,1.0,5.0,2.0,6.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.35294117647058826,0.03225806451612903,0.375,1.0,0.047619047619047616,1.0,1.0,0.23809523809523808,0.2,1.0,0.5,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-201942-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, DeMar DeRozan, Patrick Patterson","Wright, Powell, Poeltl, DeRozan, Patterson",1626153-1626181-1627751-201942-202335,TOR,968.0,5,16.0,-6.0,32.0,32.0,18.0,16.0,4.0,64.0,5.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,,,8.0,,6.0,11.0,13.0,1.0,10.0,8.0,33.0,39.0,2.0,2.0,4.0,6.0,7.0,,6.0,7.0,19.0,8.0,14.0,3.0,,8.0,,,4.0,1.0,5.0,,4.0,11.0,,3.0,6.0,1.0,10.0,3.0,13.0,2.0,2.0,,,,,5.0,1.0,3.0,1.0,5.0,,9.0,,14.0,5.0,3.0,1.0,1.0,1.0,1.0,29.0,19.0,18.0,,3.0,0.36363636363636365,0.36363636363636365,1.0,0.1,,0.1,0.8461538461538461,1.0,0.8571428571428571,0.5434782608695652,0.6666666666666666,0.46153846153846156,0.5689655172413793,0.6666666666666666,0.5,0.43478260869565216,,,1.0,0.75,,0.6,0.6923076923076923,0.3333333333333333,,,,1.0,0.6,1.0,0.6,,95.20661157024794,1.0,16.53125,13.71875,15.53125,12.53125,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.8,0.08695652173913043,1.0,1.0,0.21739130434782608,0.08695652173913043,0.34782608695652173,,,,0.3333333333333333,1.0,0.15384615384615385,1.0,,0.46153846153846156,,0.6956521739130435,,0.4862652173913044,,0.4606769230769231,0.19230769230769232,0.3125,0.12121212121212122,0.5757575757575758,8.884615384615385,25.240000000000002,0.5625,5.0,4.0,,1.0,1.0,1.0,3.0,1.0,0.42857142857142855,,0.5,0.5,1.0,4.0,0.8,0.8,,,,,1.0,,1.0,,,,,1.0,,,,,,,2.0,,,,,,0.5,0.1111111111111111,,,,,,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-201960-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, DeMarre Carroll, Patrick Patterson","Wright, Powell, Poeltl, Carroll, Patterson",1626153-1626181-1627751-201960-202335,TOR,486.0,3,8.0,-1.0,13.0,15.0,5.0,,2.0,28.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,3.0,,2.0,3.0,8.0,1.0,5.0,6.0,15.0,16.0,1.0,3.0,2.0,2.0,3.0,,2.0,2.0,6.0,2.0,4.0,3.0,,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,5.0,3.0,3.0,1.0,1.0,5.0,4.0,9.0,2.0,1.0,1.0,,,,,,3.0,,4.0,,8.0,,10.0,5.0,,,,,,13.0,6.0,5.0,,,0.3333333333333333,0.3333333333333333,1.0,0.2,,0.2,0.375,0.3333333333333333,0.6666666666666666,0.34615384615384615,0.3333333333333333,0.4,0.4166666666666667,0.3333333333333333,0.42857142857142855,0.38461538461538464,0.25,0.4,1.0,0.5,0.6,0.6,0.5714285714285714,0.4444444444444444,0.6666666666666666,1.0,,,,0.5,0.5,0.6666666666666666,82.96296296296296,,19.923076923076923,15.133333333333333,17.46153846153846,13.4,0.38461538461538464,0.4,0.6666666666666666,,0.15384615384615385,0.5,0.5,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.4,0.5,,0.4,,0.7692307692307693,0.3333333333333333,0.5024038461538461,0.4055,0.5188699999999999,0.2777777777777778,0.38461538461538464,0.13333333333333333,0.4,4.65,24.22,0.38461538461538464,,,,,,,1.0,,0.25,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
