EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,HeaveAttempts,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,ShootingFouls,Fouls,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,FtPoints,AtRimAssists,BlockingFouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,PenaltyAtRimAccuracy,PenaltyPointsPct,LostBallSteals,Loose Ball Fouls,BlockingFoulsDrawn,SecondChanceFG2M,BadPassOutOfBoundsTurnovers,Charge Fouls,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,OffShortMidRangeReboundPct,Fg2aBlocked,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Charge Fouls Drawn,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Offensive Fouls Drawn,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceAtRimPctAssisted,BlockedCorner3,DefensiveGoaltends,BlockedLongMidRange,team_id,year,season,team_vs
1626166-1626171-1627756-201627-203530,1610612741,"Cameron Payne, Bobby Portis, Denzel Valentine, Anthony Morrow, Joffrey Lauvergne","Payne, Portis, Valentine, Morrow, Lauvergne",1626166-1626171-1627756-201627-203530,CHI,251.0,1,4.0,3.0,9.0,9.0,1.0,1.0,18,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,10.0,7.0,1.0,1.0,3.0,1.0,4.0,6.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,3.0,5.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,0.7142857142857143,1.5,0.7142857142857143,1.5,0.42857142857142855,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,103.26693227091633,12.666666666666666,15.222222222222221,12.222222222222221,15.222222222222221,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,0.42857142857142855,0.5,0.43993571428571426,0.50655,0.3544,0.3,16.275,24.8,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1626171-1626245-1627835-202710,1610612741,"Jerian Grant, Bobby Portis, Cristiano Felicio, Paul Zipser, Jimmy Butler","Grant, Portis, Felicio, Zipser, Butler",1626170-1626171-1626245-1627835-202710,CHI,207.0,1,3.0,1.0,6.0,7.0,1.0,1.0,13,,,1.0,1.0,,1.0,1.0,4.0,,,2.0,4.0,1.0,5.0,7.0,6.0,,1.0,,2.0,,,3.0,1.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,4.0,,,,1.0,,7.0,1.0,,,,0.2,,0.25,0.5,0.3888888888888889,,0.3888888888888889,,0.5555555555555556,,1.0,0.5,1.0,1.0,0.5,,,,1.0,1.0,,90.43478260869564,17.333333333333332,14.714285714285714,14.166666666666666,14.714285714285714,,,,,0.1111111111111111,1.0,1.0,,0.1111111111111111,,,,0.4444444444444444,0.25,0.25,,,,,0.8888888888888888,0.3333333333333333,0.48080625,0.5643,0.5065666666666667,,6.65,34.4,0.16666666666666666,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1626171-1626245-1627835-2548,1610612741,"Jerian Grant, Bobby Portis, Cristiano Felicio, Paul Zipser, Dwyane Wade","Grant, Portis, Felicio, Zipser, Wade",1626170-1626171-1626245-1627835-2548,CHI,493.0,2,8.0,3.0,13.0,13.0,,,26,,2.0,,1.0,,,2.0,5.0,,1.0,4.0,7.0,2.0,5.0,17.0,14.0,,1.0,,,6.0,6.0,5.0,2.0,3.0,2.0,5.0,2.0,,,,12.0,,,7.0,7.0,2.0,9.0,1.0,1.0,,2.0,4.0,17.0,,0.75,0.75,1.0,0.4,,0.4,0.5714285714285714,0.5833333333333334,,0.6538461538461539,,0.4166666666666667,0.5,0.875,,,0.875,0.3333333333333333,,1.0,0.6666666666666666,1.0,,,75.94320486815415,20.0,17.923076923076923,19.615384615384617,17.923076923076923,0.16666666666666666,,,,0.08333333333333333,,,,,,,,0.4166666666666667,0.4,0.4,1.0,1.0,,,0.75,0.4,0.5006916666666666,,,,7.028571428571429,25.240000000000002,,,4.0,4.0,,,,,,,,2.0,,,2.0,,,,1.0,1.0,4.0,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.75,0.15384615384615385,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1626171-1627756-203487-203530,1610612741,"Jerian Grant, Bobby Portis, Denzel Valentine, Michael Carter-Williams, Joffrey Lauvergne","Grant, Portis, Valentine, Carter-Williams, Lauvergne",1626170-1626171-1627756-203487-203530,CHI,309.0,1,5.0,5.0,12.0,12.0,9.0,1.0,24,,,1.0,2.0,,1.0,,2.0,,,5.0,7.0,,3.0,13.0,8.0,,,2.0,5.0,8.0,,2.0,,4.0,,4.0,,,,1.0,8.0,1.0,3.0,2.0,6.0,2.0,8.0,1.0,1.0,,2.0,3.0,11.0,9.0,0.8,0.8,,,,,0.7142857142857143,0.5,,0.5416666666666666,0.5,0.3,0.5,1.0,0.5,1.0,1.0,0.4,,,,1.0,1.0,1.0,111.84466019417475,9.916666666666666,15.833333333333334,9.916666666666666,15.833333333333334,,,,,0.2,0.5,0.5,1.0,0.1,,,,0.2,,,,,,,0.8,,0.55759,,0.573275,0.15384615384615385,7.2,24.400000000000002,0.75,3.0,4.0,5.0,1.0,4.0,,1.0,2.0,1.0,3.0,2.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,1.0,,,0.5,0.8,0.8,1.0,,0.5,0.125,0.25,3.0,3.0,,,4.0,,1.0,,,,,0.5,,0.75,0.09090909090909091,0.125,3.0,2.0,4.0,3.0,11.0,1.0,1.0,1.0,1.0,11.0,1.0,0.8,0.5,0.55,1.0,0.75,0.8461538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1626171-1627835-200765-202710,1610612741,"Jerian Grant, Bobby Portis, Paul Zipser, Rajon Rondo, Jimmy Butler","Grant, Portis, Zipser, Rondo, Butler",1626170-1626171-1627835-200765-202710,CHI,4.0,1,,,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1626171-1627835-201577-202710,1610612741,"Jerian Grant, Bobby Portis, Paul Zipser, Robin Lopez, Jimmy Butler","Grant, Portis, Zipser, Lopez, Butler",1626170-1626171-1627835-201577-202710,CHI,261.0,2,4.0,-8.0,7.0,9.0,4.0,,16,1.0,3.0,,2.0,,1.0,,,,,1.0,6.0,,1.0,2.0,10.0,,,,4.0,2.0,,,,1.0,,1.0,,,1.0,,2.0,,2.0,1.0,3.0,,3.0,,,,1.0,1.0,2.0,4.0,1.0,1.0,,,,,0.16666666666666666,0.14285714285714285,,0.14285714285714285,,0.14285714285714285,,0.5,,0.5,0.5,,,,,0.5,0.5,,88.27586206896552,17.142857142857142,15.666666666666666,17.142857142857142,13.11111111111111,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,,,,0.14285714285714285,,,,,,,,,,,0.2857142857142857,,0.4730285714285714,,0.4766,,12.200000000000001,23.9,0.5714285714285714,3.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,0.14285714285714285,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1626171-201577-202710-2548,1610612741,"Jerian Grant, Bobby Portis, Robin Lopez, Jimmy Butler, Dwyane Wade","Grant, Portis, Lopez, Butler, Wade",1626170-1626171-201577-202710-2548,CHI,323.0,1,5.0,7.0,14.0,12.0,9.0,2.0,26,,,3.0,6.0,,,1.0,1.0,,,4.0,7.0,1.0,1.0,19.0,12.0,,,4.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,,,2.0,7.0,2.0,3.0,2.0,5.0,2.0,7.0,1.0,1.0,,4.0,6.0,15.0,7.0,0.5,0.5,1.0,1.0,,1.0,0.5714285714285714,0.6875,1.0,0.7916666666666666,1.0,0.125,0.25,1.0,0.6666666666666666,0.75,0.8333333333333334,0.6666666666666666,0.6666666666666666,1.0,,,0.5,1.0,115.91331269349844,12.785714285714286,12.0,12.428571428571429,11.666666666666666,,,,,0.75,0.5,0.5,0.6666666666666666,,,,,0.125,1.0,1.0,1.0,,,,0.25,1.0,0.42425625,0.4266,0.4144666666666667,0.21052631578947367,14.014285714285714,25.0,0.6428571428571429,12.0,1.0,1.0,,1.0,,,,1.0,,4.0,,,,,1.0,1.0,3.0,,3.0,,,,,0.125,1.0,1.0,,,0.3333333333333333,,,8.0,,,1.0,9.0,,,2.0,2.0,2.0,2.0,,1.0,,0.1111111111111111,,1.0,2.0,2.0,5.0,9.0,,4.0,1.0,3.0,6.0,1.0,0.6666666666666666,0.6666666666666666,0.75,,1.0,0.47368421052631576,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1626245-1627756-200765-203487,1610612741,"Jerian Grant, Cristiano Felicio, Denzel Valentine, Rajon Rondo, Michael Carter-Williams","Grant, Felicio, Valentine, Rondo, Carter-Williams",1626170-1626245-1627756-200765-203487,CHI,32.0,1,1.0,,1.0,1.0,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,90.0,21.0,11.0,21.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1627835-200765-201577-2548,1610612741,"Jerian Grant, Paul Zipser, Rajon Rondo, Robin Lopez, Dwyane Wade","Grant, Zipser, Rondo, Lopez, Wade",1626170-1627835-200765-201577-2548,CHI,63.0,1,1.0,-3.0,3.0,2.0,2.0,,5,,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,114.28571428571428,14.666666666666666,9.5,14.666666666666666,9.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.3787,,0.3787,,18.0,,0.6666666666666666,2.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626170-1627835-201577-202703-202710,1610612741,"Jerian Grant, Paul Zipser, Robin Lopez, Nikola Mirotic, Jimmy Butler","Grant, Zipser, Lopez, Mirotic, Butler",1626170-1627835-201577-202703-202710,CHI,171.0,2,3.0,-4.0,5.0,5.0,,2.0,10,,,1.0,1.0,,1.0,,2.0,,,3.0,5.0,,3.0,6.0,10.0,,,4.0,,2.0,,2.0,,1.0,,1.0,,,,1.0,2.0,2.0,,1.0,1.0,3.0,4.0,,,,,,2.0,,0.3333333333333333,1.0,,,,,0.6,0.375,0.6666666666666666,0.375,0.6666666666666666,0.375,,1.0,1.0,,1.0,0.6,,,,1.0,,,84.21052631578947,15.4,18.8,15.2,18.8,,,,,0.125,1.0,1.0,1.0,0.125,,,,0.25,,,,,,,0.875,,0.55706875,0.4678,,0.6666666666666666,5.62,25.333333333333332,,1.0,2.0,4.0,3.0,,,,,3.0,,4.0,,,1.0,1.0,,,,1.0,1.0,0.3333333333333333,1.0,,0.2,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.6666666666666666,,2.0,4.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
