EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PtsAssisted2s,TwoPtAssists,Corner3Assists,AtRimAssists,DefThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,Steals,LostBallSteals,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,ShortMidRangeAssists,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAssists,BadPassSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,LostBallTurnovers,Offensive Fouls,OffFTReboundPct,DefCorner3ReboundPct,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,FTDefRebounds,Loose Ball Fouls,SecondChanceFg3Pct,DefFTReboundPct,OffAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,BlockedShortMidRange,SelfOReb,SelfORebPct,SecondChanceArc3FGM,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,HeaveAttempts,Charge Fouls,team_id,year,season,team_vs
1626150-1626185-1627735-1627738-1627782,1610612763,"Andrew Harrison, Jarell Martin, Wade Baldwin IV, Deyonta Davis, Wayne Selden","Harrison, Martin, Baldwin IV, Davis, Selden",1626150-1626185-1627735-1627738-1627782,MEM,580.0,3,10.0,1.0,20.0,20.0,18.0,18.0,3.0,40.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,7.0,2.0,6.0,6.0,22.0,21.0,2.0,2.0,5.0,6.0,2.0,6.0,5.0,21.0,10.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,7.0,7.0,3.0,10.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,8.0,1.0,13.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,20.0,21.0,18.0,3.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.8333333333333334,0.6153846153846154,0.6666666666666666,0.5789473684210527,0.5,0.6176470588235294,0.46153846153846156,0.6666666666666666,0.6363636363636364,0.5,0.5,0.5384615384615384,0.5,1.0,0.3333333333333333,1.0,0.7,99.3103448275862,0.75,14.55,14.45,13.15,12.75,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.07692307692307693,1.0,1.0,0.07692307692307693,0.38461538461538464,0.4,0.4,0.5,0.25,0.6666666666666666,0.08333333333333333,0.4166666666666667,0.4,0.6923076923076923,0.4,0.5356576923076923,0.5478041666666666,0.29411764705882354,0.45454545454545453,0.09090909090909091,0.9545454545454546,6.957142857142857,24.983333333333334,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627735-1627738-1627782-203516,1610612763,"Andrew Harrison, Wade Baldwin IV, Deyonta Davis, Wayne Selden, James Ennis III","Harrison, Baldwin IV, Davis, Selden, Ennis III",1626150-1627735-1627738-1627782-203516,MEM,9.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627735-1627738-1627782-2216,1610612763,"Andrew Harrison, Wade Baldwin IV, Deyonta Davis, Wayne Selden, Zach Randolph","Harrison, Baldwin IV, Davis, Selden, Randolph",1626150-1627735-1627738-1627782-2216,MEM,94.0,1,2.0,5.0,3.0,3.0,,2.0,1.0,6.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,,,3.0,,,,1.0,2.0,,5.0,,,,1.0,,1.0,,,,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,6.0,,,,,1.0,1.0,,1.0,1.0,,1.25,,1.5,,,0.5,,,,,0.5,,,,,,91.91489361702128,,10.666666666666666,20.666666666666668,10.333333333333334,20.666666666666668,0.5,1.0,1.0,,,,,,,0.5,,,,,,,,,,1.0,,0.740175,,0.5,1.0,,,0.1,23.3,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627735-1627782-201188-203516,1610612763,"Andrew Harrison, Wade Baldwin IV, Wayne Selden, Marc Gasol, James Ennis III","Harrison, Baldwin IV, Selden, Gasol, Ennis III",1626150-1627735-1627782-201188-203516,MEM,34.0,1,1.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,84.70588235294117,,19.0,15.0,19.0,15.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.6714,,,,,,0.6,,,,2.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627735-1713-201188-203516,1610612763,"Andrew Harrison, Wade Baldwin IV, Vince Carter, Marc Gasol, James Ennis III","Harrison, Baldwin IV, Carter, Gasol, Ennis III",1626150-1627735-1713-201188-203516,MEM,27.0,1,,2.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,106.66666666666666,,6.0,21.0,6.0,21.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.88,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-1713-201148-201188,1610612763,"Andrew Harrison, Wayne Selden, Vince Carter, Brandan Wright, Marc Gasol","Harrison, Selden, Carter, Wright, Gasol",1626150-1627782-1713-201148-201188,MEM,108.0,1,2.0,7.0,4.0,3.0,,,1.0,7.0,1.0,2.0,,,,1.0,,,1.0,,,,,,1.0,3.0,1.0,1.0,2.0,7.0,,,,,,,,,,,3.0,,,,1.0,2.0,,5.0,,1.0,2.0,2.0,1.0,3.0,,,,,,,,,1.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,7.0,,,,,1.0,1.0,,1.0,0.3333333333333333,,0.625,,0.7,,,0.25,,0.6666666666666666,0.5,,0.6666666666666666,0.5,1.0,,,0.5,93.33333333333333,1.0,13.75,17.666666666666668,13.25,17.333333333333332,0.5,0.5,1.0,0.25,,,,,,0.25,,,,,,,,,,0.75,,0.5939875,,0.2,0.25,,,2.6,24.5,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-1713-201188-203210,1610612763,"Andrew Harrison, Wayne Selden, Vince Carter, Marc Gasol, JaMychal Green","Harrison, Selden, Carter, Gasol, Green",1626150-1627782-1713-201188-203210,MEM,304.0,2,5.0,2.0,6.0,8.0,1.0,,1.0,14.0,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,5.0,5.0,1.0,3.0,1.0,14.0,12.0,,2.0,1.0,1.0,,,1.0,3.0,10.0,3.0,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,2.0,2.0,4.0,,,,,,,1.0,1.0,3.0,,2.0,,1.0,,,,,,12.0,3.0,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.8125,1.0,0.7777777777777778,0.5,0.75,0.375,,1.0,,1.0,1.0,1.0,,1.0,1.0,,66.31578947368422,,26.5,18.125,23.833333333333332,18.125,0.25,1.0,1.0,0.25,1.0,1.0,0.125,1.0,1.0,0.125,0.25,0.5,0.5,1.0,,,,,,0.625,0.5,0.5162,0.3266,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.21428571428571427,7.58,24.5,0.16666666666666666,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,0.5,,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-1713-201188-2216,1610612763,"Andrew Harrison, Wayne Selden, Vince Carter, Marc Gasol, Zach Randolph","Harrison, Selden, Carter, Gasol, Randolph",1626150-1627782-1713-201188-2216,MEM,282.0,2,5.0,-2.0,7.0,7.0,,1.0,1.0,14.0,,,,,2.0,5.0,1.0,1.0,1.0,,,,,,3.0,6.0,,1.0,,6.0,8.0,,,,,,,,,4.0,,,,,,1.0,,2.0,1.0,,1.0,4.0,1.0,5.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,6.0,,,,,,,,,0.5,,0.42857142857142855,,0.42857142857142855,,,0.14285714285714285,,1.0,,1.0,1.0,0.25,,,1.0,,71.48936170212765,,18.428571428571427,21.857142857142858,17.285714285714285,21.857142857142858,,,,0.7142857142857143,0.4,0.5,0.14285714285714285,1.0,1.0,0.14285714285714285,,,,,,,,,,0.14285714285714285,,0.4386357142857143,,,,,,11.033333333333333,22.7,,,2.0,1.0,,,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,1.0,1.0,,,0.16666666666666666,,,,0.4391,,,,,,,,,,1.0,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-201144-201188-203210,1610612763,"Andrew Harrison, Wayne Selden, Mike Conley, Marc Gasol, JaMychal Green","Harrison, Selden, Conley, Gasol, Green",1626150-1627782-201144-201188-203210,MEM,811.0,5,14.0,-6.0,24.0,25.0,22.0,11.0,3.0,49.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,9.0,1.0,8.0,7.0,11.0,1.0,10.0,5.0,22.0,28.0,,,7.0,11.0,1.0,9.0,3.0,20.0,8.0,3.0,,9.0,1.0,1.0,4.0,1.0,9.0,3.0,,7.0,9.0,3.0,12.0,1.0,,1.0,4.0,5.0,4.0,2.0,4.0,6.0,1.0,7.0,,1.0,2.0,,,,,22.0,20.0,22.0,1.0,1.0,1.0,0.1,0.1111111111111111,0.1,0.6363636363636364,0.6363636363636364,0.40476190476190477,0.425,0.4583333333333333,,0.45454545454545453,0.47619047619047616,0.2,0.875,,0.375,0.8181818181818182,0.25,,0.2857142857142857,1.0,0.5,87.00369913686806,,17.083333333333332,16.04,16.208333333333332,15.4,0.09523809523809523,1.0,1.0,0.23809523809523808,0.8,0.8,0.19047619047619047,0.25,0.25,0.047619047619047616,0.42857142857142855,0.1111111111111111,0.1111111111111111,1.0,0.1,1.0,0.05,0.4,0.125,0.5714285714285714,0.1111111111111111,0.4688952380952381,0.46667500000000006,0.09090909090909091,0.08333333333333333,,0.9090909090909091,11.572727272727272,24.94,0.9166666666666666,,6.0,3.0,,1.0,2.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,0.5,,,,,,,2.0,,,,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,0.25,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-201144-201188-2216,1610612763,"Andrew Harrison, Wayne Selden, Mike Conley, Marc Gasol, Zach Randolph","Harrison, Selden, Conley, Gasol, Randolph",1626150-1627782-201144-201188-2216,MEM,61.0,1,1.0,-1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,2.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.25,,1.0,,,,1.0,,1.0,,1.0,,,47.21311475409836,,42.0,19.0,26.0,19.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,0.43965,,0.6666666666666666,1.0,1.0,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
