EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Steals,BadPassSteals,SecondChanceTurnovers,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,LongMidRangeFGM,LongMidRangeAssists,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,LostBallSteals,2pt And 1 Free Throw Trips,SecondChanceArc3FGA,PtsUnassisted3s,ShortMidRangeAssists,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,3pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,HeaveAttempts,Blocked3s,BlockedCorner3,OffensiveGoaltends,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
1626153-200782-202335-202685-202709,1610612761,"Delon Wright, PJ Tucker, Patrick Patterson, Jonas Valanciunas, Cory Joseph","Wright, Tucker, Patterson, Valanciunas, Joseph",1626153-200782-202335-202685-202709,TOR,145.0,1,2.0,3.0,4.0,5.0,,1.0,,9.0,,,,,,,1.0,1.0,,,1.0,,,1.0,3.0,,1.0,1.0,1.0,4.0,,5.0,2.0,,,,,,,,,,,,2.0,3.0,,3.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,2.0,1.0,,3.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,,1.0,0.25,,0.25,1.0,,,0.5,,,0.5,,,0.8,,,,,,0.5,,1.0,,0.75,,,,,,,1.0,1.0,,89.37931034482759,14.5,17.4,14.5,17.2,,,,,0.2,1.0,1.0,,0.2,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.8,0.3333333333333333,0.46054000000000006,,,,,,,4.4,26.075,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201586-201942-201960-202335,1610612761,"Delon Wright, Serge Ibaka, DeMar DeRozan, DeMarre Carroll, Patrick Patterson","Wright, Ibaka, DeRozan, Carroll, Patterson",1626153-201586-201942-201960-202335,TOR,230.0,1,4.0,-8.0,7.0,8.0,3.0,5.0,1.0,15.0,,2.0,,,,,,,,,2.0,,1.0,1.0,2.0,,,2.0,1.0,4.0,,3.0,11.0,,,,,,,,1.0,,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,,,2.0,,,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,1.0,,,,,,,1.0,,1.0,,3.0,,3.0,,,,,1.0,0.25,,0.25,,,,0.25,,,0.25,,,0.6666666666666666,,,0.5,,,,,1.0,0.3333333333333333,0.6666666666666666,0.2,,,,,,1.0,,,93.91304347826086,15.571428571428571,15.125,15.0,14.75,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,,,,,1.0,,,1.0,0.5,0.5643583333333334,,0.5847,,,,,1.65,25.275,0.42857142857142855,2.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201586-201942-201960-202685,1610612761,"Delon Wright, Serge Ibaka, DeMar DeRozan, DeMarre Carroll, Jonas Valanciunas","Wright, Ibaka, DeRozan, Carroll, Valanciunas",1626153-201586-201942-201960-202685,TOR,78.0,2,1.0,4.0,3.0,2.0,3.0,2.0,,5.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,2.0,,,2.0,4.0,,,,,,1.0,2.0,,,2.0,4.0,2.0,,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,4.0,4.0,3.0,,,1.0,1.0,,,,,0.5,,0.5,0.5,,0.5,0.6666666666666666,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,92.3076923076923,14.666666666666666,17.0,14.666666666666666,17.0,0.5,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,0.5,1.0,,,,0.5,,0.38805,,0.38805,0.3333333333333333,0.3333333333333333,,1.0,8.85,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201586-201942-201960-202709,1610612761,"Delon Wright, Serge Ibaka, DeMar DeRozan, DeMarre Carroll, Cory Joseph","Wright, Ibaka, DeRozan, Carroll, Joseph",1626153-201586-201942-201960-202709,TOR,88.0,1,1.0,1.0,3.0,3.0,3.0,3.0,,6.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,4.0,,,,,1.0,1.0,1.0,2.0,,5.0,,2.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,5.0,5.0,3.0,,,,,1.0,0.5,0.5,0.5,1.0,,1.0,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.6666666666666666,,,,,,,,,,,,,,,,,,,,98.18181818181819,13.0,16.333333333333332,13.0,16.333333333333332,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,0.44416666666666665,,0.44416666666666665,,,,1.0,4.0,25.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201586-201942-202335-202709,1610612761,"Delon Wright, Serge Ibaka, DeMar DeRozan, Patrick Patterson, Cory Joseph","Wright, Ibaka, DeRozan, Patterson, Joseph",1626153-201586-201942-202335-202709,TOR,167.0,1,3.0,-1.0,5.0,5.0,,5.0,1.0,10.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,3.0,5.0,,1.0,,6.0,7.0,,1.0,,,,,,,,,4.0,2.0,,,,,,2.0,,2.0,,,1.0,4.0,1.0,,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,6.0,,,,,0.6666666666666666,0.6666666666666666,,,,,0.6,,,0.5,,,0.5,,,0.16666666666666666,,,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,,,,,,1.0,,,86.22754491017965,18.4,15.0,17.6,15.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,1.0,,,,,,,0.6666666666666666,,0.545175,,,,,,,5.4,23.6,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201586-201942-202685-202709,1610612761,"Delon Wright, Serge Ibaka, DeMar DeRozan, Jonas Valanciunas, Cory Joseph","Wright, Ibaka, DeRozan, Valanciunas, Joseph",1626153-201586-201942-202685-202709,TOR,307.0,2,5.0,1.0,10.0,10.0,3.0,3.0,1.0,20.0,1.0,1.0,,,,,2.0,2.0,1.0,,,,,,3.0,1.0,4.0,4.0,,3.0,2.0,10.0,9.0,,,2.0,2.0,1.0,1.0,,1.0,2.0,4.0,6.0,2.0,,,3.0,,,3.0,,3.0,,,,6.0,1.0,,,,3.0,,3.0,1.0,4.0,,,,,3.0,,,3.0,1.0,1.0,,2.0,1.0,,,2.0,,1.0,1.0,,1.0,,8.0,4.0,3.0,,1.0,0.75,0.75,,,,,1.0,,1.0,0.5714285714285714,,0.5,0.625,1.0,0.6666666666666666,0.42857142857142855,,,,,,0.5,,,0.3333333333333333,0.5,0.3333333333333333,,,0.3333333333333333,,1.0,,,,93.81107491856679,14.3,16.4,12.4,15.6,0.14285714285714285,1.0,1.0,,0.2857142857142857,1.0,1.0,0.14285714285714285,,,,,0.42857142857142855,,,,,,,,,,0.5,0.5714285714285714,,0.49639285714285714,,0.40365,,,0.2,0.4,8.375,24.933333333333334,0.3,2.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,2.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201942-201960-202335-202685,1610612761,"Delon Wright, DeMar DeRozan, DeMarre Carroll, Patrick Patterson, Jonas Valanciunas","Wright, DeRozan, Carroll, Patterson, Valanciunas",1626153-201942-201960-202335-202685,TOR,36.0,1,1.0,,2.0,1.0,,,1.0,3.0,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,1.0,,,,,,,1.0,,,120.0,7.0,22.0,4.0,22.0,0.5,,,,,,,,0.5,,,,,,,,1.0,,,,,,,1.0,,0.59505,0.5976,,,,,,2.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201942-201960-202335-203512,1610612761,"Delon Wright, DeMar DeRozan, DeMarre Carroll, Patrick Patterson, Lucas Nogueira","Wright, DeRozan, Carroll, Patterson, Nogueira",1626153-201942-201960-202335-203512,TOR,67.0,1,1.0,-2.0,1.0,2.0,,,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,0.5,,,1.0,0.5,,,,1.0,,,,1.0,64.4776119402985,26.0,20.5,18.0,20.5,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.41015,0.3962,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201942-201960-202685-202709,1610612761,"Delon Wright, DeMar DeRozan, DeMarre Carroll, Jonas Valanciunas, Cory Joseph","Wright, DeRozan, Carroll, Valanciunas, Joseph",1626153-201942-201960-202685-202709,TOR,110.0,1,2.0,1.0,4.0,3.0,2.0,3.0,1.0,7.0,,,,,,,1.0,1.0,,,,,,,2.0,2.0,1.0,1.0,,2.0,2.0,4.0,3.0,,,,,,,,2.0,2.0,2.0,,2.0,,,2.0,,,,,,,,,,1.0,,,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,2.0,,,4.0,2.0,,,,,,4.0,2.0,2.0,,,,,,,,,1.0,,,0.3333333333333333,,,0.4,,0.3333333333333333,0.6666666666666666,,,,,,1.0,,,0.5,1.0,0.5,,,0.5,1.0,,,,,91.63636363636364,17.75,13.0,16.5,13.0,,,,,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,,,,,,,,,,1.0,0.6666666666666666,,0.5047333333333334,,0.56235,0.4,0.6666666666666666,,0.5,4.1,26.0,0.5,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201942-201960-202709-203512,1610612761,"Delon Wright, DeMar DeRozan, DeMarre Carroll, Cory Joseph, Lucas Nogueira","Wright, DeRozan, Carroll, Joseph, Nogueira",1626153-201942-201960-202709-203512,TOR,193.0,2,3.0,3.0,6.0,5.0,3.0,3.0,,11.0,1.0,2.0,,,1.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,2.0,4.0,1.0,2.0,,7.0,4.0,,,,,1.0,2.0,1.0,1.0,,5.0,2.0,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,5.0,,,,,2.0,1.0,3.0,,3.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,7.0,5.0,3.0,,,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,0.5,0.5833333333333334,,0.8333333333333334,0.5833333333333334,,0.8333333333333334,0.3333333333333333,0.5,0.5,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,82.07253886010362,17.0,18.2,17.0,18.2,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,0.3333333333333333,0.6666666666666666,1.0,0.50785,,0.3910833333333333,,,,0.7142857142857143,6.325,25.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-201942-202335-202685-202709,1610612761,"Delon Wright, DeMar DeRozan, Patrick Patterson, Jonas Valanciunas, Cory Joseph","Wright, DeRozan, Patterson, Valanciunas, Joseph",1626153-201942-202335-202685-202709,TOR,103.0,1,2.0,,4.0,4.0,4.0,4.0,1.0,8.0,,,,,,,,,,,,,,,3.0,3.0,,,,3.0,4.0,4.0,4.0,,,2.0,2.0,,,,3.0,4.0,4.0,,,,,3.0,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,4.0,,2.0,1.0,1.0,1.0,,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,0.4,1.0,0.4,1.0,,,,,,0.5,,,0.3333333333333333,0.5,0.3333333333333333,,,0.3333333333333333,1.0,,,,,111.84466019417476,10.5,15.25,10.5,12.75,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,0.5669000000000001,,0.5669000000000001,,,0.5,1.0,,25.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626181-1627751-1627783-1627832-202709,1610612761,"Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet, Cory Joseph","Powell, Poeltl, Siakam, VanVleet, Joseph",1626181-1627751-1627783-1627832-202709,TOR,255.0,3,4.0,1.0,10.0,8.0,5.0,8.0,,18.0,,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,8.0,,,,,1.0,1.0,,1.0,2.0,4.0,4.0,,3.0,,2.0,1.0,,2.0,1.0,3.0,1.0,,,7.0,,,,1.0,4.0,,5.0,,5.0,,2.0,1.0,2.0,3.0,,,5.0,2.0,,,1.0,1.0,,,2.0,1.0,,2.0,1.0,2.0,1.0,9.0,4.0,5.0,,,1.0,1.0,1.0,0.5,,0.5,1.0,,1.0,0.875,,0.5,0.9,,0.6666666666666666,0.5,,,0.4,,,0.8,,1.0,,0.8333333333333334,,,,,1.0,0.6666666666666666,1.0,,,101.6470588235294,9.2,20.375,9.2,18.625,,,,,0.25,1.0,1.0,0.25,,,,,0.5,0.5,0.5,1.0,,,,,,,0.5,0.5,0.5,0.4069625,,0.3456,0.2,0.3333333333333333,,0.4444444444444444,12.4,26.5,0.5,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626181-1627751-1627783-1627832-203082,1610612761,"Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet, Terrence Ross","Powell, Poeltl, Siakam, VanVleet, Ross",1626181-1627751-1627783-1627832-203082,TOR,202.0,3,3.0,3.0,5.0,7.0,1.0,,1.0,12.0,2.0,3.0,,,,1.0,,,,,,,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,,7.0,4.0,,,,,,1.0,,1.0,,,,4.0,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,1.0,,1.0,2.0,,3.0,1.0,4.0,,2.0,,,,,2.0,2.0,1.0,,,,2.0,,,,,,,,,,7.0,,1.0,,,,,1.0,0.5,,1.0,0.6666666666666666,,,0.7,,,0.7,,,0.4,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,85.54455445544555,16.6,17.0,15.2,17.0,0.6,0.6666666666666666,1.0,,,,,,,,,,0.4,0.5,0.5,1.0,,,0.5,,,,0.5,1.0,1.0,0.4261625,,0.3936,,,,,3.466666666666667,38.05,0.2,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612761,2017,2016-17,True
1626181-1627751-1627783-1627832-203096,1610612761,"Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet, Jared Sullinger","Powell, Poeltl, Siakam, VanVleet, Sullinger",1626181-1627751-1627783-1627832-203096,TOR,171.0,1,3.0,2.0,5.0,5.0,5.0,,1.0,10.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,,1.0,,4.0,2.0,,,,,2.0,2.0,,1.0,,4.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,,2.0,1.0,,,2.0,1.0,,3.0,1.0,4.0,,,,,2.0,1.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,,4.0,4.0,5.0,,,0.5,0.5,,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,84.21052631578947,18.0,16.2,15.6,16.2,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,0.6666666666666666,,0.5627666666666666,,0.5627666666666666,,,,1.0,5.9,25.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626181-1627751-1627783-1627832-203512,1610612761,"Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet, Lucas Nogueira","Powell, Poeltl, Siakam, VanVleet, Nogueira",1626181-1627751-1627783-1627832-203512,TOR,113.0,1,2.0,-1.0,5.0,5.0,5.0,5.0,1.0,10.0,1.0,2.0,,,1.0,2.0,,,,,,,,1.0,3.0,3.0,1.0,2.0,1.0,3.0,,5.0,6.0,,,,,1.0,2.0,1.0,3.0,,5.0,,2.0,3.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,5.0,5.0,5.0,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.6,0.5,0.5,,1.0,,,1.0,,,,0.3333333333333333,1.0,,,,,,,,127.43362831858407,11.0,11.6,10.2,10.6,0.4,0.5,1.0,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,0.4,0.5,,,0.6,1.0,0.3333333333333333,0.52202,,0.52202,,,,1.0,2.65,25.933333333333334,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626181-1627751-1627783-1627832-203998,1610612761,"Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet, Bruno Caboclo","Powell, Poeltl, Siakam, VanVleet, Caboclo",1626181-1627751-1627783-1627832-203998,TOR,1231.0,6,21.0,-7.0,47.0,48.0,17.0,26.0,4.0,95.0,3.0,6.0,,,,1.0,1.0,6.0,4.0,1.0,3.0,1.0,2.0,4.0,10.0,3.0,5.0,16.0,5.0,13.0,7.0,32.0,39.0,,1.0,2.0,2.0,,3.0,1.0,5.0,4.0,7.0,6.0,4.0,12.0,,10.0,4.0,5.0,3.0,4.0,7.0,3.0,1.0,3.0,18.0,,3.0,1.0,4.0,9.0,3.0,16.0,4.0,20.0,,10.0,3.0,5.0,5.0,1.0,5.0,15.0,6.0,4.0,,7.0,8.0,,,11.0,5.0,1.0,3.0,1.0,3.0,,30.0,7.0,17.0,1.0,1.0,0.6,0.6,0.8,0.38461538461538464,0.2,0.38461538461538464,0.3125,,,0.43103448275862066,,0.1875,0.47058823529411764,0.3333333333333333,0.2916666666666667,0.4482758620689655,0.3125,0.5,0.6666666666666666,1.0,0.5,0.5294117647058824,0.2727272727272727,0.6666666666666666,,0.5652173913043478,0.15789473684210525,0.3333333333333333,0.4,,0.6,0.75,1.0,0.3333333333333333,,111.12916328188466,11.595744680851064,14.291666666666666,11.297872340425531,13.4375,0.20689655172413793,0.5,1.0,1.0,0.20689655172413793,0.16666666666666666,0.25,0.13793103448275862,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.3448275862068966,0.4,0.4,0.75,,,0.125,,0.25,0.5,0.375,0.6551724137931034,0.4,0.4961344827586207,0.575625,0.482725,0.15151515151515152,0.25,0.0625,0.21875,8.7625,24.784615384615385,0.3617021276595745,6.0,3.0,1.0,1.0,2.0,0.6666666666666666,1.0,,0.375,0.25,0.25,,,1.0,,,,3.0,1.0,1.0,3.0,,,,,,2.0,,1.0,,,,,0.5,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626181-1627751-1627783-200782-202709,1610612761,"Norman Powell, Jakob Poeltl, Pascal Siakam, PJ Tucker, Cory Joseph","Powell, Poeltl, Siakam, Tucker, Joseph",1626181-1627751-1627783-200782-202709,TOR,133.0,1,2.0,-2.0,4.0,4.0,,,,8.0,2.0,2.0,,,,,,1.0,,,1.0,,,,,,2.0,3.0,,1.0,,4.0,6.0,,,,,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,0.6666666666666666,,,0.5,,,0.5,,,0.25,,,,,,,,,,,,,,,,,,,,86.61654135338345,18.0,15.25,18.0,15.25,0.5,1.0,1.0,0.5,0.25,,,,0.25,,,,,,,,,,,,,,,0.75,,0.6139375,,,,,,,4.666666666666667,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
