EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Accuracy,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,FTOffRebounds,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,BlockedShortMidRange,SecondChanceFg3Pct,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallSteals,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Loose Ball Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,SelfOReb,BlockedLongMidRange,SelfORebPct,PtsPutbacks,Technical Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,Charge Fouls Drawn,Defensive 3 Seconds Violations,Clear Path Fouls,Arc3PctBlocked,LongMidRangePctBlocked,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1626172-1627362-1627745-1627775-203546,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Patrick McCaw, Ian Clark","Looney, Weber, Jones, McCaw, Clark",1626172-1627362-1627745-1627775-203546,GSW,1188.0,5,20.0,-2.0,40.0,41.0,16.0,12.0,7.0,81.0,8.0,14.0,1.0,2.0,4.0,6.0,1.0,4.0,2.0,9.0,1.0,2.0,1.0,2.0,8.0,1.0,3.0,11.0,27.0,3.0,10.0,4.0,35.0,37.0,1.0,2.0,2.0,1.0,3.0,5.0,10.0,3.0,2.0,12.0,10.0,12.0,9.0,8.0,2.0,6.0,5.0,3.0,8.0,2.0,1.0,4.0,1.0,19.0,1.0,7.0,7.0,6.0,1.0,14.0,8.0,22.0,6.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,5.0,7.0,8.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,32.0,12.0,16.0,1.0,1.0,0.45454545454545453,0.45454545454545453,1.0,0.3,0.3,0.4074074074074074,0.5,0.5,0.4189189189189189,0.25,0.38461538461538464,0.4375,0.25,0.4,0.2702702702702703,0.2222222222222222,0.2857142857142857,0.5,0.6,1.0,0.75,0.4375,0.875,0.14285714285714285,0.8125,0.34782608695652173,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8571428571428571,1.0,98.18181818181817,0.5,16.175,13.195121951219512,14.925,12.512195121951219,0.3783783783783784,0.5714285714285714,0.8,0.5,0.10810810810810811,0.25,0.5,0.24324324324324326,0.2222222222222222,0.2222222222222222,0.5,0.05405405405405406,0.5,0.5,1.0,0.21621621621621623,0.25,0.25,1.0,0.5,0.5,1.0,0.25,0.25,0.46153846153846156,0.6666666666666666,0.23076923076923078,0.6486486486486487,0.25,0.5212986486486486,0.5728666666666666,0.5302230769230769,0.10256410256410256,0.13793103448275862,0.08571428571428572,0.34285714285714286,8.207407407407407,25.46,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-1627745-201142-203546,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Kevin Durant, Ian Clark","Looney, Weber, Jones, Durant, Clark",1626172-1627362-1627745-201142-203546,GSW,20.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-1627745-203546-2738,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Ian Clark, Andre Iguodala","Looney, Weber, Jones, Clark, Iguodala",1626172-1627362-1627745-203546-2738,GSW,93.0,1,2.0,,3.0,3.0,3.0,,,6.0,,,,,,,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,5.0,,,,,,1.0,2.0,1.0,,5.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,,,1.0,1.0,,1.0,1.0,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,92.90322580645162,,12.333333333333334,18.666666666666668,12.333333333333334,18.666666666666668,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.38386666666666663,,0.38386666666666663,,,,1.0,18.7,25.9,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-1627775-201142-2738,1610612744,"Kevon Looney, Briante Weber, Patrick McCaw, Kevin Durant, Andre Iguodala","Looney, Weber, McCaw, Durant, Iguodala",1626172-1627362-1627775-201142-2738,GSW,21.0,1,,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,,2.0,19.0,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-1627775-203546-203949,1610612744,"Kevon Looney, Briante Weber, Patrick McCaw, Ian Clark, James Michael McAdoo","Looney, Weber, McCaw, Clark, Michael McAdoo",1626172-1627362-1627775-203546-203949,GSW,192.0,2,3.0,-5.0,6.0,7.0,3.0,4.0,,13.0,,,,,,,1.0,1.0,2.0,2.0,,,,,3.0,,2.0,3.0,3.0,,3.0,,6.0,11.0,,,,,,1.0,1.0,2.0,,2.0,2.0,4.0,,3.0,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,6.0,2.0,3.0,,,0.3333333333333333,0.3333333333333333,,,,1.0,,1.0,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,97.5,,13.833333333333334,15.571428571428571,13.833333333333334,15.571428571428571,,,,,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,,,,,0.5,,,,,,,,,,,0.6666666666666666,0.5,,0.44495833333333334,,0.46669999999999995,,,,0.3333333333333333,17.333333333333332,26.96666666666667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-201142-203546-2738,1610612744,"Kevon Looney, Briante Weber, Kevin Durant, Ian Clark, Andre Iguodala","Looney, Weber, Durant, Clark, Iguodala",1626172-1627362-201142-203546-2738,GSW,178.0,1,3.0,3.0,7.0,7.0,4.0,7.0,,14.0,2.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,,2.0,2.0,4.0,1.0,2.0,,7.0,4.0,,,,,,1.0,1.0,2.0,,5.0,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,,,,3.0,,3.0,,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,7.0,5.0,4.0,,,0.5,0.5,1.0,0.5,0.5,0.5,,1.0,0.5833333333333334,,0.8333333333333334,0.5833333333333334,,0.8333333333333334,0.3333333333333333,,,,,,0.75,,,,0.75,,,,,,1.0,,0.6666666666666666,,,113.25842696629213,,10.428571428571429,15.0,10.428571428571429,14.428571428571429,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,0.16666666666666666,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5463749999999999,,0.5941833333333334,,,,0.7142857142857143,7.725,26.3,0.5714285714285714,1.0,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-201939-203110-2738,1610612744,"Kevon Looney, Briante Weber, Stephen Curry, Draymond Green, Andre Iguodala","Looney, Weber, Curry, Green, Iguodala",1626172-1627362-201939-203110-2738,GSW,15.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,96.0,,,13.0,,13.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,45.1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-203546-203949-2738,1610612744,"Kevon Looney, Briante Weber, Ian Clark, James Michael McAdoo, Andre Iguodala","Looney, Weber, Clark, Michael McAdoo, Iguodala",1626172-1627362-203546-203949-2738,GSW,105.0,1,2.0,4.0,4.0,4.0,,,,8.0,,,,,,,,,2.0,2.0,,,,,1.0,,,2.0,2.0,,1.0,2.0,6.0,2.0,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,6.0,,,,,,,,,,1.0,,,0.6666666666666666,,,0.75,,,0.3333333333333333,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,109.71428571428571,,12.75,13.5,12.75,11.5,,,,,,,,0.6666666666666666,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,0.447,,,0.25,0.3333333333333333,,,19.0,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627745-1627775-203546-203949,1610612744,"Kevon Looney, Damian Jones, Patrick McCaw, Ian Clark, James Michael McAdoo","Looney, Jones, McCaw, Clark, Michael McAdoo",1626172-1627745-1627775-203546-203949,GSW,720.0,3,12.0,-4.0,24.0,22.0,12.0,14.0,6.0,46.0,4.0,7.0,1.0,1.0,3.0,3.0,3.0,5.0,,4.0,1.0,2.0,,1.0,4.0,1.0,2.0,7.0,16.0,2.0,6.0,3.0,23.0,27.0,2.0,3.0,1.0,3.0,10.0,5.0,9.0,2.0,1.0,14.0,6.0,8.0,6.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,,12.0,1.0,4.0,2.0,3.0,1.0,6.0,6.0,12.0,1.0,1.0,2.0,2.0,2.0,,,,4.0,,2.0,3.0,6.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,13.0,14.0,12.0,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.4375,0.6666666666666666,0.5555555555555556,0.45454545454545453,0.875,0.5909090909090909,0.4791666666666667,0.8333333333333334,0.5833333333333334,0.2727272727272727,0.125,0.2857142857142857,,0.5,1.0,0.5,0.4444444444444444,1.0,0.25,0.625,0.38461538461538464,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,,92.0,0.6666666666666666,16.708333333333332,14.5,15.208333333333334,14.318181818181818,0.3181818181818182,0.5714285714285714,0.8,0.5,0.22727272727272727,0.6,0.6,0.18181818181818182,,,,0.09090909090909091,0.5,0.5,1.0,0.18181818181818182,0.25,0.25,1.0,0.25,1.0,1.0,,0.25,0.2727272727272727,1.0,0.18181818181818182,0.5909090909090909,0.25,0.4915068181818182,0.4008,0.46846363636363636,0.08695652173913043,0.11764705882352941,0.43478260869565216,0.6086956521739131,8.7375,24.683333333333334,0.5,1.0,1.0,,0.5,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627775-201142-201939-202691,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Klay Thompson","Looney, McCaw, Durant, Curry, Thompson",1626172-1627775-201142-201939-202691,GSW,95.0,2,2.0,-4.0,3.0,5.0,1.0,2.0,,8.0,,,,,,,,,,,,1.0,,1.0,2.0,,1.0,,,1.0,3.0,,3.0,7.0,,,,,,,,1.0,,3.0,,,3.0,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,3.0,3.0,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.5,,1.5,0.5,,1.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,121.26315789473685,,12.333333333333334,11.6,12.333333333333334,11.6,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,1.0,1.0,0.5,0.5814,,0.5781,,,,1.0,,24.733333333333334,0.3333333333333333,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
