EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ThreePtShootingFoulsDrawn,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,Travels,OffLongMidRangeReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangeAssists,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,ShortMidRangePctBlocked,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallTurnovers,Technical Free Throw Trips,Loose Ball Fouls,Loose Ball Fouls Drawn,HeaveAttempts,PtsUnassisted3s,SecondChanceFtPoints,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,DefensiveGoaltends,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,BlockingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Offensive Fouls,Blocked3s,BlockedCorner3,Charge Fouls,Clear Path Fouls,BlockedArc3,Defensive 3 Seconds Violations,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,team_id,year,season,team_vs
1626172-1627362-1627745-1627775-203546,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Patrick McCaw, Ian Clark","Looney, Weber, Jones, McCaw, Clark",1626172-1627362-1627745-1627775-203546,GSW,1188.0,5,20.0,2.0,41.0,40.0,12.0,16.0,3.0,81.0,6.0,9.0,1.0,3.0,3.0,4.0,7.0,1.0,3.0,1.0,2.0,2.0,10.0,1.0,1.0,4.0,11.0,19.0,3.0,12.0,6.0,37.0,35.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,4.0,4.0,15.0,16.0,6.0,9.0,2.0,10.0,2.0,2.0,8.0,3.0,11.0,2.0,1.0,5.0,3.0,25.0,1.0,2.0,6.0,9.0,1.0,16.0,3.0,19.0,1.0,3.0,2.0,1.0,6.0,1.0,6.0,3.0,2.0,9.0,1.0,2.0,4.0,7.0,5.0,7.0,1.0,3.0,1.0,6.0,4.0,2.0,6.0,1.0,35.0,15.0,12.0,1.0,1.0,0.7272727272727273,0.8,1.0,0.25,0.25,0.25,0.5789473684210527,0.5,0.8,0.5,0.3333333333333333,0.6111111111111112,0.5441176470588235,0.3333333333333333,0.6818181818181818,0.3870967741935484,0.10526315789473684,0.2222222222222222,0.6666666666666666,1.0,0.5625,0.25,0.8571428571428571,0.125,0.6521739130434783,0.1875,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.8333333333333334,1.0,0.07142857142857142,98.18181818181817,0.16666666666666666,13.195121951219512,16.175,12.512195121951219,14.925,0.2903225806451613,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.22580645161290322,0.5714285714285714,0.5714285714285714,0.75,0.0967741935483871,0.3333333333333333,0.3333333333333333,0.06451612903225806,0.5,0.5,1.0,0.3225806451612903,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.25,0.6774193548387096,0.2,0.5116435483870968,0.4141166666666667,0.5227499999999999,0.09090909090909091,0.14285714285714285,0.05405405405405406,0.40540540540540543,6.6000000000000005,25.491666666666664,0.2926829268292683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-1627745-201142-203546,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Kevin Durant, Ian Clark","Looney, Weber, Jones, Durant, Clark",1626172-1627362-1627745-201142-203546,GSW,20.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,72.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,0.4938,,0.4938,,,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-1627745-203546-2738,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Ian Clark, Andre Iguodala","Looney, Weber, Jones, Clark, Iguodala",1626172-1627362-1627745-203546-2738,GSW,93.0,1,2.0,,3.0,3.0,,3.0,,6.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,5.0,5.0,,,,,,,,,,,2.0,,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,5.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.25,,,1.25,,,0.5,,,,,,,,,,,,,,,,,,,,92.90322580645162,,18.666666666666668,12.333333333333334,18.666666666666668,12.333333333333334,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,1.0,1.0,0.485725,,,,,,,2.9,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-1627775-201142-2738,1610612744,"Kevon Looney, Briante Weber, Patrick McCaw, Kevin Durant, Andre Iguodala","Looney, Weber, McCaw, Durant, Iguodala",1626172-1627362-1627775-201142-2738,GSW,21.0,1,,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,137.14285714285714,,19.0,2.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-1627775-203546-203949,1610612744,"Kevon Looney, Briante Weber, Patrick McCaw, Ian Clark, James Michael McAdoo","Looney, Weber, McCaw, Clark, Michael McAdoo",1626172-1627362-1627775-203546-203949,GSW,192.0,2,3.0,5.0,7.0,6.0,4.0,3.0,1.0,13.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,3.0,4.0,1.0,1.0,2.0,11.0,6.0,1.0,1.0,,2.0,2.0,2.0,,,,4.0,2.0,4.0,3.0,2.0,,,,1.0,1.0,2.0,,1.0,,1.0,5.0,,1.0,3.0,,,3.0,1.0,4.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,3.0,,,,,,,,,9.0,4.0,4.0,,,0.3333333333333333,0.5,1.0,1.0,,1.0,0.75,1.0,1.0,0.9,1.0,1.0,0.9166666666666666,1.0,1.0,0.2,,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,97.5,,15.571428571428571,13.833333333333334,15.571428571428571,13.833333333333334,0.4,1.0,1.0,,0.4,0.5,0.5,1.0,,,,0.2,1.0,1.0,1.0,,,,,1.0,,0.5,1.0,,,0.6,,0.47253999999999996,0.4143,0.4903,0.16666666666666666,,0.18181818181818182,0.36363636363636365,3.525,23.5,0.5714285714285714,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-201142-203546-2738,1610612744,"Kevon Looney, Briante Weber, Kevin Durant, Ian Clark, Andre Iguodala","Looney, Weber, Durant, Clark, Iguodala",1626172-1627362-201142-203546-2738,GSW,178.0,1,3.0,-3.0,7.0,7.0,7.0,4.0,1.0,14.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,1.0,5.0,,,2.0,4.0,7.0,,1.0,,,1.0,5.0,,,2.0,4.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,3.0,1.0,4.0,,,,,,1.0,,2.0,,2.0,,2.0,,1.0,1.0,2.0,,1.0,,,,,,,4.0,4.0,7.0,,,,,,,,,0.2,,0.2,0.2,,0.2,0.3333333333333333,,0.3333333333333333,,,,,,1.0,0.25,1.0,,1.0,0.25,,,,,1.0,1.0,1.0,,,113.25842696629213,,15.0,10.428571428571429,14.428571428571429,10.428571428571429,0.2,,,,0.2,1.0,1.0,,0.6,,,,,,,,,,,1.0,,0.2,,,,0.2,,0.45972,0.654,0.45972,0.16666666666666666,0.16666666666666666,,1.0,12.9,,1.0,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-201939-203110-2738,1610612744,"Kevon Looney, Briante Weber, Stephen Curry, Draymond Green, Andre Iguodala","Looney, Weber, Curry, Green, Iguodala",1626172-1627362-201939-203110-2738,GSW,15.0,1,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,96.0,,13.0,,13.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.8879,,0.8879,,,,1.0,0.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-203546-203949-2738,1610612744,"Kevon Looney, Briante Weber, Ian Clark, James Michael McAdoo, Andre Iguodala","Looney, Weber, Clark, Michael McAdoo, Iguodala",1626172-1627362-203546-203949-2738,GSW,105.0,1,2.0,-4.0,4.0,4.0,,,1.0,8.0,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,2.0,,,,2.0,6.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,2.0,,2.0,,,2.0,,,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,109.71428571428571,,13.5,12.75,11.5,12.75,1.0,0.5,0.5,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.55055,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627745-1627775-203546-203949,1610612744,"Kevon Looney, Damian Jones, Patrick McCaw, Ian Clark, James Michael McAdoo","Looney, Jones, McCaw, Clark, Michael McAdoo",1626172-1627745-1627775-203546-203949,GSW,720.0,3,12.0,4.0,22.0,24.0,14.0,12.0,3.0,46.0,5.0,7.0,1.0,2.0,4.0,2.0,3.0,2.0,5.0,1.0,1.0,,2.0,,,2.0,9.0,15.0,1.0,3.0,6.0,27.0,23.0,2.0,2.0,,4.0,4.0,9.0,1.0,3.0,6.0,17.0,12.0,6.0,3.0,2.0,2.0,,3.0,6.0,1.0,7.0,,1.0,3.0,2.0,15.0,,3.0,3.0,5.0,,8.0,3.0,11.0,1.0,2.0,2.0,,1.0,,1.0,2.0,1.0,3.0,,1.0,2.0,4.0,6.0,8.0,,3.0,1.0,2.0,2.0,,2.0,1.0,23.0,17.0,14.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,1.0,0.4444444444444444,0.5833333333333334,1.0,0.4583333333333333,0.6136363636363636,0.6666666666666666,0.53125,0.16666666666666666,0.2,0.2857142857142857,0.3333333333333333,,0.5555555555555556,0.5,0.75,,0.6153846153846154,0.375,0.5,,,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.2,92.0,0.5,14.5,16.708333333333332,14.318181818181818,15.208333333333334,0.3888888888888889,0.7142857142857143,1.0,0.6,0.16666666666666666,0.6666666666666666,1.0,1.0,0.2777777777777778,0.4,0.4,0.05555555555555555,1.0,1.0,1.0,0.1111111111111111,,,,0.5,,0.3333333333333333,0.5,0.16666666666666666,,0.5555555555555556,,0.5191777777777777,0.5876,0.5166166666666666,0.14285714285714285,0.16666666666666666,0.14814814814814814,0.6296296296296297,8.666666666666666,24.566666666666666,0.6363636363636364,1.0,,1.0,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.08333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627775-201142-201939-202691,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Klay Thompson","Looney, McCaw, Durant, Curry, Thompson",1626172-1627775-201142-201939-202691,GSW,95.0,2,2.0,4.0,5.0,3.0,2.0,1.0,,8.0,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,3.0,7.0,3.0,,,,,,,,,3.0,3.0,4.0,,,,,,,2.0,,2.0,,,,2.0,4.0,,,2.0,,,2.0,,2.0,,,,,1.0,,,,,1.0,,,,,1.0,3.0,,,1.0,,,,,,7.0,3.0,2.0,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,,121.26315789473685,,11.6,12.333333333333334,11.6,12.333333333333334,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.38375,,,,,,0.42857142857142855,8.6,,0.4,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
