EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,PtsUnassisted2s,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,DefPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,Blocked3s,BlockedArc3,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,DefLongMidRangeReboundPct,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,LiveBallTurnoverPct,PenaltyDefPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Offensive Fouls,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,HeaveAttempts,PenaltyCorner3FGM,Fg3aBlocked,BlockingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,BlockedCorner3,ShortMidRangePctBlocked,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1627734-201566-201959-203460-203518,1610612760,"Domantas Sabonis, Russell Westbrook, Taj Gibson, Andre Roberson, Alex Abrines","Sabonis, Westbrook, Gibson, Roberson, Abrines",1627734-201566-201959-203460-203518,OKC,33.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,43.63636363636363,15.0,15.0,1.0,1.0,1.0,1.0,0.4801,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
1627734-201566-202713-203506-203926,1610612760,"Domantas Sabonis, Russell Westbrook, Kyle Singler, Victor Oladipo, Doug McDermott","Sabonis, Westbrook, Singler, Oladipo, McDermott",1627734-201566-202713-203506-203926,OKC,91.0,1,2.0,3.0,4.0,7.0,,2.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,0.2,0.2,0.25,110.76923076923077,12.5,7.0,0.4,,,0.4,0.38374,7.12,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,0.2,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,13.666666666666666,13.666666666666666,0.4,0.5,0.5,0.2,0.5,0.36955,0.16666666666666666,0.16666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
1627734-201566-203460-203506-203924,1610612760,"Domantas Sabonis, Russell Westbrook, Andre Roberson, Victor Oladipo, Jerami Grant","Sabonis, Westbrook, Roberson, Oladipo, Grant",1627734-201566-203460-203506-203924,OKC,1.0,1,,,1.0,1.0,,,,,,,,,1.0,,,,,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
1627734-201566-203460-203518-203924,1610612760,"Domantas Sabonis, Russell Westbrook, Andre Roberson, Alex Abrines, Jerami Grant","Sabonis, Westbrook, Roberson, Abrines, Grant",1627734-201566-203460-203518-203924,OKC,16.0,1,,,,1.0,,,,,,,,,,,,,,90.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,1.0,,1.0,,,,,,,4.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
1627734-203506-203518-203902-203924,1610612760,"Domantas Sabonis, Victor Oladipo, Alex Abrines, Semaj Christon, Jerami Grant","Sabonis, Oladipo, Abrines, Christon, Grant",1627734-203506-203518-203902-203924,OKC,42.0,1,1.0,,2.0,3.0,,,,,,,,,,,,,,102.85714285714286,9.5,9.5,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,23.0,23.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
1627734-203518-203902-203924-203926,1610612760,"Domantas Sabonis, Alex Abrines, Semaj Christon, Jerami Grant, Doug McDermott","Sabonis, Abrines, Christon, Grant, McDermott",1627734-203518-203902-203924-203926,OKC,176.0,1,3.0,-1.0,6.0,12.0,,,1.0,2.0,6.0,2.0,,,,5.0,0.5,0.5,0.5,98.18181818181819,16.0,15.333333333333334,,,,0.6,0.43865,16.25,6.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,,,,,0.5,,,1.0,1.0,1.0,0.3333333333333333,,,,,,13.333333333333334,13.333333333333334,0.2,1.0,1.0,0.2,,,0.16666666666666666,0.3333333333333333,0.16666666666666666,3.0,,,3.0,0.5,1.0,,,,,,,4.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.6,1.0,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.39035,0.3333333333333333,25.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
201566-201959-202683-203460-203506,1610612760,"Russell Westbrook, Taj Gibson, Enes Kanter, Andre Roberson, Victor Oladipo","Westbrook, Gibson, Kanter, Roberson, Oladipo",201566-201959-202683-203460-203506,OKC,61.0,1,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,47.21311475409836,27.0,27.0,1.0,1.0,1.0,1.0,0.4789,2.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
201566-201959-202683-203460-203926,1610612760,"Russell Westbrook, Taj Gibson, Enes Kanter, Andre Roberson, Doug McDermott","Westbrook, Gibson, Kanter, Roberson, McDermott",201566-201959-202683-203460-203926,OKC,11.0,1,,-2.0,1.0,2.0,,,,,,,,,,,,,,261.8181818181818,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
201566-201959-202713-203460-203924,1610612760,"Russell Westbrook, Taj Gibson, Kyle Singler, Andre Roberson, Jerami Grant","Westbrook, Gibson, Singler, Roberson, Grant",201566-201959-202713-203460-203924,OKC,55.0,1,1.0,,1.0,3.0,,,,1.0,,,,,,,,,,78.54545454545455,8.0,8.0,,,,,0.4199,13.3,2.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.5,,,,,,,23.5,14.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,0.4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
201566-201959-203460-203500-203506,1610612760,"Russell Westbrook, Taj Gibson, Andre Roberson, Steven Adams, Victor Oladipo","Westbrook, Gibson, Roberson, Adams, Oladipo",201566-201959-203460-203500-203506,OKC,4869.0,5,81.0,-32.0,163.0,326.0,34.0,64.0,42.0,85.0,157.0,48.0,6.0,,6.0,124.0,0.49411764705882355,0.39215686274509803,0.4588235294117647,96.41404805914972,16.41717791411043,15.325153374233128,0.41830065359477125,0.53125,0.6938775510204082,0.8627450980392157,0.5555382352941176,4.278823529411764,163.0,26.0,16.0,5.0,11.0,10.0,37.0,8.0,17.0,33.0,15.0,18.0,32.0,50.0,31.0,81.0,36.0,46.0,15.0,6.0,4.0,0.47058823529411764,0.5384615384615384,0.5892857142857143,0.17647058823529413,0.234375,0.7272727272727273,0.42857142857142855,0.734375,0.3163265306122449,0.4482758620689655,0.5,0.75,0.6428571428571429,0.6666666666666666,13.45398773006135,12.865030674846626,0.0718954248366013,0.45454545454545453,0.45454545454545453,0.06535947712418301,0.6153846153846154,0.5472029411764706,0.1242603550295858,0.15789473684210525,0.21019108280254778,25.0,,,25.0,0.15337423312883436,0.8,18.0,2.0,11.0,8.0,26.0,0.6923076923076923,29.0,7.0,52.0,12.0,12.0,68.0,189.0,5.0,11.0,18.0,12.0,34.0,9.0,52.0,7.0,15.0,19.0,35.0,34.0,0.17647058823529413,0.17647058823529413,0.6111111111111112,0.4166666666666667,0.4852941176470588,0.4444444444444444,0.75,0.2857142857142857,0.8461538461538461,0.33986928104575165,0.1346153846153846,0.1346153846153846,0.4,0.1346153846153846,0.5291066666666667,0.21656050955414013,24.920588235294115,7.0,8.0,14.0,3.0,5.0,16.0,2.0,3.0,2.0,6.0,1.0,4.0,9.0,1.0,9.0,36.0,27.0,10.0,18.0,9.0,27.0,4.0,5.0,15.0,3.0,63.0,13.0,3.0,1.0,17.0,8.0,9.0,1.0,7.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,0.42857142857142855,0.4864864864864865,0.75,0.4444444444444444,0.08333333333333333,0.6,0.23214285714285715,0.2222222222222222,0.2727272727272727,0.5714285714285714,0.011904761904761904,0.4411764705882353,0.6,0.3,0.3,0.10457516339869281,0.3125,0.3125,1.0,0.5714285714285714,0.4375,0.2857142857142857,0.11538461538461539,0.6666666666666666,1.0,0.23076923076923078,0.3333333333333333,0.5,0.4666666666666667,0.5714285714285714,0.08333333333333333,0.08108108108108109,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,True
