EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,HeaveAttempts,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChancePointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,LongMidRangeFGM,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,SelfOReb,SecondChanceTurnovers,Charge Fouls,BlockedShortMidRange,DefensiveGoaltends,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,OffCorner3ReboundPct,PenaltyCorner3Accuracy,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Travels,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Blocked3s,BlockedArc3,BlockingFouls,StepOutOfBoundsTurnovers,HeaveMakes,Technical Free Throw Trips,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1626192-1627774-1627817-202329-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Al-Farouq Aminu, Noah Vonleh","Connaughton, Layman, Quarterman, Aminu, Vonleh",1626192-1627774-1627817-202329-203943,POR,183.0,1,3.0,1.0,5.0,5.0,2.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,0.2,0.16666666666666666,0.21428571428571427,0.16666666666666666,1.0,1.0,0.75,0.5,1.0,0.8,0.4,0.6666666666666666,1.0,1.0,78.68852459016394,0.6666666666666666,23.8,12.8,22.0,11.0,0.6666666666666666,0.25,0.25,1.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.8333333333333334,0.5655583333333333,0.596225,0.14285714285714285,0.16666666666666666,2.2800000000000002,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-1627817-203086-203090,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Meyers Leonard, Maurice Harkless","Connaughton, Layman, Quarterman, Leonard, Harkless",1626192-1627774-1627817-203086-203090,POR,180.0,1,3.0,-7.0,8.0,8.0,,16.0,,,,3.0,2.0,,1.0,3.0,2.0,1.0,3.0,10.0,,,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,3.0,,3.0,1.0,1.0,2.0,,,1.0,2.0,1.0,,,,,,3.0,1.0,1.0,0.3333333333333333,0.2,0.25,0.4,0.5,1.0,1.0,,1.0,1.0,,,1.0,1.0,128.0,,11.875,10.625,11.875,10.375,,,,,0.6,0.4,,,0.4,0.434225,,0.16666666666666666,0.25,8.0,34.15,7.0,7.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,0.3333333333333333,0.2,0.25,0.3333333333333333,0.3333333333333333,1.0,0.4,0.434225,1.0,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-1627817-203086-203894,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Meyers Leonard, Shabazz Napier","Connaughton, Layman, Quarterman, Leonard, Napier",1626192-1627774-1627817-203086-203894,POR,86.0,1,1.0,,4.0,4.0,2.0,8.0,,,,,1.0,,,,1.0,4.0,4.0,4.0,,,,1.0,,,,,,1.0,,,1.0,1.0,2.0,,,,,1.0,3.0,6.0,1.0,,,,,,3.0,,,,,0.5,1.0,,,,,0.5,0.5,1.0,,,,133.95348837209303,,7.0,14.5,6.25,14.25,,,,,,1.0,,,1.0,0.54135,,0.5,1.0,,24.6,4.0,4.0,,1.0,,,1.0,4.0,4.0,,,,,,4.0,4.0,,,0.5,,,,1.0,0.54135,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-1627817-203086-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Meyers Leonard, Noah Vonleh","Connaughton, Layman, Quarterman, Leonard, Vonleh",1626192-1627774-1627817-203086-203943,POR,742.0,3,12.0,7.0,24.0,25.0,2.0,49.0,7.0,9.0,2.0,4.0,3.0,,9.0,17.0,4.0,4.0,25.0,18.0,2.0,,8.0,3.0,4.0,4.0,3.0,8.0,2.0,1.0,4.0,,5.0,2.0,7.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,,1.0,,21.0,0.4444444444444444,0.5714285714285714,0.5294117647058824,0.5,0.5434782608695652,0.19047619047619047,1.0,,0.6666666666666666,0.25,0.5,0.625,0.18181818181818182,0.5,,0.5,95.0943396226415,,13.666666666666666,16.56,13.625,15.2,0.42857142857142855,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.19047619047619047,0.14285714285714285,1.0,,0.6190476190476191,0.5257428571428571,0.5492,0.09090909090909091,0.1111111111111111,7.094117647058823,24.85,11.0,11.0,2.0,1.0,4.0,7.0,2.0,2.0,10.0,,1.0,,,1.0,8.0,10.0,0.5714285714285714,0.4444444444444444,0.5,0.5,0.5,0.5,0.1111111111111111,0.6151833333333333,0.4,0.4583333333333333,,4.0,,,1.0,,,1.0,,,,0.16,2.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,10.0,3.0,4.0,1.0,8.0,7.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.5,0.75,1.0,0.19047619047619047,0.047619047619047616,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-1627817-203090-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Maurice Harkless, Noah Vonleh","Connaughton, Layman, Quarterman, Harkless, Vonleh",1626192-1627774-1627817-203090-203943,POR,333.0,2,6.0,-2.0,10.0,10.0,1.0,20.0,1.0,2.0,,5.0,2.0,,4.0,8.0,2.0,,8.0,10.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,,2.0,2.0,4.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,6.0,0.25,0.25,0.5,0.4,0.4,0.2,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.3333333333333333,,,,86.48648648648648,,15.5,17.8,14.2,16.7,0.2,0.5,0.5,1.0,0.5,0.2,,,0.4,0.447025,0.3976,,,8.2625,24.55,2.0,,2.0,,,1.0,,,,,,,1.0,1.0,,2.0,,,,0.4,0.5,,,0.6024,,0.2,,2.0,,,,,,0.5,,,,0.25,,,1.0,1.0,,,,,1.0,6.0,,,,3.0,3.0,,1.0,,,,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.1,,,,,1.0,,,,1.0,1.0,0.125,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-1627817-203894-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Shabazz Napier, Noah Vonleh","Connaughton, Layman, Quarterman, Napier, Vonleh",1626192-1627774-1627817-203894-203943,POR,1929.0,10,32.0,-7.0,67.0,68.0,11.0,135.0,8.0,19.0,5.0,11.0,17.0,3.0,17.0,41.0,20.0,12.0,58.0,65.0,8.0,3.0,16.0,17.0,8.0,12.0,5.0,28.0,9.0,15.0,11.0,3.0,29.0,13.0,42.0,7.0,4.0,9.0,8.0,10.0,11.0,14.0,9.0,2.0,1.0,,2.0,2.0,45.0,0.47058823529411764,0.5333333333333333,0.4146341463414634,0.3770491803278688,0.4393939393939394,0.32786885245901637,0.7777777777777778,1.0,1.0,0.375,0.8333333333333334,0.896551724137931,0.325,0.6363636363636364,1.0,0.9333333333333333,100.77760497667185,1.0,15.686567164179104,12.911764705882353,14.835820895522389,12.735294117647058,0.3114754098360656,0.42105263157894735,0.5,0.625,0.18032786885245902,0.2786885245901639,0.45454545454545453,0.2727272727272727,0.639344262295082,0.4878675,0.47374444444444447,0.13636363636363635,0.1956521739130435,8.329268292682928,24.955000000000002,46.0,40.0,6.0,13.0,12.0,33.0,13.0,2.0,32.0,,2.0,,2.0,6.0,32.0,46.0,0.36363636363636365,0.32608695652173914,0.3404255319148936,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.2826086956521739,0.47552888888888895,0.5517241379310345,0.6865671641791045,4.0,13.0,4.0,,,,,0.5,0.25,0.2857142857142857,0.3333333333333333,0.22413793103448276,2.0,5.0,16.0,11.0,3.0,,3.0,4.0,3.0,18.0,,4.0,3.0,3.0,3.0,,3.0,4.0,0.2,0.2,0.375,0.4090909090909091,,1.0,1.0,0.18032786885245902,0.04918032786885246,0.17647058823529413,0.17647058823529413,0.4,0.34782608695652173,0.3125,,0.17647058823529413,3.0,3.0,0.07317073170731707,,0.2727272727272727,0.2727272727272727,1.0,1.0,2.0,1.0,2.0,12.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.15384615384615385,0.15789473684210525,0.25,0.05405405405405406,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-202323-202329-203086,1610612757,"Pat Connaughton, Jake Layman, Evan Turner, Al-Farouq Aminu, Meyers Leonard","Connaughton, Layman, Turner, Aminu, Leonard",1626192-1627774-202323-202329-203086,POR,244.0,1,4.0,2.0,10.0,9.0,2.0,19.0,,3.0,,1.0,2.0,,,6.0,3.0,2.0,2.0,,1.0,1.0,,2.0,,,,,1.0,2.0,6.0,,8.0,2.0,10.0,1.0,1.0,2.0,,,1.0,2.0,1.0,,,,,,2.0,,,,,0.1,0.3333333333333333,0.5,,1.0,0.16666666666666666,1.0,1.0,0.2222222222222222,,1.0,1.0,112.13114754098362,,12.1,13.666666666666666,10.1,13.0,0.3333333333333333,,,,0.1111111111111111,0.2222222222222222,,,0.6666666666666666,0.5124388888888889,0.4403,0.1,0.14285714285714285,9.416666666666666,24.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,0.5,1.0,,,,,2.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,0.2222222222222222,0.1111111111111111,,,,,,,,,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-202323-203894-203943,1610612757,"Pat Connaughton, Jake Layman, Evan Turner, Shabazz Napier, Noah Vonleh","Connaughton, Layman, Turner, Napier, Vonleh",1626192-1627774-202323-203894-203943,POR,268.0,2,4.0,9.0,9.0,9.0,1.0,18.0,,3.0,2.0,,,,3.0,6.0,2.0,2.0,11.0,2.0,2.0,,6.0,,3.0,4.0,,9.0,1.0,1.0,3.0,,4.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,11.0,1.0,1.0,0.5,0.5625,0.6111111111111112,0.25,1.0,,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,96.71641791044776,1.0,11.555555555555555,18.22222222222222,9.555555555555555,18.22222222222222,0.375,,,,,,1.0,,0.625,0.49721875,0.6623,0.1111111111111111,0.14285714285714285,10.75,23.1,9.0,6.0,,,3.0,6.0,2.0,2.0,11.0,,,,,2.0,11.0,9.0,0.5,0.5625,0.6111111111111112,,,,,0.49721875,1.0,1.0,,,1.0,,,,,,1.0,,,,,,3.0,3.0,2.0,2.0,,1.0,,,,,,,,,1.0,,0.5,0.5,,,,,1.0,0.375,0.25,,,,0.375,,0.25,,3.0,,,,1.0,1.0,1.0,,,,1.0,3.0,1.0,,1.0,3.0,,,,,,1.0,,0.5,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-203081-203894-203943,1610612757,"Pat Connaughton, Jake Layman, Damian Lillard, Shabazz Napier, Noah Vonleh","Connaughton, Layman, Lillard, Napier, Vonleh",1626192-1627774-203081-203894-203943,POR,59.0,1,1.0,2.0,2.0,2.0,,4.0,1.0,2.0,,,,,1.0,2.0,,1.0,3.0,1.0,,,2.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,3.0,1.0,1.0,0.5,0.5,0.5,,,,,,1.0,1.0,,,,1.0,97.6271186440678,,10.5,19.0,10.5,19.0,1.0,0.5,0.5,1.0,,,,,1.0,0.63925,,,,1.65,,2.0,2.0,,,1.0,2.0,,1.0,3.0,,,,,,2.0,1.0,0.5,0.5,0.5,,,,,0.63925,1.0,1.0,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
1626192-1627774-203086-203090-203894,1610612757,"Pat Connaughton, Jake Layman, Meyers Leonard, Maurice Harkless, Shabazz Napier","Connaughton, Layman, Leonard, Harkless, Napier",1626192-1627774-203086-203090-203894,POR,101.0,1,2.0,-2.0,4.0,3.0,1.0,7.0,,,,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,7.0,,1.0,2.0,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,,,,,2.0,4.0,1.0,,,,,,5.0,1.0,1.0,0.3333333333333333,0.25,0.5,0.25,,,,,,,,,,,99.8019801980198,,16.0,12.333333333333334,14.75,12.333333333333334,,,,,0.75,0.25,,1.0,0.25,0.45945,0.6024,0.4,0.3333333333333333,7.866666666666667,25.5,,,1.0,,,,,,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,True
