EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,NonShootingPenaltyNonTakeFouls,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,BlockedShortMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,BlockedCorner3,HeaveAttempts,team_id,year,season,team_vs
1626168-1627762-202714-203526-203957,1610612762,"Trey Lyles, Joel Bolomboy, Shelvin Mack, Raul Neto, Dante Exum","Lyles, Bolomboy, Mack, Neto, Exum",1626168-1627762-202714-203526-203957,UTA,394.0,2,7.0,6.0,14.0,13.0,8.0,13.0,2.0,27.0,4.0,6.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,10.0,3.0,2.0,14.0,8.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,4.0,2.0,6.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,6.0,8.0,1.0,0.5,0.5,0.6,0.5,0.3333333333333333,0.46153846153846156,0.5,0.25,0.5,0.5,0.3333333333333333,0.23076923076923078,0.1,0.16666666666666666,1.0,0.25,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,98.68020304568529,1.0,13.857142857142858,15.384615384615385,12.214285714285714,15.384615384615385,0.46153846153846156,0.6666666666666666,0.8,0.5,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.5,1.0,0.375,0.3333333333333333,0.125,0.125,0.6923076923076923,0.5509884615384615,0.49935,0.5487375,0.14285714285714285,0.42857142857142855,4.2,24.866666666666664,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
1626168-1627762-202714-203918-203957,1610612762,"Trey Lyles, Joel Bolomboy, Shelvin Mack, Rodney Hood, Dante Exum","Lyles, Bolomboy, Mack, Hood, Exum",1626168-1627762-202714-203918-203957,UTA,144.0,1,2.0,2.0,4.0,5.0,,3.0,,9.0,2.0,2.0,,,,,,2.0,,1.0,,,,2.0,4.0,1.0,,7.0,5.0,,,,,,,,,2.0,2.0,,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,2.0,3.0,1.0,4.0,,,1.0,2.0,1.0,,,,,,,7.0,,,,0.5,0.5,0.5,,,0.7,,,0.7,,,0.2,0.25,,1.0,0.5,1.0,1.0,0.5,,1.0,1.0,1.0,90.0,,19.5,13.2,19.5,13.2,0.4,1.0,1.0,0.5,0.4,,,,,0.2,,,,,,,,0.6,0.45064000000000004,,,,,5.45,25.1,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
1626168-202330-203497-203526-203957,1610612762,"Trey Lyles, Gordon Hayward, Rudy Gobert, Raul Neto, Dante Exum","Lyles, Hayward, Gobert, Neto, Exum",1626168-202330-203497-203526-203957,UTA,11.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
1626168-202714-203497-203918-203957,1610612762,"Trey Lyles, Shelvin Mack, Rudy Gobert, Rodney Hood, Dante Exum","Lyles, Mack, Gobert, Hood, Exum",1626168-202714-203497-203918-203957,UTA,21.0,1,,-1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-203918-2207,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Rodney Hood, Joe Johnson","Hill, Favors, Hayward, Hood, Johnson",201588-202324-202330-203918-2207,UTA,1433.0,5,24.0,-9.0,44.0,41.0,16.0,12.0,3.0,85.0,5.0,9.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,2.0,1.0,15.0,6.0,9.0,18.0,17.0,8.0,47.0,56.0,1.0,1.0,8.0,2.0,4.0,7.0,5.0,24.0,12.0,6.0,15.0,2.0,6.0,9.0,3.0,2.0,21.0,3.0,4.0,8.0,14.0,3.0,17.0,1.0,,5.0,9.0,7.0,11.0,2.0,,,,,39.0,24.0,16.0,2.0,0.6666666666666666,0.75,0.5,1.0,0.5,0.5571428571428572,1.3333333333333333,0.8636363636363636,0.5875,1.3333333333333333,0.8571428571428571,0.4857142857142857,0.1111111111111111,0.2222222222222222,0.6153846153846154,0.3333333333333333,0.8,0.6666666666666666,0.15789473684210525,,0.8,1.0,0.8,85.4152128401954,,16.75,16.975609756097562,16.568181818181817,16.24390243902439,0.2571428571428571,0.5555555555555556,0.7142857142857143,0.6,0.2,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.3333333333333333,1.0,0.2727272727272727,0.3333333333333333,0.09090909090909091,0.5454545454545454,0.7428571428571429,0.5298128571428572,0.5464833333333333,0.5670636363636364,0.1702127659574468,0.5106382978723404,6.288888888888889,25.788235294117644,0.36363636363636365,,7.0,9.0,3.0,,0.42857142857142855,0.4117647058823529,0.4117647058823529,,0.5,,,,1.0,4.0,2.0,7.0,0.5714285714285714,1.0,7.0,2.0,2.0,5.0,2.0,2.0,5.0,12.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,0.7142857142857143,1.0,0.25,0.3333333333333333,0.058823529411764705,0.5,0.5,1.0,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.6666666666666666,1.0,1.0,0.8333333333333334,0.4666666666666667,0.10526315789473684,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-203918-2564,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Rodney Hood, Boris Diaw","Hill, Favors, Hayward, Hood, Diaw",201588-202324-202330-203918-2564,UTA,153.0,3,3.0,-3.0,4.0,5.0,3.0,2.0,,9.0,1.0,1.0,,,1.0,1.0,,,,,,3.0,2.0,1.0,1.0,3.0,,2.0,5.0,,,,1.0,1.0,2.0,,2.0,2.0,,3.0,,1.0,1.0,1.0,,2.0,,3.0,,3.0,,3.0,,,1.0,1.0,1.0,,,,,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,,1.0,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.75,,,,,1.0,0.75,,,,,1.0,84.70588235294119,1.0,20.75,14.0,20.75,9.6,0.25,1.0,1.0,1.0,,,,,,,0.75,,,0.3333333333333333,1.0,,0.6666666666666666,1.0,0.5307625,,0.5276833333333334,,1.0,1.6,24.900000000000002,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-203957-204060,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Dante Exum, Joe Ingles","Hill, Favors, Hayward, Exum, Ingles",201588-202324-202330-203957-204060,UTA,98.0,1,2.0,-2.0,3.0,4.0,,,,7.0,,1.0,,,,,1.0,1.0,1.0,,,,,2.0,3.0,,,4.0,6.0,,,,,,,,,,4.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,4.0,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,,,1.0,1.0,,,,,1.0,102.85714285714286,,21.0,8.75,21.0,8.75,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,0.3333333333333333,0.4197,,,,,8.966666666666667,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-203957-2207,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Dante Exum, Joe Johnson","Hill, Favors, Hayward, Exum, Johnson",201588-202324-202330-203957-2207,UTA,213.0,1,4.0,8.0,8.0,7.0,,,1.0,15.0,3.0,5.0,,1.0,,,1.0,1.0,1.0,,,,,5.0,7.0,,,10.0,2.0,,1.0,,,,,,,6.0,4.0,,,3.0,3.0,2.0,,6.0,1.0,,3.0,3.0,1.0,4.0,2.0,,,,1.0,2.0,,,,,,10.0,,,,0.6,0.6,0.7142857142857143,,,0.7142857142857143,,,0.625,,,,,,1.0,0.5,,0.75,0.5,,1.0,1.0,,101.40845070422536,,11.5,17.285714285714285,11.0,17.0,0.7142857142857143,0.6,0.6,0.6666666666666666,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,1.0,,,,,,0.7142857142857143,0.5661142857142857,0.5114,,,,4.957142857142857,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,,0.5,,0.5,1.0,1.0,1.0,,,,,,,,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-204060-2207,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Joe Ingles, Joe Johnson","Hill, Favors, Hayward, Ingles, Johnson",201588-202324-202330-204060-2207,UTA,2468.0,5,41.0,3.0,74.0,79.0,31.0,28.0,7.0,153.0,10.0,14.0,2.0,3.0,7.0,8.0,10.0,20.0,13.0,7.0,4.0,11.0,6.0,22.0,47.0,18.0,17.0,85.0,82.0,2.0,5.0,13.0,9.0,16.0,10.0,12.0,39.0,14.0,30.0,11.0,1.0,7.0,14.0,4.0,2.0,35.0,5.0,11.0,18.0,31.0,8.0,39.0,6.0,4.0,5.0,18.0,19.0,24.0,2.0,1.0,1.0,1.0,1.0,72.0,38.0,30.0,1.0,0.3181818181818182,0.3181818181818182,0.46808510638297873,0.4,0.5625,0.5230769230769231,0.7142857142857143,0.5192307692307693,0.5526315789473685,0.75,0.5909090909090909,0.27692307692307694,0.02127659574468085,,0.8181818181818182,0.21739130434782608,0.6875,0.7631578947368421,0.25,0.2,1.0,0.8181818181818182,0.7,89.27066450567261,1.0,16.743243243243242,15.556962025316455,16.094594594594593,14.49367088607595,0.2153846153846154,0.7142857142857143,0.7142857142857143,0.4,0.3076923076923077,0.5,0.5263157894736842,0.2,0.2,0.1076923076923077,0.16923076923076924,0.42857142857142855,0.6666666666666666,0.3076923076923077,0.875,0.15384615384615385,0.23076923076923078,0.49230769230769234,0.48127846153846154,0.5921700000000001,0.5064096153846154,0.15294117647058825,0.4588235294117647,8.7,24.33888888888889,0.4189189189189189,3.0,8.0,21.0,7.0,3.0,0.875,0.4444444444444444,0.4444444444444444,0.05,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,5.0,5.0,2.0,9.0,0.5555555555555556,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,,5.0,4.0,1.0,2.0,,2.0,1.0,3.0,4.0,,4.0,2.0,,8.0,1.0,0.3,1.0,,0.6666666666666666,,0.15384615384615385,0.15384615384615385,0.5,0.45454545454545453,0.45454545454545453,0.8,0.14285714285714285,1.0,1.0,0.16666666666666666,0.45454545454545453,0.12162162162162163,0.14545454545454545,,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.14285714285714285,1.0,1.0,0.5,0.05263157894736842,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-204060-2564,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Joe Ingles, Boris Diaw","Hill, Favors, Hayward, Ingles, Diaw",201588-202324-202330-204060-2564,UTA,2686.0,4,45.0,-3.0,82.0,83.0,5.0,2.0,6.0,165.0,12.0,14.0,1.0,1.0,,,5.0,20.0,11.0,7.0,1.0,13.0,1.0,23.0,45.0,20.0,13.0,86.0,89.0,1.0,1.0,9.0,1.0,2.0,2.0,,2.0,26.0,20.0,13.0,5.0,13.0,22.0,8.0,3.0,53.0,5.0,9.0,20.0,29.0,5.0,34.0,7.0,6.0,4.0,21.0,21.0,19.0,,3.0,2.0,3.0,2.0,77.0,2.0,5.0,,0.5652173913043478,0.5909090909090909,0.5111111111111111,1.0,0.5,0.5615384615384615,1.3333333333333333,0.25,0.5972222222222222,1.125,0.25,0.3076923076923077,0.1111111111111111,,0.6896551724137931,0.22727272727272727,0.75,0.7073170731707317,0.15151515151515152,,0.7272727272727273,0.8,0.8181818181818182,88.45867460908414,0.6666666666666666,16.304878048780488,16.253012048192772,15.829268292682928,15.349397590361447,0.2153846153846154,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.3076923076923077,0.25,0.3333333333333333,0.6,0.16923076923076924,0.1076923076923077,0.2,0.3333333333333333,1.0,,,0.25,0.25,0.5230769230769231,0.47831953125,0.5222333333333333,0.4649125,0.10465116279069768,0.023255813953488372,9.404444444444444,24.975,0.06097560975609756,5.0,9.0,27.0,9.0,5.0,1.0,0.45,0.45,0.25,0.3333333333333333,0.7142857142857143,0.7142857142857143,1.0,1.0,7.0,1.0,15.0,0.4666666666666667,6.0,4.0,1.0,1.0,,2.0,2.0,,,2.0,4.0,4.0,2.0,,1.0,1.0,3.0,6.0,8.0,1.0,1.0,1.0,4.0,11.0,1.0,,,,0.5,0.03571428571428571,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.3076923076923077,0.3076923076923077,1.0,0.3333333333333333,1.0,1.0,,0.3076923076923077,0.16666666666666666,0.21153846153846154,,,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,,,,,,0.3333333333333333,1.0,1.0,,0.05,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,1610612762,2017,2016-17,False
