EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,ShootingFouls,Loose Ball Fouls Drawn,PenaltyFg3Pct,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,DeadBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,LongMidRangePctBlocked,DefCorner3ReboundPct,BadPassSteals,LongMidRangeAssists,LongMidRangePctAssisted,Offensive Fouls Drawn,OffensiveGoaltends,LostBallOutOfBoundsTurnovers,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,BlockingFouls,Travels,Loose Ball Fouls,Clear Path Fouls,HeaveAttempts,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,Charge Fouls,3SecondViolations,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
1626184-1626195-1626254-1627758-203200,1610612752,"Chasson Randle, Willy Hernangomez, Maurice Ndour, Ron Baker, Justin Holiday","Randle, Hernangomez, Ndour, Baker, Holiday",1626184-1626195-1626254-1627758-203200,NYK,105.0,1,2.0,-4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.5,0.3333333333333333,0.375,0.3333333333333333,109.71428571428571,12.25,14.0,12.25,13.75,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5583166666666667,0.25,0.3333333333333333,10.15,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1626254-201584-2546,1610612752,"Chasson Randle, Willy Hernangomez, Maurice Ndour, Courtney Lee, Carmelo Anthony","Randle, Hernangomez, Ndour, Lee, Anthony",1626184-1626195-1626254-201584-2546,NYK,319.0,1,5.0,-3.0,11.0,12.0,23.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,6.0,13.0,16.0,4.0,1.0,2.0,3.0,2.0,7.0,,,4.0,6.0,2.0,10.0,1.0,1.0,0.3333333333333333,0.5,0.65,0.14285714285714285,103.82445141065831,15.909090909090908,12.0,14.818181818181818,11.916666666666666,0.2857142857142857,1.0,1.0,1.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.4849785714285714,0.2222222222222222,0.25,10.883333333333333,27.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,1.0,0.25,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52725,0.6088,0.23076923076923078,0.3076923076923077,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627758-1627851-203200,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Mindaugas Kuzminskas, Justin Holiday","Randle, Hernangomez, Baker, Kuzminskas, Holiday",1626184-1626195-1627758-1627851-203200,NYK,188.0,1,3.0,1.0,6.0,7.0,13.0,2.0,3.0,,1.0,3.0,5.0,2.0,,9.0,8.0,4.0,1.0,2.0,3.0,1.0,7.0,,,1.0,,,5.0,0.6666666666666666,1.0,0.6,0.6428571428571429,0.6428571428571429,0.2857142857142857,99.57446808510639,13.833333333333334,15.0,13.0,11.857142857142858,0.42857142857142855,0.6666666666666666,1.0,0.5,,0.14285714285714285,0.7142857142857143,0.6066857142857144,,,4.86,24.9,4.0,2.0,2.0,3.0,2.0,,,,1.0,,,4.0,2.0,3.0,,7.0,3.0,,1.0,,2.0,1.0,,3.0,2.0,5.0,,1.0,1.0,,1.0,,1.0,3.0,,7.0,4.0,,1.0,0.5,,0.5,0.6666666666666666,1.0,0.875,1.0,0.875,1.0,,1.0,0.5,0.5,0.6666666666666666,1.0,,,0.5,,0.2857142857142857,,,,,,,0.75,0.6666666666666666,,0.66015,0.7256,0.4444444444444444,0.7777777777777778,0.6666666666666666,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.2,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,0.5,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627758-201584-203124,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Courtney Lee, Kyle O'Quinn","Randle, Hernangomez, Baker, Lee, O'Quinn",1626184-1626195-1627758-201584-203124,NYK,105.0,1,2.0,-2.0,3.0,3.0,6.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,,1.0,,,,,,,1.0,,,2.0,,,1.0,0.5,0.5,0.5,82.28571428571429,24.333333333333332,10.666666666666666,24.333333333333332,10.666666666666666,,,,,0.5,0.5,0.5,0.375375,,,15.5,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627758-203200-204001,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Justin Holiday, Kristaps Porzingis","Randle, Hernangomez, Baker, Holiday, Porzingis",1626184-1626195-1627758-203200-204001,NYK,320.0,2,5.0,-3.0,11.0,11.0,22.0,4.0,5.0,1.0,,4.0,6.0,1.0,2.0,13.0,16.0,4.0,,2.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,11.0,0.5,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.8125,0.14285714285714285,99.0,14.909090909090908,14.181818181818182,14.909090909090908,13.818181818181818,0.7142857142857143,0.8,1.0,0.5,0.14285714285714285,,0.8571428571428571,0.6025785714285714,0.125,0.14285714285714285,4.466666666666667,23.4,,1.0,,,,,,,1.0,,,2.0,,,,,3.0,,1.0,,1.0,,1.0,2.0,1.0,3.0,,3.0,1.0,2.0,4.0,,,4.0,,,,,1.0,1.0,,1.0,,1.0,,1.0,,0.75,0.3333333333333333,0.5,,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,,0.8625,,0.15384615384615385,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,4.0,2.0,1.0,1.0,,1.0,3.0,,,1.0,0.16666666666666666,0.2,1.0,,,,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627758-203200-2546,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Justin Holiday, Carmelo Anthony","Randle, Hernangomez, Baker, Holiday, Anthony",1626184-1626195-1627758-203200-2546,NYK,37.0,1,1.0,3.0,1.0,1.0,2.0,,,,1.0,,,1.0,,3.0,,,1.0,,1.0,,3.0,,,,,,3.0,,,,1.5,1.5,1.0,77.83783783783784,16.0,21.0,16.0,21.0,,,,,,1.0,1.0,0.46305,,,,26.1,1.0,,,,,1.0,,,1.0,,,,,,,3.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,3.0,1.0,,1.0,1.0,,1.0,,,1.5,,1.5,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,0.46305,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627758-204001-2546,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Kristaps Porzingis, Carmelo Anthony","Randle, Hernangomez, Baker, Porzingis, Anthony",1626184-1626195-1627758-204001-2546,NYK,116.0,1,2.0,-3.0,4.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,4.0,0.5,0.5,1.0,0.5,0.5,0.5,99.3103448275862,11.5,17.5,11.5,11.0,0.25,1.0,1.0,1.0,0.25,0.5,0.75,0.464925,,,10.6,24.85,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627850-203200-2756,1610612752,"Chasson Randle, Willy Hernangomez, Marshall Plumlee, Justin Holiday, Sasha Vujacic","Randle, Hernangomez, Plumlee, Holiday, Vujacic",1626184-1626195-1627850-203200-2756,NYK,288.0,2,5.0,4.0,8.0,8.0,16.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,14.0,10.0,2.0,4.0,1.0,2.0,1.0,5.0,,,2.0,5.0,1.0,8.0,0.5,1.0,0.4,0.5,0.5833333333333334,0.5,80.0,17.5,18.5,14.875,17.375,0.3,0.6666666666666666,1.0,0.5,0.2,0.4,0.8,0.564965,0.16666666666666666,0.16666666666666666,6.459999999999999,25.32,8.0,3.0,2.0,3.0,,1.0,,1.0,2.0,1.0,2.0,6.0,2.0,5.0,4.0,14.0,3.0,1.0,1.0,,2.0,2.0,1.0,3.0,5.0,8.0,,,,,1.0,,1.0,1.0,,14.0,8.0,,0.5,0.4,0.5,0.4,0.4,0.625,0.5,0.6,0.5833333333333334,,0.2,0.6666666666666666,0.5,0.3333333333333333,0.8333333333333334,,1.0,,0.6666666666666666,,,0.25,0.25,,0.25,,,0.3,0.6666666666666666,0.25,0.5736,0.564965,0.42857142857142855,1.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,,,,,0.4,0.5,0.2,0.3333333333333333,,,,,,0.1,1.0,1.0,1.0,0.25,1.0,0.1,1.0,,,,1.0,,,,,,,,1.0,4.0,0.4,0.25,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627851-201584-203200,1610612752,"Chasson Randle, Willy Hernangomez, Mindaugas Kuzminskas, Courtney Lee, Justin Holiday","Randle, Hernangomez, Kuzminskas, Lee, Holiday",1626184-1626195-1627851-201584-203200,NYK,97.0,1,2.0,7.0,4.0,3.0,7.0,1.0,2.0,,,2.0,3.0,,6.0,10.0,3.0,2.0,,1.0,1.0,,2.0,,,3.0,6.0,1.0,7.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.9,,103.91752577319588,14.0,13.666666666666666,13.0,13.666666666666666,0.6666666666666666,0.5,1.0,,,,0.6666666666666666,0.5799333333333333,0.3333333333333333,0.3333333333333333,4.866666666666666,,4.0,1.0,1.0,2.0,1.0,,,,,,,3.0,2.0,3.0,6.0,10.0,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,2.0,10.0,4.0,2.0,,,,,0.6666666666666666,1.0,0.6666666666666666,1.5,0.9,,,1.0,,,1.0,,,,,,0.3333333333333333,,,,,,,0.6666666666666666,0.5,,0.8753,0.5799333333333333,0.3,1.0,1.0,3.0,1.0,1.0,1.0,,,,,1.0,1.0,,,2.0,,1.0,,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
1626184-1626195-1627851-201584-204001,1610612752,"Chasson Randle, Willy Hernangomez, Mindaugas Kuzminskas, Courtney Lee, Kristaps Porzingis","Randle, Hernangomez, Kuzminskas, Lee, Porzingis",1626184-1626195-1627851-201584-204001,NYK,109.0,1,2.0,-5.0,3.0,3.0,6.0,,1.0,,1.0,1.0,2.0,1.0,,2.0,7.0,2.0,1.0,1.0,1.0,,2.0,,,,,,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,79.26605504587155,23.333333333333332,13.0,23.333333333333332,13.0,0.3333333333333333,,,,,0.3333333333333333,0.6666666666666666,0.4744333333333333,,,8.05,25.1,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,False
