EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,ShortMidRangeFrequency,PlusMinus,AtRimFGM,PenaltyAtRimFGM,FG2M,PenaltyFG2M,PtsUnassisted2s,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Fg2Pct,PenaltyFg2Pct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,PtsAssisted2s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,FTDefRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChancePointsPct,Steals,LostBallSteals,BadPassSteals,Offensive Fouls Drawn,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,SecondChanceTurnovers,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,BadPassOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,ShortMidRangePctBlocked,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,Travels,BlockingFouls,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceCorner3FGM,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101123-101161-1626179-1627759-203092,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jaylen Brown, Tyler Zeller","Green, Johnson, Rozier, Brown, Zeller",101123-101161-1626179-1627759-203092,BOS,92.0,1,2.0,3.0,4.0,3.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,0.5,1.0,109.56521739130434,12.666666666666666,13.5,10.666666666666666,6.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5945333333333334,0.46965,0.5945333333333334,1.0,1.3,24.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-1627759-203923,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jaylen Brown, James Young","Green, Johnson, Rozier, Brown, Young",101123-101161-1626179-1627759-203923,BOS,53.0,1,1.0,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,81.50943396226415,9.0,22.0,9.0,11.5,,,,,,,,,,,,,0.3711,,0.3711,,12.2,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-203109-203935,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jae Crowder, Marcus Smart","Green, Johnson, Rozier, Crowder, Smart",101123-101161-1626179-203109-203935,BOS,35.0,1,1.0,1.0,1.0,,1.0,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,82.28571428571428,18.0,17.0,18.0,17.0,,,,,,1.0,,,,,,1.0,0.5034,,,,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1627759-201143-202340,1610612738,"Gerald Green, Amir Johnson, Jaylen Brown, Al Horford, Avery Bradley","Green, Johnson, Brown, Horford, Bradley",101123-101161-1627759-201143-202340,BOS,107.0,1,2.0,4.0,3.0,4.0,3.0,,7.0,2.0,2.0,,,,,2.0,,2.0,2.0,,2.0,1.0,5.0,3.0,,2.0,,2.0,1.0,5.0,,2.0,,,,,,,,2.0,2.0,,2.0,,1.0,1.0,,,,,5.0,5.0,4.0,,,,,,,0.5,0.5,0.625,0.625,0.5,,,0.6666666666666666,,,0.6666666666666666,,,,,94.2056074766355,15.5,15.0,15.5,13.333333333333334,0.5,,,,,0.5,,0.5,,,0.5,1.0,0.5061875,,0.5061875,1.0,2.65,25.35,1.0,,,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1627759-203092-203923,1610612738,"Gerald Green, Amir Johnson, Jaylen Brown, Tyler Zeller, James Young","Green, Johnson, Brown, Zeller, Young",101123-101161-1627759-203092-203923,BOS,363.0,1,6.0,12.0,12.0,10.0,8.0,,24.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,6.0,2.0,4.0,3.0,15.0,7.0,,4.0,2.0,4.0,3.0,13.0,6.0,3.0,,2.0,5.0,1.0,12.0,,2.0,5.0,8.0,,8.0,3.0,3.0,3.0,,,,,15.0,13.0,10.0,,,1.0,0.5,0.5,0.5,0.6,0.625,0.6818181818181818,0.7222222222222222,0.4,,,0.8333333333333334,,1.0,0.875,,,0.5,,95.20661157024794,14.916666666666666,15.333333333333334,14.916666666666666,14.666666666666666,0.3,0.1,1.0,1.0,1.0,0.3,,0.25,0.125,1.0,0.375,0.7,0.520875,,0.51550625,0.8666666666666667,6.033333333333334,25.675,0.8333333333333334,2.0,0.2,8.0,2.0,1.0,3.0,2.0,,,,,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,,1.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1627759-203109-203935,1610612738,"Gerald Green, Amir Johnson, Jaylen Brown, Jae Crowder, Marcus Smart","Green, Johnson, Brown, Crowder, Smart",101123-101161-1627759-203109-203935,BOS,77.0,1,1.0,3.0,3.0,,3.0,,6.0,,,,1.0,,,1.0,,,,1.0,2.0,,3.0,,,,,,,,3.0,1.0,,1.0,1.0,,3.0,,1.0,1.0,3.0,,3.0,1.0,,,,,,,3.0,,,,,1.0,0.5,,0.5,0.75,,0.75,,1.0,,,1.0,,1.0,1.0,,,,1.0,112.2077922077922,14.333333333333334,11.333333333333334,14.333333333333334,11.333333333333334,,0.5,,,,0.5,,,,,,1.0,0.52965,,,,,24.75,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1627759-203482-203923,1610612738,"Gerald Green, Amir Johnson, Jaylen Brown, Kelly Olynyk, James Young","Green, Johnson, Brown, Olynyk, Young",101123-101161-1627759-203482-203923,BOS,148.0,1,2.0,3.0,4.0,,,,7.0,2.0,,,,,,,,,3.0,,,,2.0,9.0,,,,,,,,,,,1.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,0.5,0.25,,,,,68.1081081081081,20.666666666666668,21.5,20.666666666666668,14.0,0.6666666666666666,,,,,,,,,,,0.6666666666666666,0.5418999999999999,,,,7.133333333333333,,,,,-7.0,1.0,,1.0,,,,,,0.3333333333333333,,,,0.5,0.5,,,,,1.0,,,2.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-201973-202738-203935,1610612738,"Gerald Green, Amir Johnson, Jonas Jerebko, Isaiah Thomas, Marcus Smart","Green, Johnson, Jerebko, Thomas, Smart",101123-101161-201973-202738-203935,BOS,61.0,1,1.0,2.0,2.0,,,,4.0,1.0,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,1.0,,2.0,,,2.0,2.0,,2.0,,,,,2.0,1.0,2.0,4.0,,,,,,,,,1.0,,1.0,,,,,0.6666666666666666,,,0.6666666666666666,,,,,94.42622950819673,7.5,23.0,7.5,18.0,0.5,,,,,,,,,,,0.5,0.4954,,,,4.7,,,1.0,0.5,4.0,1.0,,2.0,,2.0,,,,1.0,,1.0,0.5,1.0,1.0,,,,1.0,,,,2.0,,1.0,,1.0,,,,,,,,0.5,0.5,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-1626175-1626179-203092-203923,1610612738,"Gerald Green, Jordan Mickey, Terry Rozier, Tyler Zeller, James Young","Green, Mickey, Rozier, Zeller, Young",101123-1626175-1626179-203092-203923,BOS,491.0,1,8.0,15.0,14.0,6.0,10.0,2.0,29.0,6.0,1.0,,1.0,,,5.0,,3.0,9.0,3.0,6.0,1.0,22.0,26.0,1.0,2.0,2.0,3.0,,10.0,6.0,5.0,1.0,2.0,4.0,,10.0,2.0,3.0,1.0,4.0,2.0,6.0,5.0,3.0,1.0,,1.0,,1.0,20.0,10.0,6.0,1.0,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.7,1.0,0.7333333333333333,1.0,0.4,0.1111111111111111,0.16666666666666666,0.25,0.6666666666666666,1.0,0.5714285714285714,0.3333333333333333,1.0,0.3333333333333333,,85.050916496945,19.733333333333334,13.928571428571429,19.4,12.071428571428571,0.4,0.06666666666666667,,,,0.3333333333333333,,0.2,,,0.6,0.8,0.50163,0.70405,0.52251,0.45454545454545453,6.777777777777778,24.599999999999998,0.4,,,-4.0,4.0,1.0,6.0,2.0,8.0,,1.0,1.0,0.6666666666666666,1.0,,,0.6666666666666666,0.8,1.0,0.06666666666666667,0.1111111111111111,,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,,,,1.0,,1.0,,0.3333333333333333,0.4,,1.0,0.25,,,,0.2,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6,,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.5,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-1626179-1627759-201143-202340,1610612738,"Gerald Green, Terry Rozier, Jaylen Brown, Al Horford, Avery Bradley","Green, Rozier, Brown, Horford, Bradley",101123-1626179-1627759-201143-202340,BOS,150.0,1,2.0,6.0,7.0,6.0,,,13.0,1.0,1.0,,1.0,,1.0,2.0,,2.0,1.0,2.0,3.0,2.0,10.0,10.0,,1.0,2.0,3.0,2.0,10.0,6.0,2.0,,2.0,3.0,,8.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,,,,,10.0,10.0,6.0,,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.75,,,,,1.0,0.5,,,,,124.8,11.833333333333334,11.285714285714286,11.833333333333334,11.285714285714286,0.25,0.25,,,,0.5,,0.25,0.25,,0.5,1.0,0.5799625,,0.5799625,1.0,2.7,24.733333333333334,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.2,0.5,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
