EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,DefThreePtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Defensive 3 Seconds Violations,Assisted3sPct,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3PctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PenaltyFtPoints,HeaveAttempts,Corner3Assists,Loose Ball Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffAtRimReboundPct,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,LongMidRangeFGM,PtsPutbacks,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,LostBallSteals,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LostBallTurnovers,Travels,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,Blocked3s,BlockedArc3,SecondChanceArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,Fg3aBlocked,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,BlockingFouls,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Corner3PctBlocked,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1713-200748-201145-201979-203919,1610612763,"Vince Carter, Tyrus Thomas, Jeff Green, Nick Calathes, Jordan Adams","Carter, Thomas, Green, Calathes, Adams",1713-200748-201145-201979-203919,MEM,85.0,1,1.0,-1.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,84.70588235294117,17.5,16.666666666666668,15.5,16.666666666666668,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5110333333333333,0.5808,0.5110333333333333,1.0,12.15,26.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-201584,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Courtney Lee","Carter, Conley, Green, Gasol, Lee",1713-201144-201145-201188-201584,MEM,411.0,6,7.0,-7.0,14.0,15.0,4.0,9.0,3.0,29.0,1.0,4.0,,1.0,2.0,3.0,1.0,1.0,3.0,11.0,5.0,11.0,18.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,8.0,8.0,4.0,4.0,0.2727272727272727,0.5,0.28125,0.3333333333333333,0.3235294117647059,0.3333333333333333,0.3125,1.0,0.375,1.0,0.4166666666666667,0.5,1.0,101.6058394160584,18.0,10.6,15.785714285714286,10.0,0.25,0.25,0.3333333333333333,0.125,0.1875,0.25,0.16666666666666666,,0.16666666666666666,0.5625,0.457015625,0.484675,0.446575,0.36363636363636365,9.027272727272727,24.380000000000003,0.2857142857142857,1.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.2,0.2,0.3333333333333333,0.25,0.3,0.09090909090909091,0.25,1.0,0.5,0.6666666666666666,0.5,0.5,1.0,0.09090909090909091,1.0,1.0,0.3125,0.4,0.4,0.5,0.125,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.11764705882352941,0.16666666666666666,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Kosta Koufos","Carter, Conley, Green, Gasol, Koufos",1713-201144-201145-201188-201585,MEM,282.0,1,5.0,-3.0,9.0,9.0,,4.0,1.0,18.0,,1.0,,,2.0,3.0,1.0,,2.0,7.0,4.0,11.0,14.0,1.0,,,,,2.0,3.0,3.0,,3.0,4.0,7.0,11.0,,,0.2857142857142857,,0.45454545454545453,,0.4583333333333333,,0.36363636363636365,,0.6,1.0,0.5714285714285714,0.5,,91.91489361702128,17.0,14.333333333333334,14.444444444444445,14.333333333333334,0.09090909090909091,,,0.18181818181818182,0.2727272727272727,0.3333333333333333,,,,0.45454545454545453,0.4727954545454546,0.44071666666666665,,,11.37142857142857,25.3,,,2.0,4.0,1.0,,2.0,2.0,1.0,,2.0,,,2.0,,2.0,2.0,1.0,3.0,,1.0,8.0,1.0,1.0,1.0,1.0,,,1.0,,5.0,1.0,,,2.0,,1.0,,,,,1.0,0.5,0.5,0.5,0.5,,,,0.2857142857142857,1.0,,0.5,1.0,1.0,,,0.2,,,0.36363636363636365,0.5,0.6666666666666666,0.5,0.09090909090909091,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,0.08333333333333333,0.125,,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Nick Calathes","Carter, Conley, Green, Gasol, Calathes",1713-201144-201145-201188-201979,MEM,3.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Zach Randolph","Carter, Conley, Green, Gasol, Randolph",1713-201144-201145-201188-2216,MEM,441.0,5,7.0,,12.0,13.0,6.0,4.0,2.0,25.0,2.0,5.0,2.0,2.0,1.0,4.0,,3.0,2.0,7.0,7.0,18.0,18.0,2.0,2.0,2.0,3.0,12.0,,3.0,3.0,4.0,4.0,3.0,7.0,12.0,12.0,6.0,0.2857142857142857,1.0,0.5714285714285714,1.0,0.5625,1.0,0.5,0.4444444444444444,0.6,0.4444444444444444,0.42857142857142855,,,81.63265306122449,18.166666666666668,17.153846153846153,16.166666666666668,15.153846153846153,0.35714285714285715,0.4,0.6666666666666666,0.07142857142857142,0.2857142857142857,,0.4,1.0,0.6,0.8571428571428571,0.5497961538461539,0.5721999999999999,0.600325,0.6666666666666666,5.542857142857143,27.142857142857142,0.5,1.0,,1.0,3.0,,2.0,4.0,2.0,,1.0,,6.0,4.0,6.0,2.0,2.0,2.0,4.0,2.0,,10.0,,1.0,1.0,1.0,,,,,3.0,4.0,,,4.0,,2.0,,,,,,1.0,1.0,0.5714285714285714,0.6666666666666666,,1.0,1.0,0.2857142857142857,0.4,,,1.0,,,0.5,0.2,,1.0,0.07142857142857142,,,,0.21428571428571427,0.5,0.5,0.3333333333333333,,0.6666666666666666,0.125,0.2222222222222222,0.3333333333333333,6.0,2.0,,,,,,,2.0,,0.5,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2754,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Tony Allen","Carter, Conley, Green, Gasol, Allen",1713-201144-201145-201188-2754,MEM,230.0,2,4.0,4.0,9.0,9.0,2.0,,1.0,18.0,2.0,5.0,,1.0,2.0,1.0,,1.0,3.0,7.0,1.0,9.0,5.0,,,1.0,1.0,,2.0,1.0,1.0,4.0,6.0,1.0,7.0,7.0,,2.0,0.42857142857142855,,0.375,,0.5,,0.125,1.0,0.25,0.8571428571428571,0.2,,1.0,112.69565217391303,11.777777777777779,13.777777777777779,11.777777777777779,13.666666666666666,0.625,0.4,0.5,0.25,0.125,,0.5,,0.5,0.75,0.5612,0.6387,0.57595,,6.728571428571429,24.6,0.2222222222222222,1.0,,,,,,,3.0,1.0,1.0,,2.0,4.0,,,1.0,2.0,2.0,1.0,,4.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.6666666666666666,1.0,,,1.0,1.0,1.0,0.14285714285714285,0.2,1.0,,,,,1.0,,1.0,0.5,,,,,,,,1.0,,,0.2222222222222222,0.25,0.2222222222222222,,,,2.0,,,,,2.0,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2757,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Beno Udrih","Carter, Conley, Green, Gasol, Udrih",1713-201144-201145-201188-2757,MEM,126.0,1,2.0,3.0,5.0,5.0,,5.0,,10.0,1.0,1.0,,,,,,,1.0,2.0,1.0,5.0,2.0,,,,,,,,,3.0,3.0,,3.0,5.0,,,0.5,,0.3333333333333333,,0.5,,0.3333333333333333,1.0,,1.0,,,1.0,114.28571428571428,11.0,14.2,11.0,14.2,0.3333333333333333,1.0,1.0,,,,,,,0.6666666666666666,0.6424666666666666,,,,5.75,22.6,,,,1.0,1.0,,,,3.0,,,,,2.0,,,,1.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201584-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Kosta Koufos","Carter, Conley, Green, Lee, Koufos",1713-201144-201145-201584-201585,MEM,256.0,3,4.0,10.0,7.0,6.0,1.0,3.0,1.0,13.0,2.0,2.0,,,2.0,,,,5.0,5.0,2.0,16.0,6.0,,,,1.0,2.0,6.0,,,2.0,2.0,1.0,3.0,14.0,2.0,1.0,1.0,,0.9285714285714286,,1.0,0.5,0.2857142857142857,0.6666666666666666,,0.5,1.0,,,73.125,16.571428571428573,23.333333333333332,16.428571428571427,17.5,0.2857142857142857,1.0,1.0,0.2857142857142857,,,,,,0.5714285714285714,0.5463071428571429,,0.58875,0.125,8.78,22.9,0.14285714285714285,,1.0,1.0,2.0,1.0,,1.0,3.0,,,2.0,2.0,4.0,,,,2.0,3.0,,,7.0,1.0,1.0,1.0,1.0,,,,,1.0,3.0,,,3.0,1.0,1.0,,,,,,0.4,0.4,0.5,0.5,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,1.0,,0.14285714285714285,0.2,0.125,3.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,2.0,,1.0,,,,,,0.5,0.5,1.0,,,,,,2.0,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201584-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Zach Randolph","Carter, Conley, Green, Lee, Randolph",1713-201144-201145-201584-2216,MEM,241.0,2,4.0,-1.0,6.0,7.0,,,1.0,13.0,2.0,2.0,,,,1.0,,1.0,3.0,4.0,2.0,7.0,8.0,,,,1.0,,6.0,,1.0,1.0,3.0,1.0,4.0,5.0,,,0.75,,0.5,,0.5833333333333334,,0.3333333333333333,1.0,1.0,1.0,0.5,,,77.67634854771784,17.666666666666668,19.285714285714285,17.666666666666668,19.285714285714285,0.3333333333333333,1.0,1.0,,0.16666666666666666,,,,1.0,0.6666666666666666,0.5378700000000001,0.5162,,,3.875,38.1,,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,1.0,,2.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,0.5,,1.0,,,,0.5,,,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,1.0,,,0.16666666666666666,0.25,0.2857142857142857,,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,2.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201585-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Kosta Koufos, Nick Calathes","Carter, Conley, Green, Koufos, Calathes",1713-201144-201145-201585-201979,MEM,358.0,3,6.0,3.0,11.0,12.0,8.0,1.0,1.0,23.0,1.0,3.0,1.0,1.0,1.0,4.0,,3.0,3.0,6.0,4.0,18.0,15.0,,2.0,3.0,3.0,13.0,6.0,4.0,1.0,3.0,4.0,1.0,5.0,18.0,13.0,8.0,0.5,0.6666666666666666,0.75,0.8333333333333334,0.75,0.8125,0.4,0.75,0.3333333333333333,0.6666666666666666,0.25,,1.0,92.51396648044692,17.454545454545453,13.833333333333334,17.363636363636363,12.5,0.3,0.3333333333333333,0.3333333333333333,0.1,0.4,,0.16666666666666666,1.0,0.5,0.7,0.5014000000000001,0.6039,0.48585833333333334,0.7222222222222222,6.05,26.1,0.7272727272727273,1.0,2.0,2.0,,,3.0,3.0,3.0,,1.0,,,,,3.0,,,3.0,,,9.0,,,1.0,1.0,,,,,2.0,4.0,,,5.0,1.0,1.0,,,,,,,,0.75,0.75,,,,,,,,,,,1.0,,,,0.2,1.0,1.0,,,0.75,0.75,1.0,,0.75,0.1,0.16666666666666666,,9.0,3.0,3.0,1.0,,,,,1.0,,1.0,,,0.5,0.5,1.0,,,,2.0,,2.0,3.0,,,,,0.6666666666666666,0.5,0.5,,,,,,,0.6666666666666666,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
