EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FtPoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg2Pct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,FTDefRebounds,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,DefFTReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,LostBallTurnovers,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SecondChanceCorner3Frequency,LongMidRangeFGM,LongMidRangeAssists,LostBallSteals,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,BadPassOutOfBoundsTurnovers,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,BlockingFouls,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,3SecondViolations,BlockingFoulsDrawn,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Defensive 3 Seconds Violations,OffensiveGoaltends,StepOutOfBoundsTurnovers,HeaveMakes,Clear Path Fouls,DefensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
1713-200748-201145-201979-203919,1610612763,"Vince Carter, Tyrus Thomas, Jeff Green, Nick Calathes, Jordan Adams","Carter, Thomas, Green, Calathes, Adams",1713-200748-201145-201979-203919,MEM,85.0,1,1.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.5,1.0,84.70588235294117,16.666666666666668,17.5,16.666666666666668,15.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.4444,0.4444,1.0,18.1,25.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201188-201584,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Courtney Lee","Carter, Conley, Green, Gasol, Lee",1713-201144-201145-201188-201584,MEM,411.0,6,7.0,7.0,15.0,14.0,9.0,4.0,29.0,2.0,2.0,2.0,1.0,1.0,7.0,2.0,2.0,18.0,11.0,4.0,1.0,1.0,13.0,,2.0,2.0,2.0,7.0,7.0,18.0,11.0,8.0,1.0,1.0,1.0,0.7777777777777778,0.9,0.8181818181818182,0.9285714285714286,0.2222222222222222,0.5,0.5833333333333334,0.5,101.6058394160584,10.6,18.0,10.0,15.785714285714286,0.2222222222222222,0.2222222222222222,1.0,1.0,0.2,1.0,0.7777777777777778,1.0,0.5794722222222223,0.54299,0.7222222222222222,5.385714285714286,24.7,0.6,1.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,2.0,6.0,1.0,3.0,2.0,5.0,2.0,3.0,12.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.5714285714285714,0.75,0.14285714285714285,0.2,0.5,0.625,1.0,0.3333333333333333,0.5,0.5,1.0,0.5555555555555556,0.8,1.0,0.75,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201188-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Kosta Koufos","Carter, Conley, Green, Gasol, Koufos",1713-201144-201145-201188-201585,MEM,282.0,1,5.0,3.0,9.0,9.0,4.0,,18.0,,,2.0,,2.0,2.0,1.0,3.0,14.0,11.0,,1.0,3.0,4.0,,2.0,,1.0,4.0,4.0,14.0,4.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7,0.5,0.8125,0.5,0.6,0.5,0.42857142857142855,,91.91489361702128,14.333333333333334,17.0,14.333333333333334,14.444444444444445,,0.4,,,0.6666666666666666,,0.8,,0.5575300000000001,0.5671499999999999,0.2857142857142857,2.7,25.03333333333333,0.4444444444444444,,1.0,1.0,,,2.0,7.0,,1.0,,4.0,3.0,,,1.0,1.0,,,3.0,2.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,5.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,0.4,1.0,,0.5,1.0,0.5,0.2,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.3333333333333333,1.0,0.42857142857142855,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201188-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Nick Calathes","Carter, Conley, Green, Gasol, Calathes",1713-201144-201145-201188-201979,MEM,3.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,480.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201188-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Zach Randolph","Carter, Conley, Green, Gasol, Randolph",1713-201144-201145-201188-2216,MEM,441.0,5,7.0,,13.0,12.0,4.0,6.0,25.0,3.0,,,,,17.0,,,18.0,18.0,3.0,,,5.0,,,,2.0,4.0,9.0,12.0,5.0,4.0,,,,0.47058823529411764,0.6666666666666666,0.5294117647058824,0.8333333333333334,,1.0,0.5714285714285714,1.0,81.63265306122449,17.153846153846153,18.166666666666668,15.153846153846153,16.166666666666668,0.17647058823529413,,,,,,0.4117647058823529,,0.5206117647058823,0.5972333333333334,0.2777777777777778,7.294117647058823,,0.3076923076923077,3.0,5.0,7.0,2.0,2.0,8.0,2.0,2.0,1.0,8.0,8.0,,,4.0,,4.0,,2.0,8.0,2.0,,,1.0,1.0,,1.0,,1.0,2.0,4.0,,,3.0,2.0,,2.0,2.0,2.0,1.0,,0.5,0.5714285714285714,,0.47058823529411764,0.6666666666666666,,,1.0,0.4,0.3333333333333333,,1.0,1.0,0.5,0.4117647058823529,0.7142857142857143,0.7142857142857143,0.4,,0.6666666666666666,1.0,3.0,7.0,,,,,,,2.0,,2.0,,,0.4117647058823529,0.42857142857142855,0.42857142857142855,,,,,,,0.11764705882352941,0.11764705882352941,1.0,2.0,3.0,4.0,6.0,2.0,2.0,5.0,5.0,2.0,1.0,0.75,0.75,0.75,0.5555555555555556,0.5555555555555556,0.5,0.25,1.0,0.2222222222222222,0.6666666666666666,0.5,0.5,0.50715,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201188-2754,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Tony Allen","Carter, Conley, Green, Gasol, Allen",1713-201144-201145-201188-2754,MEM,230.0,2,4.0,-4.0,9.0,9.0,,2.0,18.0,1.0,,3.0,,,5.0,,3.0,5.0,9.0,,,,,,3.0,,1.0,4.0,5.0,5.0,,,,,,0.125,,0.25,,0.375,1.0,0.8,1.0,112.69565217391303,13.777777777777779,11.777777777777779,13.666666666666666,11.777777777777779,0.125,0.375,,,,,0.75,,0.52821875,,,7.8,25.066666666666666,,1.0,1.0,3.0,,,1.0,3.0,,,2.0,,,1.0,1.0,,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,3.0,,,3.0,4.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,0.2,,0.2,0.3333333333333333,1.0,0.75,0.6666666666666666,,1.0,,1.0,0.375,0.3333333333333333,0.5,1.0,,,,,1.0,,,,,,,,,2.0,,,0.125,,,,,,,,,0.2,0.2857142857142857,,1.0,,1.0,,,,,1.0,,,,,,,0.14285714285714285,,,,,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201188-2757,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Beno Udrih","Carter, Conley, Green, Gasol, Udrih",1713-201144-201145-201188-2757,MEM,126.0,1,2.0,-3.0,5.0,5.0,5.0,,10.0,2.0,,,,,4.0,,,2.0,5.0,4.0,,,2.0,,,,1.0,2.0,2.0,2.0,2.0,5.0,,,,0.25,0.25,0.25,0.25,,1.0,1.0,,114.28571428571428,14.2,11.0,14.2,11.0,0.5,,,,,,0.25,,0.509975,0.509975,1.0,12.575,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,0.25,0.25,,,1.0,1.0,,1.0,,1.0,,0.25,1.0,1.0,1.0,,0.25,1.0,,1.0,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201584-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Kosta Koufos","Carter, Conley, Green, Lee, Koufos",1713-201144-201145-201584-201585,MEM,256.0,3,4.0,-10.0,6.0,7.0,3.0,1.0,13.0,,,,,,5.0,,1.0,6.0,16.0,2.0,,1.0,2.0,,,,,,2.0,4.0,2.0,3.0,,,,0.3333333333333333,,0.42857142857142855,0.25,0.16666666666666666,,,,73.125,23.333333333333332,16.571428571428573,17.5,16.428571428571427,,,,,,,0.6666666666666666,,0.5161083333333333,0.5150166666666667,0.3333333333333333,2.92,23.6,0.5,2.0,1.0,3.0,,1.0,2.0,2.0,,2.0,2.0,2.0,,,1.0,,1.0,,,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,3.0,,,1.0,2.0,,,,,,,0.5,0.5,,0.4,,,,1.0,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,1.0,2.0,,1.0,,1.0,,,,,1.0,,,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,0.3333333333333333,,0.14285714285714285,0.16666666666666666,,1.0,,1.0,2.0,,1.0,1.0,2.0,,,,,0.3333333333333333,0.3333333333333333,0.5,,1.0,,,1.0,0.5,,0.606775,0.3333333333333333,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201584-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Zach Randolph","Carter, Conley, Green, Lee, Randolph",1713-201144-201145-201584-2216,MEM,241.0,2,4.0,1.0,7.0,6.0,,,13.0,2.0,,2.0,,,5.0,,2.0,8.0,7.0,,,,,,2.0,,1.0,1.0,1.0,8.0,,,,,,0.5714285714285714,,0.5714285714285714,,0.2857142857142857,1.0,0.5,,77.67634854771784,19.285714285714285,17.666666666666668,19.285714285714285,17.666666666666668,0.2857142857142857,0.2857142857142857,,,,,0.5714285714285714,,0.5170714285714285,,,8.28,24.1,,,2.0,2.0,,,4.0,,,,2.0,6.0,,,1.0,,1.0,,,2.0,,1.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,0.25,0.25,,0.8,,,,,,,,,1.0,,0.2857142857142857,1.0,1.0,,,,,,1.0,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
1713-201144-201145-201585-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Kosta Koufos, Nick Calathes","Carter, Conley, Green, Koufos, Calathes",1713-201144-201145-201585-201979,MEM,358.0,3,6.0,-3.0,12.0,11.0,1.0,8.0,23.0,1.0,,3.0,,1.0,11.0,,3.0,15.0,18.0,1.0,,1.0,,,2.0,,1.0,4.0,6.0,13.0,,1.0,,,,0.5,,0.5357142857142857,,0.21428571428571427,1.0,0.75,1.0,92.51396648044692,13.833333333333334,17.454545454545453,12.5,17.363636363636363,0.07142857142857142,0.21428571428571427,,,0.5,,0.5,,0.5060230769230769,0.3845,,6.2272727272727275,34.63333333333333,0.08333333333333333,2.0,3.0,4.0,,,7.0,1.0,,,6.0,8.0,,,3.0,,3.0,,2.0,6.0,2.0,,,1.0,1.0,,1.0,,,1.0,4.0,,,2.0,1.0,,,,,,,0.42857142857142855,0.42857142857142855,,0.6363636363636364,,,,1.0,0.6666666666666666,0.5,,1.0,,,0.2857142857142857,0.75,0.75,0.6666666666666666,,,,4.0,6.0,,,,,,1.0,1.0,,1.0,,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,,,0.07142857142857142,0.09090909090909091,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,,,0.5,0.5,0.5,0.25,0.3333333333333333,,0.5,,,0.25,0.5,,0.51705,0.13333333333333333,1.0,0.5,0.5,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,False
