EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,PtsUnassisted3s,Corner3Assists,BadPassSteals,BlockingFouls,3pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DeadBallTurnovers,LostBallTurnovers,Travels,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeAssists,SecondChanceTurnovers,OffArc3ReboundPct,ShortMidRangePctAssisted,BadPassOutOfBoundsTurnovers,PenaltyFG2M,PenaltyTurnovers,OffensiveGoaltends,PenaltyFg2Pct,PenaltyEfgPct,Loose Ball Fouls,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Defensive 3 Seconds Violations,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SelfOReb,NonShootingPenaltyNonTakeFouls,SelfORebPct,SecondChanceArc3Frequency,Offensive Fouls,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimAccuracy,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,Charge Fouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,3SecondViolations,DefensiveGoaltends,BlockedCorner3,StepOutOfBoundsTurnovers,HeaveAttempts,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,HeaveMakes,team_id,year,season,team_vs
201569-201582-201583-201936-201967,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Tyreke Evans, Dante Cunningham","Gordon, Ajinca, Anderson, Evans, Cunningham",201569-201582-201583-201936-201967,NOP,798.0,4,13.0,10.0,24.0,23.0,3.0,9.0,4.0,47.0,7.0,10.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,10.0,15.0,3.0,7.0,10.0,39.0,29.0,3.0,4.0,2.0,8.0,1.0,1.0,2.0,2.0,10.0,10.0,9.0,4.0,5.0,3.0,1.0,5.0,3.0,8.0,3.0,4.0,1.0,19.0,1.0,3.0,3.0,2.0,2.0,7.0,4.0,11.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,31.0,2.0,3.0,1.0,0.5,0.625,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.75,0.6590909090909091,0.75,0.74,0.8,0.3333333333333333,0.3181818181818182,0.06666666666666667,0.1,1.0,1.0,0.4,0.6,0.75,0.25,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.5,0.5,0.5,1.0,0.75,84.81203007518796,15.916666666666666,18.08695652173913,14.541666666666666,16.652173913043477,0.45454545454545453,0.7,0.7777777777777778,0.5714285714285714,0.09090909090909091,0.13636363636363635,1.0,1.0,0.3333333333333333,0.09090909090909091,0.22727272727272727,0.6,0.6,1.0,1.0,0.75,0.3333333333333333,0.5,0.5,0.7727272727272727,0.6,0.5086113636363637,0.544125,0.55435,0.125,0.125,0.125,0.20512820512820512,0.05128205128205128,6.180000000000001,24.885714285714283,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201936-202347,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Tyreke Evans, Quincy Pondexter","Gordon, Ajinca, Anderson, Evans, Pondexter",201569-201582-201583-201936-202347,NOP,849.0,3,14.0,7.0,24.0,24.0,,1.0,4.0,48.0,4.0,6.0,2.0,3.0,,6.0,1.0,5.0,1.0,3.0,5.0,,8.0,17.0,4.0,6.0,3.0,31.0,24.0,3.0,4.0,,6.0,,,,,2.0,14.0,6.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,,8.0,,4.0,4.0,4.0,1.0,9.0,4.0,13.0,4.0,,3.0,3.0,3.0,3.0,7.0,4.0,,,5.0,,,2.0,1.0,,1.0,1.0,,1.0,25.0,,,,0.125,0.14285714285714285,0.5,0.6666666666666666,0.6666666666666666,0.47058823529411764,0.75,0.6086956521739131,0.75,0.62,0.75,,0.2608695652173913,0.058823529411764705,,1.0,1.0,0.3333333333333333,0.4444444444444444,0.6666666666666666,,0.4444444444444444,0.36363636363636365,,0.3333333333333333,,0.6666666666666666,0.25,0.6,81.41342756183745,16.625,18.75,15.625,14.791666666666666,0.2608695652173913,0.6666666666666666,0.6666666666666666,0.25,0.2608695652173913,0.21739130434782608,0.2,0.2,,0.043478260869565216,0.21739130434782608,0.6,0.6,0.3333333333333333,0.75,0.6666666666666666,,,,0.5217391304347826,0.6,0.5024673913043478,0.5785,,0.12,0.10526315789473684,0.16666666666666666,0.1935483870967742,,9.535294117647059,24.900000000000002,,3.0,1.0,6.0,1.0,4.0,1.0,1.0,0.16666666666666666,0.75,0.2,1.0,0.5,0.6,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201936-203085,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Tyreke Evans, Austin Rivers","Gordon, Ajinca, Anderson, Evans, Rivers",201569-201582-201583-201936-203085,NOP,249.0,3,4.0,8.0,9.0,8.0,1.0,,,17.0,3.0,3.0,,,,,1.0,2.0,,,,,4.0,5.0,,,4.0,12.0,4.0,,,,,,,2.0,2.0,4.0,4.0,,,,,,2.0,,2.0,,1.0,1.0,4.0,,,,5.0,,5.0,,5.0,1.0,1.0,1.0,,2.0,,1.0,3.0,1.0,,4.0,,,2.0,,,2.0,2.0,,2.0,12.0,2.0,1.0,,0.5,0.5,,,,0.8,,0.8,,0.8571428571428571,,1.0,,,,0.5,,0.8333333333333334,,,,0.8333333333333334,,,,,1.0,1.0,,98.31325301204818,10.333333333333334,19.5,10.333333333333334,19.5,0.6,1.0,1.0,0.3333333333333333,,0.4,0.5,0.5,1.0,,,,,,,,,,,0.6,,0.5359200000000001,,,0.2857142857142857,0.2857142857142857,,,0.16666666666666666,8.24,,0.1111111111111111,,,,,,,,,,0.75,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201950-203076,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Jrue Holiday, Anthony Davis","Gordon, Ajinca, Anderson, Holiday, Davis",201569-201582-201583-201950-203076,NOP,82.0,1,1.0,-2.0,2.0,2.0,,,,4.0,,1.0,,,,,1.0,1.0,,,,,1.0,2.0,,,,2.0,4.0,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,0.5,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,70.2439024390244,28.0,13.0,28.0,13.0,0.5,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,0.5,,0.5351,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201950-203085,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Jrue Holiday, Austin Rivers","Gordon, Ajinca, Anderson, Holiday, Rivers",201569-201582-201583-201950-203085,NOP,83.0,1,1.0,,2.0,2.0,1.0,,,4.0,1.0,1.0,,,,,,1.0,,,,,1.0,2.0,,,,2.0,2.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,0.5,,0.5,,0.5,,,,,,,,1.0,,,,0.5,,,,,1.0,,,69.39759036144578,17.5,24.0,17.5,21.5,0.5,1.0,1.0,,,0.5,,,,,,,,,,,,,,0.5,,0.5751,,0.4092,,,,,,8.4,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201962-202708,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Toney Douglas, Norris Cole","Gordon, Ajinca, Anderson, Douglas, Cole",201569-201582-201583-201962-202708,NOP,15.0,1,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,96.0,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201967-202347,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Quincy Pondexter","Gordon, Ajinca, Anderson, Cunningham, Pondexter",201569-201582-201583-201967-202347,NOP,27.0,1,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,53.33333333333333,13.0,,13.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,0.53535,,,,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201967-202690,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Jimmer Fredette","Gordon, Ajinca, Anderson, Cunningham, Fredette",201569-201582-201583-201967-202690,NOP,458.0,2,8.0,-1.0,15.0,15.0,,,2.0,30.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,,1.0,4.0,,3.0,6.0,1.0,4.0,4.0,13.0,14.0,1.0,1.0,,2.0,,,,,2.0,4.0,,2.0,4.0,1.0,,1.0,,1.0,,,,2.0,1.0,1.0,2.0,4.0,,6.0,2.0,8.0,1.0,,3.0,1.0,4.0,3.0,4.0,3.0,,,7.0,,,2.0,1.0,,,,,,11.0,,,,0.3333333333333333,0.5,,0.25,0.25,0.5,1.0,0.45,1.0,0.5,1.0,,0.4,,,0.75,,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.3333333333333333,1.0,,,,,0.6666666666666666,94.32314410480349,16.666666666666668,13.866666666666667,16.0,13.666666666666666,0.2,0.5,0.5,,0.1,0.3,0.3333333333333333,0.3333333333333333,,,0.4,0.25,0.25,,1.0,1.0,,,,0.6,0.25,0.51105,0.6434,,0.23076923076923078,0.25,0.2,0.15384615384615385,,10.450000000000001,25.425,,1.0,,3.0,,1.0,2.0,,,,1.0,,1.0,1.0,,,,1.0,2.0,1.0,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201967-202708,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Norris Cole","Gordon, Ajinca, Anderson, Cunningham, Cole",201569-201582-201583-201967-202708,NOP,372.0,4,6.0,1.0,11.0,10.0,2.0,1.0,,21.0,3.0,4.0,,,1.0,3.0,,2.0,1.0,,,,5.0,9.0,,1.0,,10.0,9.0,,,,,2.0,,,,8.0,2.0,,,,,1.0,4.0,,4.0,,2.0,,8.0,,,2.0,2.0,,4.0,,4.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,10.0,,2.0,,0.8,0.8,,,,0.5555555555555556,,0.5,,0.5,,,0.1,0.1111111111111111,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,81.29032258064515,16.727272727272727,18.8,16.727272727272727,17.2,0.4,0.75,0.75,0.6666666666666666,0.3,0.2,,,,0.1,,,,,,,,0.5,,0.5,,0.52308,,0.4531,,,,,,7.1,23.7,0.18181818181818182,2.0,,,,,,,0.3333333333333333,,,1.0,0.6666666666666666,1.0,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201582-201583-201967-203085,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Austin Rivers","Gordon, Ajinca, Anderson, Cunningham, Rivers",201569-201582-201583-201967-203085,NOP,118.0,1,2.0,1.0,2.0,3.0,,,,5.0,,,,,,2.0,,,,,,,2.0,2.0,,,,4.0,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,1.0,4.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.5,,,,0.5,,,,,,,,61.016949152542374,26.0,22.0,26.0,20.666666666666668,,,,,1.0,,,,,,,,,,,,,,,,,0.38205,,,,,,,,8.55,,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
