EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimAssists,DefTwoPtRebounds,Steals,BadPassSteals,DefTwoPtReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,SelfOReb,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceArc3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,Fg2aBlocked,Corner3Assists,LostBallTurnovers,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallSteals,DefShortMidRangeReboundPct,PtsUnassisted3s,Offensive Fouls Drawn,SecondChanceFtPoints,ShortMidRangeAssists,FTDefRebounds,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,LostBallOutOfBoundsTurnovers,BlockingFouls,OffensiveGoaltends,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,Travels,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedAtRim,3SecondViolations,Charge Fouls,BlockingFoulsDrawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,HeaveAttempts,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,BlockedLongMidRange,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101249-200761-201202-201858-203113,1610612765,"John Lucas III, Shawne Williams, Joel Anthony, Cartier Martin, Quincy Miller","Lucas III, Williams, Anthony, Martin, Miller",101249-200761-201202-201858-203113,DET,335.0,2,6.0,-15.0,11.0,12.0,6.0,7.0,2.0,23.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,10.0,25.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,8.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,8.0,8.0,6.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.2857142857142857,0.3333333333333333,0.5,0.3888888888888889,0.3333333333333333,0.7,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.5,0.6,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,98.86567164179105,14.454545454545455,14.666666666666666,13.363636363636363,12.583333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,1.0,0.6666666666666666,0.5,0.2,1.0,0.2,1.0,0.5555555555555556,0.5,0.4814888888888889,0.5841333333333333,0.46881000000000006,0.1,0.125,0.2,0.8,9.828571428571427,26.1,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201202-201858-203484,1610612765,"John Lucas III, Shawne Williams, Joel Anthony, Cartier Martin, Kentavious Caldwell-Pope","Lucas III, Williams, Anthony, Martin, Caldwell-Pope",101249-200761-201202-201858-203484,DET,188.0,1,3.0,1.0,6.0,7.0,,,,13.0,2.0,2.0,,,,,,,1.0,1.0,2.0,,,2.0,3.0,1.0,2.0,,7.0,6.0,,,,,,,,,,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,,5.0,,2.0,3.0,,3.0,1.0,,1.0,,1.0,,,,,,,,,7.0,,,,,0.5,0.5,1.0,0.5,,0.5,0.6666666666666666,,,0.7,,,0.7,,,0.4,1.0,,1.0,1.0,,,,,1.0,99.57446808510639,14.5,14.428571428571429,14.5,12.857142857142858,0.4,1.0,1.0,,0.2,,,,0.4,0.5,0.5,1.0,,,,,,,0.8,0.5,0.62161,,,,,,,5.666666666666667,27.65,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201202-201975-203113,1610612765,"John Lucas III, Shawne Williams, Joel Anthony, Jodie Meeks, Quincy Miller","Lucas III, Williams, Anthony, Meeks, Miller",101249-200761-201202-201975-203113,DET,297.0,1,5.0,2.0,10.0,10.0,,,3.0,20.0,3.0,7.0,2.0,4.0,,,2.0,,1.0,1.0,3.0,,,4.0,10.0,1.0,4.0,1.0,12.0,10.0,2.0,4.0,4.0,,,,,,,2.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,5.0,2.0,5.0,6.0,11.0,1.0,,1.0,,1.0,,,,,1.0,2.0,1.0,,8.0,,,,,0.25,0.5,1.0,0.25,,0.25,0.4,0.5,,0.39285714285714285,0.3333333333333333,,0.4,0.3333333333333333,,0.2857142857142857,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.75,1.0,1.0,1.0,96.96969696969697,14.9,14.8,12.8,14.8,0.5,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.07142857142857142,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,,,,,0.7857142857142857,0.3333333333333333,0.5521321428571428,0.62002,,0.06666666666666667,0.09090909090909091,0.3333333333333333,,4.2299999999999995,24.85,,1.0,3.0,,,1.0,1.0,0.3333333333333333,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.1111111111111111,0.5,0.5,0.07142857142857142,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201202-201975-2419,1610612765,"John Lucas III, Shawne Williams, Joel Anthony, Jodie Meeks, Tayshaun Prince","Lucas III, Williams, Anthony, Meeks, Prince",101249-200761-201202-201975-2419,DET,367.0,2,6.0,-4.0,10.0,10.0,5.0,,1.0,20.0,2.0,4.0,,,,1.0,1.0,,,,,,,2.0,5.0,1.0,2.0,1.0,8.0,12.0,,,3.0,,2.0,1.0,2.0,1.0,4.0,4.0,,3.0,,,,2.0,1.0,3.0,,,7.0,,,1.0,,1.0,1.0,,,1.0,2.0,,,,,1.0,2.0,1.0,,5.0,4.0,5.0,,,1.0,1.0,1.0,0.5,0.5,0.5,0.4,,,0.5,1.5,0.375,0.5,1.5,0.4,0.2857142857142857,0.5,,,0.3333333333333333,,,,,,78.4741144414169,18.8,17.9,17.9,15.9,0.5714285714285714,0.5,0.6666666666666666,0.14285714285714285,,,,,,,,,,,0.25,,,,0.8571428571428571,,0.5561357142857143,0.56925,0.5525875,0.125,0.16666666666666666,0.375,0.5,3.02,23.6,0.5,2.0,1.0,2.0,2.0,0.5,0.5,1.0,,2.0,,1.0,,,,,,,,,0.2857142857142857,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.25,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201975-202328-2406,1610612765,"John Lucas III, Shawne Williams, Jodie Meeks, Greg Monroe, Caron Butler","Lucas III, Williams, Meeks, Monroe, Butler",101249-200761-201975-202328-2406,DET,147.0,1,2.0,,6.0,6.0,,,,12.0,2.0,4.0,,,,,,,,,,,,2.0,4.0,,,,4.0,4.0,,,,,,,,,,2.0,2.0,,,,,1.0,,1.0,,,2.0,,1.0,3.0,,3.0,2.0,,2.0,,2.0,,,,,,,,,4.0,,,,,0.5,0.5,,,,,0.5,,,0.5,,,0.5,,,,1.0,,1.0,1.0,,,,,1.0,117.55102040816325,8.666666666666666,15.833333333333334,8.666666666666666,15.833333333333334,1.0,0.5,0.5,,,,,,,,,,,,,,,,1.0,,0.71445,,,,,,,0.9,,,1.0,2.0,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201975-202328-2419,1610612765,"John Lucas III, Shawne Williams, Jodie Meeks, Greg Monroe, Tayshaun Prince","Lucas III, Williams, Meeks, Monroe, Prince",101249-200761-201975-202328-2419,DET,76.0,1,1.0,-2.0,1.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,56.8421052631579,17.0,29.5,17.0,19.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,0.56985,,0.56985,,,,,,25.1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201975-203083-203113,1610612765,"John Lucas III, Shawne Williams, Jodie Meeks, Andre Drummond, Quincy Miller","Lucas III, Williams, Meeks, Drummond, Miller",101249-200761-201975-203083-203113,DET,71.0,1,1.0,5.0,2.0,2.0,,,,4.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,5.0,,,,,,,,1.0,,1.0,1.0,,,1.25,,,1.25,,,0.5,,,,1.0,,,,,,81.12676056338029,12.5,23.0,12.5,23.0,,,,,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,,,0.5,1.0,0.453575,,,,,,,17.3,26.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201975-203083-2406,1610612765,"John Lucas III, Shawne Williams, Jodie Meeks, Andre Drummond, Caron Butler","Lucas III, Williams, Meeks, Drummond, Butler",101249-200761-201975-203083-2406,DET,462.0,2,8.0,2.0,16.0,15.0,4.0,3.0,1.0,31.0,2.0,2.0,,,1.0,1.0,5.0,,3.0,1.0,2.0,1.0,1.0,4.0,10.0,2.0,3.0,4.0,18.0,16.0,,,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,6.0,,2.0,1.0,3.0,2.0,5.0,1.0,,12.0,1.0,1.0,7.0,1.0,8.0,1.0,,,,1.0,,2.0,2.0,,3.0,6.0,3.0,,16.0,6.0,4.0,,,0.75,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.4,,0.5,0.5384615384615384,,0.8333333333333334,0.5625,1.0,0.75,0.23076923076923078,1.0,0.16666666666666666,1.0,0.75,0.14285714285714285,,0.3333333333333333,,1.0,96.62337662337661,15.8125,13.933333333333334,15.8125,12.933333333333334,0.15384615384615385,1.0,1.0,0.38461538461538464,0.23076923076923078,,,,0.15384615384615385,0.5,0.5,1.0,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.38461538461538464,0.5,0.44884615384615384,,0.4796666666666667,0.1875,0.23076923076923078,0.1111111111111111,0.3333333333333333,8.209999999999999,25.633333333333336,0.25,2.0,5.0,1.0,1.0,0.7142857142857143,0.3333333333333333,1.0,2.0,1.0,,,,,,,1.0,,0.4,0.6666666666666666,0.07692307692307693,,1.0,,,,,,2.0,1.0,1.0,,0.2,,1.0,1.0,1.0,,,,,,,1.0,,,2.0,1.0,1.0,0.4,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-201975-203083-2419,1610612765,"John Lucas III, Shawne Williams, Jodie Meeks, Andre Drummond, Tayshaun Prince","Lucas III, Williams, Meeks, Drummond, Prince",101249-200761-201975-203083-2419,DET,234.0,1,4.0,8.0,6.0,8.0,1.0,1.0,3.0,14.0,2.0,5.0,1.0,2.0,,,2.0,,,,1.0,,,2.0,7.0,,1.0,4.0,8.0,,1.0,3.0,2.0,,,,,2.0,2.0,2.0,2.0,,2.0,1.0,,1.0,,1.0,,,2.0,5.0,1.0,5.0,5.0,10.0,,,,1.0,1.0,,,1.0,,3.0,4.0,2.0,,6.0,2.0,1.0,,,0.5,1.0,,,,,0.2857142857142857,0.3333333333333333,,0.25,0.25,,0.4,0.25,1.0,0.125,,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,,,86.15384615384616,14.0,18.75,10.0,18.75,0.625,0.4,1.0,0.25,,,,,0.125,,,,0.5,0.5,,,,,0.75,,0.53419375,0.4746375,,0.2,0.2222222222222222,0.25,0.25,3.6285714285714286,24.6,0.16666666666666666,1.0,4.0,2.0,2.0,1.0,1.0,0.5,,,1.0,1.0,,,,,,,,,,0.25,,,,,,,3.0,,,,0.42857142857142855,0.6,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
101249-200761-203083-203484-2419,1610612765,"John Lucas III, Shawne Williams, Andre Drummond, Kentavious Caldwell-Pope, Tayshaun Prince","Lucas III, Williams, Drummond, Caldwell-Pope, Prince",101249-200761-203083-203484-2419,DET,17.0,1,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,84.70588235294117,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2015,2014-15,True
