EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,AtRimAssists,DefThreePtRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DefShortMidRangeReboundPct,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Travels,ShootingFouls,BlockingFouls,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,PenaltyFG2M,PtsUnassisted3s,PtsPutbacks,FTDefRebounds,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,LostBallTurnovers,BadPassSteals,OffShortMidRangeReboundPct,Charge Fouls,Offensive Fouls Drawn,FTOffRebounds,OffFTReboundPct,ShortMidRangePctBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,LostBallOutOfBoundsTurnovers,HeaveAttempts,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
201569-201582-201936-202708-203076,1610612740,"Eric Gordon, Alexis Ajinca, Tyreke Evans, Norris Cole, Anthony Davis","Gordon, Ajinca, Evans, Cole, Davis",201569-201582-201936-202708-203076,NOP,88.0,1,1.0,1.0,3.0,3.0,3.0,6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,98.18181818181819,15.666666666666666,13.666666666666666,15.666666666666666,13.666666666666666,0.5,1.0,1.0,1.0,0.5,0.5,0.469825,18.6,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201600-202347-202708,1610612740,"Eric Gordon, Ryan Anderson, Omer Asik, Quincy Pondexter, Norris Cole","Gordon, Anderson, Asik, Pondexter, Cole",201569-201583-201600-202347-202708,NOP,60.0,1,1.0,5.0,4.0,3.0,,7,,,1.0,1.0,1.0,2.0,5.0,,2.0,1.0,1.0,2.0,,5.0,,2.0,2.0,1.0,1.0,,,,,,5.0,,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,,1.0,,168.0,5.75,12.333333333333334,5.75,12.333333333333334,,,,,0.3333333333333333,1.0,0.6235333333333334,0.1,25.65,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-201950-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Jrue Holiday, Anthony Davis","Gordon, Anderson, Evans, Holiday, Davis",201569-201583-201936-201950-203076,NOP,14.0,1,,-4.0,,3.0,3.0,3,,,,,,,,4.0,,,,,,,1.0,1.0,1.0,,,,,4.0,,,,1.0,,,,,,,1.0,1.0,,308.57142857142856,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-201967-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Dante Cunningham, Anthony Davis","Gordon, Anderson, Evans, Cunningham, Davis",201569-201583-201936-201967-203076,NOP,639.0,1,11.0,-7.0,19.0,19.0,3.0,38,3.0,5.0,7.0,5.0,10.0,9.0,25.0,32.0,6.0,7.0,3.0,7.0,1.0,18.0,,3.0,6.0,1.0,1.0,1.0,2.0,3.0,5.0,,22.0,,0.6,0.6,0.5,0.5789473684210527,0.625,0.47368421052631576,,0.75,,85.63380281690141,18.105263157894736,15.526315789473685,16.68421052631579,15.526315789473685,0.2631578947368421,0.6,0.6,0.3333333333333333,0.3684210526315789,0.631578947368421,0.48445789473684214,11.57,25.11111111111111,1.0,3.0,1.0,2.0,4.0,12.0,4.0,1.0,1.0,3.0,1.0,0.4444444444444444,0.4444444444444444,0.75,0.75,0.15789473684210525,0.3333333333333333,1.0,1.0,0.10526315789473684,0.5,0.5,1.0,,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,8.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,0.6666666666666666,0.5,0.6,0.5,0.6666666666666666,0.2,0.6666666666666666,0.5,0.4,0.2,0.3,1.0,0.25,0.125,0.10526315789473684,0.5,0.5,1.0,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4,0.4,0.5,0.2,1.0,0.42857142857142855,0.475625,0.55277,0.05263157894736842,0.1,0.12,0.32,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-202347-202708,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Quincy Pondexter, Norris Cole","Gordon, Anderson, Evans, Pondexter, Cole",201569-201583-201936-202347-202708,NOP,74.0,1,1.0,2.0,3.0,2.0,,5,,,,1.0,1.0,1.0,6.0,4.0,,,,,,,,,1.0,,,,,,2.0,,4.0,,,,1.0,0.5,0.75,0.5,,,,97.29729729729729,12.333333333333334,18.5,12.333333333333334,18.5,,,,,,1.0,0.535375,2.6,23.1,1.0,1.0,,1.0,,,,,,,,,,,,0.5,1.0,1.0,,0.5,,,,,1.0,1.0,,,,,,,,,,,,4.0,,,,2.0,,,,2.0,2.0,2.0,,,,,1.0,,1.0,,,,,,,,5.0,,1.0,,2.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-202347-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Quincy Pondexter, Anthony Davis","Gordon, Anderson, Evans, Pondexter, Davis",201569-201583-201936-202347-203076,NOP,855.0,3,14.0,9.0,25.0,27.0,13.0,52,1.0,5.0,9.0,7.0,18.0,9.0,35.0,26.0,8.0,9.0,4.0,6.0,1.0,14.0,6.0,12.0,19.0,,,2.0,2.0,9.0,8.0,,23.0,1.0,0.5714285714285714,0.8,0.3888888888888889,0.5370370370370371,0.5833333333333334,0.3333333333333333,0.75,0.7857142857142857,0.6666666666666666,87.57894736842105,15.72,17.11111111111111,13.84,16.444444444444443,0.18518518518518517,0.2,0.2,1.0,0.3333333333333333,0.6666666666666666,0.49065925925925924,8.177777777777777,25.544444444444444,4.0,9.0,,,5.0,6.0,2.0,,2.0,5.0,0.4,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.8,0.3333333333333333,0.4444444444444444,0.8,0.5,,,,,1.0,11.0,7.0,3.0,4.0,2.0,4.0,,,,,5.0,2.0,3.0,6.0,5.0,2.0,2.0,12.0,7.0,2.0,3.0,5.0,21.0,6.0,5.0,4.0,2.0,1.0,3.0,4.0,7.0,,,,1.0,4.0,1.0,2.0,7.0,1.0,2.0,2.0,19.0,10.0,1.0,0.6666666666666666,0.8571428571428571,0.8,0.8571428571428571,0.8076923076923077,0.2222222222222222,0.4444444444444444,,0.36363636363636365,0.75,0.4666666666666667,0.4,0.75,,0.14814814814814814,0.5,0.5,0.5,0.5555555555555556,0.5555555555555556,0.4,0.42857142857142855,,,,0.4,,,0.3,0.6666666666666666,0.5555555555555556,0.5087,0.526095,0.07142857142857142,0.10526315789473684,0.34285714285714286,0.6,0.44,,,,,2.0,3.0,2.0,2.0,3.0,5.0,9.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.6,0.7142857142857143,1.0,0.5,0.75,1.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,1.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-202708-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Norris Cole, Anthony Davis","Gordon, Anderson, Evans, Cole, Davis",201569-201583-201936-202708-203076,NOP,222.0,2,4.0,-3.0,7.0,9.0,,16,,,1.0,1.0,3.0,1.0,5.0,8.0,,1.0,,,,,2.0,4.0,5.0,,,,1.0,2.0,3.0,,5.0,,,,0.3333333333333333,0.25,0.35714285714285715,0.25,1.0,0.8,1.0,103.78378378378378,16.142857142857142,12.11111111111111,15.571428571428571,11.666666666666666,,,,,0.25,1.0,0.529675,2.1666666666666665,26.7,1.0,3.0,,,,,,,,2.0,,,,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,,,,,,,5.0,1.0,1.0,2.0,,,,,,,,,1.0,3.0,1.0,,,,2.0,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,6.0,,2.0,1.0,,4.0,,,,,,0.125,,,1.0,0.5,,0.3333333333333333,0.5,,0.3333333333333333,,,,,,,,1.0,,,,0.6666666666666666,,,0.3333333333333333,,,0.4528,0.5270666666666667,0.3333333333333333,0.4,,0.2,0.7142857142857143,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201950-201967-202708,1610612740,"Eric Gordon, Ryan Anderson, Jrue Holiday, Dante Cunningham, Norris Cole","Gordon, Anderson, Holiday, Cunningham, Cole",201569-201583-201950-201967-202708,NOP,146.0,1,2.0,3.0,5.0,5.0,4.0,10,,,3.0,,3.0,3.0,8.0,5.0,,3.0,,1.0,,3.0,,1.0,3.0,2.0,1.0,,,2.0,1.0,,6.0,,,,,0.5,0.5714285714285714,0.5,,0.25,,98.63013698630138,13.4,15.8,11.0,13.6,,,,,0.5,0.6666666666666666,0.5311833333333333,3.8666666666666667,25.666666666666668,,1.0,,,2.0,3.0,1.0,,,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.16666666666666666,,,,,,,,,5.0,1.0,,1.0,,2.0,,,,,2.0,2.0,3.0,2.0,1.0,,,2.0,3.0,2.0,3.0,2.0,8.0,,2.0,,1.0,,1.0,1.0,2.0,1.0,,,,2.0,,,2.0,,1.0,,8.0,5.0,,0.6666666666666666,,0.5,0.5,0.5714285714285714,,,,0.3333333333333333,1.0,0.5,,1.0,0.25,0.3333333333333333,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,0.16666666666666666,,,0.5,0.6666666666666666,0.6666666666666666,,0.5311833333333333,0.14285714285714285,0.25,0.25,1.0,1.0,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201950-202347-203076,1610612740,"Eric Gordon, Ryan Anderson, Jrue Holiday, Quincy Pondexter, Anthony Davis","Gordon, Anderson, Holiday, Pondexter, Davis",201569-201583-201950-202347-203076,NOP,78.0,1,1.0,6.0,4.0,4.0,,8,,,,3.0,4.0,,8.0,2.0,,,,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,2.0,,6.0,,,,0.75,0.75,1.0,,1.0,1.0,,147.69230769230768,7.75,11.75,7.75,11.75,,,,,,0.75,0.5638,2.175,,2.0,3.0,,,,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,2.0,1.0,,,2.0,3.0,,,1.0,5.0,6.0,,,,,,1.0,1.0,,1.0,,,,,,2.0,2.0,2.0,,5.0,3.0,,,1.0,0.6666666666666666,1.0,0.8333333333333334,,,1.0,1.0,,1.0,1.0,,,0.25,1.0,1.0,,,,,1.0,,,,1.0,,,,,,0.6587,0.6104999999999999,0.5,0.5,0.25,0.625,0.75,,,,,1.0,2.0,,,1.0,2.0,,2.0,,1.0,,,,,,,,,1.0,0.6666666666666666,,,,,,1.0,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201950-202708-203076,1610612740,"Eric Gordon, Ryan Anderson, Jrue Holiday, Norris Cole, Anthony Davis","Gordon, Anderson, Holiday, Cole, Davis",201569-201583-201950-202708-203076,NOP,192.0,1,3.0,4.0,7.0,6.0,3.0,13,,2.0,1.0,2.0,5.0,1.0,7.0,3.0,4.0,1.0,2.0,3.0,,7.0,3.0,4.0,5.0,,,1.0,1.0,2.0,,,7.0,,1.0,1.0,0.4,0.5833333333333334,0.5833333333333334,0.16666666666666666,1.0,1.0,1.0,97.5,14.285714285714286,15.333333333333334,13.428571428571429,15.333333333333334,0.3333333333333333,,,,0.16666666666666666,0.5,0.5618166666666666,9.16,28.2,2.0,2.0,,,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.16666666666666666,,,,1.0,1.0,1.0,,,,,,,,,,1.0,0.4388,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
