EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Steals,BadPassSteals,LostBallSteals,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,AtRimPctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Technical Free Throw Trips,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,Travels,BlockedLongMidRange,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,team_id,year,season,team_vs
1891-201147-201935-203093-203991,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Clint Capela","Terry, Brewer, Harden, Jones, Capela",1891-201147-201935-203093-203991,HOU,75.0,3,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,76.8,17.5,20.0,17.5,20.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203093-2730,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Dwight Howard","Terry, Brewer, Harden, Jones, Howard",1891-201147-201935-203093-2730,HOU,645.0,6,11.0,18.0,24.0,22.0,7.0,19.0,46.0,7.0,42.0,24.0,5.0,11.0,5.0,11.0,13.0,7.0,9.0,3.0,40.0,11.0,7.0,3.0,0.875,0.7857142857142857,0.7142857142857143,0.8,0.5,102.69767441860465,13.541666666666666,14.545454545454545,13.125,14.136363636363637,0.2619047619047619,0.2916666666666667,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,10.0,12.0,5.0,8.0,1.0,2.0,2.0,3.0,3.0,1.0,8.0,12.0,12.0,3.0,2.0,5.0,2.0,1.0,4.0,4.0,8.0,1.0,3.0,2.0,1.0,1.0,20.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,11.0,1.0,1.0,1.0,2.0,4.0,0.4,0.4444444444444444,0.8,0.625,0.625,0.8333333333333334,0.5,1.0,0.875,0.5,0.75,0.5,0.4,0.08333333333333333,0.2,0.5,1.0,0.5,1.0,0.3333333333333333,0.4,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.25,0.6,0.75,0.3333333333333333,0.15,1.0,1.0,0.3333333333333333,0.15,1.0,1.0,1.0,0.25,0.4,0.4,0.5,0.5,1.0,0.25,1.0,0.25,0.6,0.4,0.51555,0.7028,0.5293,0.09523809523809523,0.15384615384615385,0.047619047619047616,7.991666666666667,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203093-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Josh Smith","Terry, Brewer, Harden, Jones, Smith",1891-201147-201935-203093-2746,HOU,291.0,3,5.0,10.0,12.0,12.0,3.0,9.0,24.0,2.0,18.0,8.0,,,1.0,5.0,7.0,3.0,2.0,,14.0,,3.0,,0.6428571428571429,,1.0,0.8,1.0,118.76288659793815,12.416666666666666,11.833333333333334,12.416666666666666,11.833333333333334,,0.25,2.0,8.0,8.0,2.0,2.0,,,,4.0,,,,,,2.0,1.0,8.0,12.0,,2.0,2.0,2.0,4.0,,2.0,1.0,4.0,12.0,,,4.0,2.0,,1.0,2.0,,2.0,,,2.0,,,4.0,1.0,1.0,3.0,1.0,2.0,,,,,1.0,,4.0,,,2.0,2.0,1.0,0.25,0.3333333333333333,,,,0.6666666666666666,1.0,,0.5714285714285714,1.0,,1.0,0.14285714285714285,0.08333333333333333,0.25,,1.0,0.25,0.75,1.0,0.4,0.25,1.0,,,0.75,,0.5714285714285714,1.0,1.0,0.25,0.2857142857142857,,,,,,,,,,,,0.14285714285714285,,,,1.0,1.0,,,0.3333333333333333,0.7142857142857143,,0.5399307692307692,0.722,0.34935,0.14285714285714285,0.16666666666666666,0.2222222222222222,3.5083333333333333,32.45,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203093-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Trevor Ariza","Terry, Brewer, Harden, Jones, Ariza",1891-201147-201935-203093-2772,HOU,2267.0,13,38.0,10.0,90.0,93.0,74.0,80.0,183.0,21.0,96.0,86.0,17.0,73.0,18.0,36.0,42.0,19.0,30.0,9.0,90.0,73.0,74.0,5.0,0.5714285714285714,0.5214285714285715,0.9,0.7804878048780488,0.9,116.24172915747685,11.21111111111111,13.526881720430108,10.555555555555555,12.935483870967742,0.7604166666666666,0.8222222222222222,7.0,22.0,28.0,3.0,3.0,19.0,25.0,5.0,10.0,,3.0,,2.0,7.0,27.0,22.0,27.0,41.0,7.0,29.0,3.0,3.0,6.0,22.0,34.0,24.0,38.0,16.0,9.0,12.0,2.0,26.0,7.0,3.0,19.0,3.0,22.0,3.0,,16.0,3.0,,47.0,3.0,2.0,14.0,4.0,6.0,5.0,3.0,3.0,8.0,11.0,,22.0,1.0,,,3.0,8.0,0.7037037037037037,0.7307692307692307,0.42857142857142855,0.2413793103448276,0.25,0.6585365853658537,1.0,0.6470588235294118,0.5357142857142857,0.75,0.4827586206896552,0.75,0.4142857142857143,0.07317073170731707,0.2,0.625,1.0,0.14285714285714285,0.6666666666666666,0.15,0.14705882352941177,,0.1111111111111111,1.0,0.8571428571428571,0.6875,0.6,0.4,0.7857142857142857,0.8148148148148148,0.7272727272727273,0.14285714285714285,0.5,0.625,0.6,0.04285714285714286,,,,0.02857142857142857,,,,0.38571428571428573,0.25925925925925924,0.25925925925925924,0.42857142857142855,0.75,1.0,0.43103448275862066,0.76,0.3793103448275862,0.8142857142857143,0.2692307692307692,0.5287521739130434,0.502625,0.5358666666666667,0.06666666666666667,0.06818181818181818,0.0625,4.287804878048781,26.386206896551727,8.0,6.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,7.0,6.0,0.16666666666666666,0.03571428571428571,0.14285714285714285,0.3333333333333333,0.5,0.06451612903225806,0.8571428571428571,0.3333333333333333,0.25,0.034482758620689655,0.18181818181818182,0.06451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203123-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Kostas Papanikolaou, Trevor Ariza","Terry, Brewer, Harden, Papanikolaou, Ariza",1891-201147-201935-203123-2772,HOU,58.0,1,1.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,,3.0,3.0,1.0,3.0,3.0,4.0,8.0,3.0,3.0,3.0,3.0,,0.375,0.375,1.0,1.0,1.0,148.9655172413793,9.666666666666666,9.666666666666666,9.666666666666666,9.666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203143-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Pablo Prigioni, Trevor Ariza","Terry, Brewer, Harden, Prigioni, Ariza",1891-201147-201935-203143-2772,HOU,162.0,2,3.0,5.0,7.0,8.0,7.0,8.0,15.0,4.0,12.0,7.0,4.0,12.0,2.0,4.0,4.0,2.0,4.0,2.0,12.0,12.0,7.0,2.0,1.0,1.0,0.6666666666666666,0.8,0.6666666666666666,133.33333333333331,12.857142857142858,9.0,12.857142857142858,7.5,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,2.0,3.0,,,,1.0,1.0,2.0,3.0,,,,1.0,1.0,3.0,2.0,,6.0,,,,,,1.0,2.0,3.0,,2.0,1.0,,,8.0,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,,1.0,,0.75,,,,,,1.0,,,,,,,1.0,,0.25,1.0,1.0,1.0,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.25,1.0,,1.0,,0.6288,,0.6288,,,,0.1,23.266666666666666,1.0,,1.0,3.0,,,,2.0,,,,,,,,,,,1.0,,2.0,2.0,,2.0,1.0,0.6666666666666666,,,,,,0.5,,,0.75,,,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203910-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Nick Johnson, Josh Smith","Terry, Brewer, Harden, Johnson, Smith",1891-201147-201935-203910-2746,HOU,64.0,1,1.0,5.0,3.0,2.0,3.0,2.0,5.0,,5.0,,,5.0,1.0,2.0,4.0,,,,3.0,5.0,3.0,,0.5,0.5,0.5,0.6666666666666666,0.5,112.5,14.666666666666666,10.0,10.0,7.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,,3.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,2.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.2,,,,,0.6666666666666666,1.0,,0.6666666666666666,,,,,1.0,,0.4,0.5,0.5,1.0,,,,,0.4,,,,,,,,0.2,1.0,1.0,1.0,1.0,0.5,0.4,0.5,0.2,0.6,1.0,0.54643,0.72975,0.54643,,,0.4,8.725,25.1,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,1.0,,,1.0,,,0.5,1.0,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203991-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Clint Capela, Josh Smith","Terry, Brewer, Harden, Capela, Smith",1891-201147-201935-203991-2746,HOU,376.0,4,6.0,-8.0,11.0,14.0,10.0,1.0,25.0,6.0,18.0,26.0,6.0,18.0,,3.0,4.0,5.0,8.0,3.0,18.0,18.0,10.0,,0.75,0.8181818181818182,,0.5,,95.74468085106383,16.09090909090909,14.214285714285714,15.363636363636363,13.857142857142858,1.0,0.9090909090909091,1.0,2.0,2.0,,,2.0,2.0,,1.0,1.0,1.0,,1.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,,,,3.0,4.0,3.0,4.0,2.0,6.0,,,3.0,2.0,,2.0,2.0,4.0,2.0,,2.0,,,10.0,,,1.0,2.0,1.0,,,,,4.0,1.0,4.0,,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.75,,0.75,0.75,,0.8571428571428571,,0.5,,,,1.0,,0.5,,,,,,,1.0,,0.25,1.0,1.0,1.0,0.125,,,,0.125,1.0,1.0,,0.125,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,,,0.2857142857142857,1.0,0.42857142857142855,0.75,0.6666666666666666,0.54648125,0.50775,0.5520142857142857,0.1111111111111111,0.2,,7.4,24.875,1.0,1.0,,,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,0.6666666666666666,,1.0,,,,,,,,0.6666666666666666,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203991-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Clint Capela, Trevor Ariza","Terry, Brewer, Harden, Capela, Ariza",1891-201147-201935-203991-2772,HOU,120.0,1,2.0,-2.0,4.0,3.0,,,7.0,,3.0,5.0,,,1.0,1.0,2.0,,,,3.0,,,,0.3,,1.0,1.0,1.0,84.0,18.0,16.0,16.5,16.0,,,1.0,,1.0,,,,,,1.0,,,1.0,2.0,,1.0,,,2.0,1.0,3.0,,,,,,,,,3.0,,,1.0,,,,1.0,1.0,,1.0,,,,3.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.3,,,,0.6,,,,,0.5,,,0.25,,,,,,,0.2,,,,0.2,,,,,,,,0.4,0.5,0.5,1.0,0.2,,,,,,,,,0.8,,0.56499,0.58905,,,,,6.05,24.099999999999998,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-2730-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Dwight Howard, Josh Smith","Terry, Brewer, Harden, Howard, Smith",1891-201147-201935-2730-2746,HOU,1050.0,6,18.0,5.0,40.0,38.0,19.0,11.0,78.0,8.0,49.0,44.0,7.0,25.0,8.0,13.0,18.0,12.0,10.0,4.0,41.0,25.0,19.0,3.0,0.6125,0.5952380952380952,0.5714285714285714,0.5882352941176471,0.5,106.97142857142858,13.9,13.0,13.075,12.052631578947368,0.5102040816326531,0.475,5.0,13.0,15.0,1.0,1.0,7.0,8.0,2.0,4.0,1.0,3.0,,4.0,3.0,10.0,2.0,16.0,22.0,3.0,14.0,1.0,1.0,8.0,9.0,12.0,5.0,16.0,16.0,9.0,,,10.0,3.0,3.0,8.0,3.0,11.0,3.0,,5.0,2.0,1.0,25.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,,4.0,5.0,,13.0,,1.0,2.0,2.0,3.0,0.5,0.5,1.0,0.21428571428571427,0.21428571428571427,0.7272727272727273,1.0,0.75,0.5694444444444444,0.625,0.5294117647058824,0.8,0.3888888888888889,0.13636363636363635,0.25,1.0,0.6,0.5,0.6666666666666666,0.18181818181818182,0.29411764705882354,0.5,0.14285714285714285,0.7142857142857143,0.3333333333333333,0.5,1.0,0.4166666666666667,0.8666666666666667,1.0,0.38461538461538464,0.1111111111111111,0.5,0.6666666666666666,1.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,0.2777777777777778,0.3,0.3,1.0,0.25,1.0,0.47058823529411764,0.875,0.11764705882352941,0.8055555555555556,0.3,0.5367957142857143,0.51315,0.5679794117647059,0.05555555555555555,0.09090909090909091,0.16326530612244897,5.404545454545455,24.75714285714286,4.0,2.0,2.0,3.0,1.0,,3.0,,,,,,2.0,,,,2.0,2.0,,,1.0,,1.0,1.0,,,0.13333333333333333,,0.5,0.25,,,,0.25,0.17647058823529413,,,,,0.5,2.0,0.5,1.0,1.0,3.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
