EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LiveBallTurnoverPct,PenaltyAtRimFrequency,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,DeadBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,HeaveAttempts,ShortMidRangeAssists,BadPassSteals,Loose Ball Fouls,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,LostBallTurnovers,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,LongMidRangeAssists,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Fg3aBlocked,BlockedAtRim,FG3APctBlocked,Corner3PctBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,Arc3PctBlocked,Charge Fouls Drawn,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101150-101161-200768-201942-202335,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson","Williams, Johnson, Lowry, DeRozan, Patterson",101150-101161-200768-201942-202335,TOR,377.0,4,6.0,10,12,1.0,3.0,4.0,22,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,8.0,1.0,6.0,11.0,11.0,2.0,4.0,4.0,1.0,1.0,3.0,6.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,3.0,1.0,1.0,4.0,1.0,6.0,4.0,10.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,7.0,3.0,1.0,0.75,0.75,1.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.5,0.39285714285714285,0.5,1.5,0.39285714285714285,0.5,1.5,0.42857142857142855,0.125,0.3333333333333333,1.0,1.0,0.25,0.3333333333333333,0.6,0.7142857142857143,0.4444444444444444,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.125,84.0318302387268,17.8,16.583333333333332,13.7,15.916666666666666,0.21428571428571427,1.0,1.0,1.0,0.21428571428571427,0.14285714285714285,0.5,0.5,0.07142857142857142,0.35714285714285715,0.2,0.2,1.0,0.25,1.0,1.0,1.0,1.0,0.6428571428571429,0.2,0.5366464285714285,0.5464,0.46875,0.36363636363636365,0.2727272727272727,8.3625,25.21666666666667,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-200768-201942-202685,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, DeMar DeRozan, Jonas Valanciunas","Williams, Johnson, Lowry, DeRozan, Valanciunas",101150-101161-200768-201942-202685,TOR,120.0,2,2.0,5,4,5.0,3.0,,9,,1.0,,,1.0,1.0,1.0,,,,,,1.0,3.0,,,2.0,3.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,5.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.25,,0.25,,,,,,,,,,,,,,,,,,108.0,15.6,10.5,15.6,10.5,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.3333333333333333,,0.36036666666666667,,0.36036666666666667,,1.0,11.4,,1.0,-1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-200768-201942-203082,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, DeMar DeRozan, Terrence Ross","Williams, Johnson, Lowry, DeRozan, Ross",101150-101161-200768-201942-203082,TOR,219.0,1,4.0,8,7,6.0,,1.0,15,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,,1.0,,1.0,3.0,6.0,1.0,2.0,10.0,11.0,1.0,1.0,3.0,1.0,2.0,5.0,,6.0,3.0,1.0,,,,1.0,1.0,,,3.0,,1.0,,3.0,,3.0,1.0,4.0,,,,1.0,,2.0,1.0,,,7.0,5.0,6.0,,,1.0,0.5,0.5,0.5,0.5,1.0,0.5625,1.0,0.5,0.625,1.5,0.5,0.25,,,,0.75,0.3333333333333333,,,0.75,0.25,,,,,1.0,,,98.63013698630137,11.375,18.285714285714285,11.375,18.285714285714285,0.25,0.5,0.5,,0.375,0.125,,,0.125,0.125,,,,1.0,1.0,,0.2,,0.5,,0.4727875,0.5619,0.48138,0.3,0.5,7.783333333333334,25.2,0.75,-1.0,,1.0,3.0,,,1.0,1.0,1.0,,,,0.3333333333333333,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.2,1.0,0.125,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-200768-202335-202349,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, Patrick Patterson, Greivis Vasquez","Williams, Johnson, Lowry, Patterson, Vasquez",101150-101161-200768-202335-202349,TOR,787.0,2,13.0,27,27,7.0,3.0,,54,3.0,5.0,,,8.0,1.0,3.0,2.0,,4.0,,1.0,8.0,16.0,1.0,6.0,25.0,26.0,,,,,1.0,6.0,8.0,8.0,3.0,3.0,,1.0,4.0,1.0,5.0,,3.0,11.0,,,5.0,7.0,1.0,13.0,,13.0,,3.0,2.0,2.0,,6.0,5.0,,1.0,25.0,6.0,7.0,0.5,0.5,1.0,0.16666666666666666,,0.2,0.5,,0.4318181818181818,,0.42857142857142855,0.5,,0.42857142857142855,0.2727272727272727,0.0625,0.125,1.0,0.6363636363636364,,0.8333333333333334,,0.7058823529411765,,,,,1.0,1.0,0.8,,98.80559085133417,13.222222222222221,15.925925925925926,13.222222222222221,15.222222222222221,0.22727272727272727,0.6,0.6,1.0,0.36363636363636365,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.18181818181818182,,,,,,,0.14285714285714285,,0.5,,0.4398642857142857,,0.3749166666666666,,0.24,7.71875,31.416666666666668,0.25925925925925924,-1.0,1.0,3.0,6.0,2.0,2.0,3.0,1.0,7.0,,2.0,,0.5,0.6666666666666666,0.14285714285714285,4.0,1.0,,,6.0,,,1.0,1.0,1.0,1.0,4.0,,0.5,0.5714285714285714,0.5,0.5,1.0,,,0.16,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-201942-201946-202349,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Tyler Hansbrough, Greivis Vasquez","Williams, Johnson, DeRozan, Hansbrough, Vasquez",101150-101161-201942-201946-202349,TOR,78.0,1,1.0,1,2,,,,3,,,,,,1.0,1.0,,,,,,1.0,1.0,,,2.0,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,55.38461538461538,40.0,19.0,40.0,19.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.3352,,,,,19.8,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-201942-201946-203082,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Tyler Hansbrough, Terrence Ross","Williams, Johnson, DeRozan, Hansbrough, Ross",101150-101161-201942-201946-203082,TOR,61.0,1,1.0,3,2,,,,5,,1.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,118.03278688524591,13.666666666666666,10.0,13.666666666666666,10.0,1.0,,,,,,,,,,,,,,,,,,1.0,,0.5537,,,,,1.9,,,-2.0,,,,1.0,1.0,2.0,,,,,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-201942-201949-202349,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, James Johnson, Greivis Vasquez","Williams, Johnson, DeRozan, Johnson, Vasquez",101150-101161-201942-201949-202349,TOR,105.0,1,2.0,4,4,,4.0,,8,2.0,2.0,,,1.0,,,1.0,,,,,2.0,3.0,,1.0,4.0,7.0,,,,,,,4.0,,,,,,2.0,,2.0,,2.0,4.0,,,,1.0,,1.0,,1.0,,,,,,,,,,4.0,,,1.0,1.0,,,,,0.6666666666666666,,0.5,,,0.5,,,0.25,,,,1.0,,,,1.0,,,,,1.0,,,,109.71428571428571,14.75,11.5,14.75,11.5,0.5,1.0,1.0,1.0,0.25,,,,0.25,,,,,,,,,,0.75,,0.5546125,,,,,2.8666666666666667,24.0,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-201942-202335-202349,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Patrick Patterson, Greivis Vasquez","Williams, Johnson, DeRozan, Patterson, Vasquez",101150-101161-201942-202335-202349,TOR,1274.0,2,21.0,38,37,20.0,16.0,6.0,75,3.0,5.0,2.0,2.0,12.0,,2.0,3.0,4.0,13.0,3.0,6.0,8.0,19.0,4.0,16.0,38.0,46.0,3.0,3.0,8.0,3.0,8.0,29.0,10.0,6.0,9.0,13.0,4.0,2.0,5.0,3.0,8.0,3.0,1.0,19.0,2.0,4.0,1.0,13.0,1.0,15.0,6.0,21.0,1.0,2.0,1.0,3.0,1.0,6.0,8.0,,2.0,30.0,29.0,20.0,0.625,0.7142857142857143,0.75,0.25,0.375,0.25,0.42105263157894735,1.0,0.4,0.75,0.525,0.4634146341463415,0.8,0.6041666666666666,0.45714285714285713,0.10526315789473684,0.08333333333333333,0.5,0.7647058823529411,0.36363636363636365,0.16666666666666666,0.18181818181818182,0.6086956521739131,0.2727272727272727,,0.125,0.3333333333333333,0.5,0.875,0.2,0.05,84.7723704866562,14.421052631578947,19.62162162162162,13.973684210526315,16.594594594594593,0.14285714285714285,0.6,0.75,0.3333333333333333,0.34285714285714286,0.05714285714285714,,,0.08571428571428572,0.37142857142857144,0.3076923076923077,0.3076923076923077,0.75,0.5,1.0,0.5,0.3,0.5,0.6,0.3076923076923077,0.4759544117647059,0.45648333333333335,0.49632,0.21052631578947367,0.7631578947368421,6.478947368421053,25.35,0.5263157894736842,-8.0,5.0,6.0,12.0,1.0,1.0,3.0,2.0,13.0,2.0,1.0,2.0,0.5,0.3333333333333333,0.25,5.0,,,2.0,10.0,2.0,2.0,,2.0,1.0,1.0,5.0,0.5,0.4166666666666667,0.45454545454545453,,,,0.1,,0.1282051282051282,0.21739130434782608,3.0,,4.0,1.0,,1.0,,0.8,0.6,1.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.42857142857142855,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-101161-201942-202349-202685,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Greivis Vasquez, Jonas Valanciunas","Williams, Johnson, DeRozan, Vasquez, Valanciunas",101150-101161-201942-202349-202685,TOR,223.0,2,4.0,6,5,6.0,4.0,1.0,11,4.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,12.0,4.0,4.0,3.0,1.0,1.0,,2.0,1.0,3.0,1.0,2.0,7.0,,1.0,1.0,2.0,,3.0,1.0,4.0,,,,,,2.0,2.0,,,10.0,12.0,6.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,0.8,1.0,0.9166666666666666,1.0,0.9166666666666666,0.8571428571428571,1.0,0.8571428571428571,0.16666666666666666,,,,0.6666666666666666,1.0,1.0,,0.75,1.0,,,,1.0,0.5,1.0,,71.03139013452915,15.166666666666666,26.4,14.833333333333334,25.6,0.6666666666666666,1.0,1.0,0.5,0.16666666666666666,,,,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,0.16666666666666666,1.0,0.8333333333333334,1.0,0.5071,0.5978,0.5071,0.16666666666666666,1.0,2.66,24.8,1.0,9.0,4.0,4.0,5.0,,,,,3.0,,1.0,,0.8,,0.6666666666666666,,,,,1.0,,2.0,,,,1.0,2.0,,,,,,,,,0.2857142857142857,0.3333333333333333,4.0,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
101150-200768-201942-201946-202335,1610612761,"Lou Williams, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, Patrick Patterson","Williams, Lowry, DeRozan, Hansbrough, Patterson",101150-200768-201942-201946-202335,TOR,224.0,1,4.0,8,7,6.0,2.0,2.0,15,2.0,2.0,,,4.0,1.0,2.0,1.0,,,,,4.0,8.0,,1.0,9.0,6.0,1.0,1.0,3.0,,,7.0,4.0,4.0,,,,3.0,2.0,,2.0,,1.0,4.0,,2.0,2.0,1.0,1.0,4.0,2.0,6.0,,1.0,,2.0,,2.0,1.0,,,6.0,7.0,6.0,0.5,0.5,,,,,0.5,1.0,0.4444444444444444,1.0,0.42857142857142855,0.45,0.75,0.4375,0.1111111111111111,0.375,0.75,1.0,1.0,0.5,1.0,,1.0,0.4,,,,,,1.0,,96.42857142857143,13.125,17.0,12.25,17.0,0.2222222222222222,1.0,1.0,0.5,0.4444444444444444,0.2222222222222222,0.5,0.5,0.1111111111111111,,,,,,,,,,0.3333333333333333,,0.45605555555555555,0.272,0.42704285714285717,0.3333333333333333,0.7777777777777778,7.0125,23.7,0.75,3.0,1.0,3.0,7.0,,,,,2.0,,,,0.42857142857142855,,0.14285714285714285,1.0,,,,1.0,1.0,,,,,,1.0,,0.25,1.0,,,,,,0.1,0.1111111111111111,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,False
