EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefFTReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,OffThreePtRebounds,Steals,LostBallSteals,LostBallTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,Charge Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,FTOffRebounds,BlockingFouls,OffFTReboundPct,SecondChanceArc3Frequency,BadPassSteals,Loose Ball Fouls,Offensive Fouls Drawn,Blocked3s,BlockedArc3,OffensiveGoaltends,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls,ShortMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
101138-201973-202323-202340-202738,1610612738,"Brandon Bass, Jonas Jerebko, Evan Turner, Avery Bradley, Isaiah Thomas","Bass, Jerebko, Turner, Bradley, Thomas",101138-201973-202323-202340-202738,BOS,108.0,1,2.0,1.0,3.0,3.0,3.0,1.0,6,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,80.0,13.0,23.0,12.666666666666666,22.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.41559999999999997,0.4507,0.41559999999999997,0.5,1.0,12.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-201973-202323-202738-203935,1610612738,"Brandon Bass, Jonas Jerebko, Evan Turner, Isaiah Thomas, Marcus Smart","Bass, Jerebko, Turner, Thomas, Smart",101138-201973-202323-202738-203935,BOS,76.0,1,1.0,-1.0,2.0,3.0,2.0,,5,,,1.0,1.0,1.0,1.0,2.0,3.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,2.0,2.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,94.73684210526316,17.5,13.666666666666666,17.5,8.333333333333334,,,,1.0,1.0,1.0,,0.3677,,0.3677,,1.0,23.1,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202340-202738-203092,1610612738,"Brandon Bass, Evan Turner, Avery Bradley, Isaiah Thomas, Tyler Zeller","Bass, Turner, Bradley, Thomas, Zeller",101138-202323-202340-202738-203092,BOS,237.0,2,4.0,-2.0,9.0,9.0,7.0,3.0,18,,,1.0,4.0,2.0,5.0,8.0,10.0,2.0,3.0,4.0,,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,,1.0,,1.0,1.0,1.0,1.0,4.0,4.0,7.0,0.5,1.0,0.4,0.6666666666666666,,0.25,0.6666666666666666,,0.4,0.6666666666666666,0.2857142857142857,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,,,0.6666666666666666,,109.36708860759494,10.333333333333334,16.0,9.11111111111111,14.555555555555555,,,,0.5,0.25,0.25,1.0,0.50685625,0.4227,0.47198,0.5,0.5,12.52,0.7777777777777778,1.0,,,,,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.125,1.0,1.0,0.375,0.3333333333333333,1.0,0.4,0.5,0.2222222222222222,0.3333333333333333,25.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202340-202738-203096,1610612738,"Brandon Bass, Evan Turner, Avery Bradley, Isaiah Thomas, Jared Sullinger","Bass, Turner, Bradley, Thomas, Sullinger",101138-202323-202340-202738-203096,BOS,807.0,4,13.0,3.0,27.0,26.0,17.0,2.0,53,1.0,3.0,5.0,7.0,8.0,17.0,28.0,25.0,,1.0,1.0,5.0,12.0,16.0,12.0,4.0,,6.0,9.0,4.0,21.0,2.0,4.0,13.0,2.0,15.0,,1.0,,3.0,1.0,4.0,12.0,27.0,16.0,17.0,0.75,0.75,0.47058823529411764,,0.4166666666666667,0.5434782608695652,,0.43333333333333335,0.5384615384615384,0.25,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.7647058823529411,0.16666666666666666,,1.0,,,94.57249070631971,12.222222222222221,18.346153846153847,11.703703703703704,17.307692307692307,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.8,0.5082652173913044,0.36,0.4901066666666667,0.03571428571428571,0.5714285714285714,9.0,0.6296296296296297,13.0,,1.0,2.0,,2.0,7.0,,1.0,4.0,2.0,6.0,3.0,3.0,3.0,4.0,,1.0,1.0,1.0,5.0,6.0,,1.0,2.0,2.0,0.2608695652173913,,,,0.30434782608695654,0.2857142857142857,0.6666666666666666,0.17391304347826086,1.0,,0.13333333333333333,0.5652173913043478,0.041666666666666664,0.05555555555555555,24.75,1.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,9.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,9.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,0.5,0.3333333333333333,0.5,0.23529411764705882,0.5714285714285714,0.8181818181818182,0.4,0.75,0.7142857142857143,1.0,1.0,0.5,1.0,0.08695652173913043,0.5,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,0.2,0.06666666666666667,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202340-202738-203482,1610612738,"Brandon Bass, Evan Turner, Avery Bradley, Isaiah Thomas, Kelly Olynyk","Bass, Turner, Bradley, Thomas, Olynyk",101138-202323-202340-202738-203482,BOS,134.0,1,2.0,6.0,5.0,4.0,5.0,1.0,9,,1.0,,,2.0,3.0,12.0,6.0,1.0,1.0,2.0,2.0,3.0,12.0,2.0,2.0,,1.0,3.0,,8.0,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,10.0,12.0,5.0,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,96.71641791044776,13.0,17.25,12.2,17.25,0.2,,,,,,,0.60252,0.6476,0.60252,0.16666666666666666,1.0,4.433333333333334,1.0,4.0,,,,,2.0,2.0,1.0,1.0,,,2.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,1.0,1.0,0.4,,,,0.4,1.0,1.0,,1.0,1.0,,0.8,,,23.15,2.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,6.0,,,2.0,,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.5,,0.4,1.0,1.0,1.0,,,,0.4,1.0,0.4,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202340-203092-203109,1610612738,"Brandon Bass, Evan Turner, Avery Bradley, Tyler Zeller, Jae Crowder","Bass, Turner, Bradley, Zeller, Crowder",101138-202323-202340-203092-203109,BOS,460.0,2,8.0,-10.0,12.0,13.0,3.0,2.0,25,2.0,4.0,2.0,6.0,5.0,12.0,12.0,22.0,1.0,1.0,4.0,1.0,2.0,2.0,6.0,4.0,,3.0,3.0,2.0,6.0,1.0,2.0,4.0,3.0,7.0,,,,,,1.0,3.0,8.0,2.0,3.0,0.6,0.6,0.4166666666666667,1.0,0.5,0.38461538461538464,0.5,0.5,0.4,0.6666666666666666,0.5,,0.5,0.14285714285714285,0.42857142857142855,0.25,,1.0,0.5,,78.26086956521739,17.25,19.46153846153846,15.25,17.307692307692307,0.3076923076923077,0.5,0.5,0.46153846153846156,0.3333333333333333,0.3333333333333333,1.0,0.4597307692307692,0.4559,0.38795,0.3333333333333333,0.16666666666666666,11.5,0.25,,1.0,,,1.0,1.0,2.0,,,1.0,,1.0,2.0,,,1.0,1.0,,,,3.0,4.0,,1.0,1.0,,0.07692307692307693,1.0,,1.0,0.15384615384615385,0.5,1.0,0.07692307692307693,,,,0.23076923076923078,0.07142857142857142,0.07692307692307693,24.7,,,,,,,,,2.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,0.08333333333333333,0.5,0.3333333333333333,1.0,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202340-203092-203935,1610612738,"Brandon Bass, Evan Turner, Avery Bradley, Tyler Zeller, Marcus Smart","Bass, Turner, Bradley, Zeller, Smart",101138-202323-202340-203092-203935,BOS,1168.0,3,19.0,-4.0,36.0,37.0,1.0,3.0,73,5.0,8.0,3.0,10.0,12.0,26.0,36.0,40.0,2.0,3.0,4.0,,1.0,,14.0,10.0,2.0,7.0,9.0,1.0,20.0,2.0,6.0,15.0,3.0,18.0,,3.0,3.0,4.0,,5.0,12.0,32.0,,1.0,0.5833333333333334,0.6363636363636364,0.46153846153846156,0.6666666666666666,,0.46875,0.6666666666666666,,0.5142857142857142,0.6666666666666666,,0.75,0.6666666666666666,0.14285714285714285,0.75,0.16666666666666666,,0.6,1.0,,90.00000000000001,15.38888888888889,16.594594594594593,15.055555555555555,15.567567567567568,0.25,0.625,0.625,0.3125,0.3,0.3,0.3333333333333333,0.4767671875,0.3278,0.416,0.1111111111111111,,9.803846153846154,0.027777777777777776,1.0,,,1.0,,4.0,8.0,,1.0,6.0,,6.0,6.0,,,6.0,1.0,1.0,,,10.0,7.0,1.0,4.0,,,0.1875,0.25,,0.25,0.25,0.5,0.8,0.1875,0.3333333333333333,,,0.4375,0.11428571428571428,0.13793103448275862,25.666666666666668,,,,,,2.0,,2.0,,,6.0,2.0,3.0,2.0,2.0,,3.0,3.0,9.0,,,,,1.0,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.11538461538461539,0.375,0.8181818181818182,0.5,,0.7777777777777778,1.0,1.0,0.75,0.6,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,,,,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202340-203109-203935,1610612738,"Brandon Bass, Evan Turner, Avery Bradley, Jae Crowder, Marcus Smart","Bass, Turner, Bradley, Crowder, Smart",101138-202323-202340-203109-203935,BOS,3.0,1,,-2.0,,1.0,,,1,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202340-203482-203935,1610612738,"Brandon Bass, Evan Turner, Avery Bradley, Kelly Olynyk, Marcus Smart","Bass, Turner, Bradley, Olynyk, Smart",101138-202323-202340-203482-203935,BOS,246.0,1,4.0,-5.0,8.0,7.0,,2.0,15,,1.0,1.0,4.0,2.0,6.0,4.0,9.0,1.0,1.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0,2.0,,,,1.0,,1.0,2.0,2.0,,,0.5,1.0,0.3333333333333333,1.0,,0.2222222222222222,0.5,,0.2222222222222222,0.5,,,,0.5,,0.2857142857142857,,,,,87.8048780487805,20.625,11.571428571428571,19.875,10.714285714285714,0.1111111111111111,,,0.4444444444444444,0.25,0.25,1.0,0.46070555555555553,0.6057,,0.5,,12.716666666666667,,,,,1.0,,1.0,1.0,1.0,1.0,3.0,,3.0,,,,3.0,,1.0,1.0,,4.0,,,,,,0.3333333333333333,,0.6666666666666666,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.5,1.0,,0.4444444444444444,,,25.066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
101138-202323-202738-203092-203935,1610612738,"Brandon Bass, Evan Turner, Isaiah Thomas, Tyler Zeller, Marcus Smart","Bass, Turner, Thomas, Zeller, Smart",101138-202323-202738-203092-203935,BOS,117.0,1,2.0,-3.0,5.0,5.0,,,10,,,,2.0,,3.0,3.0,6.0,,,,,,,,,,,1.0,,3.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,0.375,,,0.375,,,1.0,1.0,,0.5,,,,1.0,,123.07692307692308,12.2,11.2,12.2,11.2,,,,0.5,,,,0.55,,,,,11.9,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,0.25,,,,0.25,,,0.25,,,,0.5,,,25.1,,,,,,1.0,,1.0,,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2015,2014-15,False
