EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG3A,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,Fouls,Charge Fouls,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Avg3ptShotDistance,PenaltyOffPoss,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Fg3Pct,NonHeaveFg3Pct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Corner3Assists,PenaltyPointsExcludingTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted2s,Arc3Assists,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyTurnovers,PenaltyFtPoints,FTDefRebounds,BlockingFoulsDrawn,DefFTReboundPct,LongMidRangeFGM,PtsPutbacks,ShortMidRangeAssists,Offensive Fouls,Technical Free Throw Trips,BlockedAtRim,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGM,PenaltyFG2M,BlockingFouls,NonShootingFoulsDrawn,PenaltyFg2Pct,PenaltyAtRimAccuracy,PenaltyArc3FGM,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,LostBallSteals,NonShootingPenaltyNonTakeFouls,Charge Fouls Drawn,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,LongMidRangeAssists,LongMidRangePctAssisted,HeaveAttempts,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101109-101111-101145-202329-2210,1610612742,"Raymond Felton, Charlie Villanueva, Monta Ellis, Al-Farouq Aminu, Richard Jefferson","Felton, Villanueva, Ellis, Aminu, Jefferson",101109-101111-101145-202329-2210,DAL,5.0,1,-3.0,1.0,1.0,1.0,3.0,288.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-101145-202329-2405,1610612742,"Raymond Felton, Charlie Villanueva, Monta Ellis, Al-Farouq Aminu, Amar'e Stoudemire","Felton, Villanueva, Ellis, Aminu, Stoudemire",101109-101111-101145-202329-2405,DAL,103.0,1,1.0,3.0,,6.0,4.0,83.88349514563107,20.333333333333332,20.333333333333332,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.625,1.0,1.0,1.0,1.0,1.0,14.0,12.666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.7748666666666667,0.8501,0.25,0.25,0.4,0.6333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-200826-202329-2199,1610612742,"Raymond Felton, Charlie Villanueva, J.J. Barea, Al-Farouq Aminu, Tyson Chandler","Felton, Villanueva, Barea, Aminu, Chandler",101109-101111-200826-202329-2199,DAL,206.0,2,-2.0,9.0,,18.0,6.0,125.8252427184466,13.555555555555555,11.11111111111111,3.0,9.0,1.0,2.0,5.0,1.0,2.0,2.0,6.0,,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,,2.0,5.0,2.0,7.0,,,,2.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.5,0.25,0.5,,1.0,0.7142857142857143,1.0,9.333333333333334,8.555555555555555,0.625,0.4,0.4,1.0,1.0,0.5,1.0,0.875,0.64595625,0.7469,,,0.5,3.1333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.6,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,0.16666666666666666,0.125,0.125,0.125,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-202329-203108-203939,1610612742,"Raymond Felton, Charlie Villanueva, Al-Farouq Aminu, Bernard James, Dwight Powell","Felton, Villanueva, Aminu, James, Powell",101109-101111-202329-203108-203939,DAL,33.0,1,-3.0,2.0,2.0,3.0,3.0,130.9090909090909,6.0,6.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,,,,,,,,,0.388,,,,,18.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,0.388,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101145-1717-200826-2199,1610612742,"Raymond Felton, Monta Ellis, Dirk Nowitzki, J.J. Barea, Tyson Chandler","Felton, Ellis, Nowitzki, Barea, Chandler",101109-101145-1717-200826-2199,DAL,204.0,1,3.0,7.0,1.0,13.0,6.0,91.76470588235294,12.857142857142858,11.714285714285714,3.0,6.0,1.0,2.0,2.0,,,2.0,2.0,2.0,9.0,,,,4.0,2.0,2.0,2.0,4.0,,2.0,3.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,1.0,1.0,,0.7,,0.75,,,0.5,0.6,,19.0,17.166666666666668,0.4,1.0,1.0,1.0,,,,1.0,0.60773,,0.16666666666666666,0.3333333333333333,,0.1,,1.0,2.0,3.0,2.0,1.0,,1.0,,,,1.0,1.0,,,1.0,2.0,,0.6,1.0,,1.0,0.5,0.5,,,0.6666666666666666,1.0,,,,0.2,0.4,25.3,,,,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101145-1717-202329-2405,1610612742,"Raymond Felton, Monta Ellis, Dirk Nowitzki, Al-Farouq Aminu, Amar'e Stoudemire","Felton, Ellis, Nowitzki, Aminu, Stoudemire",101109-101145-1717-202329-2405,DAL,115.0,1,1.0,4.0,4.0,8.0,2.0,100.17391304347825,16.5,13.5,2.0,4.0,1.0,,2.0,,,,2.0,,3.0,,,,,,1.0,,3.0,,3.0,3.0,1.0,4.0,,,,3.0,,,,,0.3,,0.3,,,0.75,0.6,1.0,12.25,11.0,0.4,,,,,,,1.0,0.5904,0.50895,,,,1.75,,2.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,0.6,,0.5,,,0.25,0.5,,1.0,,,,,0.4,0.2,23.733333333333334,4.0,2.0,4.0,0.5904,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.3,0.3,0.5,0.5,0.5,0.5,1.0,1.0,0.4,0.4,0.5,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101145-1717-2199-2210,1610612742,"Raymond Felton, Monta Ellis, Dirk Nowitzki, Tyson Chandler, Richard Jefferson","Felton, Ellis, Nowitzki, Chandler, Jefferson",101109-101145-1717-2199-2210,DAL,426.0,1,5.0,11.0,,21.0,9.0,70.98591549295774,20.0,18.454545454545453,7.0,10.0,3.0,1.0,1.0,,,2.0,10.0,4.0,14.0,,2.0,5.0,,,2.0,,6.0,,5.0,5.0,5.0,10.0,5.0,4.0,2.0,9.0,,,0.2,,0.38461538461538464,0.375,0.4666666666666667,0.5,,1.0,0.625,1.0,20.6,15.1,0.07692307692307693,1.0,1.0,,,,,0.3076923076923077,0.43609230769230767,0.4721625,0.13333333333333333,0.16666666666666666,0.35714285714285715,8.78,2.0,1.0,2.0,3.0,2.0,,5.0,,1.0,,,,,,,,2.0,,0.23076923076923078,,0.625,,,0.5555555555555556,,,,,,0.125,0.15384615384615385,0.07692307692307693,0.15384615384615385,24.633333333333336,,,,,,2.0,2.0,,2.0,,,,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,,,,,1.0,,2.0,,,,6.0,1.0,2.0,,,1.0,,,,0.1,,,,,0.25,,,,,,1.0,7.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.8333333333333334,1.0,1.0,0.5384615384615384,0.14285714285714285,0.16666666666666666,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101145-1717-2405-2734,1610612742,"Raymond Felton, Monta Ellis, Dirk Nowitzki, Amar'e Stoudemire, Devin Harris","Felton, Ellis, Nowitzki, Stoudemire, Harris",101109-101145-1717-2405-2734,DAL,15.0,1,-2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101145-200826-202329-2199,1610612742,"Raymond Felton, Monta Ellis, J.J. Barea, Al-Farouq Aminu, Tyson Chandler","Felton, Ellis, Barea, Aminu, Chandler",101109-101145-200826-202329-2199,DAL,2.0,1,2.0,,,1.0,,720.0,,,,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,1.0,,,,,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101145-202329-2199-2210,1610612742,"Raymond Felton, Monta Ellis, Al-Farouq Aminu, Tyson Chandler, Richard Jefferson","Felton, Ellis, Aminu, Chandler, Jefferson",101109-101145-202329-2199-2210,DAL,18.0,1,,,,1.0,,80.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
