EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,ShootingFouls,Fouls,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,Minutes,DefPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,LongMidRangeAssists,DefTwoPtRebounds,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,BlockingFouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGA,DefShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,SelfOReb,BadPassSteals,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffShortMidRangeReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,BadPassTurnovers,Blocked3s,BlockedArc3,Assisted3sPct,PenaltyFg3Pct,DefArc3ReboundPct,Corner3Frequency,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceTurnovers,2pt And 1 Free Throw Trips,FTOffRebounds,BlockingFoulsDrawn,Technical Free Throw Trips,OffFTReboundPct,Charge Fouls Drawn,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,PenaltyTurnovers,ThreePtShootingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,BlockedLongMidRange,Charge Fouls,Offensive Fouls Drawn,3SecondViolations,Corner3PctBlocked,Loose Ball Fouls Drawn,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1495-1938-201158-201168-201980,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Danny Green","Duncan, Ginobili, Belinelli, Splitter, Green",1495-1938-201158-201168-201980,SAS,22.0,1,-2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,65.45454545454545,16.0,16.0,1.0,1.0,0.5217,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201158-201980-2588,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Matt Bonner","Duncan, Ginobili, Belinelli, Green, Bonner",1495-1938-201158-201980-2588,SAS,56.0,1,1.0,1.0,3.0,,,2.0,,,,,77.14285714285714,37.0,37.0,,1.0,0.7772,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.75,1.0,9.5,9.5,1.0,1.0,1.0,1.0,0.5,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201158-201988-2564,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Patty Mills, Boris Diaw","Duncan, Ginobili, Belinelli, Mills, Diaw",1495-1938-201158-201988-2564,SAS,308.0,2,-8.0,9.0,19.0,2.0,2.0,18.0,2.0,1.0,4.0,0.3333333333333333,88.83116883116882,11.88888888888889,11.88888888888889,0.3333333333333333,0.6666666666666666,0.5026416666666667,24.7,5.0,10.0,1.0,2.0,2.0,4.0,,10.0,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,,10.0,0.5,0.5,0.5,0.8333333333333334,0.8333333333333334,,20.1,17.2,0.3333333333333333,0.5,0.5,,,,10.725,4.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.25,0.2,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201158-2225-2564,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tony Parker, Boris Diaw","Duncan, Ginobili, Belinelli, Parker, Diaw",1495-1938-201158-2225-2564,SAS,126.0,2,-3.0,4.0,8.0,,,4.0,,1.0,2.0,,91.42857142857143,18.5,18.5,,,0.3795,,2.0,4.0,,,,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,0.16666666666666666,,13.0,13.0,,,,,0.3333333333333333,0.3333333333333333,15.25,,,1.0,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,0.5,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201168-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Splitter, Leonard, Parker",1495-1938-201168-202695-2225,SAS,91.0,1,2.0,3.0,5.0,,,,,,1.0,,79.12087912087912,14.333333333333334,10.0,,0.5,0.46525,,2.0,2.0,,2.0,1.0,4.0,,2.0,2.0,1.0,1.0,,2.0,,2.0,4.0,,,,,1.0,1.0,0.25,0.25,0.25,,24.0,24.0,0.5,,,,,,7.1,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,0.25,,,,,,,1.0,,0.25,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,0.25,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.37735,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201980-201988-202695,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Kawhi Leonard","Duncan, Ginobili, Green, Mills, Leonard",1495-1938-201980-201988-202695,SAS,130.0,1,4.0,6.0,11.0,,,5.0,,1.0,2.0,,121.84615384615385,10.666666666666666,10.5,,0.5,0.609325,,2.0,5.0,2.0,2.0,2.0,4.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,6.0,3.0,7.0,0.5,0.5,0.5,0.5,0.6428571428571429,,13.2,13.2,0.5,1.0,1.0,0.5,0.42857142857142855,0.42857142857142855,8.1,5.0,,1.0,,,2.0,,,,1.0,2.0,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,0.25,,,,,,,1.0,1.0,0.25,1.0,,,,,2.0,,,1.0,,1.0,,,,1.0,,,0.5,,0.5,,,,,,,,,,0.2222222222222222,6.0,2.0,2.0,2.0,2.0,4.0,5.0,9.0,1.0,2.0,1.0,9.0,6.0,1.0,0.5,0.5,0.6428571428571429,1.0,0.5,0.5,1.0,0.609325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201980-201988-2564,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Boris Diaw","Duncan, Ginobili, Green, Mills, Diaw",1495-1938-201980-201988-2564,SAS,222.0,2,,8.0,14.0,2.0,2.0,6.0,2.0,,3.0,0.25,90.8108108108108,16.75,14.625,0.25,0.625,0.5041125,26.25,4.0,6.0,2.0,3.0,2.0,6.0,2.0,6.0,,,,,,1.0,2.0,4.0,2.0,2.0,,4.0,,,0.3333333333333333,0.25,0.3333333333333333,1.0,14.666666666666666,14.666666666666666,0.375,0.6666666666666666,1.0,,,,7.3,4.0,,1.0,,,4.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,0.125,,,,,,,2.0,,0.25,1.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,2.0,,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.25,,0.3333333333333333,,,,,,,,0.5,0.57915,0.3333333333333333,1.0,,,,,,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,0.5,,,,,0.3333333333333333,0.125,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201980-201988-2588,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Matt Bonner","Duncan, Ginobili, Green, Mills, Bonner",1495-1938-201980-201988-2588,SAS,14.0,1,-2.0,1.0,2.0,,,2.0,,1.0,1.0,,205.71428571428572,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201980-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Green, Leonard, Parker",1495-1938-201980-202695-2225,SAS,408.0,2,2.0,14.0,27.0,2.0,3.0,16.0,2.0,1.0,4.0,0.3,95.29411764705883,11.428571428571429,11.357142857142858,0.2,0.4,0.44172,25.133333333333336,7.0,13.0,1.0,1.0,4.0,7.0,7.0,18.0,2.0,1.0,2.0,,5.0,,5.0,6.0,5.0,8.0,2.0,16.0,0.25,0.3333333333333333,0.5714285714285714,0.55,0.6428571428571429,,19.076923076923077,16.76923076923077,0.1,1.0,1.0,,0.16666666666666666,0.2222222222222222,12.62857142857143,4.0,1.0,4.0,1.0,1.0,6.0,,1.0,1.0,3.0,2.0,1.0,,,1.0,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.7142857142857143,0.6666666666666666,1.0,0.4,0.25,0.25,1.0,0.5,0.5,0.5,2.0,1.0,0.2,1.0,1.0,2.0,1.0,1.0,2.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,,,0.3333333333333333,1.0,0.25,,0.3333333333333333,,1.0,1.0,1.0,,1.0,0.6218,0.1111111111111111,11.0,1.0,1.0,,4.0,7.0,6.0,17.0,,1.0,,17.0,11.0,,0.5714285714285714,0.6111111111111112,0.7083333333333334,,,0.1111111111111111,1.0,0.4241,0.9444444444444444,0.7857142857142857,1.0,,,2.0,,,1.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.1,1.0,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
1495-1938-201980-2225-2564,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Tony Parker, Boris Diaw","Duncan, Ginobili, Green, Parker, Diaw",1495-1938-201980-2225-2564,SAS,272.0,2,2.0,7.0,15.0,2.0,2.0,8.0,2.0,1.0,1.0,0.25,79.41176470588235,17.428571428571427,17.142857142857142,0.25,0.5,0.480925,27.45,5.0,8.0,2.0,2.0,4.0,6.0,2.0,10.0,6.0,3.0,3.0,1.0,6.0,,3.0,5.0,4.0,2.0,2.0,10.0,0.75,0.75,0.6666666666666666,0.5,0.625,,18.75,18.0,0.25,1.0,1.0,0.5,0.25,0.3333333333333333,8.75,,1.0,2.0,,,2.0,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,0.6666666666666666,0.75,,,0.25,0.5,0.5,1.0,,,,2.0,0.6666666666666666,0.25,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,,,,,0.5,1.0,0.5,,1.0,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,0.5,0.5,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,True
