EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Minutes,OffPoss,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimPctAssisted,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,3SecondViolations,DefShortMidRangeReboundPct,LongMidRangeFGA,Blocked2s,BlockedAtRim,Blocks,LongMidRangeFrequency,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyFtPoints,FTDefRebounds,BadPassTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,PenaltyAtRimAccuracy,LongMidRangeFGM,Steals,LostBallSteals,Blocked3s,BlockedArc3,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3FGA,Fg3aBlocked,LongMidRangeAssists,SelfOReb,BadPassSteals,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,PenaltyArc3Frequency,SecondChanceCorner3FGA,PenaltyArc3FGM,BadPassOutOfBoundsTurnovers,BlockingFouls,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,Charge Fouls,SecondChanceAtRimFGM,PtsPutbacks,HeaveAttempts,Travels,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,PtsUnassisted3s,Offensive Fouls,Charge Fouls Drawn,BlockedCorner3,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Loose Ball Fouls,Technical Free Throw Trips,BlockedLongMidRange,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,SecondChanceFtPoints,team_id,year,season,team_vs
1495-1938-201158-201168-201980,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Danny Green","Duncan, Ginobili, Belinelli, Splitter, Green",1495-1938-201158-201168-201980,SAS,22.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,65.45454545454545,16.0,16.0,1.0,1.0,1.0,1.0,0.5817,1.0,1.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201158-201980-2588,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Matt Bonner","Duncan, Ginobili, Belinelli, Green, Bonner",1495-1938-201158-201980-2588,SAS,56.0,1,-1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,77.14285714285714,37.0,37.0,1.0,1.0,1.0,1.0,0.4583,,,3.9,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.5,9.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201158-201988-2564,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Patty Mills, Boris Diaw","Duncan, Ginobili, Belinelli, Mills, Diaw",1495-1938-201158-201988-2564,SAS,308.0,2,8.0,9.0,19.0,1.0,3.0,4.0,8.0,18.0,,,2.0,6.0,4.0,1.0,1.0,1.0,13.0,0.5,0.7083333333333334,0.75,,1.0,,88.83116883116882,11.88888888888889,11.88888888888889,0.25,0.3333333333333333,1.0,0.5833333333333334,0.5072545454545454,0.08333333333333333,0.125,6.325,5.0,10.0,10.0,8.0,4.0,7.0,1.0,17.0,,1.0,1.0,1.0,20.1,17.2,1.0,4.0,3.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,9.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,0.75,1.0,1.0,0.75,0.5,0.25,0.8333333333333334,0.5,0.8333333333333334,0.5,0.3333333333333333,0.375,0.6666666666666666,0.2,1.0,1.0,0.75,1.0,0.8,0.5,1.0,1.0,1.0,1.0,0.4166666666666667,0.6,0.75,1.0,0.08333333333333333,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4,0.2,1.0,0.6666666666666666,0.52215,0.51675,0.2777777777777778,0.2777777777777778,27.275,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201158-2225-2564,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tony Parker, Boris Diaw","Duncan, Ginobili, Belinelli, Parker, Diaw",1495-1938-201158-2225-2564,SAS,126.0,2,3.0,4.0,8.0,1.0,1.0,1.0,2.0,4.0,,,2.0,2.0,2.0,2.0,,1.0,4.0,0.5,0.5,0.6666666666666666,,1.0,,91.42857142857143,18.5,18.5,0.5,1.0,1.0,0.5,0.58915,0.3333333333333333,0.3333333333333333,5.3,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,13.0,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201168-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Splitter, Leonard, Parker",1495-1938-201168-202695-2225,SAS,91.0,1,-2.0,3.0,5.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,79.12087912087912,14.333333333333334,10.0,,,,0.5,0.4794,,,20.0,2.0,2.0,2.0,,,,,,,,,,24.0,24.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.3333333333333333,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,23.2,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201980-201988-202695,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Kawhi Leonard","Duncan, Ginobili, Green, Mills, Leonard",1495-1938-201980-201988-202695,SAS,130.0,1,-4.0,6.0,11.0,1.0,1.0,1.0,2.0,5.0,,,2.0,2.0,2.0,4.0,,1.0,5.0,0.5,0.5,0.625,,0.5,,121.84615384615385,10.666666666666666,10.5,0.5,1.0,1.0,0.5,0.60425,0.3333333333333333,0.3333333333333333,3.8,2.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,13.2,13.2,1.0,5.0,,,1.0,,1.0,,,,,,,,,,,3.0,,,,,,1.0,2.0,,,5.0,,,,1.0,,,,,,,1.0,,2.0,,2.0,,2.0,,,5.0,5.0,,,,,,,0.5,,0.5,,0.625,,0.5,,1.0,1.0,0.5,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,0.5,,,,,0.60425,,1.0,,1.0,,,,,,,,,6.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201980-201988-2564,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Boris Diaw","Duncan, Ginobili, Green, Mills, Diaw",1495-1938-201980-201988-2564,SAS,222.0,2,,8.0,14.0,,1.0,3.0,4.0,6.0,4.0,1.0,4.0,4.0,3.0,2.0,,,6.0,0.75,0.75,0.6,0.5,0.6666666666666666,0.5,90.8108108108108,16.75,14.625,0.25,,,0.25,0.447025,,,9.775,4.0,6.0,6.0,2.0,1.0,1.0,,2.0,,2.0,0.3333333333333333,0.3333333333333333,14.666666666666666,14.666666666666666,,4.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,1.0,,,3.0,,1.0,,1.0,,1.0,,,2.0,4.0,,,,,,,0.5,,0.5,,0.3333333333333333,,,,,1.0,0.75,,,,,,,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,0.5,,,,,0.5117,,0.3333333333333333,,0.6666666666666666,,,0.5,1.0,2.0,1.0,3.0,0.25,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201980-201988-2588,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Matt Bonner","Duncan, Ginobili, Green, Mills, Bonner",1495-1938-201980-201988-2588,SAS,14.0,1,2.0,1.0,2.0,,,,,2.0,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,1.0,,,,205.71428571428572,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,13.0,13.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201980-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Green, Leonard, Parker",1495-1938-201980-202695-2225,SAS,408.0,2,-2.0,14.0,27.0,2.0,5.0,4.0,9.0,16.0,,1.0,4.0,6.0,4.0,3.0,1.0,1.0,13.0,0.4444444444444444,0.5384615384615384,0.5714285714285714,1.0,0.75,,95.29411764705883,11.428571428571429,11.357142857142858,0.38461538461538464,0.4,0.4,0.6923076923076923,0.5154,0.07692307692307693,0.1111111111111111,6.766666666666667,7.0,13.0,18.0,8.0,4.0,6.0,2.0,14.0,2.0,5.0,1.0,1.0,19.076923076923077,16.76923076923077,1.0,4.0,2.0,,1.0,1.0,2.0,,1.0,,,2.0,3.0,1.0,2.0,2.0,4.0,2.0,,,1.0,2.0,3.0,1.0,2.0,,1.0,3.0,6.0,3.0,2.0,,2.0,2.0,,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,2.0,3.0,1.0,0.5,0.5,,0.5,,0.5,0.75,0.3333333333333333,0.75,0.375,0.3076923076923077,,,,1.0,0.6666666666666666,0.4,,0.2857142857142857,0.3333333333333333,,,,0.6666666666666666,0.15384615384615385,0.5,0.5,1.0,0.07692307692307693,,,,0.23076923076923078,0.6666666666666666,1.0,1.0,,1.0,0.5,1.0,0.3333333333333333,,,0.6666666666666666,0.5112,0.486,0.1875,0.1875,25.1,0.3076923076923077,,,,2.0,,,,0.15384615384615385,11.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
1495-1938-201980-2225-2564,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Tony Parker, Boris Diaw","Duncan, Ginobili, Green, Parker, Diaw",1495-1938-201980-2225-2564,SAS,272.0,2,-2.0,7.0,15.0,,,3.0,6.0,8.0,4.0,1.0,2.0,3.0,1.0,2.0,,1.0,8.0,0.5,0.42857142857142855,0.5,0.5,0.5,0.5,79.41176470588235,17.428571428571427,17.142857142857142,,,,0.14285714285714285,0.38377142857142854,0.125,0.14285714285714285,6.766666666666667,5.0,8.0,10.0,2.0,1.0,1.0,,2.0,2.0,4.0,0.3333333333333333,0.3333333333333333,18.75,18.0,,,1.0,,,3.0,6.0,,,,,,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,1.0,0.5,0.3333333333333333,,0.25,,0.3333333333333333,,,,0.8571428571428571,0.5,0.5,0.3333333333333333,,,,,0.14285714285714285,,,,,,,,,,,,0.4295,,,,24.6,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2015,2014-15,False
