EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGA,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockingFouls,2pt And 1 Free Throw Trips,SecondChanceTurnovers,Loose Ball Fouls,LongMidRangePctBlocked,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101106-101135-201575-201939-203084,1610612744,"Andrew Bogut, David Lee, Brandon Rush, Stephen Curry, Harrison Barnes","Bogut, Lee, Rush, Curry, Barnes",101106-101135-201575-201939-203084,GSW,168.0,1,3.0,6.0,6.0,7.0,3.0,13.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,8.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4,1.0,1.0,1.0,1.0,1.0,1.0,111.42857142857143,12.166666666666666,13.571428571428571,12.166666666666666,13.571428571428571,0.6,1.0,1.0,0.6666666666666666,0.4,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6849000000000001,0.6167666666666667,0.25,0.3,26.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201575-202691-2733,1610612744,"Andrew Bogut, David Lee, Brandon Rush, Klay Thompson, Shaun Livingston","Bogut, Lee, Rush, Thompson, Livingston",101106-101135-201575-202691-2733,GSW,114.0,1,2.0,-5.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,,,1.0,3.0,,,2.0,7.0,1.0,3.0,,2.0,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,3.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1.0,,1.0,1.0,,88.42105263157895,20.0,13.5,20.0,13.5,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,,0.3333333333333333,0.5113333333333333,0.5113333333333333,1.0,10.4,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-202691-203084,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Harrison Barnes","Bogut, Lee, Curry, Thompson, Barnes",101106-101135-201939-202691-203084,GSW,3512.0,13,59.0,3.0,122.0,123.0,12.0,245.0,16.0,33.0,3.0,6.0,14.0,4.0,39.0,78.0,25.0,34.0,139.0,136.0,4.0,8.0,5.0,13.0,50.0,28.0,13.0,25.0,34.0,10.0,77.0,18.0,25.0,44.0,57.0,10.0,7.0,3.0,7.0,4.0,15.0,25.0,37.0,2.0,125.0,13.0,12.0,0.6410256410256411,0.6578947368421053,0.5,0.5,0.5097087378640777,0.4230769230769231,0.5743801652892562,0.4642857142857143,0.24271844660194175,0.4666666666666667,0.7352941176470589,0.72,0.7288135593220338,0.7647058823529411,0.4,100.45558086560365,15.270491803278688,13.40650406504065,14.565573770491802,12.764227642276422,0.32038834951456313,0.48484848484848486,0.5925925925925926,0.625,0.13592233009708737,0.46153846153846156,0.5,0.3076923076923077,0.5631067961165048,0.516317156862745,0.5599291666666667,0.09352517985611511,8.20897435897436,26.64,0.09836065573770492,20.0,25.0,0.1941747572815534,0.24271844660194175,21.0,12.0,3.0,7.0,10.0,13.0,5.0,11.0,1.0,1.0,4.0,1.0,1.0,9.0,4.0,8.0,2.0,6.0,14.0,1.0,2.0,27.0,2.0,1.0,4.0,7.0,9.0,4.0,5.0,7.0,8.0,3.0,9.0,1.0,1.0,13.0,3.0,5.0,8.0,3.0,1.0,2.0,8.0,16.0,1.0,1.0,1.0,1.0,16.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,0.36,0.2,0.375,0.5,0.4,0.5384615384615384,0.08974358974358974,0.18181818181818182,0.05,1.0,1.0,0.23076923076923078,0.2,0.2222222222222222,0.23529411764705882,0.2,0.25,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.8,0.8,0.06382978723404255,0.25,0.5,0.5263157894736842,0.7,0.52,0.52,0.6153846153846154,0.10679611650485436,0.45454545454545453,0.45454545454545453,1.0,0.2857142857142857,0.2857142857142857,1.0,0.7,0.42857142857142855,0.1,0.1,0.07692307692307693,0.25,0.3076923076923077,0.5356944444444445,0.13445378151260504,0.1702127659574468,0.10071942446043165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-202691-2733,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Shaun Livingston","Bogut, Lee, Curry, Thompson, Livingston",101106-101135-201939-202691-2733,GSW,471.0,3,8.0,-1.0,15.0,13.0,2.0,28.0,1.0,2.0,,,2.0,1.0,5.0,10.0,4.0,1.0,17.0,18.0,,1.0,1.0,,4.0,6.0,2.0,2.0,4.0,1.0,10.0,2.0,1.0,3.0,3.0,,,,,,,1.0,2.0,,17.0,,2.0,0.4,0.4,0.5,,0.5714285714285714,,0.5666666666666667,,0.2857142857142857,,0.25,1.0,0.5,,,85.60509554140128,16.933333333333334,16.692307692307693,16.933333333333334,15.76923076923077,0.14285714285714285,0.5,0.5,1.0,0.14285714285714285,,,0.5,0.42857142857142855,0.4633214285714286,0.44365,,10.45,24.425,0.13333333333333333,4.0,4.0,0.2857142857142857,0.2857142857142857,3.0,,,,2.0,2.0,1.0,2.0,,,1.0,,,2.0,,,,,,,,6.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,3.0,,,,,1.0,2.0,,,2.0,,2.0,,1.0,,1.0,0.5,,0.5,,,,0.1,,0.25,,,,,,,,,,,,1.0,1.0,,,0.5,0.6666666666666666,,0.5,0.5,0.5,0.14285714285714285,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,0.5,,0.06666666666666667,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-202691-2738,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Lee, Curry, Thompson, Iguodala",101106-101135-201939-202691-2738,GSW,1302.0,11,22.0,2.0,44.0,42.0,15.0,86.0,1.0,4.0,,2.0,9.0,5.0,8.0,18.0,11.0,19.0,53.0,51.0,1.0,6.0,5.0,16.0,8.0,8.0,9.0,4.0,7.0,,17.0,4.0,7.0,12.0,15.0,1.0,1.0,,5.0,2.0,8.0,13.0,21.0,1.0,47.0,16.0,15.0,0.5,0.5,0.4444444444444444,0.16666666666666666,0.5862068965517241,0.36363636363636365,0.6794871794871795,0.5333333333333333,0.3793103448275862,0.625,0.7777777777777778,1.0,0.8461538461538461,1.0,1.0,95.11520737327189,15.545454545454545,14.714285714285714,14.909090909090908,14.404761904761905,0.13793103448275862,0.25,0.3333333333333333,,0.3103448275862069,0.18181818181818182,,0.45454545454545453,0.5172413793103449,0.47000862068965515,0.4683045454545454,0.3018867924528302,10.761111111111111,25.40909090909091,0.3409090909090909,6.0,8.0,0.20689655172413793,0.27586206896551724,6.0,2.0,,1.0,3.0,4.0,2.0,2.0,,,4.0,2.0,2.0,6.0,,1.0,2.0,,6.0,2.0,8.0,9.0,,,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,3.0,,1.0,3.0,3.0,,2.0,3.0,8.0,,,2.0,,8.0,2.0,,,2.0,,2.0,1.0,1.0,1.0,0.5,0.5454545454545454,0.4,0.5454545454545454,,1.0,1.0,0.05555555555555555,0.25,,1.0,,0.2,0.2,0.2,0.3333333333333333,0.3333333333333333,,0.2,,0.6666666666666666,0.75,1.0,,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,0.5,0.06896551724137931,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.25,0.3333333333333333,,,0.6666666666666666,,0.4,0.4444444444444444,0.451525,0.23684210526315788,0.3076923076923077,0.11320754716981132,2.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-203084-203200,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Harrison Barnes, Justin Holiday","Bogut, Lee, Curry, Barnes, Holiday",101106-101135-201939-203084-203200,GSW,232.0,3,4.0,-1.0,8.0,7.0,7.0,15.0,,3.0,,3.0,,,,7.0,,4.0,4.0,5.0,,7.0,,4.0,,,,,,,,3.0,,3.0,7.0,,,,2.0,1.0,3.0,5.0,6.0,2.0,4.0,4.0,7.0,,,,,,,0.2,0.2222222222222222,,0.6666666666666666,,1.0,1.0,,1.0,93.10344827586206,18.875,11.571428571428571,13.25,11.571428571428571,0.42857142857142855,,,,,0.42857142857142855,,,0.42857142857142855,0.5343714285714286,0.5343714285714286,1.0,7.6000000000000005,,0.875,1.0,3.0,0.14285714285714285,0.42857142857142855,,2.0,,2.0,,,,,,,,,,,,4.0,,,,,4.0,,,,,3.0,,,,,,,4.0,,,4.0,,,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,0.42857142857142855,0.6666666666666666,1.0,,,0.5714285714285714,,0.5714285714285714,0.6666666666666666,1.0,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,0.5964666666666667,0.125,0.125,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-203084-2571,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Harrison Barnes, Leandro Barbosa","Bogut, Lee, Curry, Barnes, Barbosa",101106-101135-201939-203084-2571,GSW,191.0,2,3.0,-2.0,5.0,6.0,,11.0,1.0,1.0,,,,,1.0,2.0,1.0,,5.0,7.0,,,,,2.0,,,1.0,2.0,1.0,5.0,1.0,,2.0,2.0,,,,2.0,1.0,2.0,,,,5.0,,,1.0,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,1.0,,0.5,0.25,,,82.93193717277488,15.2,19.166666666666668,15.2,18.333333333333332,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,0.5571166666666666,,,7.3,22.6,,1.0,,0.3333333333333333,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,3.0,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-203200-2738,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Justin Holiday, Andre Iguodala","Bogut, Lee, Curry, Holiday, Iguodala",101106-101135-201939-203200-2738,GSW,117.0,3,2.0,-1.0,4.0,4.0,4.0,8.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,5.0,,2.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,3.0,4.0,1.0,5.0,5.0,4.0,,,1.0,1.0,0.5,0.5,0.625,0.625,0.5,,0.5,,0.5,,,98.46153846153847,12.75,16.5,12.75,16.25,,,,,0.5,,,0.5,0.5,0.3676,0.3676,1.0,7.2,51.1,1.0,1.0,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-2571-2738,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Leandro Barbosa, Andre Iguodala","Bogut, Lee, Curry, Barbosa, Iguodala",101106-101135-201939-2571-2738,GSW,825.0,7,14.0,-12.0,25.0,25.0,2.0,50.0,4.0,7.0,,1.0,3.0,,7.0,17.0,3.0,5.0,25.0,37.0,,1.0,,,10.0,4.0,3.0,5.0,7.0,3.0,16.0,3.0,4.0,7.0,9.0,1.0,1.0,,2.0,1.0,4.0,6.0,7.0,,23.0,,2.0,0.7142857142857143,0.7142857142857143,0.4117647058823529,,0.5,,0.5434782608695652,,0.15,0.5,0.6666666666666666,1.0,0.7777777777777778,0.6666666666666666,1.0,87.27272727272727,17.84,15.16,17.44,14.48,0.35,0.5714285714285714,0.6666666666666666,0.75,0.15,1.0,,,0.5,0.48248499999999994,0.4712,,8.08235294117647,25.5,0.08,6.0,4.0,0.3,0.2,2.0,1.0,,,3.0,,,,,,2.0,,,2.0,1.0,1.0,,,2.0,,,6.0,,,2.0,1.0,2.0,2.0,,2.0,,,2.0,,,2.0,,1.0,2.0,1.0,,1.0,3.0,5.0,1.0,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,0.058823529411764705,0.14285714285714285,,,,0.2,,0.18181818181818182,,0.3333333333333333,0.25,,,0.6666666666666666,,1.0,,1.0,0.5,0.5,0.6666666666666666,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.6666666666666666,0.3758,0.13043478260869565,0.10526315789473684,0.08,,,,,,,1.0,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
101106-101135-201939-2733-2738,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Shaun Livingston, Andre Iguodala","Bogut, Lee, Curry, Livingston, Iguodala",101106-101135-201939-2733-2738,GSW,78.0,1,1.0,1.0,3.0,3.0,,6.0,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,0.125,,0.3333333333333333,,,,,,,110.76923076923076,15.333333333333334,10.666666666666666,12.666666666666666,10.666666666666666,0.3333333333333333,,,,0.3333333333333333,,,,0.6666666666666666,0.4861333333333333,,,7.95,27.0,,1.0,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,0.3333333333333333,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,True
