EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,LiveBallTurnoverPct,PenaltyDefPoss,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg3aBlocked,DefTwoPtRebounds,ShootingFouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,OffThreePtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,DefAtRimReboundPct,StepOutOfBoundsTurnovers,PenaltyAtRimFGM,SecondChanceFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,AtRimPctAssisted,PenaltyAtRimAccuracy,FTDefRebounds,Steals,BadPassSteals,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,2pt And 1 Free Throw Trips,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,ShortMidRangeAssists,LongMidRangeAssists,BlockingFouls,Technical Free Throw Trips,BlockedAtRim,SecondChanceFg2Pct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,Travels,SecondChanceTurnovers,OffShortMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,LostBallSteals,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,LostBallTurnovers,Offensive Fouls Drawn,SelfORebPct,SecondChanceAtRimAccuracy,Loose Ball Fouls,HeaveAttempts,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Clear Path Fouls,Offensive Fouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,Charge Fouls,Charge Fouls Drawn,Corner3PctBlocked,OffCorner3ReboundPct,3SecondViolations,ShortMidRangePctBlocked,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,DefensiveGoaltends,BlockedLongMidRange,BlockedArc3,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1737-201166-201565-202703-202710,1610612741,"Nazr Mohammed, Aaron Brooks, Derrick Rose, Nikola Mirotic, Jimmy Butler","Mohammed, Brooks, Rose, Mirotic, Butler",1737-201166-201565-202703-202710,CHI,161.0,1,3.0,7.0,5.0,5.0,2.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.25,0.6666666666666666,0.75,0.75,0.75,0.3333333333333333,0.25,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,89.44099378881988,16.2,16.0,11.2,16.0,0.3333333333333333,0.5,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.4539666666666667,0.457975,0.16666666666666666,0.5,0.3333333333333333,9.75,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-201959-202710-203503,1610612741,"Nazr Mohammed, Aaron Brooks, Taj Gibson, Jimmy Butler, Tony Snell","Mohammed, Brooks, Gibson, Butler, Snell",1737-201166-201959-202710-203503,CHI,66.0,1,1.0,-5.0,1.0,2.0,,3.0,,1.0,,,,,,,,1.0,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,65.45454545454545,35.0,15.5,35.0,15.5,1.0,,,,,,,,,,,,1.0,,0.4975,,,,,2.8,,1.0,1.0,1.0,1.0,1.0,0.4975,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-201959-202734-203926,1610612741,"Nazr Mohammed, Aaron Brooks, Taj Gibson, E'Twaun Moore, Doug McDermott","Mohammed, Brooks, Gibson, Moore, McDermott",1737-201166-201959-202734-203926,CHI,6.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-201959-203503-2550,1610612741,"Nazr Mohammed, Aaron Brooks, Taj Gibson, Tony Snell, Kirk Hinrich","Mohammed, Brooks, Gibson, Snell, Hinrich",1737-201166-201959-203503-2550,CHI,250.0,1,4.0,-3.0,8.0,8.0,,16.0,,,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,3.0,2.0,7.0,10.0,,,,,2.0,,2.0,1.0,,,,,,,1.0,2.0,,2.0,2.0,4.0,,,7.0,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.4166666666666667,,0.4375,,0.5,,,,0.5,0.6666666666666666,,,1.0,92.16,19.5,11.75,19.5,11.75,,,,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,1.0,,,,,0.5,0.5,0.44473333333333337,,0.25,,,11.200000000000001,24.400000000000002,8.0,,3.0,8.0,,0.44473333333333337,1.0,,,,,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4375,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-202703-202710-203503,1610612741,"Nazr Mohammed, Aaron Brooks, Nikola Mirotic, Jimmy Butler, Tony Snell","Mohammed, Brooks, Mirotic, Butler, Snell",1737-201166-202703-202710-203503,CHI,124.0,2,2.0,-5.0,3.0,3.0,,6.0,,1.0,,,,1.0,,,,1.0,,2.0,,,5.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,,1.0,1.0,0.3333333333333333,,,69.6774193548387,28.333333333333332,13.0,28.333333333333332,13.0,0.3333333333333333,,,,,0.3333333333333333,,,,,,,1.0,,0.5053,,,,,2.7,24.35,1.0,,,1.0,,,0.3333333333333333,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-202703-202710-203926,1610612741,"Nazr Mohammed, Aaron Brooks, Nikola Mirotic, Jimmy Butler, Doug McDermott","Mohammed, Brooks, Mirotic, Butler, McDermott",1737-201166-202703-202710-203926,CHI,53.0,1,1.0,-1.0,2.0,2.0,,4.0,,1.0,,,,,,,,1.0,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,2.0,,,,,,,,0.5,,,,,,,1.0,,,,108.67924528301887,22.0,4.5,22.0,4.5,1.0,,,,,,,,,,,,1.0,,0.7541,,0.5,,,0.2,,2.0,1.0,1.0,2.0,1.0,0.7541,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,,1.0,,,,,2.0,,,,0.5,,,1.0,1.0,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-202703-202710-2399,1610612741,"Nazr Mohammed, Aaron Brooks, Nikola Mirotic, Jimmy Butler, Mike Dunleavy","Mohammed, Brooks, Mirotic, Butler, Dunleavy",1737-201166-202703-202710-2399,CHI,25.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,57.599999999999994,,24.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-202703-202710-2550,1610612741,"Nazr Mohammed, Aaron Brooks, Nikola Mirotic, Jimmy Butler, Kirk Hinrich","Mohammed, Brooks, Mirotic, Butler, Hinrich",1737-201166-202703-202710-2550,CHI,79.0,1,1.0,-2.0,2.0,2.0,,4.0,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,72.9113924050633,25.0,14.5,25.0,14.5,1.0,,,,,,,,,,,,1.0,,0.4904,,,,,2.8,,,,,,,,,1.0,1.0,2.0,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-202703-202734-203503,1610612741,"Nazr Mohammed, Aaron Brooks, Nikola Mirotic, E'Twaun Moore, Tony Snell","Mohammed, Brooks, Mirotic, Moore, Snell",1737-201166-202703-202734-203503,CHI,23.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.60869565217391,,23.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
1737-201166-202703-202734-203926,1610612741,"Nazr Mohammed, Aaron Brooks, Nikola Mirotic, E'Twaun Moore, Doug McDermott","Mohammed, Brooks, Mirotic, Moore, McDermott",1737-201166-202703-202734-203926,CHI,165.0,3,3.0,3.0,5.0,6.0,2.0,11.0,2.0,4.0,,,,3.0,,1.0,2.0,4.0,,3.0,3.0,7.0,4.0,,,1.0,3.0,2.0,,3.0,,,,1.0,,2.0,1.0,,2.0,3.0,5.0,2.0,4.0,,,4.0,,,,,0.5,0.2857142857142857,,0.3888888888888889,0.5,0.42857142857142855,,,0.5,,1.0,0.6,0.5,,96.0,16.4,13.833333333333334,11.2,13.833333333333334,0.5714285714285714,0.5,0.5,,,0.42857142857142855,,,,1.0,,,1.0,,0.5448642857142857,0.64965,0.125,,0.42857142857142855,2.125,25.96666666666667,5.0,4.0,4.0,5.0,0.5714285714285714,0.5448642857142857,1.0,,,,,1.0,,6.0,,,,,3.0,2.0,,3.0,3.0,7.0,,1.0,2.0,,1.0,,,,,7.0,,0.5,0.2857142857142857,0.3888888888888889,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.42857142857142855,,0.2,1.0,2.0,,,0.6666666666666666,0.6666666666666666,,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,False
