EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeFGM,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,FTOffRebounds,BadPassSteals,LostBallTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceTurnovers,BlockingFouls,ShortMidRangePctBlocked,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,Offensive Fouls,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Charge Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,LongMidRangePctBlocked,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,Travels,team_id,year,season,team_vs
101141-201564-201573-203089-203114,1610612749,"Ersan Ilyasova, O.J. Mayo, Jerryd Bayless, John Henson, Khris Middleton","Ilyasova, Mayo, Bayless, Henson, Middleton",101141-201564-201573-203089-203114,MIL,282.0,3,5.0,3.0,9.0,9.0,4.0,1.0,2.0,18.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,5.0,12.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,6.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,8.0,6.0,4.0,1.0,1.0,1.0,0.5,0.5,0.5,0.4,1.0,0.5,1.0,0.5,0.6,1.0,0.6,0.2857142857142857,0.6,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,0.25,91.91489361702128,15.222222222222221,16.11111111111111,14.777777777777779,14.666666666666666,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,0.6666666666666666,0.5,0.5714285714285714,0.55005,0.4372,0.5489499999999999,0.3,0.375,0.3333333333333333,0.5,8.78,23.65,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201564-201573-203089-203487,1610612749,"Ersan Ilyasova, O.J. Mayo, Jerryd Bayless, John Henson, Michael Carter-Williams","Ilyasova, Mayo, Bayless, Henson, Carter-Williams",101141-201564-201573-203089-203487,MIL,136.0,1,2.0,3.0,5.0,6.0,5.0,1.0,,11.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,7.0,4.0,,,,,1.0,1.0,2.0,2.0,7.0,2.0,3.0,1.0,1.0,2.0,,,1.0,5.0,,,2.0,3.0,,3.0,,,,,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,7.0,7.0,5.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,0.8333333333333334,,0.8333333333333334,0.875,,0.875,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,,,,,1.0,,,116.47058823529412,11.4,13.166666666666666,11.4,13.166666666666666,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,0.6666666666666666,0.438275,,0.438275,,,,1.0,19.5,33.85,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201564-201573-203089-203507,1610612749,"Ersan Ilyasova, O.J. Mayo, Jerryd Bayless, John Henson, Giannis Antetokounmpo","Ilyasova, Mayo, Bayless, Henson, Antetokounmpo",101141-201564-201573-203089-203507,MIL,348.0,3,6.0,9.0,11.0,11.0,2.0,,2.0,22.0,3.0,4.0,2.0,,2.0,,1.0,,1.0,3.0,8.0,3.0,5.0,1.0,16.0,7.0,1.0,1.0,,5.0,1.0,1.0,2.0,,3.0,2.0,3.0,1.0,1.0,2.0,,1.0,,5.0,1.0,2.0,3.0,5.0,2.0,7.0,,1.0,1.0,,,,,1.0,,2.0,1.0,1.0,1.0,,1.0,11.0,3.0,2.0,0.3333333333333333,0.5,0.3333333333333333,0.6,0.5,0.6,0.375,1.0,0.5769230769230769,1.25,0.5,0.6153846153846154,1.25,0.5,0.38461538461538464,0.75,0.2,1.0,0.8333333333333334,0.2857142857142857,,,,1.0,1.0,,91.0344827586207,17.0,14.636363636363637,17.0,14.181818181818182,0.3076923076923077,0.75,1.0,0.3333333333333333,0.15384615384615385,0.15384615384615385,,,,0.07692307692307693,,,,0.3333333333333333,,0.6923076923076923,0.49465000000000003,0.5614,0.35966666666666663,0.07692307692307693,0.125,0.3125,0.1875,6.05,25.76,0.18181818181818182,3.0,4.0,1.0,1.0,,,4.0,3.0,1.0,,,,,,,,,,,0.3076923076923077,0.75,0.75,0.3333333333333333,0.3333333333333333,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201564-201573-203114-2585,1610612749,"Ersan Ilyasova, O.J. Mayo, Jerryd Bayless, Khris Middleton, Zaza Pachulia","Ilyasova, Mayo, Bayless, Middleton, Pachulia",101141-201564-201573-203114-2585,MIL,45.0,1,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,2.0,,1.0,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,1.0,2.0,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,64.0,18.0,27.0,18.0,27.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,0.313,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201564-201573-203507-2585,1610612749,"Ersan Ilyasova, O.J. Mayo, Jerryd Bayless, Giannis Antetokounmpo, Zaza Pachulia","Ilyasova, Mayo, Bayless, Antetokounmpo, Pachulia",101141-201564-201573-203507-2585,MIL,120.0,1,2.0,3.0,4.0,4.0,,,1.0,8.0,1.0,1.0,2.0,,,,,,,2.0,3.0,,,1.0,5.0,2.0,1.0,1.0,,2.0,,,,,,2.0,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,1.0,2.0,,,,1.0,1.0,1.0,,,,3.0,,,0.5,1.0,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,,0.8333333333333334,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,96.0,14.5,15.5,14.5,15.5,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,,,,,,,0.3333333333333333,0.49953333333333333,0.6335,,0.3333333333333333,0.3333333333333333,0.4,,6.366666666666667,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,,,,,,,,1.0,1.0,,,,,2.0,,2.0,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201564-203089-203114-203487,1610612749,"Ersan Ilyasova, O.J. Mayo, John Henson, Khris Middleton, Michael Carter-Williams","Ilyasova, Mayo, Henson, Middleton, Carter-Williams",101141-201564-203089-203114-203487,MIL,480.0,4,8.0,-1.0,17.0,16.0,13.0,10.0,3.0,33.0,2.0,5.0,3.0,,,1.0,1.0,1.0,1.0,3.0,8.0,4.0,5.0,4.0,22.0,23.0,,1.0,,6.0,7.0,4.0,4.0,2.0,18.0,4.0,9.0,2.0,3.0,5.0,1.0,2.0,,13.0,2.0,2.0,2.0,4.0,3.0,7.0,,1.0,,,,2.0,1.0,3.0,,5.0,6.0,2.0,3.0,3.0,3.0,16.0,18.0,13.0,0.6666666666666666,0.6666666666666666,0.75,0.8,1.0,0.8,0.375,,0.6923076923076923,1.0,0.7272727272727273,0.6875,1.0,0.6923076923076923,0.38461538461538464,0.4,0.4,1.0,0.5714285714285714,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,99.0,15.176470588235293,13.875,13.823529411764707,13.625,0.38461538461538464,0.4,0.5,1.0,0.23076923076923078,,,,,0.07692307692307693,1.0,1.0,1.0,0.09090909090909091,1.0,0.7692307692307693,0.50175,0.4570166666666667,0.5079954545454546,0.13333333333333333,0.2,0.2727272727272727,0.8181818181818182,3.4,25.82,0.7647058823529411,3.0,4.0,3.0,3.0,2.0,,4.0,3.0,2.0,,2.0,,2.0,1.0,1.0,0.2857142857142857,1.0,,0.25,0.3076923076923077,0.75,0.75,0.6666666666666666,0.2727272727272727,1.0,0.75,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,,,,,1.0,0.125,0.2,,0.5,,,0.3333333333333333,,0.6666666666666666,1.0,,1.0,0.3333333333333333,1.0,,,0.3333333333333333,0.3333333333333333,,2.0,5.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.45454545454545453,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201564-203114-203487-2585,1610612749,"Ersan Ilyasova, O.J. Mayo, Khris Middleton, Michael Carter-Williams, Zaza Pachulia","Ilyasova, Mayo, Middleton, Carter-Williams, Pachulia",101141-201564-203114-203487-2585,MIL,467.0,2,8.0,2.0,14.0,16.0,6.0,,1.0,30.0,3.0,4.0,1.0,,1.0,1.0,1.0,,,3.0,6.0,2.0,5.0,5.0,17.0,15.0,,,,,3.0,1.0,2.0,1.0,6.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,,10.0,,1.0,5.0,7.0,1.0,8.0,,1.0,,,1.0,1.0,3.0,4.0,1.0,6.0,8.0,4.0,1.0,,1.0,17.0,6.0,6.0,0.6666666666666666,0.6666666666666666,1.0,0.4,0.5,0.4,0.5,,0.5454545454545454,,0.5,0.5666666666666667,,0.5,0.45454545454545453,1.0,,1.0,1.0,0.16666666666666666,,,1.0,1.0,1.0,,92.50535331905782,18.785714285714285,12.75,18.642857142857142,12.75,0.36363636363636365,0.75,1.0,0.6666666666666666,0.09090909090909091,0.09090909090909091,,,,0.09090909090909091,1.0,1.0,1.0,,,0.8181818181818182,0.4984181818181818,,0.44825,0.26666666666666666,0.4,,0.35294117647058826,6.083333333333333,25.72,0.42857142857142855,1.0,4.0,1.0,2.0,1.0,,4.0,1.0,1.0,1.0,,,1.0,,,0.3333333333333333,,1.0,1.0,0.36363636363636365,0.25,0.25,1.0,0.4,0.5,0.25,,,,,,,2.0,,,2.0,1.0,,,,,0.3333333333333333,0.25,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,0.2,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201564-203487-203507-2585,1610612749,"Ersan Ilyasova, O.J. Mayo, Michael Carter-Williams, Giannis Antetokounmpo, Zaza Pachulia","Ilyasova, Mayo, Carter-Williams, Antetokounmpo, Pachulia",101141-201564-203487-203507-2585,MIL,248.0,1,4.0,-3.0,9.0,8.0,,6.0,2.0,17.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,4.0,4.0,1.0,5.0,,11.0,14.0,1.0,1.0,,5.0,,,,,,6.0,3.0,3.0,1.0,4.0,,2.0,1.0,9.0,,,2.0,2.0,2.0,4.0,,,,1.0,2.0,3.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,6.0,,,0.75,0.75,1.0,0.2,,0.2,1.0,1.0,0.6111111111111112,1.25,,0.6111111111111112,1.25,,0.5555555555555556,1.0,,,1.0,0.6666666666666666,,,1.0,,,,98.70967741935483,16.77777777777778,12.125,16.11111111111111,12.125,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,,,,,,0.7777777777777778,0.5202722222222222,,,,,0.45454545454545453,,6.525,24.34,,1.0,4.0,,,,,4.0,1.0,1.0,,1.0,1.0,,,,,0.3333333333333333,,1.0,0.4444444444444444,0.25,0.25,1.0,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,,,,1.0,,,0.6666666666666666,,1.0,,0.5,1.0,0.5,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201573-203089-203114-203507,1610612749,"Ersan Ilyasova, Jerryd Bayless, John Henson, Khris Middleton, Giannis Antetokounmpo","Ilyasova, Bayless, Henson, Middleton, Antetokounmpo",101141-201573-203089-203114-203507,MIL,53.0,1,1.0,5.0,2.0,2.0,,,,4.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,,,,,3.0,,1.0,1.0,,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,5.0,,,,,1.0,1.0,,1.0,1.0,,1.25,,,1.25,,,0.5,,,1.0,1.0,,,,,,,,108.67924528301887,13.0,13.5,13.0,13.5,,,,,0.5,,,,,,,,,,,0.5,0.4478,,,,,,,11.0,28.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,0.5,1.0,1.0,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
101141-201573-203114-203487-2585,1610612749,"Ersan Ilyasova, Jerryd Bayless, Khris Middleton, Michael Carter-Williams, Zaza Pachulia","Ilyasova, Bayless, Middleton, Carter-Williams, Pachulia",101141-201573-203114-203487-2585,MIL,266.0,2,4.0,-2.0,9.0,9.0,3.0,3.0,,18.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,,10.0,12.0,,,,,2.0,1.0,2.0,,3.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,,10.0,,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,10.0,3.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.4,,0.625,,0.375,0.625,,0.375,0.375,1.0,,,1.0,,,,,1.0,,,97.44360902255639,17.11111111111111,12.444444444444445,17.11111111111111,12.444444444444445,0.25,1.0,1.0,1.0,0.125,0.25,,,,0.125,1.0,1.0,1.0,0.25,1.0,0.625,0.5243714285714286,,0.4239833333333333,,,,0.3,8.3,43.166666666666664,0.3333333333333333,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,1.0,,,0.25,0.5,0.5,1.0,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,True
