EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LostBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsUnassisted3s,LostBallSteals,NonShootingPenaltyNonTakeFouls,FtPoints,PenaltyFtPoints,FTDefRebounds,NonShootingFoulsDrawn,DefFTReboundPct,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeAssists,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,Corner3FGM,Corner3Assists,SelfOReb,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,AtRimPctBlocked,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,BadPassOutOfBoundsTurnovers,Charge Fouls,BlockedShortMidRange,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,SecondChanceTurnovers,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Offensive Fouls,BlockingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,BlockingFouls,HeaveAttempts,FTOffRebounds,Charge Fouls Drawn,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceCorner3FGM,3SecondViolations,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
1626173-200779-202328-203114-203487,1610612749,"Rashad Vaughn, Steve Novak, Greg Monroe, Khris Middleton, Michael Carter-Williams","Vaughn, Novak, Monroe, Middleton, Carter-Williams",1626173-200779-202328-203114-203487,MIL,78.0,1,1.0,4.0,4.0,4.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,147.69230769230768,11.25,8.25,11.25,8.25,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5276666666666666,0.5276666666666666,0.3333333333333333,0.5,1.0,2.4,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-200779-202328-203487-203898,1610612749,"Rashad Vaughn, Steve Novak, Greg Monroe, Michael Carter-Williams, Tyler Ennis","Vaughn, Novak, Monroe, Carter-Williams, Ennis",1626173-200779-202328-203487-203898,MIL,107.0,1,2.0,4.0,5.0,4.0,,9.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,2.0,2.0,4.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,121.12149532710279,13.25,10.8,13.25,10.8,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,1.0,0.6659166666666666,0.6659166666666666,,,1.0,1.2,25.0,1.0,-7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-200779-202328-203487-203953,1610612749,"Rashad Vaughn, Steve Novak, Greg Monroe, Michael Carter-Williams, Jabari Parker","Vaughn, Novak, Monroe, Carter-Williams, Parker",1626173-200779-202328-203487-203953,MIL,246.0,1,4.0,7.0,7.0,,,14.0,,,,,2.0,,2.0,7.0,3.0,7.0,10.0,,,,,2.0,2.0,,1.0,5.0,,,1.0,1.0,,1.0,3.0,1.0,1.0,,,,2.0,,,0.2857142857142857,,0.35,,0.35,,0.3,,,1.0,,81.95121951219512,21.142857142857142,14.0,18.285714285714285,14.0,,,,0.2,,,,0.3,0.44714,,,,,13.957142857142857,25.366666666666664,,-3.0,2.0,1.0,2.0,,5.0,,0.5,1.0,,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.625,0.625,0.14285714285714285,0.5,1.0,0.4,1.0,0.5714285714285714,0.5,0.3333333333333333,1.0,1.0,1.0,0.2,0.5,0.4,0.4,0.5,0.1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.455225,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-200779-203101-203487-203953,1610612749,"Rashad Vaughn, Steve Novak, Miles Plumlee, Michael Carter-Williams, Jabari Parker","Vaughn, Novak, Plumlee, Carter-Williams, Parker",1626173-200779-203101-203487-203953,MIL,97.0,1,2.0,3.0,3.0,,,6.0,,,,,4.0,,,,4.0,9.0,2.0,,,,,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,6.0,,,,,1.125,,1.125,,1.0,,1.0,1.0,1.0,89.0721649484536,14.666666666666666,17.666666666666668,13.333333333333334,17.666666666666668,,,,1.0,,,,1.0,0.556725,,,,,,25.425,,7.0,,,2.0,,6.0,,,,,1.0,,,,,3.0,1.0,1.0,3.0,,,1.0,1.0,3.0,6.0,,3.0,,2.0,2.0,,1.0,,,1.0,1.0,,,0.6666666666666666,0.75,1.0,0.75,,1.5,1.5,,,,,1.0,1.0,,,1.0,,,,,,,,,0.75,0.75,0.6666666666666666,1.0,1.0,1.0,0.75,,0.3333333333333333,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-200779-203101-203898-203948,1610612749,"Rashad Vaughn, Steve Novak, Miles Plumlee, Tyler Ennis, Johnny O'Bryant III","Vaughn, Novak, Plumlee, Ennis, O'Bryant III",1626173-200779-203101-203898-203948,MIL,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-200779-203101-203898-203953,1610612749,"Rashad Vaughn, Steve Novak, Miles Plumlee, Tyler Ennis, Jabari Parker","Vaughn, Novak, Plumlee, Ennis, Parker",1626173-200779-203101-203898-203953,MIL,2.0,1,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,2.0,,,,1.0,1.0,,,,,,,,1.0,,2.0,,,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,1440.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-201564-201573-202328-203507,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Greg Monroe, Giannis Antetokounmpo","Vaughn, Mayo, Bayless, Monroe, Antetokounmpo",1626173-201564-201573-202328-203507,MIL,813.0,5,14.0,28.0,28.0,4.0,3.0,56.0,4.0,8.0,2.0,2.0,2.0,,10.0,21.0,4.0,32.0,25.0,2.0,4.0,,4.0,6.0,2.0,3.0,11.0,13.0,1.0,,,1.0,,4.0,6.0,9.0,1.0,8.0,,4.0,32.0,4.0,4.0,0.47619047619047616,0.5,0.52,0.5,0.5517241379310345,0.5,0.16,1.0,1.0,1.0,1.0,99.18819188191881,14.857142857142858,14.178571428571429,14.785714285714286,14.178571428571429,0.32,0.5,0.5,0.08,0.5,1.0,,0.48,0.516672,0.580425,0.13793103448275862,0.16,0.125,8.19047619047619,25.025,0.14285714285714285,7.0,14.0,7.0,9.0,2.0,20.0,1.0,0.7,0.7,0.5,2.0,7.0,3.0,6.0,2.0,2.0,,,2.0,,2.0,,,,6.0,,2.0,,2.0,2.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,,1.0,0.5,,0.5,,,,,,1.0,0.09090909090909091,0.5,0.15384615384615385,0.25,,,0.5,1.0,0.28,0.24,0.5,0.5,1.0,0.08,1.0,1.0,1.0,,,,1.0,0.499,,,,1.0,6.0,,,,,2.0,3.0,2.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-201564-201573-202328-203948,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Greg Monroe, Johnny O'Bryant III","Vaughn, Mayo, Bayless, Monroe, O'Bryant III",1626173-201564-201573-202328-203948,MIL,518.0,2,9.0,14.0,14.0,3.0,,28.0,5.0,9.0,1.0,1.0,3.0,,5.0,12.0,5.0,13.0,6.0,1.0,3.0,,2.0,8.0,3.0,1.0,5.0,10.0,1.0,1.0,1.0,2.0,,,3.0,2.0,,,,,11.0,2.0,3.0,0.4166666666666667,0.3333333333333333,0.38235294117647056,0.3333333333333333,0.38235294117647056,0.3333333333333333,0.29411764705882354,0.5,1.0,0.5555555555555556,,77.83783783783784,14.571428571428571,22.428571428571427,12.785714285714286,20.5,0.5294117647058824,0.5555555555555556,0.625,0.17647058823529413,0.3333333333333333,1.0,,0.8235294117647058,0.5568764705882353,0.5726,,,0.15384615384615385,3.966666666666667,24.64,0.21428571428571427,7.0,2.0,1.0,2.0,1.0,5.0,,0.2,0.25,0.2,2.0,2.0,,1.0,2.0,,,,1.0,1.0,4.0,,,2.0,3.0,2.0,,2.0,1.0,,,2.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,0.2,,0.2,0.25,0.25,0.25,0.16666666666666666,0.5,0.5,0.42857142857142855,0.5,0.45454545454545453,0.5,,0.3333333333333333,1.0,0.25,0.11764705882352941,0.058823529411764705,,,,0.11764705882352941,,,,,,,,0.5109,0.15384615384615385,,,,,,,,,4.0,,,1.0,0.6666666666666666,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.1111111111111111,0.5,0.1111111111111111,0.5,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-201564-201573-202328-203953,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Greg Monroe, Jabari Parker","Vaughn, Mayo, Bayless, Monroe, Parker",1626173-201564-201573-202328-203953,MIL,556.0,4,9.0,18.0,18.0,,4.0,36.0,1.0,5.0,,1.0,3.0,,3.0,8.0,4.0,18.0,24.0,,1.0,,,4.0,3.0,1.0,7.0,9.0,1.0,1.0,4.0,5.0,,2.0,4.0,4.0,,6.0,,3.0,16.0,,,0.375,,0.5,,0.6,,0.3333333333333333,0.2,1.0,0.75,1.0,93.23741007194243,15.833333333333334,15.055555555555555,15.166666666666666,15.0,0.4166666666666667,0.2,0.3333333333333333,0.25,1.0,,,0.75,0.5307583333333333,0.6734,0.2,0.2727272727272727,,5.95,25.0,,-6.0,2.0,1.0,2.0,,5.0,,0.3333333333333333,0.5,,1.0,1.0,2.0,2.0,1.0,2.0,,,2.0,1.0,2.0,,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,5.0,2.0,2.0,1.0,,0.5,0.5,,0.5,0.5,0.5,0.5,0.25,,0.7142857142857143,0.4,,0.2857142857142857,,,,,0.5,0.08333333333333333,0.16666666666666666,1.0,1.0,0.5,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,0.574,0.1111111111111111,3.0,1.0,,6.0,,1.0,,1.0,2.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,2.0,2.0,2.0,1.0,0.4,0.5,0.2,0.5,,,,0.5,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
1626173-201564-201573-203089-203507,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, John Henson, Giannis Antetokounmpo","Vaughn, Mayo, Bayless, Henson, Antetokounmpo",1626173-201564-201573-203089-203507,MIL,261.0,1,4.0,8.0,8.0,,,16.0,1.0,5.0,,,,,3.0,10.0,,8.0,7.0,,,,,4.0,,,4.0,7.0,,,,,,1.0,1.0,2.0,,2.0,,1.0,4.0,,,0.3,,0.3,,0.36363636363636365,,,,,0.6,,88.27586206896552,14.25,18.375,13.0,17.0,0.5,0.2,0.3333333333333333,,,,,0.5,0.49379,,0.09090909090909091,0.09090909090909091,,7.93,,,1.0,2.0,1.0,1.0,,2.0,,0.3333333333333333,0.5,,3.0,3.0,1.0,2.0,,,,,,2.0,3.0,,,4.0,,2.0,,2.0,,,,,3.0,3.0,3.0,2.0,2.0,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,,0.6,0.42857142857142855,,0.42857142857142855,0.5,1.0,,,0.5,0.3,0.2,0.5,0.5,,,,,,,,,,0.47913333333333336,0.5,,,,2.0,,1.0,,1.0,2.0,1.0,1.0,0.6666666666666666,,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,,,2.0,,,1.0,,1.0,,0.4,0.25,0.4,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,True
