EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,LongMidRangeAssists,SecondChanceTurnovers,PenaltyFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,SelfOReb,2pt And 1 Free Throw Trips,SelfORebPct,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,BlockingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGA,PtsUnassisted3s,FTDefRebounds,Travels,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,DefFTReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
101133-101139-101145-1626167-201588,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Myles Turner, George Hill","Mahinmi, Miles, Ellis, Turner, Hill",101133-101139-101145-1626167-201588,IND,1228.0,6,20.0,22.0,40.0,40.0,11.0,7.0,5.0,80.0,7.0,8.0,2.0,2.0,2.0,2.0,4.0,8.0,1.0,6.0,1.0,2.0,3.0,9.0,1.0,2.0,2.0,12.0,22.0,4.0,11.0,14.0,50.0,28.0,2.0,3.0,1.0,2.0,7.0,3.0,6.0,2.0,4.0,10.0,6.0,18.0,12.0,4.0,9.0,3.0,1.0,1.0,3.0,4.0,7.0,3.0,1.0,2.0,1.0,18.0,4.0,2.0,2.0,13.0,15.0,6.0,21.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,6.0,11.0,1.0,1.0,16.0,8.0,43.0,10.0,11.0,1.0,0.25,0.3,1.0,0.36363636363636365,0.5,0.36363636363636365,0.5454545454545454,0.6666666666666666,0.5,0.5454545454545454,0.7,0.375,0.6097560975609756,0.7,0.5,0.3333333333333333,0.09090909090909091,0.045454545454545456,0.125,0.1111111111111111,0.5,1.0,0.2,1.0,0.5714285714285714,1.0,0.35294117647058826,0.25,0.2,0.5,1.0,1.0,1.0,1.0,1.0,93.81107491856679,14.2,16.5,13.6,16.5,0.24242424242424243,0.875,0.875,0.2857142857142857,0.24242424242424243,0.5,0.5714285714285714,0.25,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.06060606060606061,0.5,0.5,1.0,0.2727272727272727,0.3333333333333333,0.375,1.0,0.4,1.0,0.4,0.5,1.0,0.25,1.0,0.25,0.5757575757575758,0.3333333333333333,0.4956234375,0.3965,0.4315428571428571,0.1951219512195122,0.26666666666666666,0.14,0.2,8.409090909090908,25.69090909090909,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-1626167-202331,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Myles Turner, Paul George","Mahinmi, Miles, Ellis, Turner, George",101133-101139-101145-1626167-202331,IND,381.0,4,6.0,,8.0,11.0,4.0,,2.0,19.0,1.0,5.0,1.0,1.0,,3.0,,,2.0,3.0,,1.0,1.0,2.0,,,1.0,3.0,8.0,1.0,3.0,,9.0,9.0,1.0,2.0,,,2.0,,4.0,2.0,,3.0,4.0,2.0,3.0,,2.0,1.0,3.0,,2.0,1.0,3.0,1.0,,1.0,,7.0,,3.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,,7.0,3.0,4.0,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.375,0.5,,0.4090909090909091,0.5,0.25,0.4090909090909091,0.5,0.25,0.2727272727272727,,0.375,,,,0.5,0.75,0.6666666666666666,,0.5714285714285714,0.5,,,,,,1.0,,0.5,71.81102362204724,23.25,17.727272727272727,22.5,14.636363636363637,0.45454545454545453,0.2,0.5,1.0,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,,,,0.18181818181818182,0.5,0.5,1.0,0.5,1.0,,,,0.5,,0.16666666666666666,0.7272727272727273,0.5,0.5651954545454546,0.65445,0.5469916666666667,,,0.2222222222222222,0.3333333333333333,6.3875,25.433333333333334,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.75,1.0,0.5,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-1626167-203922,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Myles Turner, Glenn Robinson III","Mahinmi, Miles, Ellis, Turner, Robinson III",101133-101139-101145-1626167-203922,IND,110.0,1,2.0,7.0,4.0,3.0,,,1.0,7.0,1.0,2.0,1.0,2.0,,,,,,,,,2.0,3.0,,,,1.0,2.0,2.0,3.0,1.0,9.0,2.0,1.0,2.0,,,3.0,,,,,,2.0,,6.0,,3.0,2.0,,,1.0,2.0,3.0,2.0,,1.0,,8.0,1.0,1.0,,2.0,2.0,2.0,4.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,1.0,6.0,,,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.5,0.5,,0.8,0.5,,0.9,0.75,,0.6,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,91.63636363636364,17.75,13.0,15.25,13.0,0.4,0.5,0.5,1.0,,,,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,,,,,,,1.0,0.6666666666666666,0.62507,0.7209,,0.2,0.5,0.3333333333333333,,0.55,26.3,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-1626202-202730,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Joe Young, Lavoy Allen","Mahinmi, Miles, Ellis, Young, Allen",101133-101139-101145-1626202-202730,IND,116.0,1,2.0,-2.0,4.0,3.0,,2.0,2.0,7.0,1.0,2.0,,,,,,,,,,,,1.0,,,,1.0,2.0,,1.0,,2.0,4.0,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,1.0,,,1.0,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,3.0,,,,,,2.0,,,1.0,1.0,1.0,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,1.0,,1.0,,,,0.5,,,,,,,,,86.89655172413794,11.5,23.333333333333332,10.75,20.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,0.6633833333333333,,,,,,,0.55,26.4,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-201155-201978,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Rodney Stuckey, Chase Budinger","Mahinmi, Miles, Ellis, Stuckey, Budinger",101133-101139-101145-201155-201978,IND,185.0,2,3.0,-7.0,7.0,6.0,4.0,,,13.0,,2.0,,,,2.0,,1.0,2.0,3.0,,,,,,,,2.0,6.0,,,2.0,6.0,13.0,,,,,,,3.0,,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,2.0,,6.0,2.0,4.0,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.42857142857142855,,0.25,,,,,,,,,,,,,,,,,,,,,101.18918918918918,17.857142857142858,10.0,17.857142857142858,10.0,0.3333333333333333,,,,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,0.6666666666666666,,,0.3333333333333333,,0.4375166666666667,,0.4814,,,,0.3333333333333333,12.183333333333332,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-201155-202331,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Rodney Stuckey, Paul George","Mahinmi, Miles, Ellis, Stuckey, George",101133-101139-101145-201155-202331,IND,2098.0,16,35.0,14.0,72.0,70.0,34.0,26.0,10.0,142.0,15.0,20.0,4.0,4.0,5.0,8.0,4.0,10.0,5.0,17.0,1.0,5.0,6.0,17.0,,2.0,12.0,24.0,47.0,7.0,22.0,8.0,77.0,63.0,5.0,7.0,,3.0,10.0,8.0,16.0,16.0,6.0,37.0,20.0,28.0,18.0,4.0,17.0,6.0,5.0,,10.0,6.0,16.0,5.0,1.0,7.0,,38.0,3.0,5.0,15.0,15.0,32.0,8.0,40.0,2.0,,2.0,5.0,1.0,3.0,2.0,2.0,7.0,4.0,3.0,11.0,11.0,1.0,1.0,10.0,5.0,67.0,37.0,34.0,2.0,0.4166666666666667,0.45454545454545453,0.8571428571428571,0.3181818181818182,,0.3181818181818182,0.5106382978723404,0.7142857142857143,0.5,0.5,0.5,0.484375,0.5273972602739726,0.5,0.5285714285714286,0.3188405797101449,,0.10638297872340426,0.1,,0.7142857142857143,0.8823529411764706,0.21739130434782608,1.0,0.21428571428571427,0.9375,0.21621621621621623,0.5,0.08333333333333333,0.2,0.25,1.0,1.0,0.7142857142857143,1.0,97.46425166825547,15.333333333333334,14.2,14.194444444444445,13.628571428571428,0.2898550724637681,0.75,0.9375,0.4666666666666667,0.14492753623188406,0.4,0.4444444444444444,,0.2463768115942029,0.29411764705882354,0.29411764705882354,0.07246376811594203,0.2,0.2,1.0,0.2463768115942029,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.4,1.0,0.2,,,0.25,0.625,0.375,0.6086956521739131,0.35294117647058826,0.49957647058823534,0.5153666666666666,0.5089370967741935,0.0821917808219178,0.09803921568627451,0.12987012987012986,0.4805194805194805,8.870212765957445,25.181818181818183,0.4722222222222222,4.0,5.0,5.0,3.0,1.0,0.3125,0.2,0.2,1.0,0.6,0.25,0.125,0.4166666666666667,,1.0,1.0,0.03125,1.0,1.0,,1.0,1.0,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-201155-202730,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Rodney Stuckey, Lavoy Allen","Mahinmi, Miles, Ellis, Stuckey, Allen",101133-101139-101145-201155-202730,IND,62.0,1,1.0,-2.0,2.0,2.0,,2.0,,4.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9032258064516,18.5,12.5,18.5,12.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5356,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-201155-203524,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, Rodney Stuckey, Solomon Hill","Mahinmi, Miles, Ellis, Stuckey, Hill",101133-101139-101145-201155-203524,IND,75.0,2,1.0,5.0,4.0,2.0,4.0,,,6.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,3.0,1.0,1.0,,5.0,,,,,,,1.0,3.0,1.0,,5.0,2.0,,3.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,5.0,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,5.0,5.0,4.0,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.625,,0.625,0.625,,0.625,0.25,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,115.2,11.75,14.0,11.75,14.0,0.25,1.0,1.0,1.0,0.25,,,,0.25,,,0.25,1.0,1.0,1.0,,,,,,,,,,0.25,1.0,,0.5,,0.533675,,0.533675,,,,1.0,11.333333333333334,23.2,1.0,1.0,,1.0,,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-201588-201978,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, George Hill, Chase Budinger","Mahinmi, Miles, Ellis, Hill, Budinger",101133-101139-101145-201588-201978,IND,1.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2016,2015-16,True
101133-101139-101145-201588-202331,1610612754,"Ian Mahinmi, CJ Miles, Monta Ellis, George Hill, Paul George","Mahinmi, Miles, Ellis, Hill, George",101133-101139-101145-201588-202331,IND,20022.0,35,334.0,43.0,698.0,705.0,108.0,128.0,90.0,1403.0,127.0,202.0,28.0,50.0,20.0,33.0,39.0,99.0,46.0,115.0,27.0,57.0,47.0,122.0,5.0,11.0,22.0,212.0,416.0,74.0,179.0,120.0,766.0,723.0,34.0,69.0,9.0,18.0,106.0,28.0,53.0,30.0,36.0,125.0,198.0,226.0,180.0,34.0,120.0,47.0,25.0,3.0,99.0,60.0,159.0,35.0,25.0,66.0,12.0,378.0,30.0,73.0,118.0,137.0,274.0,106.0,380.0,64.0,41.0,23.0,81.0,13.0,53.0,58.0,28.0,139.0,21.0,63.0,140.0,146.0,2.0,8.0,154.0,66.0,660.0,123.0,107.0,10.0,0.4669811320754717,0.5076923076923077,0.8108108108108109,0.4134078212290503,0.5,0.4180790960451977,0.5096153846153846,0.4927536231884058,0.5283018867924528,0.5428571428571428,0.5459770114942529,0.536144578313253,0.5760542168674698,0.5638297872340425,0.6067961165048543,0.30084033613445377,0.01675977653631285,0.06009615384615385,0.06060606060606061,0.01639344262295082,0.5827338129496403,0.7696629213483146,0.35784313725490197,0.8740740740740741,0.29411764705882354,0.8146964856230032,0.3366013071895425,0.31666666666666665,0.2898550724637681,0.2638888888888889,0.36666666666666664,0.6617647058823529,0.7560975609756098,0.8840579710144928,0.8737864077669902,100.90500449505544,14.65759312320917,13.887943262411348,13.904011461318051,13.37872340425532,0.33949579831932775,0.6287128712871287,0.6864864864864865,0.5196850393700787,0.16638655462184873,0.3939393939393939,0.41935483870967744,0.3076923076923077,0.19327731092436976,0.4,0.40707964601769914,0.0957983193277311,0.47368421052631576,0.48214285714285715,0.9259259259259259,0.20504201680672268,0.38524590163934425,0.39166666666666666,0.7446808510638298,0.5747126436781609,0.56,0.12643678160919541,0.45454545454545453,0.8,0.39759036144578314,0.6060606060606061,0.26506024096385544,0.6403361344537815,0.39166666666666666,0.5265682124789207,0.5501404411764707,0.5188146341463414,0.10339506172839506,0.14102564102564102,0.13838120104438642,0.16318537859007834,7.628125000000001,25.385474860335197,0.15472779369627507,8.0,8.0,11.0,21.0,10.0,0.36666666666666664,0.08415841584158416,0.4533333333333333,0.875,0.45652173913043476,0.14285714285714285,0.0963855421686747,0.36363636363636365,11.0,14.0,14.0,0.050359712230215826,8.0,33.0,7.0,34.0,7.0,16.0,13.0,7.0,42.0,19.0,7.0,9.0,,1.0,24.0,20.0,,0.95,0.5882352941176471,0.08045977011494253,0.005555555555555556,2.0,3.0,0.375,4.0,2.0,3.0,10.0,2.0,10.0,9.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,0.017391304347826087,0.017543859649122806,0.1875,0.5714285714285714,0.5,,,,1610612754,2016,2015-16,True
