EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG2M,FG3M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Defensive 3 Seconds Violations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,OffCorner3ReboundPct,Fg2aBlocked,DeadBallTurnovers,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,FtPoints,PenaltyFtPoints,PenaltyPoints,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,DefLongMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PtsPutbacks,SelfOReb,PenaltyTurnovers,Loose Ball Fouls,PenaltyFg2Pct,PenaltyEfgPct,DefCorner3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Corner3Assists,Travels,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallSteals,Charge Fouls Drawn,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,FTDefRebounds,Charge Fouls,DefFTReboundPct,BlockingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PtsUnassisted3s,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,LongMidRangePctBlocked,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,3SecondViolations,Blocked3s,BlockedArc3,OffensiveGoaltends,HeaveAttempts,DefensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101135-101161-1626154-1626179-203923,1610612738,"David Lee, Amir Johnson, RJ Hunter, Terry Rozier, James Young","Lee, Johnson, Hunter, Rozier, Young",101135-101161-1626154-1626179-203923,BOS,48.0,1,1.0,-2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,90.0,24.0,12.0,24.0,12.0,1.0,0.2815,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-1626154-1626179-203935,1610612738,"David Lee, Amir Johnson, RJ Hunter, Terry Rozier, Marcus Smart","Lee, Johnson, Hunter, Rozier, Smart",101135-101161-1626154-1626179-203935,BOS,100.0,1,2.0,-2.0,3.0,4.0,4.0,7.0,,,2.0,100.8,11.666666666666666,16.25,11.333333333333334,16.25,,0.53155,,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,0.75,0.25,0.75,1.0,0.53155,27.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-1626154-202323-203109,1610612738,"David Lee, Amir Johnson, RJ Hunter, Evan Turner, Jae Crowder","Lee, Johnson, Hunter, Turner, Crowder",101135-101161-1626154-202323-203109,BOS,302.0,2,5.0,2.0,10.0,11.0,,21.0,1.0,8.0,11.0,100.13245033112582,14.2,14.545454545454545,12.2,14.545454545454545,0.1111111111111111,0.5447611111111111,8.1375,,3.0,,,1.0,,1.0,,1.0,,,2.0,2.0,4.0,1.0,1.0,2.0,3.0,,,,,,,,,,,0.1111111111111111,,,1.0,0.6666666666666666,,,,,,0.1111111111111111,,,0.5555555555555556,,25.0,,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,13.0,2.0,3.0,4.0,8.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,9.0,0.8,0.8,1.0,1.0,1.0,0.625,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.7222222222222222,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.4444444444444444,0.75,0.75,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.4917,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-1626154-202738-203109,1610612738,"David Lee, Amir Johnson, RJ Hunter, Isaiah Thomas, Jae Crowder","Lee, Johnson, Hunter, Thomas, Crowder",101135-101161-1626154-202738-203109,BOS,12.0,1,,,,,,,,,,,,,,,,0.5148,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-1626179-201973-202323,1610612738,"David Lee, Amir Johnson, Terry Rozier, Jonas Jerebko, Evan Turner","Lee, Johnson, Rozier, Jerebko, Turner",101135-101161-1626179-201973-202323,BOS,101.0,1,2.0,-10.0,4.0,5.0,,9.0,1.0,2.0,10.0,128.31683168316832,14.5,8.6,14.0,8.6,0.5,0.2881,3.8,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,0.6666666666666666,0.5,,1.0,,,0.5,,,,,,,,,,,,,,,,,0.2584,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-202323-202340-203109,1610612738,"David Lee, Amir Johnson, Evan Turner, Avery Bradley, Jae Crowder","Lee, Johnson, Turner, Bradley, Crowder",101135-101161-202323-202340-203109,BOS,70.0,1,1.0,1.0,3.0,3.0,3.0,6.0,,,2.0,123.42857142857142,13.333333333333334,10.0,13.333333333333334,10.0,,0.5973,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,3.0,,6.0,2.0,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,0.5973,24.5,0.6666666666666666,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-202323-202340-203923,1610612738,"David Lee, Amir Johnson, Evan Turner, Avery Bradley, James Young","Lee, Johnson, Turner, Bradley, Young",101135-101161-202323-202340-203923,BOS,229.0,1,4.0,-8.0,9.0,9.0,,18.0,,4.0,13.0,113.18777292576418,12.666666666666666,12.777777777777779,11.666666666666666,12.11111111111111,,0.4904125,17.2,,1.0,2.0,,2.0,,4.0,,2.0,1.0,2.0,3.0,1.0,4.0,,,,,,,,,1.0,,1.0,1.0,,,0.5,1.0,0.3333333333333333,0.75,0.16666666666666666,,,1.0,1.0,0.25,0.25,,,0.5,,24.675,,,,,,,1.0,4.0,1.0,1.0,1.0,5.0,,1.0,,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,1.0,1.0,1.0,,2.0,,5.0,1.0,1.0,1.0,0.25,0.25,0.25,,0.3125,,0.3125,,0.5,,0.5,,,0.5,,,,,,,,0.5,0.25,0.25,1.0,0.5,0.5,1.0,,,0.5,0.3929,,0.5,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-202323-202340-203935,1610612738,"David Lee, Amir Johnson, Evan Turner, Avery Bradley, Marcus Smart","Lee, Johnson, Turner, Bradley, Smart",101135-101161-202323-202340-203935,BOS,47.0,1,1.0,2.0,2.0,1.0,,3.0,,,,91.91489361702128,14.0,19.0,14.0,19.0,,0.60795,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,1.0,,2.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,23.5,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,0.5,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-202323-202738-203109,1610612738,"David Lee, Amir Johnson, Evan Turner, Isaiah Thomas, Jae Crowder","Lee, Johnson, Turner, Thomas, Crowder",101135-101161-202323-202738-203109,BOS,445.0,2,7.0,2.0,15.0,16.0,13.0,31.0,2.0,8.0,14.0,100.31460674157303,14.2,14.5,13.933333333333334,13.875,0.16666666666666666,0.5329875000000001,7.4375,8.0,1.0,2.0,1.0,2.0,,4.0,1.0,2.0,1.0,6.0,9.0,2.0,11.0,1.0,1.0,2.0,3.0,3.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,0.3333333333333333,0.8571428571428571,0.25,0.8181818181818182,0.3333333333333333,,1.0,0.5,1.0,0.16666666666666666,0.16666666666666666,0.25,,0.6666666666666666,0.65035,25.125,0.5333333333333333,2.0,4.0,1.0,2.0,2.0,2.0,2.0,,6.0,,16.0,1.0,2.0,2.0,8.0,4.0,,,4.0,,4.0,,1.0,1.0,2.0,8.0,1.0,3.0,1.0,,1.0,2.0,,14.0,0.6666666666666666,0.8,,,,0.75,0.5,0.5,0.5,0.5333333333333333,0.5,0.5,0.5,0.75,0.5,,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,,,,1.0,0.5,,0.5865,0.125,0.5,,1.0,,,,,4.0,4.0,8.0,1.0,8.0,0.5714285714285714,1.0,0.07692307692307693,0.1111111111111111,0.5,,,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
101135-101161-202323-202738-203935,1610612738,"David Lee, Amir Johnson, Evan Turner, Isaiah Thomas, Marcus Smart","Lee, Johnson, Turner, Thomas, Smart",101135-101161-202323-202738-203935,BOS,191.0,1,3.0,-4.0,5.0,5.0,2.0,10.0,1.0,4.0,8.0,75.39267015706807,15.2,23.0,15.2,19.6,0.2,0.59634,6.925,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,0.2,,,,,,,,,,0.2,,,0.6,,25.4,,1.0,2.0,,,,1.0,1.0,,2.0,,4.0,,,,4.0,,,,2.0,,2.0,,1.0,,1.0,4.0,,,,,,,,4.0,1.0,1.0,,,,0.5,,0.4,,0.4,,,,,,,,0.4,0.5,1.0,1.0,,,,0.2,1.0,1.0,1.0,,,,,,,,,,1.0,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,False
