EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,HeaveAttempts,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,Technical Free Throw Trips,DefFTReboundPct,Arc3Assists,Travels,Offensive Fouls,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,OffArc3ReboundPct,Arc3PctAssisted,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,Offensive Fouls Drawn,ShortMidRangePctAssisted,SecondChanceFtPoints,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,BlockedLongMidRange,BlockingFouls,Loose Ball Fouls Drawn,BlockedShortMidRange,BlockingFoulsDrawn,DefensiveGoaltends,LongMidRangePctBlocked,PenaltyArc3FGM,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626145-1626157-202357-203498-203897,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Zach LaVine","Jones, Towns, Bjelica, Muhammad, LaVine",1626145-1626157-202357-203498-203897,MIN,1324.0,8,22.0,-5.0,43.0,42.0,3.0,85.0,13.0,18.0,2.0,3.0,1.0,4.0,3.0,7.0,1.0,3.0,1.0,6.0,17.0,29.0,2.0,9.0,5.0,45.0,50.0,2.0,3.0,4.0,16.0,18.0,3.0,3.0,4.0,6.0,1.0,2.0,8.0,1.0,9.0,1.0,7.0,1.0,19.0,1.0,4.0,4.0,10.0,14.0,5.0,19.0,2.0,5.0,4.0,1.0,2.0,7.0,2.0,2.0,1.0,9.0,1.0,4.0,12.0,3.0,1.0,5.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,41.0,0.47058823529411764,0.5333333333333333,0.5,0.2222222222222222,0.2222222222222222,0.5862068965517241,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.5625,0.6666666666666666,0.23684210526315788,0.06896551724137931,0.1111111111111111,0.2222222222222222,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.7,0.2631578947368421,0.6,0.3333333333333333,0.5,0.7142857142857143,0.3333333333333333,1.0,1.0,0.11764705882352941,92.44712990936556,1.0,14.255813953488373,16.928571428571427,14.023255813953488,16.19047619047619,0.47368421052631576,0.7222222222222222,0.8125,0.5384615384615384,0.10526315789473684,0.25,0.25,0.18421052631578946,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.15789473684210525,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.7105263157894737,0.16666666666666666,0.5537881578947368,0.389,0.1,0.12903225806451613,0.08888888888888889,6.255172413793104,24.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202357-203498-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Andrew Wiggins","Jones, Towns, Bjelica, Muhammad, Wiggins",1626145-1626157-202357-203498-203952,MIN,677.0,3,11.0,2.0,24.0,24.0,,48.0,5.0,8.0,,,2.0,2.0,2.0,2.0,1.0,3.0,,3.0,9.0,12.0,1.0,6.0,8.0,29.0,27.0,,,,8.0,10.0,3.0,,,2.0,,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,,,4.0,5.0,9.0,,9.0,,4.0,3.0,1.0,1.0,1.0,,,,2.0,,1.0,2.0,,,6.0,11.0,1.0,4.0,1.0,1.0,1.0,1.0,,29.0,0.4444444444444444,0.4444444444444444,1.0,0.16666666666666666,0.2,0.75,,0.5833333333333334,,0.6304347826086957,,0.3333333333333333,0.08333333333333333,0.125,0.5,0.8333333333333334,,0.8,,0.8181818181818182,,,,,0.75,1.0,1.0,0.6666666666666666,,102.09748892171345,1.0,13.291666666666666,14.916666666666666,13.291666666666666,14.708333333333334,0.4444444444444444,0.625,0.7142857142857143,0.6,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,,0.7777777777777778,,0.5521764705882353,,0.19047619047619047,0.26666666666666666,,5.983333333333333,27.55,19.0,12.0,4.0,6.0,1.0,1.0,2.0,7.0,9.0,1.0,3.0,8.0,25.0,1.0,1.0,1.0,2.0,2.0,25.0,19.0,2.0,0.3333333333333333,0.7777777777777778,0.7083333333333334,0.7352941176470589,1.0,0.5,0.6666666666666666,0.08333333333333333,1.0,0.16666666666666666,0.5709416666666667,0.8620689655172413,0.7916666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202357-203498-204014,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Damjan Rudez","Jones, Towns, Bjelica, Muhammad, Rudez",1626145-1626157-202357-203498-204014,MIN,146.0,1,2.0,1.0,5.0,4.0,,9.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,3.0,3.0,,,1.0,7.0,6.0,,,,4.0,2.0,,,,,,,2.0,,2.0,,1.0,1.0,4.0,,,,1.0,2.0,,2.0,,,,,1.0,,,,,1.0,,1.0,4.0,,,,1.0,,,1.0,1.0,1.0,,,7.0,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,,1.0,,,,,1.0,0.5,,,,0.5,,,,,0.5,,,,,88.76712328767124,,10.2,23.75,10.2,20.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,,0.5367666666666667,,,,,11.366666666666667,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202357-203498-2419,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Tayshaun Prince","Jones, Towns, Bjelica, Muhammad, Prince",1626145-1626157-202357-203498-2419,MIN,1694.0,5,28.0,5.0,52.0,57.0,8.0,109.0,17.0,23.0,7.0,7.0,4.0,11.0,7.0,11.0,1.0,2.0,2.0,6.0,28.0,45.0,3.0,8.0,7.0,72.0,67.0,8.0,8.0,16.0,30.0,26.0,9.0,,14.0,6.0,2.0,1.0,15.0,3.0,18.0,1.0,10.0,5.0,39.0,2.0,7.0,8.0,11.0,20.0,9.0,29.0,3.0,2.0,,2.0,2.0,2.0,,,,4.0,,8.0,10.0,,,9.0,9.0,1.0,5.0,1.0,1.0,2.0,1.0,,56.0,0.5357142857142857,0.7142857142857143,1.0,0.375,0.375,0.6222222222222222,1.0,0.6132075471698113,1.0,0.631578947368421,1.0,0.1509433962264151,0.022222222222222223,,0.5,0.7857142857142857,0.4117647058823529,0.7272727272727273,0.4,0.76,0.4090909090909091,0.6666666666666666,0.42857142857142855,1.0,0.8333333333333334,1.0,0.6,0.7142857142857143,0.14285714285714285,92.65643447461629,0.5,14.307692307692308,16.666666666666668,14.153846153846153,16.280701754385966,0.4339622641509434,0.7391304347826086,0.7391304347826086,0.5882352941176471,0.20754716981132076,0.36363636363636365,0.4,0.20754716981132076,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.03773584905660377,0.5,0.5,1.0,0.11320754716981132,0.3333333333333333,0.3333333333333333,0.875,1.0,0.5849056603773585,0.3333333333333333,0.5144433962264151,0.5152714285714286,0.08771929824561403,0.10204081632653061,0.2222222222222222,6.866666666666666,25.95,6.0,12.0,2.0,2.0,,,1.0,3.0,3.0,,1.0,1.0,7.0,,,2.0,2.0,,7.0,6.0,,,1.0,0.75,0.875,0.75,0.5,1.0,,,0.25,0.6485375,0.09722222222222222,0.11538461538461539,1.0,,0.5,2.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.25,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202357-203897-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Zach LaVine, Andrew Wiggins","Jones, Towns, Bjelica, LaVine, Wiggins",1626145-1626157-202357-203897-203952,MIN,332.0,4,6.0,-17.0,13.0,14.0,1.0,27.0,1.0,3.0,,,,,,4.0,,1.0,,1.0,1.0,7.0,,2.0,,2.0,19.0,,,,2.0,,,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,1.0,,1.0,,1.0,,3.0,2.0,1.0,3.0,,,,,3.0,,,2.0,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,,,,0.14285714285714285,,0.1111111111111111,,0.1111111111111111,,0.2222222222222222,,,1.0,,,0.5,,0.5,,,,,,,,1.0,,117.10843373493977,,15.23076923076923,9.571428571428571,15.23076923076923,8.642857142857142,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.4444444444444444,,,,0.1111111111111111,,,,0.1111111111111111,,,,,0.5555555555555556,,0.47373888888888893,,,,,11.471428571428572,24.25,4.0,2.0,,1.0,,,1.0,,2.0,,1.0,,,,,3.0,1.0,,,4.0,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.40914999999999996,,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202357-203897-2755,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Zach LaVine, Kevin Martin","Jones, Towns, Bjelica, LaVine, Martin",1626145-1626157-202357-203897-2755,MIN,65.0,1,1.0,-1.0,2.0,3.0,,5.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,110.76923076923077,1.0,4.0,19.0,4.0,19.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,0.7297,,,,,1.1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202357-203952-2419,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Andrew Wiggins, Tayshaun Prince","Jones, Towns, Bjelica, Wiggins, Prince",1626145-1626157-202357-203952-2419,MIN,369.0,2,6.0,3.0,10.0,11.0,1.0,21.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,,,1.0,2.0,3.0,8.0,1.0,2.0,,9.0,6.0,1.0,1.0,2.0,4.0,2.0,3.0,,,2.0,1.0,1.0,2.0,1.0,3.0,,,1.0,7.0,,1.0,,4.0,4.0,1.0,5.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,2.0,,,2.0,,,,1.0,1.0,1.0,,,7.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.375,1.0,0.45,1.0,0.45,1.0,0.2,0.125,,1.0,0.5714285714285714,0.2,,,0.5714285714285714,0.16666666666666666,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,,,81.95121951219512,,18.5,16.727272727272727,18.2,16.0,0.1,1.0,1.0,,0.4,0.25,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2,0.5,0.5,1.0,1.0,0.3,0.5,0.45298999999999995,0.8572,,,0.2222222222222222,12.775,25.15,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,0.3613,,0.1,,,,1.0,,,,,0.25,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202962-203498-203897,1610612750,"Tyus Jones, Karl-Anthony Towns, Greg Smith, Shabazz Muhammad, Zach LaVine","Jones, Towns, Smith, Muhammad, LaVine",1626145-1626157-202962-203498-203897,MIN,429.0,5,7.0,-9.0,14.0,16.0,2.0,30.0,2.0,3.0,,,,1.0,3.0,7.0,1.0,1.0,,2.0,5.0,11.0,1.0,3.0,2.0,15.0,24.0,,1.0,2.0,6.0,4.0,3.0,,,2.0,,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,,2.0,2.0,2.0,5.0,2.0,7.0,,,,,2.0,,,1.0,,2.0,,2.0,3.0,,,1.0,2.0,,1.0,,,,,,13.0,0.6,0.6,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,,0.4642857142857143,,0.5,0.5,0.21428571428571427,0.09090909090909091,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,,0.8,0.2857142857142857,1.0,,,,1.0,0.5,1.0,,100.6993006993007,,15.714285714285714,13.0625,15.214285714285714,10.8125,0.21428571428571427,0.6666666666666666,1.0,0.5,0.07142857142857142,,,0.5,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.07142857142857142,1.0,1.0,1.0,0.14285714285714285,,,,,0.42857142857142855,,0.44320714285714286,0.4488,0.06666666666666667,0.08333333333333333,0.13333333333333333,13.490909090909092,24.7,8.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,,9.0,,,1.0,1.0,,9.0,8.0,,0.3333333333333333,0.6,0.5625,0.5625,1.0,0.125,1.0,0.125,1.0,0.25,0.429,0.6,0.5714285714285714,1.0,,1.0,,,,,,,,,,,,,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202962-203498-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Greg Smith, Shabazz Muhammad, Andrew Wiggins","Jones, Towns, Smith, Muhammad, Wiggins",1626145-1626157-202962-203498-203952,MIN,82.0,1,1.0,4.0,3.0,3.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,3.0,3.0,,1.0,1.0,7.0,3.0,1.0,1.0,2.0,2.0,4.0,,,2.0,,,,1.0,,1.0,,,,2.0,1.0,,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,5.0,0.3333333333333333,0.5,,,,1.0,1.0,0.75,1.0,0.875,1.0,0.25,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,105.36585365853658,,17.666666666666668,9.666666666666666,17.333333333333332,9.666666666666666,0.5,1.0,1.0,,0.25,1.0,1.0,,,,,0.25,,,,,,,1.0,1.0,0.75,,0.619625,,0.25,0.3333333333333333,0.2857142857142857,3.5,23.0,3.0,,2.0,2.0,,1.0,,3.0,3.0,,1.0,1.0,7.0,,,,,,7.0,3.0,,,1.0,0.75,0.875,,0.5,1.0,0.25,,,0.619625,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
1626145-1626157-202962-203498-2419,1610612750,"Tyus Jones, Karl-Anthony Towns, Greg Smith, Shabazz Muhammad, Tayshaun Prince","Jones, Towns, Smith, Muhammad, Prince",1626145-1626157-202962-203498-2419,MIN,906.0,7,15.0,-6.0,27.0,29.0,2.0,56.0,6.0,9.0,,,2.0,5.0,4.0,6.0,,,,2.0,12.0,20.0,,2.0,9.0,33.0,39.0,,,2.0,18.0,6.0,,,,2.0,,4.0,9.0,,9.0,,5.0,3.0,18.0,1.0,2.0,5.0,4.0,9.0,3.0,12.0,1.0,1.0,1.0,,1.0,2.0,,,,3.0,,6.0,10.0,,1.0,6.0,11.0,1.0,6.0,,,,,,31.0,0.75,0.75,,,,0.6,,0.5454545454545454,,0.6111111111111112,0.5,0.09090909090909091,0.2,0.2222222222222222,0.3333333333333333,0.5,0.25,0.8333333333333334,0.5,0.6428571428571429,0.3,0.3333333333333333,0.3333333333333333,,,0.5,0.6666666666666666,0.75,0.16666666666666666,89.00662251655629,,15.222222222222221,17.06896551724138,15.037037037037036,16.96551724137931,0.4090909090909091,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.22727272727272727,0.4,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.75,,,,,0.09090909090909091,,,,,0.5,,0.5432522727272727,,0.2222222222222222,0.24,0.06060606060606061,8.345,24.0,4.0,5.0,,,,,,,3.0,,,,,,1.0,1.0,1.0,,,4.0,,,,,,1.0,,,,,,0.3598666666666666,,0.14814814814814814,,,,,1.0,,,,0.4,0.5,,,1.0,,0.5,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,False
