EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,Corner3Assists,LostBallSteals,BlockingFouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,RecoveredBlocks,PenaltyFg3Pct,SecondChanceTsPct,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,Fg2aBlocked,LongMidRangeAssists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedAtRim,3SecondViolations,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctAssisted,PtsUnassisted3s,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceFG2M,ShortMidRangeAssists,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,HeaveAttempts,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,Charge Fouls,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Charge Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,BlockedLongMidRange,Clear Path Fouls,BlockedArc3,HeaveMakes,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626168-202324-202330-202407-202692,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Elijah Millsap, Alec Burks","Lyles, Favors, Hayward, Millsap, Burks",1626168-202324-202330-202407-202692,UTA,391.0,3,7.0,-2.0,15.0,15.0,8.0,1.0,1.0,30.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,8.0,1.0,7.0,9.0,11.0,1.0,1.0,2.0,1.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,9.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,7.0,8.0,2.0,1.0,1.0,0.125,0.5,0.1111111111111111,0.3333333333333333,0.375,0.7,0.1111111111111111,0.6666666666666666,1.0,0.8333333333333334,0.14285714285714285,1.0,0.875,0.125,0.3333333333333333,1.0,0.5,1.0,1.0,110.48593350383632,11.933333333333334,14.133333333333333,11.866666666666667,14.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4444444444444444,0.44905555555555554,0.4751,0.5344333333333333,0.2,0.2222222222222222,0.7777777777777778,8.05,25.1,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202407-203504,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Elijah Millsap, Trey Burke","Lyles, Favors, Hayward, Millsap, Burke",1626168-202324-202330-202407-203504,UTA,291.0,2,5.0,4.0,9.0,9.0,1.0,,,18.0,1.0,1.0,,,,2.0,3.0,1.0,,3.0,6.0,1.0,2.0,11.0,7.0,,1.0,2.0,,,2.0,2.0,1.0,1.0,2.0,1.0,5.0,,2.0,3.0,1.0,6.0,,6.0,,,,,2.0,,,2.0,,1.0,3.0,3.0,,3.0,1.0,2.0,,,,,11.0,2.0,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6428571428571429,0.5,0.6875,0.5,0.14285714285714285,,1.0,0.6,,0.6666666666666666,0.625,,,,1.0,1.0,0.6666666666666666,89.07216494845362,13.222222222222221,19.11111111111111,13.222222222222221,17.88888888888889,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,,,,,0.2857142857142857,0.43020714285714284,,0.3626,0.25,0.2857142857142857,0.18181818181818182,11.883333333333333,24.9,0.1111111111111111,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202692-203504,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Alec Burks, Trey Burke","Lyles, Favors, Hayward, Burks, Burke",1626168-202324-202330-202692-203504,UTA,679.0,5,11.0,12.0,22.0,20.0,6.0,10.0,2.0,42.0,7.0,10.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,8.0,16.0,5.0,7.0,26.0,14.0,1.0,2.0,3.0,2.0,2.0,9.0,6.0,2.0,3.0,4.0,3.0,9.0,2.0,2.0,7.0,,9.0,2.0,11.0,2.0,1.0,,,,,,,,4.0,9.0,4.0,,8.0,1.0,2.0,2.0,1.0,1.0,1.0,24.0,9.0,6.0,1.0,0.375,0.375,0.5,0.6666666666666666,0.4523809523809524,0.7,0.5208333333333334,0.75,0.23809523809523808,,,0.7777777777777778,0.25,1.0,0.8181818181818182,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,89.0721649484536,14.772727272727273,17.7,14.681818181818182,17.7,0.47619047619047616,0.7,0.7,0.42857142857142855,0.19047619047619047,0.09523809523809523,0.09523809523809523,1.0,0.4,1.0,0.2,0.7142857142857143,0.5191952380952382,0.5386,0.62044,0.09090909090909091,0.11764705882352941,0.34615384615384615,5.73125,24.3,0.2727272727272727,1.0,,,1.0,10.0,3.0,,1.0,,,1.0,0.2,0.2,0.25,0.25,,,,,,,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202692-203526,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Alec Burks, Raul Neto","Lyles, Favors, Hayward, Burks, Neto",1626168-202324-202330-202692-203526,UTA,774.0,5,13.0,-1.0,22.0,23.0,2.0,3.0,1.0,45.0,2.0,3.0,,,,4.0,3.0,3.0,,6.0,10.0,4.0,2.0,17.0,18.0,,,1.0,,,,6.0,3.0,3.0,4.0,2.0,9.0,1.0,1.0,10.0,,11.0,1.0,12.0,4.0,2.0,3.0,3.0,5.0,,,8.0,1.0,2.0,8.0,8.0,,2.0,,1.0,,3.0,1.0,3.0,17.0,,2.0,,0.5,0.5,0.6,,0.5357142857142857,,0.5666666666666667,,0.2857142857142857,0.375,,0.7142857142857143,0.25,0.5,0.6875,0.14285714285714285,0.3333333333333333,0.75,0.6666666666666666,0.7142857142857143,,83.72093023255813,14.136363636363637,20.130434782608695,13.818181818181818,18.304347826086957,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.21428571428571427,0.21428571428571427,,,,,0.5,0.4844714285714286,,0.3918,0.06666666666666667,0.09090909090909091,,9.76,24.225,0.09090909090909091,1.0,3.0,,1.0,6.0,3.0,,1.0,,3.0,1.0,0.25,0.25,0.25,0.3333333333333333,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,2.0,,1.0,,2.0,,,,1.0,0.6666666666666666,0.07142857142857142,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.1,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202692-203918,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Alec Burks, Rodney Hood","Lyles, Favors, Hayward, Burks, Hood",1626168-202324-202330-202692-203918,UTA,1562.0,5,26.0,-7.0,44.0,46.0,6.0,7.0,2.0,90.0,7.0,10.0,,1.0,1.0,6.0,12.0,7.0,,17.0,28.0,8.0,10.0,53.0,60.0,2.0,3.0,5.0,,,6.0,20.0,7.0,10.0,11.0,5.0,23.0,2.0,4.0,7.0,1.0,12.0,3.0,15.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,7.0,1.0,9.0,14.0,8.0,1.0,10.0,2.0,6.0,,1.0,,1.0,53.0,6.0,6.0,,0.5882352941176471,0.5882352941176471,0.6071428571428571,0.6,0.5972222222222222,0.6,0.6625,0.6,0.2222222222222222,0.5714285714285714,1.0,0.5,0.18181818181818182,0.8,0.5789473684210527,0.1875,,0.2,0.5714285714285714,1.0,0.75,82.97055057618438,16.545454545454547,18.130434782608695,15.613636363636363,16.804347826086957,0.2777777777777778,0.7,0.875,0.7142857142857143,0.16666666666666666,0.3333333333333333,0.19444444444444445,,0.2,1.0,,0.5,0.4804166666666667,0.3763,0.36676000000000003,0.15,0.1875,0.11320754716981132,10.014285714285714,24.775,0.13636363636363635,3.0,7.0,3.0,3.0,14.0,3.0,3.0,1.0,1.0,,0.3333333333333333,0.375,0.375,0.5,0.5,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.42857142857142855,,1.0,,,,,,,1.0,,,,,,,0.3333333333333333,1.0,,0.027777777777777776,,,,,,,2.0,5.0,,1.0,1.0,,0.07142857142857142,,0.7142857142857143,6.0,1.0,1.0,1.0,0.2,0.2,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202692-204060,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Alec Burks, Joe Ingles","Lyles, Favors, Hayward, Burks, Ingles",1626168-202324-202330-202692-204060,UTA,55.0,1,1.0,4.0,2.0,2.0,2.0,,,4.0,,,,,,,1.0,,,1.0,1.0,,2.0,4.0,,,1.0,1.0,,2.0,4.0,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,4.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,104.72727272727273,13.0,14.5,13.0,12.0,,,,,,1.0,,,,,,,0.399,,0.399,0.5,0.5,1.0,16.2,,1.0,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202714-203187,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Shelvin Mack, Chris Johnson","Lyles, Favors, Hayward, Mack, Johnson",1626168-202324-202330-202714-203187,UTA,807.0,7,13.0,-7.0,24.0,23.0,1.0,5.0,4.0,47.0,4.0,7.0,1.0,1.0,1.0,3.0,4.0,2.0,,8.0,14.0,7.0,,22.0,29.0,4.0,1.0,1.0,,,2.0,10.0,2.0,5.0,7.0,2.0,16.0,2.0,3.0,5.0,,8.0,2.0,10.0,1.0,1.0,2.0,2.0,3.0,,,5.0,,2.0,7.0,5.0,,,,,,1.0,,1.0,18.0,2.0,1.0,,0.625,0.625,0.5714285714285714,1.0,0.5238095238095238,1.0,0.5238095238095238,1.0,0.3333333333333333,0.4,,0.8333333333333334,0.3333333333333333,0.6,0.7272727272727273,0.18181818181818182,0.5,,1.0,1.0,0.6666666666666666,83.86617100371748,16.958333333333332,17.391304347826086,15.166666666666666,17.08695652173913,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.5,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.25,1.0,1.0,,0.6666666666666666,0.48195476190476194,0.3846,0.4003,,,0.09090909090909091,8.585714285714285,23.885714285714283,0.041666666666666664,1.0,3.0,,2.0,6.0,6.0,,2.0,,,1.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,1.0,0.75,0.75,,,,,2.0,5.0,,,,4.0,,2.0,,,,,,,0.5,0.3333333333333333,0.5,,0.23809523809523808,0.4,0.4,1.0,,,0.18181818181818182,2.0,2.0,,,1.0,,0.14285714285714285,0.6666666666666666,0.6666666666666666,,,3.0,1.0,,,,,2.0,1.0,1.0,0.5,0.5,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202714-203504,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Shelvin Mack, Trey Burke","Lyles, Favors, Hayward, Mack, Burke",1626168-202324-202330-202714-203504,UTA,46.0,1,1.0,-2.0,2.0,2.0,,,,4.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,125.21739130434781,9.0,14.0,9.0,14.0,,,,,,,,,,,,1.0,0.5766,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202714-203526,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Shelvin Mack, Raul Neto","Lyles, Favors, Hayward, Mack, Neto",1626168-202324-202330-202714-203526,UTA,131.0,1,2.0,2.0,3.0,4.0,,,,7.0,1.0,2.0,,,,,1.0,,,1.0,3.0,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,76.94656488549619,15.0,21.5,15.0,21.5,0.6666666666666666,0.5,0.5,1.0,,0.3333333333333333,,,,,,0.6666666666666666,0.6411666666666667,,,,,,5.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
1626168-202324-202330-202714-203918,1610612762,"Trey Lyles, Derrick Favors, Gordon Hayward, Shelvin Mack, Rodney Hood","Lyles, Favors, Hayward, Mack, Hood",1626168-202324-202330-202714-203918,UTA,2749.0,12,46.0,-4.0,77.0,83.0,13.0,14.0,8.0,160.0,17.0,28.0,7.0,5.0,5.0,12.0,13.0,11.0,3.0,31.0,53.0,21.0,11.0,94.0,98.0,8.0,5.0,5.0,4.0,3.0,16.0,24.0,10.0,12.0,17.0,6.0,39.0,11.0,11.0,17.0,1.0,29.0,13.0,42.0,4.0,3.0,4.0,4.0,7.0,,,11.0,2.0,7.0,15.0,12.0,,16.0,3.0,8.0,1.0,8.0,2.0,8.0,85.0,16.0,13.0,1.0,0.3870967741935484,0.41379310344827586,0.5849056603773585,1.0,0.5608108108108109,0.7222222222222222,0.58125,0.7272727272727273,0.28378378378378377,0.36363636363636365,1.0,0.7391304347826086,0.5,0.7333333333333333,0.7368421052631579,0.37142857142857144,0.75,0.5,0.8333333333333334,0.8888888888888888,0.625,83.81229538013822,16.532467532467532,17.783132530120483,16.0,16.771084337349397,0.3783783783783784,0.6071428571428571,0.6538461538461539,0.35294117647058826,0.16216216216216217,0.17567567567567569,0.14864864864864866,0.7,0.5555555555555556,1.0,0.3333333333333333,0.6621621621621622,0.5221650684931506,0.54548125,0.6185333333333333,0.10126582278481013,0.13793103448275862,0.1702127659574468,7.271698113207547,26.19047619047619,0.16883116883116883,8.0,6.0,1.0,7.0,38.0,15.0,1.0,5.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.35,0.6666666666666666,0.6666666666666666,0.46153846153846156,0.5,0.09090909090909091,0.09090909090909091,1.0,0.1,6.0,10.0,1.0,1.0,1.0,9.0,1.0,4.0,1.0,,,1.0,5.0,0.25,0.4090909090909091,0.6363636363636364,0.8571428571428571,0.625,0.13513513513513514,0.6,0.6,0.6666666666666666,0.1111111111111111,1.0,0.09574468085106383,3.0,3.0,,1.0,6.0,,0.05660377358490566,,0.5,6.0,2.0,4.0,1.0,0.07142857142857142,0.15384615384615385,0.14285714285714285,0.1111111111111111,4.0,3.0,3.0,0.5,0.4,0.09375,0.375,3.0,2.0,2.0,4.0,1.0,1.0,1.0,0.07692307692307693,0.25,0.42857142857142855,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2016,2015-16,True
