EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,LostBallSteals,BlockingFouls,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,NonShootingFoulsDrawn,BlockedShortMidRange,FTOffRebounds,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,Arc3PctBlocked,StepOutOfBoundsTurnovers,Travels,LongMidRangePctBlocked,Charge Fouls Drawn,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,team_id,year,season,team_vs
200757-200794-201143-201952-203145,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Jeff Teague, Kent Bazemore","Sefolosha, Millsap, Horford, Teague, Bazemore",200757-200794-201143-201952-203145,ATL,2472.0,8,41.0,15.0,85.0,78.0,32.0,14.0,14.0,163.0,9.0,21.0,1.0,1.0,5.0,9.0,3.0,9.0,7.0,15.0,10.0,19.0,3.0,4.0,3.0,6.0,10.0,21.0,2.0,5.0,5.0,11.0,19.0,45.0,20.0,40.0,5.0,103.0,88.0,3.0,4.0,5.0,9.0,21.0,8.0,15.0,8.0,17.0,4.0,44.0,14.0,24.0,51.0,9.0,2.0,21.0,10.0,3.0,1.0,7.0,17.0,24.0,7.0,10.0,4.0,1.0,2.0,65.0,9.0,7.0,14.0,9.0,1.0,24.0,16.0,40.0,4.0,6.0,6.0,8.0,2.0,6.0,6.0,1.0,2.0,14.0,2.0,4.0,7.0,18.0,2.0,1.0,1.0,15.0,2.0,2.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,82.0,44.0,32.0,4.0,0.3684210526315789,0.3888888888888889,0.85,0.5,0.5555555555555556,0.47058823529411764,0.5,0.4222222222222222,0.75,0.5333333333333333,0.5764705882352941,0.8076923076923077,0.625,0.5852272727272727,0.8076923076923077,0.6470588235294118,0.47058823529411764,0.025,0.06666666666666667,0.14285714285714285,0.05263157894736842,0.5714285714285714,1.0,0.75,0.2692307692307692,0.7777777777777778,0.47368421052631576,0.7666666666666667,0.35555555555555557,0.3333333333333333,0.16666666666666666,0.25,0.2,0.7777777777777778,1.0,0.6666666666666666,0.6,0.6923076923076923,1.0,0.0975609756097561,94.9514563106796,1.0,16.129411764705882,14.115384615384615,14.4,13.461538461538462,0.24705882352941178,0.42857142857142855,0.5,0.4444444444444444,0.10588235294117647,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.17647058823529413,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.2235294117647059,0.5263157894736842,0.5555555555555556,1.0,0.24705882352941178,0.47619047619047616,0.47619047619047616,0.7,0.07692307692307693,1.0,0.3076923076923077,0.75,1.0,0.38461538461538464,0.4,1.0,0.28125,0.5555555555555556,0.1875,0.5,0.34375,0.45454545454545453,0.7176470588235294,0.47619047619047616,0.5243247058823529,0.5154285714285715,0.5286015625,0.045454545454545456,0.06382978723404255,0.024390243902439025,0.20388349514563106,0.42718446601941745,8.44,24.4525,0.3764705882352941,,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-201952-2550,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Jeff Teague, Kirk Hinrich","Sefolosha, Millsap, Horford, Teague, Hinrich",200757-200794-201143-201952-2550,ATL,11.0,1,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,261.8181818181818,,1.0,10.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-201952-2594,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Jeff Teague, Kyle Korver","Sefolosha, Millsap, Horford, Teague, Korver",200757-200794-201143-201952-2594,ATL,427.0,3,7.0,9.0,11.0,13.0,4.0,2.0,2.0,24.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,,,,1.0,3.0,,,,1.0,5.0,9.0,1.0,3.0,2.0,15.0,6.0,1.0,2.0,,,3.0,2.0,4.0,,1.0,2.0,6.0,2.0,8.0,3.0,,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,1.0,3.0,3.0,,6.0,2.0,8.0,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,2.0,4.0,,,,3.0,,,,3.0,1.0,2.0,,,,,,12.0,6.0,4.0,,0.2,0.25,1.0,0.3333333333333333,,,0.3333333333333333,0.5555555555555556,0.5,0.5,0.5416666666666666,0.5,0.4,0.5769230769230769,0.5,0.5,0.25,,0.1111111111111111,0.2,,1.0,,0.75,0.25,1.0,0.5,0.8571428571428571,0.3333333333333333,0.5,,,0.5,,1.0,,1.0,1.0,1.0,,80.93676814988291,,17.636363636363637,17.923076923076923,16.545454545454547,16.846153846153847,0.4166666666666667,0.6,0.75,0.3333333333333333,0.08333333333333333,1.0,1.0,,0.25,0.3333333333333333,0.3333333333333333,,,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,0.6,0.3333333333333333,,,0.2,,0.6666666666666666,0.3333333333333333,0.5513458333333333,0.9122,0.5819099999999999,0.15384615384615385,0.2,,0.2,0.4,7.377777777777778,25.3,0.36363636363636365,1.0,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-203118-2594,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Mike Scott, Kyle Korver","Sefolosha, Millsap, Horford, Scott, Korver",200757-200794-201143-203118-2594,ATL,,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-203145-203471,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Kent Bazemore, Dennis Schroder","Sefolosha, Millsap, Horford, Bazemore, Schroder",200757-200794-201143-203145-203471,ATL,309.0,4,5.0,6.0,11.0,7.0,2.0,,3.0,18.0,4.0,10.0,1.0,5.0,1.0,1.0,1.0,2.0,,3.0,,1.0,,,,,,2.0,,,,1.0,5.0,15.0,,3.0,,10.0,4.0,1.0,6.0,,,2.0,1.0,1.0,,1.0,,2.0,4.0,6.0,,,,2.0,,3.0,,2.0,,2.0,,,1.0,1.0,,4.0,1.0,7.0,1.0,2.0,,3.0,8.0,11.0,2.0,1.0,,2.0,,2.0,,,,2.0,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,8.0,2.0,2.0,,0.4,0.4,,,,,,0.3333333333333333,0.16666666666666666,1.0,0.2777777777777778,0.16666666666666666,0.5,0.2777777777777778,0.16666666666666666,0.5,0.16666666666666666,,0.2,0.2,,1.0,,1.0,0.7,1.0,0.3333333333333333,1.0,0.6153846153846154,0.8333333333333334,1.0,0.3333333333333333,,1.0,,1.0,,1.0,,0.2,83.88349514563106,,19.09090909090909,14.142857142857142,15.090909090909092,13.857142857142858,0.5555555555555556,0.4,0.5,0.25,0.1111111111111111,0.5,1.0,1.0,0.16666666666666666,,,,0.05555555555555555,,,,0.1111111111111111,,,,0.8333333333333334,0.2,,,,,,,0.5,1.0,,,0.5,,0.7222222222222222,,0.5445722222222222,0.6533,0.45325,,,,0.2,0.2,6.626666666666667,24.46666666666667,0.18181818181818182,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-203145-2550,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Kent Bazemore, Kirk Hinrich","Sefolosha, Millsap, Horford, Bazemore, Hinrich",200757-200794-201143-203145-2550,ATL,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,0.2022,,0.2022,,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-203145-2594,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Kent Bazemore, Kyle Korver","Sefolosha, Millsap, Horford, Bazemore, Korver",200757-200794-201143-203145-2594,ATL,5.0,2,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,5.0,,5.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6643,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-203145-2743,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Kent Bazemore, Kris Humphries","Sefolosha, Millsap, Horford, Bazemore, Humphries",200757-200794-201143-203145-2743,ATL,14.0,1,,2.0,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,14.0,,14.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2796,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-203471-2550,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Dennis Schroder, Kirk Hinrich","Sefolosha, Millsap, Horford, Schroder, Hinrich",200757-200794-201143-203471-2550,ATL,56.0,1,1.0,2.0,2.0,1.0,,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,0.5,,0.3333333333333333,,,,,,,,,,0.5,,,77.14285714285714,,14.5,27.0,14.5,23.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3677,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
200757-200794-201143-203471-2594,1610612737,"Thabo Sefolosha, Paul Millsap, Al Horford, Dennis Schroder, Kyle Korver","Sefolosha, Millsap, Horford, Schroder, Korver",200757-200794-201143-203471-2594,ATL,198.0,3,3.0,-2.0,7.0,8.0,1.0,,1.0,15.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,7.0,9.0,1.0,1.0,,,2.0,,,,,2.0,2.0,2.0,,,3.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,,3.0,,,3.0,1.0,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,3.0,,,,,,,,2.0,,,,3.0,,,1.0,,,,,5.0,2.0,1.0,,1.0,1.0,,0.5,,,0.5,0.5,1.0,,0.625,1.0,,0.7,1.0,1.0,0.5,,0.5,0.5,,0.6666666666666666,,,,1.0,1.0,1.0,0.5,,,,,1.0,,,,1.0,,,109.0909090909091,,17.571428571428573,9.375,17.0,6.875,0.5,0.5,1.0,1.0,,,,,,,,,0.25,,,,0.25,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.5716125,,,0.2,,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.65,23.8,0.14285714285714285,,,,,1.0,,,,,,,,,,,,,,,,,,1610612737,2016,2015-16,True
