EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,FtPoints,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,AtRimFGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,FTDefRebounds,SelfOReb,BlockingFouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Fg2aBlocked,Corner3Assists,AtRimAssists,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BadPassTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Defensive 3 Seconds Violations,Charge Fouls Drawn,OffArc3ReboundPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGA,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFoulsDrawn,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,HeaveAttempts,Charge Fouls,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1495-1626246-201980-202695-2225,1610612759,"Tim Duncan, Boban Marjanovic, Danny Green, Kawhi Leonard, Tony Parker","Duncan, Marjanovic, Green, Leonard, Parker",1495-1626246-201980-202695-2225,SAS,169.0,1,3.0,-6.0,5.0,5.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.2,0.2,0.4,85.20710059171597,16.0,17.8,16.0,13.4,0.2,0.4,0.5,0.5,0.2,0.2,0.6,0.46134000000000003,6.633333333333333,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1626246-201980-2225-2755,1610612759,"Tim Duncan, Boban Marjanovic, Danny Green, Tony Parker, Kevin Martin","Duncan, Marjanovic, Green, Parker, Martin",1495-1626246-201980-2225-2755,SAS,60.0,1,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,,,1.0,2.0,,4.0,,,,,,,,,2.0,0.5,0.5,0.6666666666666666,,72.0,14.0,32.0,13.5,32.0,0.5,0.5,1.0,1.0,,,0.5,0.50925,6.25,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1889-1938-200746-202695,1610612759,"Tim Duncan, Andre Miller, Manu Ginobili, LaMarcus Aldridge, Kawhi Leonard","Duncan, Miller, Ginobili, Aldridge, Leonard",1495-1889-1938-200746-202695,SAS,107.0,1,2.0,7.0,3.0,3.0,6.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,7.0,,2.0,1.0,,,,1.0,,7.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,80.74766355140187,16.333333333333332,19.333333333333332,16.333333333333332,19.333333333333332,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.4129833333333333,3.85,24.2,,,,,2.0,1.0,2.0,1.0,5.0,,1.0,3.0,,3.0,,,,0.5,0.5,,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1889-1938-200746-203937,1610612759,"Tim Duncan, Andre Miller, Manu Ginobili, LaMarcus Aldridge, Kyle Anderson","Duncan, Miller, Ginobili, Aldridge, Anderson",1495-1889-1938-200746-203937,SAS,11.0,1,,-1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1889-1938-202695-2561,1610612759,"Tim Duncan, Andre Miller, Manu Ginobili, Kawhi Leonard, David West","Duncan, Miller, Ginobili, Leonard, West",1495-1889-1938-202695-2561,SAS,86.0,1,1.0,-3.0,2.0,2.0,4.0,,,,,,1.0,2.0,,2.0,5.0,,,,,,1.0,,2.0,0.5,0.5,0.5,,66.97674418604652,20.0,23.0,20.0,23.0,,,,,,,,0.4062,17.35,,,,,,2.0,1.0,1.0,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1889-1938-203937-2561,1610612759,"Tim Duncan, Andre Miller, Manu Ginobili, Kyle Anderson, David West","Duncan, Miller, Ginobili, Anderson, West",1495-1889-1938-203937-2561,SAS,81.0,1,1.0,,4.0,4.0,8.0,2.0,,,1.0,1.0,1.0,2.0,2.0,7.0,7.0,2.0,1.0,,,,3.0,,7.0,0.5,0.625,0.7,0.5,142.2222222222222,9.5,10.75,8.25,10.75,0.5,,,,0.25,0.25,1.0,0.51645,3.15,24.15,1.0,2.0,,,,,1.0,,3.0,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,0.5,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,0.5,0.5,,,,,0.5,0.5,1.0,1.0,1.0,1.0,4.0,,,,,,,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,0.5,0.5,0.625,0.7,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.25,0.25,1.0,0.51645,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1889-200746-201980-202695,1610612759,"Tim Duncan, Andre Miller, LaMarcus Aldridge, Danny Green, Kawhi Leonard","Duncan, Miller, Aldridge, Green, Leonard",1495-1889-200746-201980-202695,SAS,254.0,1,4.0,4.0,9.0,9.0,18.0,6.0,,1.0,1.0,,3.0,8.0,1.0,11.0,7.0,4.0,,3.0,,1.0,1.0,,6.0,0.375,0.5,0.5,0.1111111111111111,102.04724409448819,12.11111111111111,16.11111111111111,11.666666666666666,14.777777777777779,0.6666666666666666,0.1111111111111111,,,0.1111111111111111,,0.7777777777777778,0.5082,5.0,22.8,2.0,2.0,,5.0,2.0,1.0,2.0,,5.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,1.0,0.3333333333333333,0.5,1.25,0.6666666666666666,0.4,0.75,0.4,0.3333333333333333,0.5,,0.1,0.1111111111111111,0.45454545454545453,3.0,,1.0,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.5,0.75,,,,,,,1.0,,0.1111111111111111,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.25,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.55705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1889-203937-2561-2755,1610612759,"Tim Duncan, Andre Miller, Kyle Anderson, David West, Kevin Martin","Duncan, Miller, Anderson, West, Martin",1495-1889-203937-2561-2755,SAS,19.0,1,,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,1.0,,151.57894736842107,1.0,18.0,1.0,18.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-200746-201980-2225,1610612759,"Tim Duncan, Manu Ginobili, LaMarcus Aldridge, Danny Green, Tony Parker","Duncan, Ginobili, Aldridge, Green, Parker",1495-1938-200746-201980-2225,SAS,445.0,2,7.0,2.0,13.0,14.0,27.0,4.0,3.0,4.0,1.0,,9.0,11.0,1.0,23.0,21.0,6.0,,,,2.0,3.0,1.0,23.0,0.8181818181818182,0.875,0.8846153846153846,0.08333333333333333,87.37078651685393,19.23076923076923,13.928571428571429,19.23076923076923,13.428571428571429,0.3333333333333333,0.3333333333333333,0.75,0.75,0.08333333333333333,,0.4166666666666667,0.5396208333333333,8.381818181818183,22.6,,2.0,,,12.0,6.0,7.0,,15.0,,2.0,4.0,,4.0,3.0,3.0,1.0,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,0.8,,,1.0,,0.08333333333333333,0.09090909090909091,,4.0,,1.0,3.0,,1.0,,2.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,,,,,8.0,2.0,3.0,2.0,0.25,0.6666666666666666,0.6666666666666666,1.0,4.0,,,,,,,,3.0,3.0,,,2.0,8.0,,,,,1.0,8.0,4.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,0.39749999999999996,0.34782608695652173,0.3076923076923077,,1.0,,,,,,,,1.0,4.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-200746-201988-202695,1610612759,"Tim Duncan, Manu Ginobili, LaMarcus Aldridge, Patty Mills, Kawhi Leonard","Duncan, Ginobili, Aldridge, Mills, Leonard",1495-1938-200746-201988-202695,SAS,5.0,1,,3.0,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,3.0,,,1.5,,288.0,5.0,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,3.0,,,,,,3.0,1.0,,,,,,1.5,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-200746-201988-203937,1610612759,"Tim Duncan, Manu Ginobili, LaMarcus Aldridge, Patty Mills, Kyle Anderson","Duncan, Ginobili, Aldridge, Mills, Anderson",1495-1938-200746-201988-203937,SAS,162.0,1,3.0,3.0,5.0,4.0,9.0,,,2.0,,1.0,,2.0,1.0,5.0,2.0,,1.0,,,,,,5.0,,0.5,0.625,0.3333333333333333,80.0,14.2,22.75,14.2,18.25,,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,0.44826666666666665,7.55,24.6,,2.0,,,,,1.0,,3.0,,2.0,2.0,,2.0,1.0,2.0,1.0,,,,0.6666666666666666,,0.6666666666666666,,,1.0,,0.25,0.3333333333333333,,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-200746-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, LaMarcus Aldridge, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Aldridge, Leonard, Parker",1495-1938-200746-202695-2225,SAS,1031.0,6,17.0,2.0,33.0,33.0,66.0,11.0,5.0,12.0,3.0,1.0,15.0,26.0,4.0,36.0,34.0,18.0,1.0,1.0,,3.0,6.0,1.0,32.0,0.5769230769230769,0.55,0.5806451612903226,0.13333333333333333,92.1823472356935,15.666666666666666,15.575757575757576,15.545454545454545,15.333333333333334,0.36666666666666664,0.4,0.4166666666666667,0.4166666666666667,0.1,0.03333333333333333,0.5,0.5241333333333333,6.653846153846154,24.05,3.0,3.0,,4.0,12.0,6.0,7.0,1.0,15.0,2.0,8.0,15.0,3.0,18.0,5.0,3.0,2.0,0.4,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.18181818181818182,0.7894736842105263,0.21428571428571427,0.3333333333333333,0.5,0.2,0.06451612903225806,0.07407407407407407,0.1111111111111111,8.0,,1.0,3.0,,1.0,,7.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,0.7272727272727273,0.7272727272727273,,,,,,2.0,3.0,1.0,0.1,0.6666666666666666,0.6666666666666666,0.5,4.0,3.0,,,,,1.0,3.0,,2.0,,1.0,,,1.0,,,,,,4.0,,,,,,,,0.3333333333333333,0.5,,1.0,,,,0.3333333333333333,,0.4152,,0.12121212121212122,2.0,1.0,,,2.0,,,4.0,,1.0,4.0,1.0,4.0,1.0,5.0,,0.6666666666666666,0.6666666666666666,,,0.8,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,,,0.53505,1.0,,,3.0,5.0,5.0,5.0,3.0,0.6666666666666666,0.6,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-201980-2561-2755,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, David West, Kevin Martin","Duncan, Ginobili, Green, West, Martin",1495-1938-201980-2561-2755,SAS,88.0,1,1.0,-2.0,3.0,4.0,7.0,2.0,,,,,,2.0,,,2.0,,,,,,1.0,,,,,,,114.54545454545455,16.333333333333332,9.75,15.666666666666666,9.75,1.0,,,,,,1.0,0.60205,1.15,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,1.0,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,0.5,,,,,,,,,,0.5551,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-201988-202695-2561,1610612759,"Tim Duncan, Manu Ginobili, Patty Mills, Kawhi Leonard, David West","Duncan, Ginobili, Mills, Leonard, West",1495-1938-201988-202695-2561,SAS,80.0,1,1.0,3.0,2.0,2.0,4.0,,,,,2.0,,1.0,2.0,3.0,,,2.0,,,,,,3.0,,0.5,0.5,0.6666666666666666,72.0,16.5,23.5,12.5,23.5,,,,,,0.6666666666666666,0.6666666666666666,0.5330666666666667,15.5,24.05,1.0,,,,,,1.0,,3.0,,2.0,2.0,1.0,3.0,,,,,,,1.0,,1.0,0.5,,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,0.5,0.5,,,,,,,0.5,0.5,1.0,0.5,,,1.0,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-201988-202695-2564,1610612759,"Tim Duncan, Manu Ginobili, Patty Mills, Kawhi Leonard, Boris Diaw","Duncan, Ginobili, Mills, Leonard, Diaw",1495-1938-201988-202695-2564,SAS,104.0,1,2.0,3.0,3.0,3.0,6.0,1.0,,1.0,,1.0,,3.0,1.0,3.0,,,1.0,,,,1.0,,3.0,,0.375,0.375,0.25,83.07692307692308,24.333333333333332,10.333333333333334,24.333333333333332,10.333333333333334,0.25,0.25,,,,0.25,0.5,0.4349625,6.933333333333334,24.7,,,,,,,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,0.3333333333333333,1.0,0.3333333333333333,,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,0.25,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,3.0,1.0,,,1.0,,1.5,1.5,,,,,,,,,1.0,1.0,0.34005,1.0,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-201988-203937-2561,1610612759,"Tim Duncan, Manu Ginobili, Patty Mills, Kyle Anderson, David West","Duncan, Ginobili, Mills, Anderson, West",1495-1938-201988-203937-2561,SAS,73.0,1,1.0,2.0,3.0,2.0,5.0,,,1.0,,,1.0,2.0,,4.0,2.0,,,1.0,1.0,,1.0,,4.0,0.5,0.5,0.6666666666666666,,98.63013698630138,11.666666666666666,19.0,11.666666666666666,18.5,,0.5,,,,,,0.388,13.4,,,2.0,,,2.0,1.0,1.0,,2.0,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
1495-1938-201988-203937-2564,1610612759,"Tim Duncan, Manu Ginobili, Patty Mills, Kyle Anderson, Boris Diaw","Duncan, Ginobili, Mills, Anderson, Diaw",1495-1938-201988-203937-2564,SAS,295.0,2,5.0,-2.0,11.0,12.0,23.0,,,2.0,1.0,,,3.0,1.0,9.0,11.0,,,,,3.0,3.0,,7.0,,0.375,0.5625,0.25,112.27118644067797,17.0,9.0,15.636363636363637,9.0,,0.5,,,0.25,,0.25,0.4471625,12.566666666666668,23.2,1.0,6.0,2.0,2.0,,,1.0,,3.0,1.0,3.0,5.0,1.0,6.0,7.0,8.0,3.0,,,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,1.0,,0.42857142857142855,0.5,0.2222222222222222,,,1.0,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,4.0,,1.0,,0.25,,,,6.0,,,,1.0,,,,,,1.0,1.0,4.0,7.0,,1.0,,,1.0,7.0,6.0,,1.0,1.0,,1.5,0.875,1.0,,,,,,,1.0,,,0.63585,0.7777777777777778,0.5454545454545454,,1.0,,,,,,,2.0,1.0,,,4.0,2.0,4.0,,,,0.6666666666666666,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2016,2015-16,False
