EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,ShootingFouls,BlockingFouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFG2M,PenaltyFtPoints,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,LiveBallTurnoverPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Travels,Offensive Fouls,BlockingFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGA,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,DefensiveGoaltends,NonShootingFoulsDrawn,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,LostBallSteals,SecondChanceFG2M,SecondChanceFG2A,SelfOReb,SecondChanceFg2Pct,SelfORebPct,LostBallTurnovers,Charge Fouls Drawn,BadPassOutOfBoundsTurnovers,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsPutbacks,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceTurnovers,Charge Fouls,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,OffLongMidRangeReboundPct,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,Defensive 3 Seconds Violations,Clear Path Fouls,HeaveAttempts,Corner3PctBlocked,OffensiveGoaltends,BlockedCorner3,HeaveMakes,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626144-1626253-201571-203115-203530,1610612743,"Emmanuel Mudiay, Axel Toupane, D.J. Augustin, Will Barton, Joffrey Lauvergne","Mudiay, Toupane, Augustin, Barton, Lauvergne",1626144-1626253-201571-203115-203530,DEN,178.0,2,3.0,3.0,5.0,5.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.5,0.4166666666666667,0.375,0.4166666666666667,0.375,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,80.89887640449437,13.6,22.0,13.6,22.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.25,0.25,1.0,0.75,0.3333333333333333,0.8333333333333334,0.25,0.48016666666666663,0.3719125,0.6,2.55,27.075,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-201571-203115-203994,1610612743,"Emmanuel Mudiay, Axel Toupane, D.J. Augustin, Will Barton, Jusuf Nurkic","Mudiay, Toupane, Augustin, Barton, Nurkic",1626144-1626253-201571-203115-203994,DEN,478.0,1,8.0,1.0,15.0,16.0,,,31.0,3.0,6.0,3.0,1.0,2.0,,,5.0,10.0,3.0,5.0,19.0,18.0,,,,,6.0,6.0,2.0,1.0,3.0,2.0,5.0,,2.0,12.0,2.0,3.0,5.0,5.0,1.0,1.0,,,,3.0,19.0,,,0.6,0.6,0.6666666666666666,0.6,,0.6,0.5,0.6333333333333333,,0.6333333333333333,,0.3333333333333333,0.75,1.0,0.8333333333333334,,,93.38912133891213,16.6,14.3125,16.6,14.3125,0.4,0.5,0.75,0.6666666666666666,0.2,0.13333333333333333,0.5,0.5,,,,0.7333333333333333,0.5,0.5509166666666666,,,4.720000000000001,24.2,,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,1.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-201571-203115-203999,1610612743,"Emmanuel Mudiay, Axel Toupane, D.J. Augustin, Will Barton, Nikola Jokic","Mudiay, Toupane, Augustin, Barton, Jokic",1626144-1626253-201571-203115-203999,DEN,57.0,1,1.0,-1.0,2.0,2.0,,,4.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,5.0,6.0,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,,1.0,5.0,,,,,1.0,1.0,,1.0,1.0,1.25,,1.25,,0.5,,,,,,101.05263157894737,11.0,17.5,11.0,17.5,,,,,,0.5,1.0,1.0,1.0,,,0.5,1.0,0.481025,,,14.6,25.0,,,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-201571-203914-203999,1610612743,"Emmanuel Mudiay, Axel Toupane, D.J. Augustin, Gary Harris, Nikola Jokic","Mudiay, Toupane, Augustin, Harris, Jokic",1626144-1626253-201571-203914-203999,DEN,91.0,2,2.0,,4.0,3.0,4.0,3.0,7.0,2.0,2.0,,,1.0,,1.0,2.0,3.0,,1.0,5.0,5.0,3.0,,1.0,5.0,4.0,,1.0,,2.0,,2.0,,2.0,4.0,,,,,,,,,,,5.0,5.0,4.0,1.0,1.0,,,,,0.6666666666666666,0.5,0.5,0.625,0.625,0.25,,,,,,110.76923076923077,7.75,20.0,7.75,20.0,0.5,1.0,1.0,1.0,,0.25,,,,0.25,,0.75,,0.6091375,0.6091375,1.0,5.833333333333333,26.2,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,0.25,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-201589-203115-203530,1610612743,"Emmanuel Mudiay, Axel Toupane, Darrell Arthur, Will Barton, Joffrey Lauvergne","Mudiay, Toupane, Arthur, Barton, Lauvergne",1626144-1626253-201589-203115-203530,DEN,206.0,2,3.0,-1.0,8.0,7.0,3.0,,15.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,7.0,8.0,,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,3.0,3.0,,,1.0,2.0,,1.0,7.0,3.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.7,0.75,0.7,0.75,0.4,1.0,0.5,0.75,1.0,0.5,104.85436893203884,14.125,13.285714285714286,14.125,11.714285714285714,0.4,0.5,1.0,1.0,0.2,0.4,0.5,0.5,1.0,1.0,0.5,0.8,0.5,0.5305,0.52215,0.42857142857142855,2.4,24.7,0.375,1.0,,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,0.3333333333333333,0.5,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-201589-203115-203999,1610612743,"Emmanuel Mudiay, Axel Toupane, Darrell Arthur, Will Barton, Nikola Jokic","Mudiay, Toupane, Arthur, Barton, Jokic",1626144-1626253-201589-203115-203999,DEN,277.0,3,5.0,,11.0,10.0,1.0,,21.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,12.0,12.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,6.0,,,3.0,4.0,,3.0,9.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6,0.75,0.75,0.75,0.75,0.375,1.0,0.5,0.8,,1.0,109.16967509025272,14.0,12.3,13.454545454545455,11.9,0.25,1.0,1.0,0.5,0.25,0.25,0.5,0.5,1.0,0.5,1.0,0.625,0.5,0.47066875,0.35985,0.25,6.58,24.366666666666664,0.09090909090909091,1.0,,1.0,1.0,1.0,4.0,3.0,,,,2.0,,2.0,,,,,,,,1.0,,0.5,0.5,0.125,,,,0.125,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.25,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.3831,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-201589-203530-203914,1610612743,"Emmanuel Mudiay, Axel Toupane, Darrell Arthur, Joffrey Lauvergne, Gary Harris","Mudiay, Toupane, Arthur, Lauvergne, Harris",1626144-1626253-201589-203530-203914,DEN,38.0,1,1.0,5.0,2.0,1.0,,,3.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,5.0,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,1.0,1.0,,,,,,,5.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.25,,1.25,,0.5,1.0,,1.0,1.0,,113.6842105263158,9.0,20.0,9.0,20.0,0.5,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,,1.0,1.0,0.556175,,,2.3,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-202702-203115-203530,1610612743,"Emmanuel Mudiay, Axel Toupane, Kenneth Faried, Will Barton, Joffrey Lauvergne","Mudiay, Toupane, Faried, Barton, Lauvergne",1626144-1626253-202702-203115-203530,DEN,48.0,1,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,1.0,,,,,,,2.0,5.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,,,,,,90.0,16.5,15.0,11.0,15.0,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.63265,0.63265,1.0,1.4,24.25,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,1.0,,,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,,,1.0,1.5,1.5,,,1.0,,1.0,1.0,1.0,,0.6,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-202702-203115-203914,1610612743,"Emmanuel Mudiay, Axel Toupane, Kenneth Faried, Will Barton, Gary Harris","Mudiay, Toupane, Faried, Barton, Harris",1626144-1626253-202702-203115-203914,DEN,209.0,2,3.0,-3.0,6.0,7.0,,6.0,13.0,1.0,3.0,,,,,,2.0,5.0,,1.0,4.0,7.0,,,,,2.0,,,,1.0,,1.0,,1.0,2.0,1.0,1.0,3.0,3.0,,,,,,1.0,4.0,,,0.5,0.5,,,,,0.4,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,1.0,1.0,1.0,1.0,,89.56937799043062,21.0,11.857142857142858,21.0,11.857142857142858,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.6666666666666666,,0.5783166666666667,,,7.220000000000001,23.0,,,1.0,2.0,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
1626144-1626253-202702-203115-203960,1610612743,"Emmanuel Mudiay, Axel Toupane, Kenneth Faried, Will Barton, JaKarr Sampson","Mudiay, Toupane, Faried, Barton, Sampson",1626144-1626253-202702-203115-203960,DEN,1.0,1,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.5,0.5,,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2016,2015-16,True
