EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefTwoPtRebounds,DefRebounds,Rebounds,2pt And 1 Free Throw Trips,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,SecondChancePointsPct,SecondChanceFG2A,SecondChanceShotQualityAvg,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,DeadBallTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,FTDefRebounds,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,Corner3FGM,Corner3FGA,PtsUnassisted2s,Corner3Assists,Offensive Fouls,3SecondViolations,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DefCorner3ReboundPct,HeaveAttempts,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,BadPassTurnovers,Clear Path Fouls,Loose Ball Fouls,BlockingFoulsDrawn,ShortMidRangePctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Travels,BlockedAtRim,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101162-101187-1626162-201196-201977,1610612764,"Marcin Gortat, Alan Anderson, Kelly Oubre Jr., Ramon Sessions, Marcus Thornton","Gortat, Anderson, Oubre Jr., Sessions, Thornton",101162-101187-1626162-201196-201977,WAS,160.0,1,3.0,-1.0,8.0,6.0,8.0,5.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,11.0,12.0,2.0,2.0,2.0,4.0,1.0,11.0,4.0,6.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,11.0,8.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334,0.7857142857142857,0.7857142857142857,0.6666666666666666,1.0,126.0,12.75,9.666666666666666,10.875,9.666666666666666,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.16666666666666666,1.0,0.6666666666666666,0.5,0.8333333333333334,0.5,0.4933166666666667,0.4933166666666667,0.14285714285714285,0.3333333333333333,1.0,7.35,27.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-1626162-201196-202066,1610612764,"Marcin Gortat, Alan Anderson, Kelly Oubre Jr., Ramon Sessions, Garrett Temple","Gortat, Anderson, Oubre Jr., Sessions, Temple",101162-101187-1626162-201196-202066,WAS,10.0,1,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,1.0,1.0,,,,2.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,144.0,,5.0,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,0.8989,0.8989,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201162-201196-201977,1610612764,"Marcin Gortat, Alan Anderson, Jared Dudley, Ramon Sessions, Marcus Thornton","Gortat, Anderson, Dudley, Sessions, Thornton",101162-101187-201162-201196-201977,WAS,54.0,1,1.0,2.0,2.0,2.0,1.0,,1.0,4.0,,1.0,,1.0,,,,,,,,2.0,,,4.0,4.0,2.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,4.0,2.0,2.0,2.0,1.0,,,,,,,,,,,0.5,0.5,,,106.66666666666666,9.0,18.0,8.5,18.0,0.5,,,,,,,,,,,,1.0,,,,0.5,,0.5914,0.7562,0.5,0.5,0.5,6.0,,0.5,,1.0,3.0,,,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201162-201196-202066,1610612764,"Marcin Gortat, Alan Anderson, Jared Dudley, Ramon Sessions, Garrett Temple","Gortat, Anderson, Dudley, Sessions, Temple",101162-101187-201162-201196-202066,WAS,56.0,1,1.0,,2.0,1.0,,,2.0,3.0,,1.0,,,,,,,,,,3.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,0.25,,,,77.14285714285714,18.0,20.0,13.0,20.0,0.3333333333333333,,,,,,,,,,,,,,,,0.3333333333333333,,0.5052333333333333,,0.25,0.25,,6.3999999999999995,,,,,2.0,,,,,2.0,2.0,2.0,,2.0,,2.0,,0.5,,,0.6666666666666666,,0.6666666666666666,1.0,0.5,,,0.6666666666666666,1.0,1.0,0.4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201162-201196-203078,1610612764,"Marcin Gortat, Alan Anderson, Jared Dudley, Ramon Sessions, Bradley Beal","Gortat, Anderson, Dudley, Sessions, Beal",101162-101187-201162-201196-203078,WAS,278.0,2,5.0,5.0,10.0,10.0,2.0,1.0,1.0,20.0,1.0,2.0,,,,,3.0,4.0,1.0,1.0,2.0,5.0,3.0,4.0,2.0,15.0,10.0,,,1.0,1.0,,3.0,4.0,6.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,,10.0,,,1.0,,1.0,3.0,2.0,1.0,15.0,3.0,2.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.75,0.4,,0.7222222222222222,1.5,0.75,1.5,0.4444444444444444,,103.59712230215827,11.8,16.0,11.0,16.0,0.2222222222222222,0.5,0.5,1.0,,,,,0.4444444444444444,0.75,0.75,0.6666666666666666,,,1.0,1.0,0.6666666666666666,0.75,0.5419333333333333,0.54285,0.1,0.16666666666666666,0.2,4.9799999999999995,25.4,0.2,4.0,5.0,6.0,,1.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,0.25,,0.5,1.0,,0.3333333333333333,,,0.4992,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201162-201977-202066,1610612764,"Marcin Gortat, Alan Anderson, Jared Dudley, Marcus Thornton, Garrett Temple","Gortat, Anderson, Dudley, Thornton, Temple",101162-101187-201162-201977-202066,WAS,52.0,1,1.0,-3.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,110.76923076923076,16.0,10.0,16.0,10.0,,,,,,,,,,,,,,,,,,,0.3809,0.3809,,,,12.9,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201162-202066-202322,1610612764,"Marcin Gortat, Alan Anderson, Jared Dudley, Garrett Temple, John Wall","Gortat, Anderson, Dudley, Temple, Wall",101162-101187-201162-202066-202322,WAS,187.0,2,3.0,6.0,8.0,6.0,1.0,4.0,,14.0,2.0,2.0,,,,1.0,,,,,2.0,3.0,2.0,3.0,,10.0,4.0,,,,,,,2.0,6.0,,,1.0,2.0,3.0,,1.0,,8.0,,,2.0,,1.0,,,,10.0,,1.0,0.5,0.5,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.8333333333333334,,0.8333333333333334,,0.5,,107.80748663101605,10.125,17.666666666666668,10.125,17.666666666666668,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,,,,,,,,,,0.8333333333333334,,0.521125,,,,,6.933333333333334,24.266666666666666,0.125,4.0,4.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,2.0,3.0,2.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201162-202322-203078,1610612764,"Marcin Gortat, Alan Anderson, Jared Dudley, John Wall, Bradley Beal","Gortat, Anderson, Dudley, Wall, Beal",101162-101187-201162-202322-203078,WAS,69.0,1,1.0,,3.0,2.0,2.0,,,5.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,,,2.0,,1.0,,1.0,,1.0,,,,2.0,,,1.0,,1.0,1.0,,,2.0,,2.0,1.0,1.0,,,,,1.0,,0.5,,0.5,,0.5,,104.34782608695653,11.0,18.0,11.0,18.0,,,,,,,,,0.5,,,,,,1.0,,0.5,,0.44485,0.5466,,,,4.6,25.9,0.6666666666666666,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,0.5,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201162-202322-203490,1610612764,"Marcin Gortat, Alan Anderson, Jared Dudley, John Wall, Otto Porter Jr.","Gortat, Anderson, Dudley, Wall, Porter Jr.",101162-101187-201162-202322-203490,WAS,71.0,1,1.0,-4.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,60.84507042253521,35.0,18.0,35.0,17.0,,,,,,,,,,,,,,,,,1.0,,0.62835,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
101162-101187-201196-201977-202693,1610612764,"Marcin Gortat, Alan Anderson, Ramon Sessions, Marcus Thornton, Markieff Morris","Gortat, Anderson, Sessions, Thornton, Morris",101162-101187-201196-201977-202693,WAS,50.0,1,1.0,1.0,2.0,2.0,2.0,,,4.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,2.0,,,,2.0,1.0,1.0,2.0,,,,2.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,1.0,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,115.19999999999999,11.5,13.5,11.5,13.5,0.5,1.0,1.0,1.0,0.5,,,,,,,,0.5,1.0,,,0.5,,0.5739,0.5739,,,1.0,7.3,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2016,2015-16,False
