EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,Fg2aBlocked,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShootingFouls,SecondChanceOffPoss,SecondChanceFG2A,Arc3Assists,OffThreePtRebounds,OffRebounds,ShortMidRangePctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Arc3PctAssisted,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,OffTwoPtRebounds,SelfOReb,Loose Ball Fouls Drawn,PenaltyFg3Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,OffLongMidRangeReboundPct,StepOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,LostBallTurnovers,Charge Fouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceTurnovers,3SecondViolations,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,OffAtRimReboundPct,SecondChanceFtPoints,HeaveAttempts,Offensive Fouls,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,BlockingFouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,DefensiveGoaltends,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
101135-101161-1626154-1626179-203923,1610612738,"David Lee, Amir Johnson, RJ Hunter, Terry Rozier, James Young","Lee, Johnson, Hunter, Rozier, Young",101135-101161-1626154-1626179-203923,BOS,48.0,1,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,12.0,24.0,12.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6329,0.6329,1.0,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-1626154-1626179-203935,1610612738,"David Lee, Amir Johnson, RJ Hunter, Terry Rozier, Marcus Smart","Lee, Johnson, Hunter, Rozier, Smart",101135-101161-1626154-1626179-203935,BOS,100.0,1,2.0,2.0,4.0,3.0,4.0,7.0,,1.0,,1.0,,2.0,2.0,,2.0,2.0,,,3.0,3.0,2.0,2.0,4.0,,,,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,100.8,16.25,11.666666666666666,16.25,11.333333333333334,0.5,,,0.5,,0.5,0.4597,0.4597,1.0,5.9,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-1626154-202323-203109,1610612738,"David Lee, Amir Johnson, RJ Hunter, Evan Turner, Jae Crowder","Lee, Johnson, Hunter, Turner, Crowder",101135-101161-1626154-202323-203109,BOS,302.0,2,5.0,-2.0,11.0,10.0,,21.0,1.0,1.0,,,2.0,2.0,11.0,,,,2.0,1.0,1.0,1.0,11.0,,,1.0,,0.5833333333333334,,0.625,,0.3333333333333333,0.3333333333333333,,100.13245033112582,14.545454545454545,14.2,14.545454545454545,12.2,0.16666666666666666,1.0,1.0,,,0.8333333333333334,0.48925,,,11.85,,,,4.0,,,,,1.0,1.0,4.0,,,,3.0,5.0,2.0,,,,0.25,,,,,,0.25,0.5,1.0,1.0,1.0,1.0,3.0,1.0,4.0,13.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,0.5,0.5,1.0,0.25,0.25,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-1626154-202738-203109,1610612738,"David Lee, Amir Johnson, RJ Hunter, Isaiah Thomas, Jae Crowder","Lee, Johnson, Hunter, Thomas, Crowder",101135-101161-1626154-202738-203109,BOS,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-1626179-201973-202323,1610612738,"David Lee, Amir Johnson, Terry Rozier, Jonas Jerebko, Evan Turner","Lee, Johnson, Rozier, Jerebko, Turner",101135-101161-1626179-201973-202323,BOS,101.0,1,2.0,10.0,5.0,4.0,,9.0,1.0,1.0,,,3.0,3.0,10.0,,,,2.0,1.0,1.0,1.0,10.0,,,1.0,,1.125,,1.0,,0.5,0.5,1.0,128.31683168316832,8.6,14.5,8.6,14.0,0.25,1.0,1.0,,,0.5,0.56525,,,11.933333333333332,,,1.0,1.0,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,0.25,0.2,0.25,1.0,1.0,,,1.0,1.0,1.0,,4.0,,1.0,2.0,,2.0,,,4.0,2.0,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.25,,0.25,1.0,1.0,,,,,,0.25,27.7,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-202323-202340-203109,1610612738,"David Lee, Amir Johnson, Evan Turner, Avery Bradley, Jae Crowder","Lee, Johnson, Turner, Bradley, Crowder",101135-101161-202323-202340-203109,BOS,70.0,1,1.0,-1.0,3.0,3.0,3.0,6.0,,,,,1.0,2.0,2.0,1.0,2.0,2.0,,,2.0,2.0,2.0,2.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,,1.0,,123.42857142857142,10.0,13.333333333333334,10.0,13.333333333333334,,,,,,,0.39305,0.39305,1.0,19.95,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,3.0,2.0,,,1.0,,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-202323-202340-203923,1610612738,"David Lee, Amir Johnson, Evan Turner, Avery Bradley, James Young","Lee, Johnson, Turner, Bradley, Young",101135-101161-202323-202340-203923,BOS,229.0,1,4.0,8.0,9.0,9.0,,18.0,3.0,3.0,,,5.0,7.0,13.0,,,,4.0,3.0,5.0,6.0,13.0,,,0.7142857142857143,,0.65,,0.65,,1.0,0.8333333333333334,,113.18777292576418,12.777777777777779,12.666666666666666,12.11111111111111,11.666666666666666,0.3,1.0,1.0,,,0.6,0.574975,,,9.214285714285714,,,1.0,,,1.0,2.0,,,,,,,,,,,,0.14285714285714285,,,,0.6666666666666666,1.0,0.5,0.1,,,2.0,3.0,,,3.0,1.0,3.0,5.0,6.0,3.0,3.0,3.0,1.0,4.0,,1.0,9.0,1.0,1.0,,,,,0.6,0.6,1.0,0.3333333333333333,0.3333333333333333,0.3,1.0,0.3,0.6666666666666666,0.6666666666666666,0.5,,,,,0.3,25.266666666666666,,1.0,,1.0,2.0,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-202323-202340-203935,1610612738,"David Lee, Amir Johnson, Evan Turner, Avery Bradley, Marcus Smart","Lee, Johnson, Turner, Bradley, Smart",101135-101161-202323-202340-203935,BOS,47.0,1,1.0,-2.0,1.0,2.0,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,91.91489361702128,19.0,14.0,19.0,14.0,,,,,,1.0,0.55035,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,24.9,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-202323-202738-203109,1610612738,"David Lee, Amir Johnson, Evan Turner, Isaiah Thomas, Jae Crowder","Lee, Johnson, Turner, Thomas, Crowder",101135-101161-202323-202738-203109,BOS,445.0,2,7.0,-2.0,16.0,15.0,13.0,31.0,1.0,3.0,1.0,2.0,2.0,9.0,14.0,2.0,6.0,14.0,,1.0,4.0,6.0,14.0,14.0,13.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.4117647058823529,0.5384615384615384,0.5,0.6666666666666666,,100.31460674157303,14.5,14.2,13.875,13.933333333333334,0.2,0.3333333333333333,0.5,0.18181818181818182,0.5,0.6,0.5039857142857143,0.516185,1.0,10.733333333333333,0.8125,8.0,2.0,4.0,4.0,1.0,3.0,,1.0,1.0,1.0,,3.0,1.0,3.0,4.0,2.0,2.0,0.1111111111111111,0.3333333333333333,1.0,,0.75,1.0,0.5,0.13333333333333333,0.11764705882352941,0.18181818181818182,1.0,4.0,1.0,4.0,2.0,2.0,6.0,16.0,4.0,6.0,2.0,2.0,2.0,4.0,1.0,1.0,10.0,1.0,,1.0,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,,0.26666666666666666,0.25,0.25,1.0,0.26666666666666666,0.25,0.25,1.0,0.13333333333333333,24.650000000000002,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,0.5,0.5,0.5,1.0,2.0,2.0,1.0,1.0,2.0,,0.25,0.18181818181818182,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,0.4,0.14285714285714285,0.5,0.3333333333333333,0.5,0.1,0.5,0.2727272727272727,0.3333333333333333,0.18181818181818182,0.5,0.4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
101135-101161-202323-202738-203935,1610612738,"David Lee, Amir Johnson, Evan Turner, Isaiah Thomas, Marcus Smart","Lee, Johnson, Turner, Thomas, Smart",101135-101161-202323-202738-203935,BOS,191.0,1,3.0,4.0,5.0,5.0,2.0,10.0,3.0,3.0,2.0,2.0,4.0,5.0,8.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,8.0,4.0,2.0,0.8,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,75.39267015706807,23.0,15.2,19.6,15.2,0.6,1.0,1.0,0.6666666666666666,1.0,0.6,0.5506599999999999,0.5437,0.5,8.34,0.4,,,,,,1.0,,1.0,1.0,1.0,,,,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,,0.16666666666666666,0.16666666666666666,1.0,2.0,,,,,,4.0,6.0,,,3.0,,3.0,,1.0,6.0,,,,,,,0.75,0.75,,,,,,0.4,0.5,0.5,1.0,,,,,,,,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2016,2015-16,True
