EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,PenaltyFG3A,PenaltyFtPoints,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3FGA,PenaltyArc3Frequency,PtsPutbacks,Fg2aBlocked,LostBallTurnovers,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,Steals,LostBallSteals,LongMidRangePctBlocked,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,ShortMidRangeAssists,DefCorner3ReboundPct,ShortMidRangePctAssisted,Charge Fouls Drawn,SelfOReb,BlockedShortMidRange,RecoveredBlocks,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,BlockedLongMidRange,BlockingFoulsDrawn,3SecondViolations,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,PtsUnassisted3s,Corner3Assists,BadPassSteals,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1626153-1626181-201574-201949-202709,1610612761,"Delon Wright, Norman Powell, Jason Thompson, James Johnson, Cory Joseph","Wright, Powell, Thompson, Johnson, Joseph",1626153-1626181-201574-201949-202709,TOR,158.0,1,3.0,1.0,5.0,6.0,11.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,100.25316455696202,19.2,10.333333333333334,19.2,9.333333333333334,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,0.41965,21.4,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201574-201949-203082,1610612761,"Delon Wright, Norman Powell, Jason Thompson, James Johnson, Terrence Ross","Wright, Powell, Thompson, Johnson, Ross",1626153-1626181-201574-201949-203082,TOR,630.0,2,10.0,-4.0,20.0,20.0,40.0,6.0,1.0,5.0,12.0,1.0,5.0,16.0,20.0,3.0,5.0,1.0,1.0,5.0,1.0,11.0,2.0,7.0,12.0,15.0,2.0,2.0,3.0,5.0,9.0,1.0,0.2,0.2,0.4411764705882353,0.47058823529411764,0.29411764705882354,0.4,0.5384615384615384,1.0,0.6,1.0,1.0,91.42857142857143,18.2,13.3,17.55,12.65,0.35294117647058826,0.29411764705882354,0.2,0.2,1.0,0.5294117647058824,0.2,0.4564558823529412,11.025,25.74,6.0,17.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,3.0,3.0,1.0,7.0,1.0,3.0,2.0,8.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.1666666666666667,0.3333333333333333,1.0,0.16666666666666666,0.5,0.3,0.2,0.5,0.2857142857142857,0.5,0.23529411764705882,1.0,1.0,0.75,0.11764705882352941,0.5,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5135,0.29793333333333333,0.058823529411764705,0.08333333333333333,0.4375,0.125,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201574-201949-203512,1610612761,"Delon Wright, Norman Powell, Jason Thompson, James Johnson, Lucas Nogueira","Wright, Powell, Thompson, Johnson, Nogueira",1626153-1626181-201574-201949-203512,TOR,181.0,2,3.0,-3.0,5.0,7.0,12.0,1.0,,,1.0,,3.0,1.0,4.0,,,,,,,,1.0,2.0,3.0,4.0,,,1.0,1.0,,,,,,0.1,0.75,,1.0,1.0,1.0,1.0,1.0,95.4696132596685,17.8,13.142857142857142,16.8,11.142857142857142,0.25,,,,,0.75,,0.495675,18.4,23.266666666666666,5.0,7.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,2.0,,1.0,,,,1.0,5.0,,,,,,,,,0.5,0.1,,1.0,,0.25,1.0,,,,,,,,,,,,,,,,,,,,0.495675,0.2,0.5,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201574-202685-202709,1610612761,"Delon Wright, Norman Powell, Jason Thompson, Jonas Valanciunas, Cory Joseph","Wright, Powell, Thompson, Valanciunas, Joseph",1626153-1626181-201574-202685-202709,TOR,81.0,1,1.0,2.0,3.0,3.0,6.0,1.0,,1.0,1.0,,1.0,4.0,2.0,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,,,,,4.0,,,,0.5,0.6666666666666666,0.5,,,1.0,1.0,,1.0,106.66666666666666,11.0,16.0,11.0,16.0,0.5,0.5,,,,0.5,,0.435625,18.3,27.1,3.0,3.0,,,,,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,4.0,2.0,,1.0,,1.0,,,,,,,,,,,1.0,,2.0,,1.0,,,,4.0,3.0,,1.0,1.0,1.0,,1.0,,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.435625,0.3333333333333333,0.5,,1.0,1.0,,,1.0,2.0,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201574-202685-203082,1610612761,"Delon Wright, Norman Powell, Jason Thompson, Jonas Valanciunas, Terrence Ross","Wright, Powell, Thompson, Valanciunas, Ross",1626153-1626181-201574-202685-203082,TOR,289.0,1,5.0,,9.0,8.0,17.0,3.0,1.0,1.0,5.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.5,0.5,1.0,0.6,0.5,1.0,84.70588235294117,15.222222222222221,19.0,15.222222222222221,18.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.50495,11.02,25.1,,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0,,1.0,1.0,,2.0,,,,2.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,3.0,1.0,,,,,,,,,,,0.5,1.0,0.4,1.0,,1.0,,1.0,,,0.3333333333333333,,0.3333333333333333,,,,1.0,0.3333333333333333,0.5,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,0.7157,,,,0.2857142857142857,,,,,,,,,,,2.0,1.0,1.0,1.0,0.2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201574-202709-203082,1610612761,"Delon Wright, Norman Powell, Jason Thompson, Cory Joseph, Terrence Ross","Wright, Powell, Thompson, Joseph, Ross",1626153-1626181-201574-202709-203082,TOR,207.0,1,3.0,-8.0,8.0,8.0,16.0,2.0,,1.0,4.0,,1.0,6.0,14.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,6.0,,,,0.4,0.5,0.2,,1.0,,1.0,,,111.30434782608695,16.125,9.75,16.125,9.75,0.4,0.2,,,,0.2,,0.37594,15.1,26.7,8.0,8.0,,,,,,,,2.0,2.0,,2.0,2.0,,,,,2.0,4.0,6.0,,4.0,,,,,,,,,1.0,1.0,2.0,,3.0,1.0,,2.0,,1.0,,,,6.0,8.0,,,,0.5,,0.5,,0.4,,0.5,,,,,,,,1.0,,,,,0.4,1.0,1.0,,,,,,,,,,0.37594,0.16666666666666666,0.2,,1.0,1.0,,,1.0,2.0,,,1.0,0.2,,1.0,,,0.25,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201574-203082-2449,1610612761,"Delon Wright, Norman Powell, Jason Thompson, Terrence Ross, Luis Scola","Wright, Powell, Thompson, Ross, Scola",1626153-1626181-201574-203082-2449,TOR,45.0,1,1.0,2.0,2.0,1.0,3.0,1.0,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,2.0,,,,,0.5,,,1.0,,1.0,,,96.0,17.0,11.0,17.0,11.0,1.0,,,,,,,0.4,16.5,,2.0,1.0,,,,,,,,,,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,2.0,2.0,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.4,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201942-202685-202709,1610612761,"Delon Wright, Norman Powell, DeMar DeRozan, Jonas Valanciunas, Cory Joseph","Wright, Powell, DeRozan, Valanciunas, Joseph",1626153-1626181-201942-202685-202709,TOR,84.0,1,1.0,-1.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,3.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,,,,,,,102.85714285714286,13.333333333333334,14.666666666666666,13.333333333333334,14.666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,0.41863333333333336,16.0,27.35,3.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.41863333333333336,,,,1.0,1.0,,,2.0,,,,2.0,0.6666666666666666,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201949-202709-203512,1610612761,"Delon Wright, Norman Powell, James Johnson, Cory Joseph, Lucas Nogueira","Wright, Powell, Johnson, Joseph, Nogueira",1626153-1626181-201949-202709-203512,TOR,145.0,1,2.0,2.0,5.0,5.0,10.0,,,2.0,2.0,,2.0,4.0,2.0,,2.0,,,2.0,,4.0,2.0,1.0,3.0,3.0,,,1.0,1.0,4.0,,,,0.5,0.5,0.5,,0.5,1.0,0.75,,1.0,99.3103448275862,16.8,12.2,16.8,12.2,,0.5,,,,0.75,,0.5446875,3.1,24.25,5.0,5.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,,,,,,2.0,2.0,4.0,4.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,4.0,5.0,,1.0,1.0,1.0,,1.0,,0.5,,0.5,,,,,,,0.5,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,0.25,1.0,,0.5446875,,,,1.0,1.0,,,2.0,,,,2.0,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
1626153-1626181-201949-202709-2449,1610612761,"Delon Wright, Norman Powell, James Johnson, Cory Joseph, Luis Scola","Wright, Powell, Johnson, Joseph, Scola",1626153-1626181-201949-202709-2449,TOR,54.0,1,1.0,-2.0,2.0,2.0,4.0,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.66666666666666,16.5,10.5,16.5,10.5,1.0,,,,,,,0.3807,16.8,,2.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3807,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2016,2015-16,True
